NRScode,Station,Latitude,Longitude,SampleDateLocal,Year,Month,Day,Time_24hr,Centric diatom,Ciliate,Cyanobacteria,Dinoflagellate,Flagellate,Foraminifera,Pennate diatom,Radiozoa,Silicoflagellate
MAI20160530,Maria Island,-42.59667,148.23333,2016-05-31T09:45:00Z,2016,5,31,09:45:00,83929540.34375,3144901.75945833,0,5354447.45625,19765837.0833333,0,30000,0,102265.299479167
DAR20160530,Darwin,-12.4,130.76805,2016-05-31T07:50:00Z,2016,5,31,07:50:00,200262379.778333,1691397.14944444,4188786.66666667,136484.632222222,0,0,9187254.92,0,0
ROT20160527,Rottnest Island,-32,115.41667,2016-05-27T09:30:00Z,2016,5,27,09:30:00,342787672.874002,12739236.1436429,347813.649883178,11222204.7832555,91017875.1173092,0,2975196.18136682,0,1146900.55490654
KAI20160525,Kangaroo Island,-35.83217,136.44733,2016-05-26T07:35:00Z,2016,5,26,07:35:00,60847493.21625,45730829.724125,0,10398645.3047083,8148499.0625,0,22500,0,2147571.2890625
NSI20160517,North Stradbroke,-27.345,153.562,2016-05-17T10:30:00Z,2016,5,17,10:30:00,261886433.055556,0,7008674.30084746,5374722.1007533,5217905.55032434,0,1116113.46516008,0,0
YON20160503,Yongala,-19.30847,147.61842,2016-05-03T10:01:00Z,2016,5,3,10:01:00,639909709.260307,36725370.8187134,20439901.0429825,8309229.97192982,10161941.3377193,0,4226734.21052632,0,0
PHB20160502,Port Hacking,-34.11923,151.22667,2016-05-03T09:14:00Z,2016,5,3,09:14:00,3355373.56325521,654497.916666667,0,2916311.81708333,17457292.0316667,0,344762.03125,0,0
ROT20160502,Rottnest Island,-32,115.41667,2016-05-02T09:44:00Z,2016,5,2,09:44:00,97941312.2428571,2230048.93486111,0,6304697.3981746,28735575.1984127,0,1938988.0952381,0,779164.186507937
MAI20160428,Maria Island,-42.59667,148.23333,2016-04-28T10:47:00Z,2016,4,28,10:47:00,575169606.663929,353428.875,19004680.2469136,618313287.549719,36911919.5426487,0,14887412.037037,0,2272562.21064815
ROT20160413,Rottnest Island,-32,115.41667,2016-04-13T09:30:00Z,2016,4,13,09:30:00,848032822.292075,7650353.42592593,0,2012260.26143791,18086921.5941585,0,22226598.0392157,0,307464.299087691
NSI20160412,North Stradbroke,-27.345,153.562,2016-04-12T10:45:00Z,2016,4,12,10:45:00,27434432.4044976,0,2506493.71013133,3583093.61628037,9455223.18636648,0,4280800.5003127,0,0
PHB20160407,Port Hacking,-34.11923,151.22667,2016-04-08T09:13:00Z,2016,4,8,09:13:00,275896824.140217,9785369.89565217,0,45837294.0952381,27226462.9006211,0,5947826.08695652,0,0
ROT20160324,Rottnest Island,-32,115.41667,2016-03-24T09:47:00Z,2016,3,24,09:47:00,7001257.71428571,3365989.28571429,1090580.52857143,1077116.57142857,13791206.1011905,0,6293596.03174603,0,389582.093253968
MAI20160321,Maria Island,-42.59667,148.23333,2016-03-22T10:11:00Z,2016,3,22,10:11:00,388903149.779597,4638674.55501618,0,1922214606.35198,75246079.254315,0,245206.310679612,0,195447.057483819
YON20160321,Yongala,-19.30847,147.61842,2016-03-21T10:31:00Z,2016,3,21,10:31:00,161461108.438648,6559054.390681,16256426.2917787,13065185.9390681,10837922.4910394,0,41106070.0729167,0,219925.375224014
NSI20160318,North Stradbroke,-27.345,153.562,2016-03-18T10:30:00Z,2016,3,18,10:30:00,1435080300.28987,23058319.9747839,2682949.21627891,2942877.55644588,7198848.36295229,0,5634825.80070758,0,0
MAI20160303,Maria Island,-42.59667,148.23333,2016-03-04T10:15:00Z,2016,3,4,10:15:00,886402014.089462,2999252.58899676,0,1948445127.22168,19814130.1334951,0,1100970.87378641,0,0
PHB20160229,Port Hacking,-34.11923,151.22667,2016-03-01T09:00:00Z,2016,3,1,09:00:00,230874839.082524,0,0,5787667.88794498,15854100.0202265,0,1184466.01941748,0,0
KAI20160223,Kangaroo Island,-35.83217,136.44733,2016-02-24T07:55:00Z,2016,2,24,07:55:00,2016870.27912621,92646.4041262136,0,23892554.4718447,5856591.39023733,0,1032766.99029126,0,0
ROT20160223,Rottnest Island,-32,115.41667,2016-02-23T08:57:00Z,2016,2,23,08:57:00,423711006.008463,4313547.73975496,132724.545838614,4035091.64258555,16735735.7018378,0,2652942.54330376,16590.5682298268,0
YON20160215,Yongala,-19.30847,147.61842,2016-02-15T10:18:00Z,2016,2,15,10:18:00,346169316.330135,9824079.84006734,17552563.1284091,7926326.76969697,5553315.65656566,0,1254431.17424242,26444.3602693603,0
MAI20160209,Maria Island,-42.59667,148.23333,2016-02-10T10:45:00Z,2016,2,10,10:45:00,5678311.18851675,504577.18335327,0,3176287.78429027,36505576.430622,0,62200.956937799,0,0
DAR20160202_0630,Darwin,-12.4,130.76805,2016-02-02T16:00:00Z,2016,2,2,16:00:00,218464344.187336,1657209.39335526,82673.4210526316,107751.025438596,410487.314429825,0,18261739.1793421,0,0
PHB20160201,Port Hacking,-34.11923,151.22667,2016-02-02T10:52:00Z,2016,2,2,10:52:00,14428556.1724405,1770261.03174603,0,27292288.8592063,13650956.547619,0,393452.380952381,0,0
YON20160122,Yongala,-19.30847,147.61842,2016-01-22T10:39:00Z,2016,1,22,10:39:00,119694906.248958,4712385,7185562.457625,8307070.81775,4843284.58333333,0,444762.03125,0,0
NSI20160120,North Stradbroke,-27.345,153.562,2016-01-20T10:30:00Z,2016,1,20,10:30:00,406056443.572736,310062.905823074,4542829.5478157,16868988.7104047,8125892.00885668,0,8165809.56833411,0,0
MAI20151216,Maria Island,-42.59667,148.23333,2015-12-17T09:35:00Z,2015,12,17,09:35:00,47471977.441875,29731372.8970208,0,20807038.5490833,7406625.67395833,0,1376221.25,0,0
NSI20151216,North Stradbroke,-27.345,153.562,2015-12-16T10:30:00Z,2015,12,16,10:30:00,39816955.3196565,0,2677021.38334924,3558969.81647583,2622987.83396947,0,174141.221374046,0,0
ROT20151215,Rottnest Island,-32,115.41667,2015-12-15T08:22:00Z,2015,12,15,08:22:00,165587972.916667,1954330.77916667,1903744.6351875,5820737.952,5825031.45833333,0,37500,0,0
YON20151203,Yongala,-19.30847,147.61842,2015-12-03T11:00:00Z,2015,12,3,11:00:00,179031428.985001,6558095.35738143,78425599.7922094,3286392.74549098,3836485.78406814,0,302029.358717435,0,0
MAI20151118,Maria Island,-42.59667,148.23333,2015-11-19T10:45:00Z,2015,11,19,10:45:00,4433347994.45313,41887866.6666667,0,14903202563.6178,25852667.7083333,0,4500000,0,4090611.97916667
NSI20151119,North Stradbroke,-27.345,153.562,2015-11-19T10:24:00Z,2015,11,19,10:24:00,105698.355140187,0,0,1127449.12149533,4801690.32320872,0,913551.401869159,0,0
DAR20151117,Darwin,-12.4,130.76805,2015-11-18T08:16:00Z,2015,11,18,08:16:00,438530295.632979,6261682.52853502,3213229.67089982,5905673.95695922,0,0,30476136.5800532,0,0
KAI20151116,Kangaroo Island,-35.83217,136.44733,2015-11-17T09:50:00Z,2015,11,17,09:50:00,19083197.0283548,426155.106090055,0,654904764.402241,45148907.3068513,0,672752.216958212,0,0
PHB20151115,Port Hacking,-34.11923,151.22667,2015-11-16T09:33:00Z,2015,11,16,09:33:00,8750437893.72896,2644436.02693603,0,177329533.319865,9343673.96184063,0,54160697.6010101,0,0
YON20151111,Yongala,-19.30847,147.61842,2015-11-11T10:45:00Z,2015,11,11,10:45:00,75743342.20125,6675878.75,1860803.026875,3538602.27626961,8546972.79411765,0,108125,0,0
NSI20151027,North Stradbroke,-27.345,153.562,2015-10-27T10:50:00Z,2015,10,27,10:50:00,87145713.8003731,49494.3698175788,0,1356666.72636816,6838037.93532338,0,3808075.24875622,0,0
YON20151027,Yongala,-19.30847,147.61842,2015-10-27T10:10:00Z,2015,10,27,10:10:00,109459703.706307,663118.456602499,2102848.09365502,5387136.89474939,12170174.0270576,0,321998.480243161,0,0
ROT20151022,Rottnest Island,-32,115.41667,2015-10-22T09:36:00Z,2015,10,22,09:36:00,0,3926987.5,0,709629.741176471,23484925.245098,0,1e+05,0,0
PHB20151013,Port Hacking,-34.11923,151.22667,2015-10-14T09:42:00Z,2015,10,14,09:42:00,33145615.2753906,1302581.75375,0,2276474.65375,8737547.1875,0,2439360.625,0,204530.598958333
MAI20151001,Maria Island,-42.59667,148.23333,2015-10-01T11:05:00Z,2015,10,1,11:05:00,9761918.23932292,10950070.8498125,0,11797040503.1221,116744429.640625,0,2560000,0,0
ROT20150924,Rottnest Island,-32,115.41667,2015-09-24T10:08:00Z,2015,9,24,10:08:00,99881528.0732031,802283.54625,0,3156654.67204762,5913856.17559524,0,2655074.53125,0,204530.598958333
YON20150923,Yongala,-19.30847,147.61842,2015-09-23T13:11:00Z,2015,9,23,13:11:00,414763216.491563,17108575.5416667,644124.1246875,5335938.25516667,15380701.0416667,0,2494819.18875,0,0
KAI20150909,Kangaroo Island,-35.83217,136.44733,2015-09-09T12:50:00Z,2015,9,9,12:50:00,17378770.7927189,1550829.50799663,0,11010373.8417508,8918525.77809343,0,25252.5252525253,0,103298.282302189
NSI20150907,North Stradbroke,-27.345,153.562,2015-09-07T10:40:00Z,2015,9,7,10:40:00,155565927.083481,731351.838699495,0,2920872.74801997,18142934.6734389,0,1228397.25378788,0,96842.1396583018
ROT20150827,Rottnest Island,-32,115.41667,2015-08-27T11:15:00Z,2015,8,27,11:15:00,1160965736.72158,3152750.9118421,602689.239473684,4846375.85450405,16905654.6896086,44092.4912280702,1557996.05263158,0,538238.418311404
YON20150825,Yongala,-19.30847,147.61842,2015-08-25T10:45:00Z,2015,8,25,10:45:00,27174949.849375,3272489.58333333,0,2949671.0724359,11579578.525641,0,66562.5,0,0
PHB20150819,Port Hacking,-34.11923,151.22667,2015-08-19T10:03:00Z,2015,8,19,10:03:00,538548299.946071,4222127.41387302,0,40103579.9268571,15388492.6835317,0,263809.523809524,0,0
NSI20150817,North Stradbroke,-27.345,153.562,2015-08-17T10:30:00Z,2015,8,17,10:30:00,272415399.423416,0,672012.649647887,19052342.1713615,7282441.60798122,0,1614116.1971831,0,0
MAI20150811,Maria Island,-42.59667,148.23333,2015-08-12T09:35:00Z,2015,8,12,09:35:00,71373782.1875,9843779.56625,0,12682598.83,28568834.0625,0,5372668.01535156,0,875639.67275
YON20150804,Yongala,-19.30847,147.61842,2015-08-04T11:45:00Z,2015,8,4,11:45:00,2211682.56243629,1654592.0829086,266869.690791709,12693805.7374841,6874795.29539512,0,4579074.24396874,0,0
DAR20150803_22:30,Darwin,-12.4,130.76805,2015-08-04T08:00:00Z,2015,8,4,08:00:00,37203.0394736842,0,0,0,0,0,0,0,0
NSI20150731,North Stradbroke,-27.345,153.562,2015-07-31T10:15:00Z,2015,7,31,10:15:00,296761996.910688,643855.013602698,0,550116.223104932,10182523.033212,0,2495287.98411122,0,0
ROT20150724,Rottnest Island,-32,115.41667,2015-07-24T09:20:00Z,2015,7,24,09:20:00,93106766.340041,3372355.66603425,0,1791871.50462437,3195360.19921437,0,50505.0505050505,13222.1801346801,723087.97611532
MAI20150723,Maria Island,-42.59667,148.23333,2015-07-23T10:45:00Z,2015,7,23,10:45:00,53599275.9775,2277652.75,0,7090090.84652083,5819468.22604167,0,554500,0,306795.8984375
PHB20150723,Port Hacking,-34.11923,151.22667,2015-07-23T10:07:00Z,2015,7,23,10:07:00,54781.475625,1421438.57541667,0,670751535.145749,24084422.5868371,0,1064156.32875,0,0
PHB20150630,Port Hacking,-34.11923,151.22667,2015-06-30T11:11:00Z,2015,6,30,11:11:00,116970206.878203,2641720.48863542,0,4267326.41666667,26616248.6111111,0,6430625,0,204530.598958333
KAI20150629,Kangaroo Island,-35.83217,136.44733,2015-06-30T07:35:00Z,2015,6,30,07:35:00,15416657.5209635,654497.916666667,0,62975789.5416667,30163209.1679977,0,122500,0,613591.796875
NSI20150624,North Stradbroke,-27.345,153.562,2015-06-24T10:30:00Z,2015,6,24,10:30:00,289189573.466641,1317973.98128262,396670.900304836,4002621.5948455,21213519.6074469,0,4245189.92037319,0,0
YON20150618,Yongala,-19.30847,147.61842,2015-06-18T10:55:00Z,2015,6,18,10:55:00,317307535.859141,15276799.4973958,25993986.8985,8508472.91666667,21707514.2361111,0,6216932.47,0,102265.299479167
YON20150601,Yongala,-19.30847,147.61842,2015-06-01T12:55:00Z,2015,6,1,12:55:00,145407137.451633,15952558.6596449,6788653.77564103,1838291.21330972,14540717.8854588,79493.6740890688,7515126.01341093,0,103507.388136808
NSI20150528,North Stradbroke,-27.345,153.562,2015-05-28T10:15:00Z,2015,5,28,10:15:00,145613661.544187,61861.806868305,744104.743915406,8754933.89019039,28456431.1594203,0,406131.852551985,0,289977.21969518
MAI20150526,Maria Island,-42.59667,148.23333,2015-05-26T10:35:00Z,2015,5,26,10:35:00,22066724.509375,783728.5303125,0,22466557.2866667,8437296.26822917,0,2552818.72,0,597602.412770833
PHB20150518,Port Hacking,-34.11923,151.22667,2015-05-19T09:43:00Z,2015,5,19,09:43:00,163363197.09557,8238330.52160685,9448098.63861386,34828892.7895627,81974244.0181518,0,3170462.87128713,0,0
NSI20150512,North Stradbroke,-27.345,153.562,2015-05-12T10:15:00Z,2015,5,12,10:15:00,779508181.605422,257725.049090642,11032248.5525874,23377346.031082,11875970.2620968,0,1575220.79237021,0,0
ROT20150507,Rottnest Island,-32,115.41667,2015-05-07T09:36:00Z,2015,5,7,09:36:00,130456034.638221,8972921.00078125,4018894.11129808,14967863.8942308,31885795.9401709,0,2661767.53858173,0,294996.056189904
YON20150430,Yongala,-19.30847,147.61842,2015-04-30T12:10:00Z,2015,4,30,12:10:00,520704190.058376,1156584.1991857,20635222.9454315,4152905.56260575,11063340.4187817,0,3067897.66529188,0,0
MAI20150421,Maria Island,-42.59667,148.23333,2015-04-21T10:50:00Z,2015,4,21,10:50:00,97606020.2476256,11292950.8867239,0,105755082.370833,69941444.0359477,0,1695796.56862745,38499.8774509804,300780.292585784
KAI20150408,Kangaroo Island,-35.83217,136.44733,2015-04-09T07:11:00Z,2015,4,9,07:11:00,8853086.10544218,3361536.91893424,0,43939898.9103499,6519537.07078069,0,224125.364431487,0,0
PHB20150330,Port Hacking,-34.11923,151.22667,2015-03-31T09:32:00Z,2015,3,31,09:32:00,620761756.750309,7164535.96683168,67686178.6470297,3199811.61665488,22819481.8187176,0,928910.426980198,0,0
YON20150324,Yongala,-19.30847,147.61842,2015-03-24T15:15:00Z,2015,3,24,15:15:00,808930708.903906,2263057.44645833,28627738.875,4455690.91708333,11851811.8994792,0,518062.03125,0,0
NSI20150323,North Stradbroke,-27.345,153.562,2015-03-23T11:40:00Z,2015,3,23,11:40:00,247146701.879099,9883925.71555457,4277688.74997898,4158881.85771948,3219654.23183653,0,3985620.58526741,0,0
ROT20150319,Rottnest Island,-32,115.41667,2015-03-19T11:47:00Z,2015,3,19,11:47:00,50836890.3122656,2050623.78515625,7156934.71875,27448464.52875,14306179.0869792,0,6112882.26166667,0,0
DAR20150316,Darwin,-12.4,130.76805,2015-03-17T08:35:00Z,2015,3,17,08:35:00,1272097249.47374,1214532.21649485,32387525.7731959,27068198.5402062,0,0,56888151.9381443,0,0
MAI20150312,Maria Island,-42.59667,148.23333,2015-03-13T09:33:00Z,2015,3,13,09:33:00,52032201.5837873,19753152.4333429,0,77824125.5806575,156018492.826835,0,1125068.80733945,0,93821.3756689603
NSI20150304,North Stradbroke,-27.345,153.562,2015-03-04T10:30:00Z,2015,3,4,10:30:00,73599002.1399457,252631.668673831,28288279.520751,5222013.81258234,5701957.39356884,0,2536437.74703557,0,0
PHB20150225,Port Hacking,-34.11923,151.22667,2015-02-26T09:37:00Z,2015,2,26,09:37:00,68942416.9492857,822797.380952381,0,31007149.2210952,14988002.2916667,0,8407302.85714286,0,0
MAI20150224,Maria Island,-42.59667,148.23333,2015-02-25T10:20:00Z,2015,2,25,10:20:00,10577247.3315476,8038795.86169643,0,78277735.3387812,111487264.172336,0,1833245.8047619,0,0
KAI20150224,Kangaroo Island,-35.83217,136.44733,2015-02-25T08:55:00Z,2015,2,25,08:55:00,2125626050.24295,3975327.48218335,10293744.7849854,77778446.164804,11289930.0494007,0,38872.6919339164,0,0
YON20150224,Yongala,-19.30847,147.61842,2015-02-24T10:40:00Z,2015,2,24,10:40:00,214603438.177189,2566419.224228,0,18184224.5949239,30343896.644106,0,5699141.92047377,0,0
ROT20150224,Rottnest Island,-32,115.41667,2015-02-24T10:17:00Z,2015,2,24,10:17:00,174393065.578818,2514013.54936371,0,5382100.79926108,7286528.53037767,77379.0640394089,494660.241502463,0,0
ROT20150128,Rottnest Island,-32,115.41667,2015-01-28T10:15:00Z,2015,1,28,10:15:00,56086978.0757031,5335143.04019792,0,875849.112083333,34501390.1785714,104719.666666667,9991996.54275,0,0
PHB20150121,Port Hacking,-34.11923,151.22667,2015-01-22T09:48:00Z,2015,1,22,09:48:00,932131109.146427,0,0,78132058.5822942,31902662.2696817,0,7766789.96836032,0,1522654.74750295
YON20150119,Yongala,-19.30847,147.61842,2015-01-19T11:25:00Z,2015,1,19,11:25:00,68525931.875,9486947.30208333,14313869.4375,6194822.78125,29668186.031901,0,9775403.99305555,0,106526.353624132
NSI20150119,North Stradbroke,-27.345,153.562,2015-01-19T10:35:00Z,2015,1,19,10:35:00,161830909.438281,8017599.47916667,0,22566983.447,1799869.27083333,0,2510000,0,0
NSI20141223,North Stradbroke,-27.345,153.562,2014-12-23T10:35:00Z,2014,12,23,10:35:00,46388639.40025,494800.425,458148.541666667,4991579.80361534,4283688.86458333,0,79450,0,214757.12890625
MAI20141208,Maria Island,-42.59667,148.23333,2014-12-09T10:05:00Z,2014,12,9,10:05:00,1659152.21875,8529141.960875,0,6298349.39171429,36745383.0357143,0,0,0,0
YON20141209,Yongala,-19.30847,147.61842,2014-12-09T10:04:00Z,2014,12,9,10:04:00,274228468.257938,2670351.5,572554.7775,5147914.09366667,2487092.08333333,0,735619.25,0,0
PHB20141208,Port Hacking,-34.11923,151.22667,2014-12-09T09:51:00Z,2014,12,9,09:51:00,786897650.780423,2671420.06802721,0,5430435287.70635,11316432.2326153,0,4535147.39229025,0,0
KAI20141201,Kangaroo Island,-35.83217,136.44733,2014-12-02T06:05:00Z,2014,12,2,06:05:00,32419441.655625,0,0,23123755.6944624,5838775.91458333,0,0,0,0
MAI20141127,Maria Island,-42.59667,148.23333,2014-11-28T09:30:00Z,2014,11,28,09:30:00,103297.881143811,6648993.50062702,0,67915129.4503141,6111388.31382067,0,0,0,0
YON20141120,Yongala,-19.30847,147.61842,2014-11-21T08:48:00Z,2014,11,21,08:48:00,333445221.01,7217181.25197917,15028116.4689792,19849534.2769167,6315904.89583333,0,798110.625,0,0
ROT20141119,Rottnest Island,-32,115.41667,2014-11-19T10:16:00Z,2014,11,19,10:16:00,118624087.374589,744060.789473684,301344.619736842,6898891.54143631,33072728.8836353,0,850414.385964912,0,0
PHB20141112,Port Hacking,-34.11923,151.22667,2014-11-13T09:36:00Z,2014,11,13,09:36:00,541063328.241483,0,0,1319491034.39498,14989932.2454433,0,641282.565130261,0,0
NSI20141107,North Stradbroke,-27.345,153.562,2014-11-07T10:35:00Z,2014,11,7,10:35:00,46484732.784375,0,0,5387010.76725,3076140.20833333,0,270312.5,0,0
MAI20141029,Maria Island,-42.59667,148.23333,2014-10-30T09:27:00Z,2014,10,30,09:27:00,28582210.3636719,637366.433697917,0,1563255.184,18129592.2916667,0,90000,0,0
KAI20141029,Kangaroo Island,-35.83217,136.44733,2014-10-29T11:00:00Z,2014,10,29,11:00:00,44463315.96875,261799.166666667,0,12325504.7666667,3796087.91666667,0,0,0,0
PHB20141021,Port Hacking,-34.11923,151.22667,2014-10-22T09:30:00Z,2014,10,22,09:30:00,325134210.906523,7201588.36693548,0,2015616448.77132,24469776.9489247,0,8269334.67741936,0,962173.516605063
NSI20141020,North Stradbroke,-27.345,153.562,2014-10-20T10:45:00Z,2014,10,20,10:45:00,67755260.578125,0,1982470.91709375,10529274.50425,908115.859375,0,56562.5,0,0
YON20141014,Yongala,-19.30847,147.61842,2014-10-14T12:02:00Z,2014,10,14,12:02:00,1076376801.78333,22619448,22329636.3225,2934768.65833333,8213948.85416667,0,46127132.38,0,818122.395833333
ROT20141014,Rottnest Island,-32,115.41667,2014-10-14T11:52:00Z,2014,10,14,11:52:00,214584929.87505,925500.960286458,619350.119891827,6128429.00220353,7483126.41121795,0,28125,0,0
ROT20140919,Rottnest Island,-32,115.41667,2014-09-19T12:57:00Z,2014,9,19,12:57:00,34552207.5041244,0,0,7685998.27580372,33302694.5677453,106314.382402707,2983521.20590102,0,519113.195325719
NSI20140917,North Stradbroke,-27.345,153.562,2014-09-17T10:30:00Z,2014,9,17,10:30:00,61064555.8539761,0,596411.2265625,2414999.07641495,7904934.96912133,0,162601.62601626,0,0
MAI20140915,Maria Island,-42.59667,148.23333,2014-09-16T09:20:00Z,2014,9,16,09:20:00,1629832117.73701,0,0,12961090.45085,13482693.3637057,0,10884111.6962306,0,0
PHB20140911,Port Hacking,-34.11923,151.22667,2014-09-11T10:13:00Z,2014,9,11,10:13:00,24788550.42886,0,0,5518669225.87099,31850762.8133184,0,288600.288600289,0,1416662.15728716
YON20140910,Yongala,-19.30847,147.61842,2014-09-10T10:35:00Z,2014,9,10,10:35:00,161367328.563906,706857.75,0,1311216413.865,1996218.64583333,0,774984.0740625,0,0
ROT20140902,Rottnest Island,-32,115.41667,2014-09-02T11:55:00Z,2014,9,2,11:55:00,328854580.803724,0,0,13627615.2819167,14808015.3645833,0,3866716.5625,0,0
NSI20140901,North Stradbroke,-27.345,153.562,2014-09-01T10:10:00Z,2014,9,1,10:10:00,185373074.680526,0,0,199583.060359025,4462485.79545455,0,237154.150197629,0,0
PHB20140824,Port Hacking,-34.11923,151.22667,2014-08-25T09:57:00Z,2014,8,25,09:57:00,3580745.52831143,2681555.39254719,0,14612900.2045627,51421782.1539832,0,398028.311425683,0,206805.459007415
MAI20140821,Maria Island,-42.59667,148.23333,2014-08-21T11:50:00Z,2014,8,21,11:50:00,1219549.84095193,10433313.6605796,0,43574530.0769714,14241858.216829,0,583176.248821866,0,867471.908871348
YON20140820,Yongala,-19.30847,147.61842,2014-08-20T11:15:00Z,2014,8,20,11:15:00,927868.6065,2246315.38975,0,888441.652,4300051.3125,0,223312.5,0,0
MAI20140807,Maria Island,-42.59667,148.23333,2014-08-07T12:00:00Z,2014,8,7,12:00:00,82189771.7855306,4291855.83277872,152061.471442401,5805326.82599226,23215721.1568584,0,2800221.38431752,12671.7892868667,989983.538036464
ROT20140730,Rottnest Island,-32,115.41667,2014-07-30T10:03:00Z,2014,7,30,10:03:00,211749849.281101,454408.553571429,0,137132.896825397,7292976.78571429,299199.047619048,1438871.14419643,0,389582.093253968
NSI20140725,North Stradbroke,-27.345,153.562,2014-07-25T10:35:00Z,2014,7,25,10:35:00,328800217.857208,0,0,6633357.49825269,8247201.57090054,0,2385584.67741935,0,164944.031418011
YON20140717,Yongala,-19.30847,147.61842,2014-07-17T10:28:00Z,2014,7,17,10:28:00,78973570.3752033,220805.248373984,977532.54695122,13278326.0264228,17942820.9349593,0,548780.487804878,0,0
PHB20140716,Port Hacking,-34.11923,151.22667,2014-07-16T10:00:00Z,2014,7,16,10:00:00,13408025.9581663,1854580.18135229,0,16830709.0413744,11738990.6897128,0,2115124.6242485,0,848578.190673013
KAI20140713,Kangaroo Island,-35.83217,136.44733,2014-07-13T16:13:00Z,2014,7,13,16:13:00,718936094.695793,0,0,22144989.9633225,19328657.8923948,0,15087080.9061489,0,3516394.90404531
MAI20140703,Maria Island,-42.59667,148.23333,2014-07-03T11:30:00Z,2014,7,3,11:30:00,953045.272265247,2511390.2392909,0,13522256.4248548,32186344.7886415,101374.314294934,873417.894784608,0,677509.886011617
ROT20140624,Rottnest Island,-32,115.41667,2014-06-24T13:16:00Z,2014,6,24,13:16:00,308096620.429245,0,0,853564.075471698,11144988.1092767,0,42190775.6813417,0,0
YON20140624,Yongala,-19.30847,147.61842,2014-06-24T10:53:00Z,2014,6,24,10:53:00,343916778.615469,20022400.2666667,39269.875,16020564.3849167,2650716.5625,0,1438687.5,0,0
NSI20140623,North Stradbroke,-27.345,153.562,2014-06-23T10:20:00Z,2014,6,23,10:20:00,1082818169.71173,28381130.3172571,0,1691247.19874804,7128803.59937402,0,20268689.7140418,0,698354.584578176
MAI20140619,Maria Island,-42.59667,148.23333,2014-06-19T11:30:00Z,2014,6,19,11:30:00,29543397.8762136,4615227.00829288,0,7594544.27239629,24042718.1297808,101669.579288026,4854.36893203884,0,198573.397046926
PHB20140612,Port Hacking,-34.11923,151.22667,2014-06-13T09:20:00Z,2014,6,13,09:20:00,279197332.280965,0,333217.608362854,18025349.5870445,26645101.8705953,0,4845435.58119307,0,310522.164410425
YON20140527,Yongala,-19.30847,147.61842,2014-05-27T12:12:00Z,2014,5,27,12:12:00,911875164.906218,2158269.81270032,27614446.2603323,6512254.27083333,9241139.61285425,0,481983.805668016,0,0
ROT20140519,Rottnest Island,-32,115.41667,2014-05-19T12:22:00Z,2014,5,19,12:22:00,381507.33524173,765537.734971374,0,51578182.9588104,7181990.49777354,0,9780.53435114504,0,97581.3926327926
MAI20140516,Maria Island,-42.59667,148.23333,2014-05-16T10:20:00Z,2014,5,16,10:20:00,1861682.96296296,8464033.97622153,0,10769158.5678317,41789538.3411581,87402.9560076509,41992.6969222744,0,621484.181377152
KAI20140507,Kangaroo Island,-35.83217,136.44733,2014-05-07T13:45:00Z,2014,5,7,13:45:00,38539869.6199776,4561211.40712682,0,27074669.3741335,4135172.02251271,0,4468350.16835017,0,550924.172278339
NSI20140507,North Stradbroke,-27.345,153.562,2014-05-07T10:25:00Z,2014,5,7,10:25:00,10622500.6658163,194746.522959184,0,4088058.41586635,11039250.5752301,0,1178875.6377551,0,104352.346407313
YON20140501,Yongala,-19.30847,147.61842,2014-05-01T11:25:00Z,2014,5,1,11:25:00,791779620.082673,1719383.71621622,10803229.6974619,3806293.18563756,6361284.32519058,0,495010.395010395,0,0
PHB20140427,Port Hacking,-34.11923,151.22667,2014-04-28T09:38:00Z,2014,4,28,09:38:00,18807642.2166982,5212150.35364057,15337728.956229,52971755.8299663,47765125.736532,0,473169.191919192,0,103298.282302189
MAI20140408,Maria Island,-42.59667,148.23333,2014-04-08T11:03:00Z,2014,4,8,11:03:00,71979583.9399272,8579562.19280947,0,677717304.145348,9229532.63602346,0,1311561.89320388,0,0
NSI20140404,North Stradbroke,-27.345,153.562,2014-04-04T10:45:00Z,2014,4,4,10:45:00,102857110.8543,8177884.6832483,121416042.091837,21851414.7304422,70330643.0947066,0,1131038.41339286,0,0
ROT20140319,Rottnest Island,-32,115.41667,2014-03-19T12:30:00Z,2014,3,19,12:30:00,194544212.453913,1052552.21574691,0,13062034.7495243,13637968.0066603,0,5410960.39486204,0,97302.853928798
MAI20140318,Maria Island,-42.59667,148.23333,2014-03-19T10:55:00Z,2014,3,19,10:55:00,289547.465437788,7244930.0031682,0,90678207.1039938,163566871.285522,0,148617.511520737,0,0
PHB20140317,Port Hacking,-34.11923,151.22667,2014-03-18T09:48:00Z,2014,3,18,09:48:00,23215100.4242195,3345650.98187311,10378636.4501511,10979141.5273279,13481830.1977479,0,8441073.76636455,0,102986.202899463
YON20140317,Yongala,-19.30847,147.61842,2014-03-17T14:07:00Z,2014,3,17,14:07:00,43018479.3999283,464359.105839416,39478816.1232404,5206664.01060132,2252182.61209593,0,49530.7612095933,0,0
KAI20140313,Kangaroo Island,-35.83217,136.44733,2014-03-13T14:00:00Z,2014,3,13,14:00:00,55064115.7199515,8323639.63404203,0,1348286369.19472,10460450.5742913,0,1093597.2629521,0,1199592.95576735
