NRScode,Station,Latitude,Longitude,SampleDateLocal,Year,Month,Day,Time_24hr,Centric diatom,Ciliate,Cyanobacteria,Dinoflagellate,Flagellate,Foraminifera,Pennate diatom,Radiozoa,Silicoflagellate
YON20180817,Yongala,-19.30847,147.61842,2018-08-17T10:23:00Z,2018,8,17,10:23:00,560245077.645988,163102761.908827,0,7115274.71432099,16071559.9537037,0,8552743.87407407,0,0
NSI20180817,North Stradbroke,-27.345,153.562,2018-08-17T10:20:00Z,2018,8,17,10:20:00,2047202489.06298,0,0,507243066.239657,7431550.0498008,0,25637833.2822556,0,0
DAR20180731_0630,Darwin,-12.4,130.76805,2018-07-31T16:00:00Z,2018,7,31,16:00:00,451242005.49268,41258264.56665,1572367.36736737,43816637.3039706,0,0,26342739.8798799,0,2047353.34292626
ROT20180727,Rottnest Island,-32,115.41667,2018-07-27T09:33:00Z,2018,7,27,09:33:00,556246277.384333,11854606.6055833,0,50219318.4668095,48432845.8333333,314159,60864575.47675,0,4090611.97916667
PHB20180724,Port Hacking,-34.11923,151.22667,2018-07-25T09:33:00Z,2018,7,25,09:33:00,621700532.320176,717651.224415205,0,16256093.1534503,5649350.43859649,0,19100433.3333333,0,861181.469298246
YON20180720,Yongala,-19.30847,147.61842,2018-07-20T10:56:00Z,2018,7,20,10:56:00,390809216.422741,12042120.5258503,0,4342463.40198781,19610651.8630179,0,20182108.5655977,0,834818.771258504
ROT20180719,Rottnest Island,-32,115.41667,2018-07-19T09:35:00Z,2018,7,19,09:35:00,382327888.769954,9389146.76395598,0,5564813.20450886,39979529.2091609,0,39288995.5273752,0,1053941.89479334
NSI20180718,North Stradbroke,-27.345,153.562,2018-07-18T10:20:00Z,2018,7,18,10:20:00,1098887325.46338,0,0,13936177.8619529,28824352.6936027,0,23319386.3636364,0,0
MAI20180711,Maria Island,-42.59667,148.23333,2018-07-12T08:40:00Z,2018,7,12,08:40:00,24693290.09875,6659635.30170455,0,17616751.5240909,12853367.8364249,0,1865835.54730114,0,676923.395284091
MAI20180627,Maria Island,-42.59667,148.23333,2018-06-28T09:00:00Z,2018,6,28,09:00:00,51400999.9209239,21093518.1207767,0,15617714.6567935,23268764.4748264,0,5211004.57965353,14228.2155797101,569669.295380435
PHB20180626,Port Hacking,-34.11923,151.22667,2018-06-27T09:41:00Z,2018,6,27,09:41:00,42243339.5105188,3780464.66575168,1919553.35680161,6017233.65015506,37869789.2504296,0,10314600.620233,0,2742846.0173777
YON20180621,Yongala,-19.30847,147.61842,2018-06-21T11:30:00Z,2018,6,21,11:30:00,298007974.743687,77062506.3318462,2632976.80415264,7931897.71492705,9024137.94191919,0,9909764.30976431,0,0
ROT20180620,Rottnest Island,-32,115.41667,2018-06-20T09:56:00Z,2018,6,20,09:56:00,681393730.876259,5263688.01437729,0,37547178.945055,73217459.2490842,0,25888461.5384615,0,1348553.39972527
MAI20180605,Maria Island,-42.59667,148.23333,2018-06-06T09:30:00Z,2018,6,6,09:30:00,47055379.448718,4296191.45299145,0,15654247.6068376,22320057.1581197,0,302564.102564103,0,134383.526089744
YON20180602,Yongala,-19.30847,147.61842,2018-06-03T09:10:00Z,2018,6,3,09:10:00,574199265.457945,45649068.3695934,26444360.2693603,67985260.2859893,13462583.4098561,0,29532660.5460859,0,0
NSI20180530,North Stradbroke,-27.345,153.562,2018-05-30T10:20:00Z,2018,5,30,10:20:00,698639978.878,4603476.54666667,1145109.555,4527008.90590626,3697913.22916667,0,9977408,0,0
PHB20180528,Port Hacking,-34.11923,151.22667,2018-05-29T09:50:00Z,2018,5,29,09:50:00,259719477.296238,25489198.9623786,0,3596581.70122977,9137299.26456311,0,1111074.58695388,0,0
KAI20180515,Kangaroo Island,-35.83217,136.44733,2018-05-16T08:15:00Z,2018,5,16,08:15:00,55121475.7233007,4416208.16498317,0,22606847.2623317,4726929.39814815,0,281114.076136364,0,723087.97611532
ROT20180511,Rottnest Island,-32,115.41667,2018-05-11T09:21:00Z,2018,5,11,09:21:00,485008735.598416,4746814.31749132,0,3926987.5,33491885.5794271,0,43948901.577691,54541.4930555556,426105.414496528
DAR20180509,Darwin,-12.4,130.76805,2018-05-10T07:02:00Z,2018,5,10,07:02:00,273299649.538629,15403044.8733218,1818049.76851852,16826050.6076389,0,290887.962962963,13821180.5555556,0,568140.552662037
YON20180425,Yongala,-19.30847,147.61842,2018-04-26T09:48:00Z,2018,4,26,09:48:00,136277786.392538,200356.505102041,0,1009796.78571429,3706595.34438776,0,4074283.80102041,0,0
MAI20180418,Maria Island,-42.59667,148.23333,2018-04-19T09:30:00Z,2018,4,19,09:30:00,651698780.457554,22080408.8586735,0,707065926.48021,42887099.2002937,0,2757047.78016582,71237.8684807256,556545.847505669
NSI20180417,North Stradbroke,-27.345,153.562,2018-04-17T10:15:00Z,2018,4,17,10:15:00,76588528.0859375,0,272707.465277778,859573.930555556,1261272.02690972,0,169270.833333333,0,106526.353624132
YON20180329,Yongala,-19.30847,147.61842,2018-03-29T10:27:00Z,2018,3,29,10:27:00,279069095.980442,8242800.19090136,2403576.81345663,2317056.1960034,3005347.57653061,0,4121568.39923469,0,104352.346407313
ROT20180328,Rottnest Island,-32,115.41667,2018-03-28T09:23:00Z,2018,3,28,09:23:00,712932500.79738,3650361.95195578,1894971.8252551,8867778.91581633,37607361.2443311,0,494387.755102041,0,208704.692814626
PHB20180326,Port Hacking,-34.11923,151.22667,2018-03-27T09:40:00Z,2018,3,27,09:40:00,261199712.024792,5624842.36222222,5152992.9975,4319162.65166667,2192568.02083333,0,960000,0,0
NSI20180320,North Stradbroke,-27.345,153.562,2018-03-20T10:40:00Z,2018,3,20,10:40:00,90042121.5500486,993831.870545837,36445420.7252187,29600860.8794947,3243867.22546161,0,400874.635568513,0,0
MAI20180315,Maria Island,-42.59667,148.23333,2018-03-16T08:45:00Z,2018,3,16,08:45:00,23144947.2647825,22337372.2312091,0,20835410.5220433,12384127.246732,0,1080882.35294118,0,0
KAI20180307,Kangaroo Island,-35.83217,136.44733,2018-03-07T12:20:00Z,2018,3,7,12:20:00,208307106.478993,8068000.18206944,0,19166442.3379343,18682940.530303,0,810555.610166667,0,136353.732638889
NSI20180302,North Stradbroke,-27.345,153.562,2018-03-02T10:25:00Z,2018,3,2,10:25:00,35720934.0478957,1144960.23738484,1726295.81155779,2608387.97864322,4768954.66917923,0,108040.201005025,0,0
MAI20180301,Maria Island,-42.59667,148.23333,2018-03-02T09:30:00Z,2018,3,2,09:30:00,1444428983.12063,26179916.6666667,0,402123.52,17409644.5833333,0,2.4e+07,0,0
PHB20180221,Port Hacking,-34.11923,151.22667,2018-02-22T09:18:00Z,2018,2,22,09:18:00,33448110.9706991,17378340.0154532,8725165.70629296,17222059.1185812,12771866.5623466,0,2810980.59149485,40484.4072164948,316284.431378866
ROT20180221,Rottnest Island,-32,115.41667,2018-02-21T10:05:00Z,2018,2,21,10:05:00,2715442.08743655,265785.956006768,0,1497782.03443814,10475093.5602667,0,1471646.90884095,0,830581.112521151
YON20180220,Yongala,-19.30847,147.61842,2018-02-20T10:30:00Z,2018,2,20,10:30:00,166479158.651361,66785.5017006803,467391.655102041,2791179.82967687,3539631.59013605,0,2171237.24489796,0,0
DAR20180208_2130,Darwin,-12.4,130.76805,2018-02-09T07:00:00Z,2018,2,9,07:00:00,929515635.8125,5196896.71775,26179.9166666667,4797469.72916667,0,0,46046875,0,0
YON20180130,Yongala,-19.30847,147.61842,2018-01-30T10:05:00Z,2018,1,30,10:05:00,733506128.508839,3371655.93434343,7113559.35681818,3313478.34175084,9549352.31949121,0,965554.608585859,0,0
ROT20180125,Rottnest Island,-32,115.41667,2018-01-25T10:00:00Z,2018,1,25,10:00:00,77160867.6343149,4767136.26802885,1779762.33964343,9725662.8306891,15846401.4823718,0,7793068.82564103,12586.4983974359,393328.074919872
PHB20180123,Port Hacking,-34.11923,151.22667,2018-01-24T09:41:00Z,2018,1,24,09:41:00,8242697.67515625,4880293.16803125,0,14676461.2833333,11114683.6208333,0,1259632.47,0,306795.8984375
NSI20180123,North Stradbroke,-27.345,153.562,2018-01-23T10:20:00Z,2018,1,23,10:20:00,141223445.302682,0,1574525.638125,1340411.73333333,12908153.3564815,0,4030865.625,0,0
MAI20180116,Maria Island,-42.59667,148.23333,2018-01-17T10:30:00Z,2018,1,17,10:30:00,1493883.39456993,1453892.59983498,0,3364715.4679868,83594288.3663366,0,127475.247524752,0,0
NSI20171219,North Stradbroke,-27.345,153.562,2017-12-19T10:45:00Z,2017,12,19,10:45:00,13420847.0677452,0,1157845.85945399,1880506.8554095,5823641.7256488,0,43882709.8078867,0,0
MAI20171217,Maria Island,-42.59667,148.23333,2017-12-18T09:40:00Z,2017,12,18,09:40:00,1760101.97741667,9246196.78841667,0,2381168.1405,107337658.333333,0,610000,0,0
YON20171215,Yongala,-19.30847,147.61842,2017-12-15T10:44:00Z,2017,12,15,10:44:00,4226822960.35578,261799.166666667,4294160.83125,1357166.88,4843284.58333333,0,11132500,0,0
ROT20171214,Rottnest Island,-32,115.41667,2017-12-14T09:37:00Z,2017,12,14,09:37:00,20346458.5476562,2706388.15529167,0,12243442.9802747,11183013.2033333,104719.666666667,1934812.5,0,715857.096354167
PHB20171211,Port Hacking,-34.11923,151.22667,2017-12-12T08:54:00Z,2017,12,12,08:54:00,318506509.090009,14164328.684932,0,9385183187.72313,6077480.65476191,0,12040816.3265306,0,0
YON20171130,Yongala,-19.30847,147.61842,2017-11-30T10:34:00Z,2017,11,30,10:34:00,446020384.890378,1025739.93084192,17648853.4507732,8030217.11941581,27242632.3560997,0,4867451,0,0
KAI20171129,Kangaroo Island,-35.83217,136.44733,2017-11-29T14:50:00Z,2017,11,29,14:50:00,192437472.118651,4545124.4212963,0,72743134.1401058,4706151.68650794,0,3270976.92633598,0,519442.791005291
MAI20171123,Maria Island,-42.59667,148.23333,2017-11-24T09:50:00Z,2017,11,24,09:50:00,8242903.842,33886034.0423125,0,3783163.62245833,20987566.5277778,0,70000,0,0
ROT20171123,Rottnest Island,-32,115.41667,2017-11-23T10:05:00Z,2017,11,23,10:05:00,120961646.060547,4255327.28819444,5964112.265625,4305505.46180556,13771726.9965278,0,18322916.6666667,0,0
NSI20171116,North Stradbroke,-27.345,153.562,2017-11-16T10:30:00Z,2017,11,16,10:30:00,257504008.753539,0,0,944173.695372442,3404370.60684161,0,2893852.50702905,0,0
ROT20171103,Rottnest Island,-32,115.41667,2017-11-03T09:25:00Z,2017,11,3,09:25:00,207508154.790895,5417918.36995401,0,4434934.06915347,8996420.00936808,0,13907936.1011753,0,522561.57117612
YON20171025,Yongala,-19.30847,147.61842,2017-10-26T09:56:00Z,2017,10,26,09:56:00,613132517.836932,21372807.9681818,6037850.38090909,8502585.56698565,8204710.72567783,0,6955223.86363636,95199.696969697,0
PHB20171024,Port Hacking,-34.11923,151.22667,2017-10-25T09:01:00Z,2017,10,25,09:01:00,3261639532.91869,167977208.029935,0,3994607937.18447,128516702.56877,0,27422501.0800971,0,0
NSI20171023,North Stradbroke,-27.345,153.562,2017-10-23T10:25:00Z,2017,10,23,10:25:00,567235252.025182,864950.950476992,0,8236124.21320988,2049437.92087542,0,17384440.6565657,0,0
MAI20171015,Maria Island,-42.59667,148.23333,2017-10-16T09:50:00Z,2017,10,16,09:50:00,887498355.036926,30549753.3918347,0,745945457.693375,42211030.6865465,0,50272854.5369679,0,0
DAR20171009,Darwin,-12.4,130.76805,2017-10-10T07:57:00Z,2017,10,10,07:57:00,165244492.41,1689422.74739583,15974278.29225,1047196.66666667,0,0,2433447.453125,0,0
NSI20170927,North Stradbroke,-27.345,153.562,2017-09-27T10:40:00Z,2017,9,27,10:40:00,241976967.202797,2919936.85939061,0,22377630.3081918,3073067.14119214,0,508241.758241758,0,0
MAI20170921,Maria Island,-42.59667,148.23333,2017-09-22T09:15:00Z,2017,9,22,09:15:00,3247287.05022222,107284984.341,0,119820731.291778,35472041.7555556,0,1901345.07416667,0,775484.038222222
PHB20170921,Port Hacking,-34.11923,151.22667,2017-09-22T08:48:00Z,2017,9,22,08:48:00,594271214.724375,11590067.2743056,0,8526275.26,17322378.1944444,0,2375000,0,0
ROT20170914,Rottnest Island,-32,115.41667,2017-09-14T09:45:00Z,2017,9,14,09:45:00,6212270.81465345,918348.682572115,0,9648205.51955128,45688989.1826923,0,11242708.0849359,0,983320.18729968
KAI20170908,Kangaroo Island,-35.83217,136.44733,2017-09-08T15:00:00Z,2017,9,8,15:00:00,27426113.7395583,8565665.96538462,0,13069517.8599359,6765242.8886218,0,1818873.74038462,0,322648.593169071
YON20170906,Yongala,-19.30847,147.61842,2017-09-06T10:00:00Z,2017,9,6,10:00:00,420135963.775673,6354910.32723064,2891690.79545455,91259406.4009309,11588852.0003961,0,1040151.51515152,52888.7205387205,0
NSI20170829,North Stradbroke,-27.345,153.562,2017-08-29T11:50:00Z,2017,8,29,11:50:00,193427369.051042,0,0,45651212.2342222,32806708.0729167,0,13725666.6666667,0,272707.465277778
PHB20170821,Port Hacking,-34.11923,151.22667,2017-08-22T09:50:00Z,2017,8,22,09:50:00,45646271.8657812,4042198.76827083,0,24547240.2630915,4531219.97666667,0,80000,0,0
YON20170816,Yongala,-19.30847,147.61842,2017-08-16T10:24:00Z,2017,8,16,10:24:00,88966617.6695964,6817686.63194444,0,6194086.47109375,5454149.30555556,0,2430221.89930556,0,0
ROT20170802,Rottnest Island,-32,115.41667,2017-08-02T09:33:00Z,2017,8,2,09:33:00,100533508.013356,1561482.98508663,0,4144591.85684818,5475749.89686469,0,841410.426980198,0,303758.315284653
MAI20170801,Maria Island,-42.59667,148.23333,2017-08-01T10:01:00Z,2017,8,1,10:01:00,440409.813084112,2343836.55802181,0,2123404.45594126,37225115.1535381,0,100467.289719626,0,95575.0462422118
YON20170724,Yongala,-19.30847,147.61842,2017-07-24T10:45:00Z,2017,7,24,10:45:00,4921962.12236842,1308995.83333333,0,12870377.7270175,14157823.3552632,0,1142033.05263158,0,107647.683662281
NSI20170717,North Stradbroke,-27.345,153.562,2017-07-17T11:05:00Z,2017,7,17,11:05:00,632977684.628411,132892.978003384,0,2210807.5820643,1162813.55752961,0,725405.139593909,0,0
PHB20170716,Port Hacking,-34.11923,151.22667,2017-07-17T09:42:00Z,2017,7,17,09:42:00,141351311.399373,1270869.74110032,0,5443058.84894822,7656990.19012945,0,8906565.19417476,0,198573.397046926
DAR20170715_0030,Darwin,-12.4,130.76805,2017-07-15T10:00:00Z,2017,7,15,10:00:00,167913720.049309,4864859.99204355,0,9228170.66599665,0,0,9038081.2388191,0,0
YON20170705,Yongala,-19.30847,147.61842,2017-07-05T10:21:00Z,2017,7,5,10:21:00,494188098.340851,0,127103513.409737,22420894.4739404,0,0,1130584.19243986,0,0
NSI20170627,North Stradbroke,-27.345,153.562,2017-06-27T10:20:00Z,2017,6,27,10:20:00,28796942.9489063,2238382.875,0,2346505.93083333,1472620.3125,0,181562.5,0,0
MAI20170626,Maria Island,-42.59667,148.23333,2017-06-27T09:25:00Z,2017,6,27,09:25:00,239179.718666667,1061464.72125,0,452388.96,12828159.1666667,0,5000,0,102265.299479167
ROT20170626,Rottnest Island,-32,115.41667,2017-06-26T09:46:00Z,2017,6,26,09:46:00,257228735.826583,4839154.25667476,0,9290297.45716597,32951836.8585298,0,5072208.04368932,0,1687873.87489887
PHB20170614,Port Hacking,-34.11923,151.22667,2017-06-15T08:52:00Z,2017,6,15,08:52:00,144907613.746859,16891637.4382328,0,18447754.5050547,30499651.2833469,0,108040.201005025,13155.7370184255,411116.781825796
MAI20170601,Maria Island,-42.59667,148.23333,2017-06-02T09:00:00Z,2017,6,2,09:00:00,7696895.5,8872782.81953125,0,49852975.4129167,64402595,0,1434312.5,0,131023.9379375
YON20170528,Yongala,-19.30847,147.61842,2017-05-29T08:11:00Z,2017,5,29,08:11:00,24402479.0133201,3342094.91732804,0,8395335.30854119,23241354.5918367,0,94149276.831746,0,0
ROT20170523,Rottnest Island,-32,115.41667,2017-05-23T09:53:00Z,2017,5,23,09:53:00,550103254.880522,5053772.38420307,0,28044071.9755895,9077641.00785945,0,10939736.8956311,25417.3948220065,198573.397046926
KAI20170518,Kangaroo Island,-35.83217,136.44733,2017-05-18T11:15:00Z,2017,5,18,11:15:00,1465127.60738965,847607.202970297,3746754.32617574,8754978.86468647,1684846.12211221,0,92636.1386138614,0,101252.771761551
PHB20170517,Port Hacking,-34.11923,151.22667,2017-05-18T09:45:00Z,2017,5,18,09:45:00,235619.25,0,0,11474068.426875,3436114.0625,0,0,0,0
DAR20170516,Darwin,-12.4,130.76805,2017-05-17T08:47:00Z,2017,5,17,08:47:00,243492619.944307,6733309.32214315,712819.51320132,4036580.26006601,0,0,7565661.83333333,0,101252.771761551
NSI20170516,North Stradbroke,-27.345,153.562,2017-05-16T10:20:00Z,2017,5,16,10:20:00,12070535.7932921,124547.653028861,0,1210058.94533371,3175965.15223597,0,57088.4871550904,0,0
ROT20170428,Rottnest Island,-32,115.41667,2017-04-28T09:52:00Z,2017,4,28,09:52:00,49845562.3628289,8118989.24415205,0,83176285.4168755,37891984.6491228,0,6939174.47368421,36743.7426900585,861181.469298246
YON20170426,Yongala,-19.30847,147.61842,2017-04-26T10:20:00Z,2017,4,26,10:20:00,3126279091.87861,1739205.77345522,3602810.6747449,6800366.92517007,21905644.5578231,0,28230447.845805,0,6261140.78443878
NSI20170424,North Stradbroke,-27.345,153.562,2017-04-24T11:00:00Z,2017,4,24,11:00:00,312996583.650089,2394340.37857143,41223943.98,28183353.4895238,25961750.6944444,0,1277285.71428571,0,0
MAI20170412,Maria Island,-42.59667,148.23333,2017-04-12T10:15:00Z,2017,4,12,10:15:00,36316125.9020833,13635373.2638889,0,177652977.816235,43686523.904321,0,1762962.96296296,0,0
ROT20170407,Rottnest Island,-32,115.41667,2017-04-07T09:28:00Z,2017,4,7,09:28:00,752824644.032708,2965693.68489583,0,645465.845416667,6512254.27083333,0,1982018.72,13089.9583333333,818122.395833333
ROT20170331,Rottnest Island,-32,115.41667,2017-03-31T10:24:00Z,2017,3,31,10:24:00,1867420624.14385,15358884.4444444,0,124666.26984127,13263105.9303351,0,5858879.94047619,0,1038885.58201058
MAI20170323,Maria Island,-42.59667,148.23333,2017-03-24T09:30:00Z,2017,3,24,09:30:00,23773642.8424357,14630102.0337033,0,3024521.79268672,14440701.3468653,0,2558357.47663551,0,0
YON20170322,Yongala,-19.30847,147.61842,2017-03-22T12:00:00Z,2017,3,22,12:00:00,2739029025.14246,38499877.4509804,0,1407432.32,16580613.8888889,0,7488970.58823529,0,0
PHB20170321,Port Hacking,-34.11923,151.22667,2017-03-22T09:21:00Z,2017,3,22,09:21:00,2673828.19293333,1047196.66666667,0,2563537.44,8700371.70583333,0,3196000,0,0
KAI20170315,Kangaroo Island,-35.83217,136.44733,2017-03-15T12:27:00Z,2017,3,15,12:27:00,4170828.88007812,2287993.81708333,0,4188145.25870833,9981093.22916667,0,120000,0,0
ROT20170303,Rottnest Island,-32,115.41667,2017-03-03T10:30:00Z,2017,3,3,10:30:00,103637833.603242,1590368.76947041,5872130.8411215,616748.5041166,25603189.5304851,0,1046328.81619938,0,95575.0462422118
MAI20170223,Maria Island,-42.59667,148.23333,2017-02-24T08:50:00Z,2017,2,24,08:50:00,125656924.12125,8377573.33333333,0,18402177.584,187677277.604167,0,22212385,0,0
YON20170220,Yongala,-19.30847,147.61842,2017-02-20T10:29:00Z,2017,2,20,10:29:00,460936702.791667,0,286277.38875,12901113.8677778,8083049.27083333,0,11372500,0,0
NSI20170217,North Stradbroke,-27.345,153.562,2017-02-17T10:30:00Z,2017,2,17,10:30:00,465039052.714691,93411.9092331768,17526089.9028169,13234894.285133,4209681.43583725,0,727252.64084507,0,0
PHB20170205,Port Hacking,-34.11923,151.22667,2017-02-06T10:49:00Z,2017,2,6,10:49:00,5379972.875,0,572554.7775,16547670.8270833,10326522.6851852,0,11808673.75,0,0
DAR20170203_0630,Darwin,-12.4,130.76805,2017-02-03T16:00:00Z,2017,2,3,16:00:00,2205630777661.85,13769909.6739792,1047196.66666667,2214899.48975,0,0,46266250,0,0
ROT20170120,Rottnest Island,-32,115.41667,2017-01-20T10:20:00Z,2017,1,20,10:20:00,5664211.9702381,1246662.6984127,0,6916434.78428571,6705954.48759921,0,59523.8095238095,0,584373.139880953
YON20170120,Yongala,-19.30847,147.61842,2017-01-20T10:00:00Z,2017,1,20,10:00:00,7931616337.65506,0,27394965.430622,36061756.556796,16197170.6649832,0,10763147.9266348,0,0
NSI20170117,North Stradbroke,-27.345,153.562,2017-01-17T10:30:00Z,2017,1,17,10:30:00,46248389.6387056,0,32558094.4792648,1148856.66352498,2251571.53235941,0,1511902.29343387,0,0
MAI20170104,Maria Island,-42.59667,148.23333,2017-01-05T09:45:00Z,2017,1,5,09:45:00,185390490.652473,8150757.43992674,0,4601997.81291209,10132131.2099359,0,129120.879120879,0,0
NSI20161215,North Stradbroke,-27.345,153.562,2016-12-15T10:15:00Z,2016,12,15,10:15:00,3522226378.61733,0,0,7625636.35624063,9899438.62395633,0,19910083.4938985,0,0
ROT20161214,Rottnest Island,-32,115.41667,2016-12-14T09:35:00Z,2016,12,14,09:35:00,913737001.159754,0,0,6434388.12083973,0,0,460829.493087558,0,1256716.42985151
YON20161207,Yongala,-19.30847,147.61842,2016-12-07T10:15:00Z,2016,12,7,10:15:00,567821276.760964,6931541.99869792,57599010.6165,20718234.8938596,9438548.90350877,0,6375663.7525,0,0
PHB20161204,Port Hacking,-34.11923,151.22667,2016-12-05T09:45:00Z,2016,12,5,09:45:00,74480103.9535156,4188786.66666667,0,689804361.722667,6806778.33333333,0,2329598.59375,0,511326.497395833
KAI20161118,Kangaroo Island,-35.83217,136.44733,2016-11-18T12:45:00Z,2016,11,18,12:45:00,176714.4375,1242106.14625,0,11799366.9814167,43442299.21875,0,0,0,102265.299479167
MAI20161117,Maria Island,-42.59667,148.23333,2016-11-18T09:10:00Z,2016,11,18,09:10:00,892245883.228135,5737701.02071865,0,56561770320.0042,19289975.0659404,0,2866972.47706422,0,0
NSI20161116,North Stradbroke,-27.345,153.562,2016-11-16T10:15:00Z,2016,11,16,10:15:00,372492435.81875,0,1545897.89925,2231785.536,2617991.66666667,0,245000,0,0
ROT20161114,Rottnest Island,-32,115.41667,2016-11-14T09:45:00Z,2016,11,14,09:45:00,19762998.1986198,1832594.16666667,5864301.33333333,2068737.015,2585266.77083333,0,629143.666666667,5235.98333333333,0
YON20161108,Yongala,-19.30847,147.61842,2016-11-08T10:50:00Z,2016,11,8,10:50:00,227537737.807607,17373944.6969697,8894256.46645623,3493564.43518519,6511923.71632997,0,2703749.0530303,0,0
DAR20161107,Darwin,-12.4,130.76805,2016-11-08T08:11:00Z,2016,11,8,08:11:00,58485366.8092105,269119.209155702,440924.912280702,2582938.13614035,0,0,31965789.4736842,0,0
PHB20161030,Port Hacking,-34.11923,151.22667,2016-10-31T09:35:00Z,2016,10,31,09:35:00,347103067.178699,0,0,6434388.12083973,8788972.02380952,0,460829.493087558,0,1256716.42985151
ROT20161024,Rottnest Island,-32,115.41667,2016-10-24T09:35:00Z,2016,10,24,09:35:00,181867901.736,4991089.84785417,6702058.66666667,895957.301923077,13845148.2371795,0,171642.645125,0,204530.598958333
NSI20161019,North Stradbroke,-27.345,153.562,2016-10-20T09:40:00Z,2016,10,20,09:40:00,120291323.231156,0,2302253.97822446,3988608.9721943,5229405.46482412,0,4275367.46231156,0,0
YON20161012,Yongala,-19.30847,147.61842,2016-10-12T10:26:00Z,2016,10,12,10:26:00,653818978.595653,0,8299434.29634354,15165331.1557823,8181223.95833333,0,11018436.5178571,0,0
ROT20161004,Rottnest Island,-32,115.41667,2016-10-04T10:38:00Z,2016,10,4,10:38:00,125974016.192818,447558.173366834,0,8529022.17788945,48018440.1172529,0,31376035.2349246,0,205558.390912898
YON20160927,Yongala,-19.30847,147.61842,2016-09-27T10:33:00Z,2016,9,27,10:33:00,68665307.2063542,27580542.2083333,0,37976096.4170477,23511579.0064103,0,618750,0,0
MAI20160927,Maria Island,-42.59667,148.23333,2016-09-27T10:10:00Z,2016,9,27,10:10:00,14639583.9026562,3141590,0,6561843712.66011,18040406.0422222,0,205000,0,0
PHB20160926,Port Hacking,-34.11923,151.22667,2016-09-27T09:54:00Z,2016,9,27,09:54:00,188403573.942292,5294161.65314583,2902730.9853125,12050955.9805833,8481769.40166666,0,460312.5,0,102265.299479167
NSI20160920,North Stradbroke,-27.345,153.562,2016-09-20T10:15:00Z,2016,9,20,10:15:00,0,0,182790.081225442,5127997.60633595,2475262.25851342,0,4911.59135559921,0,0
KAI20160915,Kangaroo Island,-35.83217,136.44733,2016-09-15T11:18:00Z,2016,9,15,11:18:00,18877306.5782828,661109.006734007,0,14002817.0986994,11635518.5185185,0,0,0,206596.564604377
MAI20160831,Maria Island,-42.59667,148.23333,2016-08-31T10:26:00Z,2016,8,31,10:26:00,921118528.249498,0,0,8466709.26815241,11591341.6082555,0,15708123.6520489,0,0
PHB20160829,Port Hacking,-34.11923,151.22667,2016-08-30T09:20:00Z,2016,8,30,09:20:00,20911208.4375,5648827.52920833,0,10788089.1604167,21818342.55,0,0,5235.98333333333,0
YON20160823,Yongala,-19.30847,147.61842,2016-08-23T10:19:00Z,2016,8,23,10:19:00,84318581.6053922,1522798.48611111,769997.549019608,4990302.78202614,16469392.0206972,0,3906250,0,0
NSI20160822,North Stradbroke,-27.345,153.562,2016-08-22T10:50:00Z,2016,8,22,10:50:00,154682518.92653,62691.3713282248,2507654.85312899,4199218.51085568,4875006.41722542,0,1064236.11111111,0,0
YON20160725,Yongala,-19.30847,147.61842,2016-07-25T10:25:00Z,2016,7,25,10:25:00,47733711.15875,4031707.16666667,14714937.0341944,9625343.06822222,7363101.5625,0,819365.416666667,0,136353.732638889
DAR20160724_0730,Darwin,-12.4,130.76805,2016-07-24T17:00:00Z,2016,7,24,17:00:00,506621762.484167,3977645.63875,785397.5,1518430.66133333,0,0,13046498.4375,0,102265.299479167
MAI20160720,Maria Island,-42.59667,148.23333,2016-07-21T09:30:00Z,2016,7,21,09:30:00,6587385,2943538.93041667,0,4111473.6327619,16630231.0642857,0,230625,0,102265.299479167
PHB20160719,Port Hacking,-34.11923,151.22667,2016-07-19T10:19:00Z,2016,7,19,10:19:00,137909934.415813,8119243.005625,0,10768977.2756291,12206386.1458333,0,1008285.29640625,0,306795.8984375
MAI20160630,Maria Island,-42.59667,148.23333,2016-07-01T09:30:00Z,2016,7,1,09:30:00,3655838.36309524,4738084.95152778,0,1439258.82097595,24933253.968254,0,49107.1428571429,0,97395.5233134921
YON20160624,Yongala,-19.30847,147.61842,2016-06-24T10:00:00Z,2016,6,24,10:00:00,14079532.8718593,4736065.32663317,2387667.60081658,3457643.42613065,19240265.3894472,0,300496.381909548,0,0
NSI20160623,North Stradbroke,-27.345,153.562,2016-06-23T10:30:00Z,2016,6,23,10:30:00,194506284.168632,0,0,9627170.39347484,3365107.21305031,0,1262130.45400943,0,0
ROT20160621,Rottnest Island,-32,115.41667,2016-06-21T09:26:00Z,2016,6,21,09:26:00,145424113.833611,4070881.04863889,0,11687378.0245556,16075123.33125,0,4851244.24708333,0,409061.197916667
PHB20160615,Port Hacking,-34.11923,151.22667,2016-06-15T11:06:00Z,2016,6,15,11:06:00,207298216.702725,1601823.43723333,0,25360015.6727448,12566360,0,4550596.25,0,327248.958333333
YON20160601,Yongala,-19.30847,147.61842,2016-06-01T10:46:00Z,2016,6,1,10:46:00,39624282.31633,4211264.37289562,0,579343.044781145,11304964.0151515,0,23713990.334596,0,0
