NRScode,Station,Latitude,Longitude,SampleDateLocal,StationDepth_m,SampleDepth_m,Year,Month,Day,Time_24hr,SampleDateUTC,Biomass_mgm3,Secchi_m,Silicate_umol_L,Phosphate_umol_L,Ammonium_umol_L,Nitrate_umol_L,Nitrite_umol_L,Oxygen_umol_L,TCO2_umol_kg,TAlkalinity_umol_kg,Salinity,Prochlorococcus_cells_ml,Synecochoccus_cells_ml,Picoeukaryotes_cells_ml,CPHL_C3,MG_DVP,CPHL_C2,CPHL_C1,CPHL_C1C2,CPHLIDE_A,PHIDE_A,PERID,PYROPHIDE_A,BUT_FUCO,FUCO,NEO,KETO_HEX_FUCO,PRAS,VIOLA,HEX_FUCO,ASTA,DIADCHR,DIADINO,DINO,ANTH,ALLO,MYXO,DIATO,ZEA,LUT,CANTHA,GYRO,DV_CPHL_B,CPHL_B,DV_CPHL_B_AND_CPHL_B,DV_CPHL_A,CPHL_A,DV_CPHL_A_AND_CPHL_A,ECHIN,PHYTIN_B,PHYTIN_A,LYCO,BETA_EPI_CAR,BETA_BETA_CAR,ALPHA_BETA_CAR,PYROPHYTIN_A,TSS_mg_L,InorganicFraction_mg_L,OrganicFraction_mg_L,CTDDensity_kgm3,CTDTemperature,CTDPAR_umolm2s,CTDConductivity_sm,CTDSalinity,CTDChlF_mgm3,CTDTurbidity_ntu
YON20110720,Yongala,-19.30847,147.61842,2011-07-20 11:37:00,28.9,WC,2011,7,20,11:37:00,2011-07-20T01:37:00Z,8.37953,18,,,,,,,,,,23446.5,73589.25,1769.5,0.011,0,0.011,0,,0.009,0,0,0,0.013,0.017,0,0,0,0.002,0.024,0,0,0.009,0,0,0,0,0,0.06,0,0,0,0,0.006,0.006,0.01,0.145,0.155,0,0,0,0,,,0.012,0,,,,,,,,,,
NSI20110727,North Stradbroke,-27.345,153.562,2011-07-28 09:30:00,60,WC,2011,7,28,09:30:00,2011-07-27T23:30:00Z,6.35251,17,,,,,,,,,,48578.25,10967.25,2362.5,0.031,0,0.031,0,,0.015,0,0,0,0.032,0.037,0,0,0,0,0.047,0,0,0.008,0,0,0,0,0.005,0.04,0,0,0,0.003,0.018,0.021,0.03,0.182,0.212,0,0,0,0,,,0.009,0,,,,,,,,,,
PHB20090318,Port Hacking,-34.11923,151.22667,2009-03-19 09:39:00,100,WC,2009,3,19,09:39:00,2009-03-18T22:39:00Z,17.84779,10,,,,,,,,,,10095.75,8100.75,4074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROT20110826,Rottnest Island,-32,115.41667,2011-08-26 09:43:00,50,WC,2011,8,26,09:43:00,2011-08-26T01:43:00Z,8.27498,12.5,,,,,,,,,,14469,25441.5,3795.75,0.014,0,0.031,0.005,,0,0,0.012,0,0.02,0.054,0.008,0,0.016,0.006,0.041,0.004,0,0.018,0,0.004,0.017,0,0.004,0.026,0.005,0,0,0,0.054,0.054,0,0.33,0.33,0,0,0,0,,,0.014,0,,,,,,,,,,
KAI20090205,Kangaroo Island,-35.83217,136.44733,2009-02-05 14:05:00,110,WC,2009,2,5,14:05:00,2009-02-05T03:35:00Z,,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSI20091021,North Stradbroke,-27.345,153.562,2009-10-22 09:20:00,60,WC,2009,10,22,09:20:00,2009-10-21T23:20:00Z,19.10254,20,,,,,,,,,,18432.75,20280.75,1365,0.021,0,0,0.024,,0,0,0,0,0.018,0.034,0,0,0,0,0.029,0,0,0.008,0,0,0,0,0.003,0.023,0,0,0,0,0,0,0,0.131,0.131,0,0,0,0,,,0.007,0,,,,,,,,,,
YON20110118,Yongala,-19.30847,147.61842,2011-01-18 11:30:00,28.9,WC,2011,1,18,11:30:00,2011-01-18T01:30:00Z,28.60337,15,,,,,,,,,,38755.5,73594.5,1800.75,0.026,0,0.042,0,,0.162,0,0.009,0,0.011,0.074,0,0,0.005,0.002,0.044,0,0,0.016,0,0,0,0,0,0.077,0,0,0,0.005,0.015,0.02,0.014,0.189,0.203,0,0,0,0,,,0.02,0,,,,,,,,,,
YON20110217,Yongala,-19.30847,147.61842,2011-02-17 11:30:00,28.9,WC,2011,2,17,11:30:00,2011-02-17T01:30:00Z,25.29236,10,,,,,,,,,,17461.5,205800,1575,0.013,0,0.02,0,,0.02,0,0,0,0.007,0.055,0,0,0,0,0.025,0.005,0,0.009,0,0.003,0.003,0,0,0.188,0,0,0,0,0.014,0.014,0.016,0.605,0.621,0,0,0,0,,,0.066,0,,,,,,,,,,
DAR20120114_23:35,Darwin,-12.4,130.76805,2012-01-15 09:05:00,25,WC,2012,1,15,09:05:00,2012-01-14T23:35:00Z,26.32359,2,,,,,,,,,,0,106832.5,2639.5,0,0,0.056,0.04,,0,0,0,0,0,0.317,0.007,0,0.02,0.007,0.017,0,0,0.031,0,0,0.013,0,0,0.156,0,0,0,0,0.069,0.069,0,0.854,0.854,0,0,0,0,,,0.066,0,,,,,,,,,,
ROT20111122,Rottnest Island,-32,115.41667,2011-11-22 15:08:00,50,WC,2011,11,22,15:08:00,2011-11-22T07:08:00Z,9.37517,21.5,,,,,,,,,,,,5318.25,0.017,0,0.024,0.004,,0,0,0.006,0,0.019,0.038,0,0,0.004,0.003,0.03,0,0,0.023,0,0,0.009,0,0,0.021,0,0,0,0,0.02,0.02,0.009,0.181,0.19,0,0,0,0,,,0.008,0,,,,,,,,,,
YON20100413,Yongala,-19.30847,147.61842,2010-04-13 14:14:00,28.9,WC,2010,4,13,14:14:00,2010-04-13T04:14:00Z,27.09363,13,,,,,,,,,,20186.25,95308.5,1391.25,0.022,0,0.022,0,,0,0,0,0,0.017,0.027,0.002,0,0,0,0.065,0,0,0.011,0,0,0,0,0,0.08,0,0,0,0,0.015,0.015,0.006,0.275,0.281,0,0,0,0,,,0.025,0,,,,,,,,,,
NSI20110119,North Stradbroke,-27.345,153.562,2011-01-19 10:00:00,60,WC,2011,1,19,10:00:00,2011-01-19T00:00:00Z,13.66304,12,,,,,,,,,,43328.25,12306,4919.25,0.033,0,0.039,0,,0.025,0.032,0,0,0.023,0.104,0.008,0,0.013,0.003,0.049,0,0,0.011,0,0,0.004,0,0.007,0.039,0.009,0,0,0,0.065,0.065,0.034,0.369,0.403,0,0,0,0,,,0.018,0,,,,,,,,,,
KAI20090114,Kangaroo Island,-35.83217,136.44733,2009-01-15 08:00:00,110,75,2009,1,15,08:00:00,2009-01-14T21:30:00Z,,,,,,,,,2118.62,2346.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.1483,17.9864,1.1054,4.675992,35.7209,0.1447,1.0134
KAI20090114,Kangaroo Island,-35.83217,136.44733,2009-01-15 08:00:00,110,105,2009,1,15,08:00:00,2009-01-14T21:30:00Z,,,,,,,,,2114.56,2344.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAI20081019,Kangaroo Island,-35.83217,136.44733,2008-10-19 11:15:00,110,50,2008,10,19,11:15:00,2008-10-19T00:45:00Z,,,,,,,,,2100.33,2355.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.8131,14.9512,49.0367,4.369835,35.7374,0.075,0.9626
DAR20120114_21:30,Darwin,-12.4,130.76805,2012-01-15 07:00:00,25,10,2012,1,15,07:00:00,2012-01-14T21:30:00Z,,,5.2,0.38,0.27,0.5,,,1962.82,2243.85,33.662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020.2493,31.4462,,5.783996,33.6385,0.4265,4.8678
DAR20120115_05:40,Darwin,-12.4,130.76805,2012-01-15 15:10:00,25,0,2012,1,15,15:10:00,2012-01-15T05:40:00Z,,,5.6,0.31,0.55,0.2,,,1964.22,2244.14,33.639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSI20080929,North Stradbroke,-27.345,153.562,2008-09-29 10:30:00,60,WC,2008,9,29,10:30:00,2008-09-29T00:30:00Z,13.02007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSI20080929,North Stradbroke,-27.345,153.562,2008-09-29 10:30:00,60,20,2008,9,29,10:30:00,2008-09-29T00:30:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSI20100520,North Stradbroke,-27.345,153.562,2010-05-21 08:21:00,60,WC,2010,5,21,08:21:00,2010-05-20T22:21:00Z,15.907,16,,,,,,,,,,83858.25,47486.25,3701.25,0.012,0,0.024,0,,0,0,0,0,0.019,0.058,0.004,0,0.005,0,0.043,0,0,0.006,0,0,0,0,0,0.059,0,0,0,0,0.023,0.023,0.034,0.292,0.326,0,0,0,0,,,0.016,0,,,,,,,,,,
NSI20100817,North Stradbroke,-27.345,153.562,2010-08-18 08:25:00,60,WC,2010,8,18,08:25:00,2010-08-17T22:25:00Z,17.76517,20,,,,,,,,,,31804.5,55235.25,2803.5,0.028,0,0,0.003,,0.099,0,0,0,0.022,0.085,0.004,0,0.005,0,0.032,0,0,0.009,0,0,0,0,0.005,0.052,0,0,0,0,0.012,0.012,0.013,0.215,0.228,0,0,0,0,,,0.013,0,,,,,,,,,,
PHB20100817,Port Hacking,-34.11923,151.22667,2010-08-18 09:30:00,100,WC,2010,8,18,09:30:00,2010-08-17T23:30:00Z,66.4368,15,,,,,,,,,,13161.75,8389.5,7834,0.069,0,0,0,,0.426,0,0.012,0,0.042,0.163,0.015,0,0.035,0.007,0.091,0,0,0.034,0,0,0.064,0,0,0.014,0,0,0,0,0.112,0.112,0,0.658,0.658,0,0,0,0,,,0.03,0,,,,,,,,,,
MAI20110407,Maria Island,-42.59667,148.23333,2011-04-07 10:30:00,86,WC,2011,4,7,10:30:00,2011-04-07T00:30:00Z,4.26568,17,,,,,,,,,,12489.75,11796.75,7565.25,0.029,0,0.04,0.009,,0.008,0,0.025,0,0.027,0.041,0.015,0,0.033,0.013,0.064,0,0,0.022,0,0.006,0.014,0,0.003,0.018,0,0,0,0,0.115,0.115,0,0.465,0.465,0,0,0,0,,,0.018,0,,,,,,,,,,
PHB20110717,Port Hacking,-34.11923,151.22667,2011-07-18 09:38:00,100,WC,2011,7,18,09:38:00,2011-07-17T23:38:00Z,0.41374,10,,,,,,,,,,8247.75,7539,4174,0.06,0,0.087,0,,0.045,0.054,0.007,0,0.03,0.224,0.012,0,0.02,0.006,0.077,0,0,0.032,0,0,0.033,0,0,0.013,0,0,0,0,0.074,0.074,0,0.775,0.775,0,0,0,0,,,0.03,0,,,,,,,,,,
NSI20090527,North Stradbroke,-27.345,153.562,2009-05-27 12:03:00,60,WC,2009,5,27,12:03:00,2009-05-27T02:03:00Z,11.05903,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSI20090720,North Stradbroke,-27.345,153.562,2009-07-20 11:07:00,60,WC,2009,7,20,11:07:00,2009-07-20T01:07:00Z,45.98499,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSI20120912,North Stradbroke,-27.345,153.562,2012-09-12 10:20:00,60,WC,2012,9,12,10:20:00,2012-09-12T00:20:00Z,19.01896,21,,,,,,,,,,2032,8836,1276,0.019,0,0.018,0,,0.017,0,0,0,0.008,0.035,0,0,0,0,0.021,0,0,0.006,0,0,0,0,0,0.005,0,0,0,0,0.007,0.007,0,0.089,0.089,0,0,0,0,,,0.003,0,,,,,,,,,,
NIN20120509,Ningaloo,-21.99,113.779,2012-05-09 10:50:00,30,WC,2012,5,9,10:50:00,2012-05-09T02:50:00Z,25.84341,12.5,,,,,,,,,,125874,48678,2635.5,0.028,0,0.04,0,,0.01,0,0.013,0,0.016,0.042,0.006,0,0.012,0.003,0.045,0.003,0,0.013,0,0.004,0.01,0,0.005,0.08,0,0,0,0,0.065,0.065,0.063,0.405,0.468,0,0,0,0,,,0.027,0,,,,,,,,,,
ROT20130125,Rottnest Island,-32,115.41667,2013-01-25 10:10:00,50,WC,2013,1,25,10:10:00,2013-01-25T02:10:00Z,25.53221,14,,,,,,,,,,5229.5,62832,1459,0.023,0,0.058,0,,0.032,0.03,0,0,0.006,0.118,0,0,0,0.002,0.017,0,0,0.018,0,0,0,0,0.003,0.044,0,0,0,0,0.01,0.01,0.007,0.362,0.369,0,0,0,0,,,0.017,0,,,,,,,,,,
PHB20130422,Port Hacking,-34.11923,151.22667,2013-04-23 09:32:00,100,0,2013,4,23,09:32:00,2013-04-22T23:32:00Z,,,0.5,0.19,0.59,0.8,,,2018.25,2314.56,35.314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,0,0.5,,,,,,,
PHB20130422,Port Hacking,-34.11923,151.22667,2013-04-23 09:32:00,100,40,2013,4,23,09:32:00,2013-04-22T23:32:00Z,,,0.5,0.19,0.12,0.7,,,2019.18,2316.64,35.331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.929,20.9398,,4.929224,35.3212,2.2737,0.0967
PHB20130514,Port Hacking,-34.11923,151.22667,2013-05-15 09:40:00,100,20,2013,5,15,09:40:00,2013-05-14T23:40:00Z,,,1.3,0.27,0.5,1.5,,,2027.82,2319.31,35.364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.2023,19.4831,,4.788607,35.401,1.9769,0.1909
ROT20130221,Rottnest Island,-32,115.41667,2013-02-21 12:55:00,50,0,2013,2,21,12:55:00,2013-02-21T04:55:00Z,,,2,0.01,0.05,0,,,2026.33,2327.44,35.469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,0.2,0.35,,,,,,,
ROT20130221,Rottnest Island,-32,115.41667,2013-02-21 12:55:00,50,46,2013,2,21,12:55:00,2013-02-21T04:55:00Z,,,1.8,0,0.08,0,,,2028.2,2331.63,35.561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.7711,22.2631,,5.096927,35.5615,0.6418,0.1112
ROT20130321,Rottnest Island,-32,115.41667,2013-03-21 11:34:00,50,40,2013,3,21,11:34:00,2013-03-21T03:34:00Z,,,1.5,0.01,0.09,0.2,,,2028.04,2328.04,35.513,,,,0.057,0,0.056,0,,0.032,0,0.007,0,0.022,0.087,0.005,0,0.009,0.002,0.057,0,0,0.021,0,0.003,0.005,0,0.009,0.029,0,0,0,0,0.047,0.047,0.017,0.369,0.386,0,0,0,0,,,0.016,0,,,,1024.5762,22.7241,,5.138737,35.5141,0.8301,0.0874
NSI20091115,North Stradbroke,-27.345,153.562,2009-11-16 08:20:00,60,57,2009,11,16,08:20:00,2009-11-15T22:20:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.5776,19.0458,,4.755875,35.4871,0.2025,0.1103
ROT20121219,Rottnest Island,-32,115.41667,2012-12-19 11:48:00,50,46,2012,12,19,11:48:00,2012-12-19T03:48:00Z,,,1.8,0.11,0.13,0.2,,,2039.05,2327.69,35.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSI20131212,North Stradbroke,-27.345,153.562,2013-12-12 10:20:00,60,50,2013,12,12,10:20:00,2013-12-12T00:20:00Z,,,1.6,0.28,0.08,5.4,,,2079.4,2330.83,35.605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAI20130807,Maria Island,-42.59667,148.23333,2013-08-07 11:30:00,86,85,2013,8,7,11:30:00,2013-08-07T01:30:00Z,,,0.9,0.24,0.04,1.8,,261.3,,,35.395,,,,0.024,0,0.047,0,,0.035,0,0.006,0,0.023,0.069,0.009,0,0.025,0.006,0.045,0,0,0.011,0,0,0.01,0,0,0.007,0,0,0,0,0.061,0.061,0,0.303,0.303,0,0,0,0,,,0.012,0,,,,,,,,,,
MAI20130924,Maria Island,-42.59667,148.23333,2013-09-24 11:40:00,86,10,2013,9,24,11:40:00,2013-09-24T01:40:00Z,,,1.1,0.22,0.01,2.8,,266.1,2089.76,2325.51,35.321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.6371,13.2402,,4.154036,35.3213,0.5401,0.2373
MAI20130924,Maria Island,-42.59667,148.23333,2013-09-24 11:40:00,86,60,2013,9,24,11:40:00,2013-09-24T01:40:00Z,,,0.9,0.23,0.07,2.3,,264.4,,,35.306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.8759,13.1511,,4.146904,35.3148,0.516,0.2213
MAI20130821,Maria Island,-42.59667,148.23333,2013-08-21 11:21:00,86,75,2013,8,21,11:21:00,2013-08-21T01:21:00Z,,,0.9,0.21,0,1.9,,258.3,2096.05,2330.86,35.419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1027.0062,13.2056,,4.16372,35.4179,0.2376,0.2452
KAI20130827,Kangaroo Island,-35.83217,136.44733,2013-08-28 08:55:00,110,0,2013,8,28,08:55:00,2013-08-27T23:25:00Z,,,0.5,0.09,0.9,0,,,2089.2,2353.26,35.881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,3.9,1.3,,,,,,,
MAI20131217,Maria Island,-42.59667,148.23333,2013-12-17 11:05:00,86,50,2013,12,17,11:05:00,2013-12-17T00:05:00Z,,,0.3,0.13,0.11,0,,262.3,2078.24,2322,35.245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.5133,14.3354,,4.254401,35.2371,0.3993,0.1887
MAI20131217,Maria Island,-42.59667,148.23333,2013-12-17 11:05:00,86,60,2013,12,17,11:05:00,2013-12-17T00:05:00Z,,,0.8,0.18,0.16,0.1,,257.6,,,35.253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.6125,14.3065,,4.257269,35.2859,0.4607,0.2061
PHB20131020,Port Hacking,-34.11923,151.22667,2013-10-21 09:36:00,100,0,2013,10,21,09:36:00,2013-10-20T22:36:00Z,,,1.2,0.16,0.04,0.3,,,,,35.541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,0.3,0.55,,,,,,,
PHB20131020,Port Hacking,-34.11923,151.22667,2013-10-21 09:36:00,100,100,2013,10,21,09:36:00,2013-10-20T22:36:00Z,,,4.5,0.81,0,10.3,,,,,35.297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHB20131202,Port Hacking,-34.11923,151.22667,2013-12-03 09:30:00,100,60,2013,12,3,09:30:00,2013-12-02T22:30:00Z,,,0.6,0.2,0.08,2.2,,,2087.25,2328.39,35.543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.3416,15.7781,,4.413702,35.3817,1.0759,0.0628
PHB20140120,Port Hacking,-34.11923,151.22667,2014-01-21 09:43:00,100,0,2014,1,21,09:43:00,2014-01-20T22:43:00Z,,,0,0.08,0.04,0,,,2019.44,2336.91,35.598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,0.3,0.55,,,,,,,
PHB20140120,Port Hacking,-34.11923,151.22667,2014-01-21 09:43:00,100,10,2014,1,21,09:43:00,2014-01-20T22:43:00Z,,,0,0.08,0.03,0,,,,,35.576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.8421,21.4416333333333,,5.01218166666667,35.5804,2.20953333333333,0.130133333333333
PHB20140120,Port Hacking,-34.11923,151.22667,2014-01-21 09:43:00,100,30,2014,1,21,09:43:00,2014-01-20T22:43:00Z,,,0.9,0.34,0.03,3.6,,,,,35.581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.56393333333,19.1122666666667,,4.774504,35.5962,4.41783333333333,0.1044
YON20130912,Yongala,-19.30847,147.61842,2013-09-12 11:26:00,28.9,20,2013,9,12,11:26:00,2013-09-12T01:26:00Z,,,0.7,0.02,0.09,0,,,1985.74,2309.48,35.491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.3846,23.0602,,5.171699,35.5039,0.6317,0.2396
PHB20130915,Port Hacking,-34.11923,151.22667,2013-09-16 08:15:00,100,10,2013,9,16,08:15:00,2013-09-15T22:15:00Z,,,,,,,,,,,35.513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.7604,17.7397,,4.622444,35.5012,2.6276,0.2567
YON20130515,Yongala,-19.30847,147.61842,2013-05-15 10:30:00,28.9,10,2013,5,15,10:30:00,2013-05-15T00:30:00Z,,,1.6,0.14,0.24,0,,,1943.96,2246.49,34.449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1022.9053,25.1079,,5.238864,34.4089,0.1683,0.2127
YON20130515,Yongala,-19.30847,147.61842,2013-05-15 10:30:00,28.9,20,2013,5,15,10:30:00,2013-05-15T00:30:00Z,,,1.4,0.2,0.1,0,,,1953.43,2259.19,34.797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023.1667,25.3699,,5.319352,34.7991,0.3145,0.1859
DAR20130916,Darwin,-12.4,130.76805,2013-09-16 11:26:00,25,20,2013,9,16,11:26:00,2013-09-16T01:56:00Z,,,6.2,0.22,0.06,0,,,2023.54,2309.77,34.775,,,,0.023,0,0.044,0.01,,0,0,0,0,0.008,0.109,0.005,0,0.02,0.004,0.03,,0,0.014,0,0,0.012,0,0,0.098,0,0,0,0,0.061,0.061,0,0.537,0.537,0,0,0,0,,,0.041,0,,,,1022.3738,27.7596,,5.563299,34.7545,0.2703,2.5632
PHB20130611,Port Hacking,-34.11923,151.22667,2013-06-12 09:55:00,100,60,2013,6,12,09:55:00,2013-06-11T23:55:00Z,,,1.5,0.3,0.12,3.3,,,2059.72,2335.04,35.514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.96055,17.54825,,4.600092,35.4564,0.2981,0.2101
PHB20130826,Port Hacking,-34.11923,151.22667,2013-08-27 09:30:00,100,50,2013,8,27,09:30:00,2013-08-26T23:30:00Z,,,1.8,0.31,,3.5,,,,,35.522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.1383,16.9262,,4.544339,35.5223,1.2529,0.0819
MAI20130528,Maria Island,-42.59667,148.23333,2013-05-28 10:56:00,86,30,2013,5,28,10:56:00,2013-05-28T00:56:00Z,,,0.6,0.28,0,2.4,,265.4,2096.37,2328.44,35.408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.3967,15.067,,4.343342,35.3979,0.338,0.2643
PHB20130826,Port Hacking,-34.11923,151.22667,2013-08-27 09:30:00,100,WC,2013,8,27,09:30:00,2013-08-26T23:30:00Z,14.99107,17,,,,,,,,,,908.5,3276.5,13078,0.049,0,0.068,0,,0.024,0,0.007,0,0.024,0.094,0.013,0,0.034,0.012,0.045,0,0,0.017,0,0.003,0.015,0,0,0.005,0,0,0,0,0.123,0.123,0,0.551,0.551,0,0,0,0,,,0.018,0,,,,,,,,,,
YON20160927,Yongala,-19.30847,147.61842,2016-09-27 10:33:00,28.9,0,2016,9,27,10:33:00,2016-09-27T00:33:00Z,,,1.9,0.05,-0.02,0,0.01,,2015.77,2331.41,35.768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.55,0.4,,,,,,,
ROT20131001,Rottnest Island,-32,115.41667,2013-10-01 11:55:00,50,20,2013,10,1,11:55:00,2013-10-01T03:55:00Z,,,1.7,0.13,0.09,0.1,,,2026.65,2320.51,35.239,,,,0.054,0,0.073,0,,0.036,0,0.017,0,0.035,0.059,0.011,0,0.026,0.009,0.092,0,0,0.031,0,0.004,0.02,0,0.004,0.017,0,0,0,0,0.091,0.091,0,0.459,0.459,0,0,0,0,,,0.016,0,,,,1025.3824,18.6505,,4.684707,35.2409,0.8132,0.1705
MAI20120119,Maria Island,-42.59667,148.23333,2012-01-19 12:00:00,86,80,2012,1,19,12:00:00,2012-01-19T01:00:00Z,,,,,,,,,,,,,,,0.023,0,0.022,0.005,,0,0,0,0,0.014,0.04,0.008,0,0.018,0.002,0.038,0,0,0.004,0,0,0.004,0,0,0.008,0,0,0,0,0.058,0.058,0,0.183,0.183,0,0,0,0,,,0.011,0,,,,,,,,,,
MAI20120724,Maria Island,-42.59667,148.23333,2012-07-24 10:50:00,86,85,2012,7,24,10:50:00,2012-07-24T00:50:00Z,,,,,,,,,,,,,,,0.013,0,0.034,0,,0,0,0,0,0.03,0.028,0.007,0,0.018,0.004,0.048,0,0,0.006,0,0,0.006,0,0,0.006,0,0,0,0,0.062,0.062,0,0.283,0.283,0,0,0,0,,,0.008,0,,,,,,,,,,
NSI20130706,North Stradbroke,-27.345,153.562,2013-07-07 09:40:00,60,57,2013,7,7,09:40:00,2013-07-06T23:40:00Z,,,2.3,0.35,0.32,4.5,,,2065.05,2330.53,35.527,,,,0.004,0,0.005,0,,0,0,0,0,0.004,0.005,0,0,0,0,0.006,0,0,0.001,0,0,0,0,0,0.003,0,0,0,0.002,0.007,0.009,0.006,0.035,0.041,0,0,0,0,,,0.002,0,,,,,,,,,,
NSI20130806,North Stradbroke,-27.345,153.562,2013-08-06 10:15:00,60,57,2013,8,6,10:15:00,2013-08-06T00:15:00Z,,,3,0.47,0.03,6.4,,,2085.87,2327.97,35.511,,,,0.004,0,0.008,0,,0.004,0,0,0,0.002,0.018,0,0,0,0,0.005,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.043,0,0,0,0,,,0,0,,,,,,,,,,
NSI20130819,North Stradbroke,-27.345,153.562,2013-08-19 10:10:00,60,40,2013,8,19,10:10:00,2013-08-19T00:10:00Z,,,1.9,0.47,0.04,6.4,,,,,35.565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.4249,19.7401,,4.836005,35.5677,0.1378,0.016
NSI20130913,North Stradbroke,-27.345,153.562,2013-09-13 10:25:00,60,10,2013,9,13,10:25:00,2013-09-13T00:25:00Z,,,0.7,0.12,0.26,0,,,2017.53,2329.77,35.584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.6454,22.1405,,5.082369,35.56,0.2832,0.0286
NSI20130913,North Stradbroke,-27.345,153.562,2013-09-13 10:25:00,60,57,2013,9,13,10:25:00,2013-09-13T00:25:00Z,,,0.9,0.14,0.05,0.4,,,2026.35,2327.1,35.565,,,,0.013,0,0,0,,0,0,0,0,0.004,0.029,0.002,0,0,0,0.015,0,0,0.004,0,0,0,0,0,0.017,0.004,0,0,0,0.017,0.017,0.012,0.151,0.163,0,0,0,0,,,0.006,0,,,,1025.4803,19.1505,,4.746162,35.3394,0.2525,0.1583
