NRScode,Station,Latitude,Longitude,SampleDateLocal,StationDepth_m,SampleDepth_m,Year,Month,Day,Time_24hr,SampleDateUTC,Biomass_mgm3,Secchi_m,Silicate_umol_L,Phosphate_umol_L,Ammonium_umol_L,Nitrate_umol_L,Nitrite_umol_L,Oxygen_umol_L,TCO2_umol_kg,TAlkalinity_umol_kg,Salinity,Prochlorococcus_cells_ml,Synecochoccus_cells_ml,Picoeukaryotes_cells_ml,CPHL_C3,MG_DVP,CPHL_C2,CPHL_C1,CPHL_C1C2,CPHLIDE_A,PHIDE_A,PERID,PYROPHIDE_A,BUT_FUCO,FUCO,NEO,KETO_HEX_FUCO,PRAS,VIOLA,HEX_FUCO,ASTA,DIADCHR,DIADINO,DINO,ANTH,ALLO,MYXO,DIATO,ZEA,LUT,CANTHA,GYRO,DV_CPHL_B,CPHL_B,DV_CPHL_B_AND_CPHL_B,DV_CPHL_A,CPHL_A,DV_CPHL_A_AND_CPHL_A,ECHIN,PHYTIN_B,PHYTIN_A,LYCO,BETA_EPI_CAR,BETA_BETA_CAR,ALPHA_BETA_CAR,PYROPHYTIN_A,TSS_mg_L,InorganicFraction_mg_L,OrganicFraction_mg_L,CTDDensity_kgm3,CTDTemperature,CTDPAR_umolm2s,CTDConductivity_sm,CTDSalinity,CTDChlF_mgm3,CTDTurbidity_ntu
YON20140910,Yongala,-19.30847,147.61842,2014-09-10 10:35:00,28.9,0,2014,9,10,10:35:00,2014-09-10T00:35:00Z,,,0.7,0.07,0.19,0,,,2001.67,2324.37,35.464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15,0.75,0.4,,,,,,,
ROT20140122,Rottnest Island,-32,115.41667,2014-01-22 10:10:00,50,30,2014,1,22,10:10:00,2014-01-22T02:10:00Z,,,2.3,0.13,0.04,0.8,,,,,35.624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.0581,21.0616,,4.976293,35.602,0.7618,0.1407
KAI20140122,Kangaroo Island,-35.83217,136.44733,2014-01-22 15:15:00,110,75,2014,1,22,15:15:00,2014-01-22T04:45:00Z,,,1.4,0.31,0.08,3.5,,,2108.74,2337.1,35.376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.7712,14.0436,0.4653,4.237662,35.3386,1.8256,244.682
KAI20140122,Kangaroo Island,-35.83217,136.44733,2014-01-22 15:15:00,110,100,2014,1,22,15:15:00,2014-01-22T04:45:00Z,,,1.6,0.4,0.25,4,,,2115.43,2332.24,35.407,,,,0.05,0,0.041,0.002,,0,0,0,0,0.07,0.033,0.004,0,0.011,0.001,0.035,0,0,0.006,0,0,0.001,0,0,0.006,0,0,0,0,0.042,0.042,0.006,0.196,0.202,0,0,0,0,,,0.007,0,,,,1026.9041,14.0266,0.0082,4.2392955,35.35875,1.5875,244.82355
PHB20140317,Port Hacking,-34.11923,151.22667,2014-03-18 09:48:00,100,0,2014,3,18,09:48:00,2014-03-17T22:48:00Z,,,0.4,0.1,0.06,0,,,,,35.567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,0.45,0.3,,,,,,,
PHB20140317,Port Hacking,-34.11923,151.22667,2014-03-18 09:48:00,100,10,2014,3,18,09:48:00,2014-03-17T22:48:00Z,,,0.5,0.12,0.11,0.2,,,,,35.559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.4371,22.3672,,5.106004,35.5599,1.3811,0.0694
PHB20140317,Port Hacking,-34.11923,151.22667,2014-03-18 09:48:00,100,100,2014,3,18,09:48:00,2014-03-17T22:48:00Z,,,4.4,0.86,0.09,11.6,,,,,35.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSI20140623,North Stradbroke,-27.345,153.562,2014-06-23 10:20:00,60,50,2014,6,23,10:20:00,2014-06-23T00:20:00Z,,,1.3,0.41,0.09,5.1,,,2072.38,2333.17,35.602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.1182,20.9384,,4.961825,35.5812,0.2036,0.0727
ROT20131001,Rottnest Island,-32,115.41667,2013-10-01 11:55:00,50,46,2013,10,1,11:55:00,2013-10-01T03:55:00Z,,,2,0.11,0.15,0.5,,,2034.45,2316,35.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.5153,18.7087,,4.696814,35.2835,0.5733,0.2056
NSI20140901,North Stradbroke,-27.345,153.562,2014-09-01 10:10:00,60,0,2014,9,1,10:10:00,2014-09-01T00:10:00Z,,,0,0.16,0.05,0.3,,,2008.89,2326.84,35.517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.35,0.6,,,,,,,
NSI20140507,North Stradbroke,-27.345,153.562,2014-05-07 10:25:00,60,50,2014,5,7,10:25:00,2014-05-07T00:25:00Z,,,1.1,0.36,0.44,4.1,,,2059.45,2331.81,35.601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSI20140725,North Stradbroke,-27.345,153.562,2014-07-25 10:35:00,60,40,2014,7,25,10:35:00,2014-07-25T00:35:00Z,,,0.5,0.15,0.38,0.4,,,,,35.555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.1385,20.7741,,4.938995,35.5378,0.2804,0.2197
YON20140624,Yongala,-19.30847,147.61842,2014-06-24 10:53:00,28.9,1,2014,6,24,10:53:00,2014-06-24T00:53:00Z,,,,,,,,,,,,,,,0.01,0,0.009,0,,0.005,0,0,0,0.007,0.007,0,0,0,0.001,0.015,0,0,0.007,0,0,0,0,0,0.056,0,0,0,0,0.005,0.005,0.023,0.097,0.12,0,0,0,0,,,0.012,0,,,,1023.963,23.6014,,5.196143,35.2636,0.0481,0.0131
NSI20141223,North Stradbroke,-27.345,153.562,2014-12-23 10:35:00,60,20,2014,12,23,10:35:00,2014-12-23T00:35:00Z,,,0.3,0.09,0.09,0,,,,,35.51,,,,0.012,0,0.016,0,,0.007,0,0,0,0.01,0.018,0.002,0,0,0.001,0.018,0.002,0,0.003,0,0,0,0,0.003,0.079,0,0,0,0.006,0.018,0.024,0.069,0.138,0.207,0,0,0,0,,,0.014,0,,,,1023.5742,25.6304,,5.439978,35.4848,0.2044,0.0451
NSI20150119,North Stradbroke,-27.345,153.562,2015-01-19 10:35:00,60,WC,2015,1,19,10:35:00,2015-01-19T00:35:00Z,12.58286,27,,,,,,,,,,9808.715,10303.175,5065.89,0.206,0,0.162,0,,0.263,0.081,0,0,0.037,0.463,0.002,0,0.003,0.003,0.039,0.004,0,0.035,0,0,0,0,0.009,0.033,0,0,0,0,0.017,0.017,0.02,0.637,0.657,0,0,0,0,,,0.015,0,,,,,,,,,,
PHB20141021,Port Hacking,-34.11923,151.22667,2014-10-22 09:30:00,100,100,2014,10,22,09:30:00,2014-10-21T22:30:00Z,,,2.8,0.6,1.69,7.6,,,2097.55,2323.93,35.411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHB20130125,Port Hacking,-34.11923,151.22667,2013-01-25 10:54:00,100,WC,2013,1,25,10:54:00,2013-01-24T23:54:00Z,13.60421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSI20141223,North Stradbroke,-27.345,153.562,2014-12-23 10:35:00,60,10,2014,12,23,10:35:00,2014-12-23T00:35:00Z,,,0.3,0.08,0.08,0,,,1994.2,2318.1,35.496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023.397,26.128,,5.491536,35.4787,0.1856,0.0217
NSI20141223,North Stradbroke,-27.345,153.562,2014-12-23 10:35:00,60,40,2014,12,23,10:35:00,2014-12-23T00:35:00Z,,,0.9,0.21,0.08,1.7,,,,,35.566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.115,24.0346,,5.279987,35.5428,0.2278,0.2039
MAI20140516,Maria Island,-42.59667,148.23333,2014-05-16 10:20:00,86,50,2014,5,16,10:20:00,2014-05-16T00:20:00Z,,,0.8,0.28,0.08,2.9,,246.7,2081.62,2324.3,35.358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.4766,15.0065,,4.334779,35.3663,0.2866,0.2042
MAI20140619,Maria Island,-42.59667,148.23333,2014-06-19 11:30:00,86,60,2014,6,19,11:30:00,2014-06-19T01:30:00Z,,,0.7,0.3,0.03,2.8,,255.2,,,35.332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.7426,13.9085,,4.224459,35.3454,0.2349,0.1772
MAI20140807,Maria Island,-42.59667,148.23333,2014-08-07 12:00:00,86,0,2014,8,7,12:00:00,2014-08-07T02:00:00Z,,,0.5,0.28,0.27,2.2,,,2098.81,2327.54,35.323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,0.3,0.35,,,,,,,
MAI20140821,Maria Island,-42.59667,148.23333,2014-08-21 11:50:00,86,40,2014,8,21,11:50:00,2014-08-21T01:50:00Z,,,0.7,0.3,0.16,2.2,,261.7,,,35.303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.8203,12.9337,,4.123613,35.304,0.3054,0.1971
MAI20140915,Maria Island,-42.59667,148.23333,2014-09-16 09:20:00,86,0,2014,9,16,09:20:00,2014-09-15T23:20:00Z,,,0.6,0.29,0.18,2.1,,273.9,2098.81,2327.54,35.298,,,,0.082,0,0.194,0,,0.259,0.037,0.016,0,0.021,0.427,0.007,0,0.015,0.006,0.094,0.01,0.083,0,0,0,0.027,0,0.009,0.004,0,0,0,0,0.059,0.059,0,1.044,1.044,0,0,0,0,,,0.03,0,0.45,0.25,0.2,,,,,,,
NIN20130806,Ningaloo,-21.99,113.779,2013-08-06 14:03:00,30,0,2013,8,6,14:03:00,2013-08-06T06:03:00Z,,,,,,,,,1970.28,2279.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,1.35,0.45,,,,,,,
PHB20141021,Port Hacking,-34.11923,151.22667,2014-10-22 09:30:00,100,15,2014,10,22,09:30:00,2014-10-21T22:30:00Z,,,,,,,,,,,,,,,0.15,0,0.335,0,,0.301,0.137,0.067,0,0.038,0.445,0.01,0,0.024,0.007,0.127,0.011,0,0.087,0,0,0.021,0,0.006,0.007,0,0,0,0,0.093,0.093,0,1.535,1.535,0,0,0,0,,,0.041,0,,,,1025.6202,18.3664,,4.68484,35.4884,10.0622,0.155
NSI20141107,North Stradbroke,-27.345,153.562,2014-11-07 10:35:00,60,WC,2014,11,7,10:35:00,2014-11-07T00:35:00Z,11.34836,22,,,,,,,,,,8945.55,7503.255,720.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSI20141107,North Stradbroke,-27.345,153.562,2014-11-07 10:35:00,60,30,2014,11,7,10:35:00,2014-11-07T00:35:00Z,,,0,0.11,0.04,0.1,,,2002.46,2329.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.3525,23.4079,,5.213448,35.5413,0.1798,0.0586
NSI20150119,North Stradbroke,-27.345,153.562,2015-01-19 10:35:00,60,30,2015,1,19,10:35:00,2015-01-19T00:35:00Z,,,0,0.12,0.03,0,,,2017.8,2333.64,35.628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023.9408,24.7308,,5.361704,35.6079,0.1582,0.046
DAR20141130,Darwin,-12.4,130.76805,2014-12-01 07:18:00,25,6,2014,12,1,07:18:00,2014-11-30T21:48:00Z,,,,,,,,,,,,,,,0.023,0,0.063,0.028,,0,0,0,0,0,0.25,0.005,0,0.018,0.005,0.016,0,0,0.022,0,0,0.015,0,0,0.133,0,0,0,0,0.072,0.072,0,0.861,0.861,0,0,0,0,,,0.052,0,,,,1021.3538,31.1956,,5.967309,35.0212,13.1769,
DAR20141130,Darwin,-12.4,130.76805,2014-12-01 07:18:00,25,24,2014,12,1,07:18:00,2014-11-30T21:48:00Z,,,,,,,,,,,,,,,0.015,0,0.061,0.029,,0,0,0,0,0,0.24,0.005,0,0.023,0.007,0.018,0,0,0.022,0,0,0.013,0,0,0.102,0,0,0,0,0.066,0.066,0,0.797,0.797,0,0,0,0,,,0.05,0,,,,,,,,,,
MAI20141208,Maria Island,-42.59667,148.23333,2014-12-09 10:05:00,86,50,2014,12,9,10:05:00,2014-12-08T23:05:00Z,,,1.5,0.35,0.27,3,,248.6,2095.79,2321.7,35.223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.6707,13.6571,,4.187922,35.2385,0.2921,0.2346
MAI20141208,Maria Island,-42.59667,148.23333,2014-12-09 10:05:00,86,0,2014,12,9,10:05:00,2014-12-08T23:05:00Z,,,0.3,0.11,0.03,0,,268.4,2082.62,2324.07,35.29,,,,0.057,0,0.071,0,,0.007,0,0.004,0,0.019,0.051,0.01,0,0.027,0.008,0.13,0.005,0,0.065,0,0.006,0.027,0,0.014,0.014,0.005,0,0,0,0.086,0.086,0,0.548,0.548,0,0,0,0,,,0.02,0,0.7,0.3,0.4,,,,,,,
MAI20141208,Maria Island,-42.59667,148.23333,2014-12-09 10:05:00,86,30,2014,12,9,10:05:00,2014-12-08T23:05:00Z,,,0.7,0.2,0.19,0.9,,260.3,2082,2323.84,35.248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.471,14.0066,,4.223011,35.2544,0.5428,0.2663
MAI20141208,Maria Island,-42.59667,148.23333,2014-12-09 10:05:00,86,60,2014,12,9,10:05:00,2014-12-08T23:05:00Z,,,1.4,0.33,0.5,2.7,,245.2,,,35.226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.7124,13.6507,,4.187684,35.2378,0.276,0.2359
PHB20150121,Port Hacking,-34.11923,151.22667,2015-01-22 09:48:00,100,,2015,1,22,09:48:00,2015-01-21T22:48:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHB20150121,Port Hacking,-34.11923,151.22667,2015-01-22 09:48:00,100,60,2015,1,22,09:48:00,2015-01-21T22:48:00Z,,,2.9,0.71,0.2,9.5,,,2113.1,2323.18,35.402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.4483,15.42785,,4.3811785,35.4033,0.6731,0.08725
PHB20141208,Port Hacking,-34.11923,151.22667,2014-12-09 09:51:00,100,20,2014,12,9,09:51:00,2014-12-08T22:51:00Z,,,0.7,0.11,0.03,0,,,2030.61,2325.97,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.46265,18.2849,,4.672763,35.45415,17.26715,0.92745
PHB20141208,Port Hacking,-34.11923,151.22667,2014-12-09 09:51:00,100,40,2014,12,9,09:51:00,2014-12-08T22:51:00Z,,,1.4,0.09,0,0.1,,,2036.73,2332.53,35.544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.305,15.59205,,4.3964155,35.40085,0.67975,0.13625
KAI20141029,Kangaroo Island,-35.83217,136.44733,2014-10-29 11:00:00,110,30,2014,10,29,11:00:00,2014-10-29T00:30:00Z,,,0.5,0.1,0.19,0,,,2106.95,2367.7,35.859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAI20141201,Kangaroo Island,-35.83217,136.44733,2014-12-02 06:05:00,110,WC,2014,12,2,06:05:00,2014-12-01T19:35:00Z,45.93323,,,,,,,,,,,8435.515,17910.1,13326.445,0.033,0,0.034,0,,0,0,0.013,0,0.027,0.023,0.004,0,0.01,0.003,0.079,0.004,0,0.012,0,0,0,0,0.005,0.014,0.002,0,0,0,0.037,0.037,0.012,0.263,0.275,0,0,0,0,,,0.009,0,,,,,,,,,,
PHB20141112,Port Hacking,-34.11923,151.22667,2014-11-13 09:36:00,100,10,2014,11,13,09:36:00,2014-11-12T22:36:00Z,,,0.3,0.09,0.16,0,,,,,35.622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.14455,20.4989,,4.9192435,35.6194,1.2585,0.0757
PHB20141112,Port Hacking,-34.11923,151.22667,2014-11-13 09:36:00,100,30,2014,11,13,09:36:00,2014-11-12T22:36:00Z,,,0.4,0.1,0.29,0,,,,,35.573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.6594,18.41655,,4.6949055,35.5246,15.71375,0.15795
ROT20150224,Rottnest Island,-32,115.41667,2015-02-24 10:17:00,50,30,2015,2,24,10:17:00,2015-02-24T02:17:00Z,,,,0.07,0.12,0.5,,,,,35.689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.3987,20.0559,,4.882186,35.6836,0.2974,0.0632
ROT20150319,Rottnest Island,-32,115.41667,2015-03-19 11:47:00,50,10,2015,3,19,11:47:00,2015-03-19T03:47:00Z,,,1.7,0.05,0.04,0,,,,,35.569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.3651,23.1624,,5.191041,35.5738,0.2215,0.056
PHB20150225,Port Hacking,-34.11923,151.22667,2015-02-26 09:37:00,100,WC,2015,2,26,09:37:00,2015-02-25T22:37:00Z,7.26713,17,,,,,,,,,,12232.06,20400.95,10487.665,0.114,0,0.078,0,,0.103,0,0.017,0,0.044,0.144,0.006,0,0.012,0.007,0.128,0.004,0,0.021,0,0.002,0.004,0,0.001,0.019,0.009,0,0,0.006,0.04,0.046,0.021,0.427,0.448,0,0,0,0,,,0.016,0,,,,,,,,,,
PHB20150225,Port Hacking,-34.11923,151.22667,2015-02-26 09:37:00,100,25,2015,2,26,09:37:00,2015-02-25T22:37:00Z,,,0.8,0.2,0.18,,,,,,35.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.03675,20.5291,,4.910555,35.5154,3.9469,0.088
MAI20150312,Maria Island,-42.59667,148.23333,2015-03-13 09:33:00,86,0,2015,3,13,09:33:00,2015-03-12T22:33:00Z,,,0.3,0.13,0.23,0,,244.7,2064.12,2332.88,35.577,,,,0.027,0,0.078,0,,0.011,0,0.005,0,0.023,0.036,0.01,0,0.024,0.01,0.049,0.003,0,0.023,0,0.002,0.066,0,0.004,0.022,0.003,0,0,0,0.095,0.095,0.008,0.557,0.565,0,0,0,0,,,0.024,0,0.6,0.2,0.45,,,,,,,
MAI20150224,Maria Island,-42.59667,148.23333,2015-02-25 10:20:00,86,75,2015,2,25,10:20:00,2015-02-24T23:20:00Z,,,2.9,0.6,0.04,7.9,,212.1,2108.1,2319.27,35.336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.686,14.3727,,4.270434,35.3416,,0.1945
MAI20150312,Maria Island,-42.59667,148.23333,2015-03-13 09:33:00,86,60,2015,3,13,09:33:00,2015-03-12T22:33:00Z,,,0.5,0.16,0.29,0.4,,242.5,,,35.527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.213,16.8929,,4.542587,35.5323,0.4658,0.1767
NSI20150323,North Stradbroke,-27.345,153.562,2015-03-23 11:40:00,60,50,2015,3,23,11:40:00,2015-03-23T01:40:00Z,,,1.2,0.29,0.86,4.3,,,2067.59,2334.46,35.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.0968,21.2927,,5.005561,35.6373,0.2117,0.1778
NSI20150528,North Stradbroke,-27.345,153.562,2015-05-28 10:15:00,60,57,2015,5,28,10:15:00,2015-05-28T00:15:00Z,,,0.8,0.08,0.63,0.1,,,2019.2,2333.26,35.615,,,,0.015,0,0.023,0,,0.009,0,0.008,0,0.025,0.041,0.004,0,0.006,0.001,0.051,0,0,0.013,0,0,0.008,0,0.003,0.022,0,0,0,0,0.022,0.022,0.024,0.242,0.266,0,0,0,0,,,0.009,0,,,,1024.8174,22.3229,,5.10651,35.5865,0.4279,0.166
YON20141209,Yongala,-19.30847,147.61842,2014-12-09 10:04:00,28.9,1,2014,12,9,10:04:00,2014-12-09T00:04:00Z,,,,,,,,,,,,,,,0.005,0,0.008,0,,0.004,0,0,0,0.001,0.01,0,0,0,0.001,0.008,0,0,0.005,0,0.002,0,0,0.002,0.116,0,0,0,0.005,0.01,0.015,0.047,0.13,0.177,0,0,0,0,,,0.02,0,,,,1022.8976,28.6362,,5.825706,35.9404,0.7552,0.1157
YON20150119,Yongala,-19.30847,147.61842,2015-01-19 11:25:00,28.9,1,2015,1,19,11:25:00,2015-01-19T01:25:00Z,,,,,,,,,,,,,,,0.003,0,0.008,0,,0.006,0,0.003,0,0.004,0.007,0,0,0,0.002,0.014,0.003,0,0.011,0,0.002,0,0,0.002,0.124,0,0,0,0.007,0.015,0.022,0.056,0.108,0.164,0,0,0,0,,,0.022,0,,,,1022.3808,29.2467,,5.831667,35.524,0.0448,0.0916
DAR20150505,Darwin,-12.4,130.76805,2015-05-06 08:24:00,25,17,2015,5,6,08:24:00,2015-05-05T22:54:00Z,,,5.7,0.09,0,0.2,,,1953.09,2237.5,33.745,,,,0,0,0.054,0.029,,0,0,0,0,0,0.221,0,0,0,0,0,0,0,0.019,0,0,0.017,0,0,0.069,0,0,0,0,0.093,0.093,0,0.671,0.671,0,0,0,0,,,0.037,0,,,,1021.2949,28.6494,,5.507625,33.7232,0.7179,18.2796
DAR20150505,Darwin,-12.4,130.76805,2015-05-06 08:24:00,25,10,2015,5,6,08:24:00,2015-05-05T22:54:00Z,,,5.6,0.1,0,0.3,,,1951.93,2264.56,33.742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1021.2658,28.6471,,5.507136,33.7234,0.7059,17.1921
KAI20150224,Kangaroo Island,-35.83217,136.44733,2015-02-25 08:55:00,110,75,2015,2,25,08:55:00,2015-02-24T22:25:00Z,,,2,0.58,0.24,7,,,2125.67,2326.21,35.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAI20150408,Kangaroo Island,-35.83217,136.44733,2015-04-09 07:11:00,110,40,2015,4,9,07:11:00,2015-04-08T21:41:00Z,,,0.4,0.11,0.21,0,,,,,35.819,,,,0.029,0,0.039,0,,0,0,0.005,0,0.045,0.018,0.005,0,0.009,0.002,0.083,0.003,0,0.009,0,0,0.003,0,0,0.031,0,0,0,0.004,0.045,0.049,0.061,0.263,0.324,0,0,0,0,,,0.015,0,,,,1026.1187,17.7872,0.2909,4.666758,35.8297,1.5101,0.0672
KAI20150408,Kangaroo Island,-35.83217,136.44733,2015-04-09 07:11:00,110,75,2015,4,9,07:11:00,2015-04-08T21:41:00Z,,,0.9,0.26,0.12,2.3,,,2113.45,2346.51,35.688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.4999,16.628,0.0304,4.54455,35.7798,2.0033,0.0585
MAI20150421,Maria Island,-42.59667,148.23333,2015-04-21 10:50:00,86,WC,2015,4,21,10:50:00,2015-04-21T00:50:00Z,11.95275,19,,,,,,,,,,2938,40854,10711.5,0.077,0,0.085,0,,0.018,0,0.017,0,0.042,0.058,0.009,0,0.021,0.006,0.138,0.002,0,0.025,0,0.004,0.024,0,0.003,0.012,0,0,0,0,0.08,0.08,0,0.57,0.57,0,0,0,0,,,0.02,0,,,,,,,,,,
MAI20141029,Maria Island,-42.59667,148.23333,2014-10-30 09:27:00,86,40,2014,10,30,09:27:00,2014-10-29T22:27:00Z,,,0.8,0.28,0.37,2.1,,262.8,,,35.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.7704,13.0208,,4.127603,35.2607,0.3182,0.1528
NSI20141020,North Stradbroke,-27.345,153.562,2014-10-20 10:45:00,60,40,2014,10,20,10:45:00,2014-10-20T00:45:00Z,,,0,0.11,0.05,0.1,,,,,35.592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.7733,22.2035,,5.093711,35.5872,0.1737,0.0736
DAR20150202_21:30,Darwin,-12.4,130.76805,2015-02-03 07:00:00,25,20,2015,2,3,07:00:00,2015-02-02T21:30:00Z,,,8.7,0.44,0.04,2.1,,,1958.42,2222.31,33.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020.6615,29.7377,0,5.564107,33.3459,1.1843,
ROT20141216,Rottnest Island,-32,115.41667,2014-12-16 09:37:00,50,10,2014,12,16,09:37:00,2014-12-16T01:37:00Z,,,0.9,0.06,0.05,0.1,,,,,35.664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.2849,20.1056,,4.8843,35.6661,0.1593,0.1124
PHB20150330,Port Hacking,-34.11923,151.22667,2015-03-31 09:32:00,100,30,2015,3,31,09:32:00,2015-03-30T22:32:00Z,,,0,0.05,0.35,0,,,,,35.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.66485,22.3861,,5.109868,35.5679,1.1396,0.07085
YON20150923,Yongala,-19.30847,147.61842,2015-09-23 13:11:00,28.9,26,2015,9,23,13:11:00,2015-09-23T03:11:00Z,,,1,0.07,0.04,0,,,2006.52,2329.09,35.778,,,,0.006,0,0.015,0,,0.008,0,0,0,0.007,0.022,0.001,0,0,0.001,0.021,0,0,0.007,0,0.002,0,0,0.004,0.07,0,0,0,0,0.008,0.008,0.045,0.141,0.186,0,0,0,0,,,0.012,0,,,,1024.3179,24.0332,,5.307588,35.7579,0.1048,
MAI20160303,Maria Island,-42.59667,148.23333,2016-03-04 10:15:00,86,85,2016,3,4,10:15:00,2016-03-03T23:15:00Z,,,6.1,0.05,0.59,0.5,,198.8,2094.61,2326.08,35.476,,,,0.012,0,0.015,0,,0.007,0,0,0,0.01,0.026,0.002,0,0.006,0.001,0.009,0,0,0.002,0,0,0.002,0,0,0.004,0,0,0,0,0.025,0.025,0.006,0.095,0.101,0,0,0,0,,,0.005,0,,,,1026.2552,16.96,,4.545167,35.486,0,0.6852
DAR20150803_19:32,Darwin,-12.4,130.76805,2015-08-04 05:02:00,25,6,2015,8,4,05:02:00,2015-08-03T19:32:00Z,,,,,,,,,,,,,,,0.023,0,0.042,0,,0.023,0,0,0,0.01,0.16,0,0,0.01,0.006,0.029,0,0,0.017,0,0,0.008,0,0,0.052,0,0,0,0,0.029,0.029,0,0.477,0.477,0,0,0,0,,,0.032,0,,,,1023.0253,25.7472,0.1665,5.365079,34.8503,0.8891,
