NRScode,Station,Latitude,Longitude,SampleDateLocal,Year,Month,Day,Time_24hr,Acanthostomella norvegica,Actinoptychus senarius,Akashiwo sanguinea,Alexandrium pseudogonyaulax,Amphisolenia bidentata,Asterionellopsis glacialis,Asteromphalus hyalinus,Bacillaria paxillifera,Bacteriastrum comosum,Bacteriastrum delicatulum,Bacteriastrum elongatum,Bacteriastrum furcatum,Bacteriastrum hyalinum,Cerataulina pelagica,Ceratocorys horrida,Ceratoperidinium falcatum,Chaetoceros aequatorialis,Chaetoceros affinis,Chaetoceros anastomosans,Chaetoceros atlanticus,Chaetoceros brevis/laciniosus,Chaetoceros coarctatus,Chaetoceros coarctatus (+ciliates),Chaetoceros compressus,Chaetoceros concavicorne,Chaetoceros convolutus,Chaetoceros criophilus,Chaetoceros curvisetus,Chaetoceros danicus,Chaetoceros debilis,Chaetoceros decipiens < 15 µm cell width,Chaetoceros decipiens > 15 µm cell width,Chaetoceros densus,Chaetoceros dichaetus,Chaetoceros didymus,Chaetoceros eibenii,Chaetoceros laeve,Chaetoceros lorenzianus,Chaetoceros messanense,Chaetoceros minimus,Chaetoceros neglectus,Chaetoceros peruvianus < 40 µm cell width,Chaetoceros peruvianus > 40 µm cell width,Chaetoceros radicans,Chaetoceros rostratus,Chaetoceros similis,Chaetoceros simplex,Chaetoceros socialis,Chaetoceros subtilis,Cladopyxis brachiolata,Climacocylis scalaroides,Climacodium frauenfeldianum,Codonellopsis morchella,Codonellopsis pusilla,Corethron pennatum,Coscinodiscus jonesianus,Coscinodiscus radiatus,Coscinodiscus wailesii,Cylindrotheca closterium,Cymatosira lorenziana,Cyttarocylis ampulla,Dactyliosolen blavyanus,Dactyliosolen fragilissimus,Dactyliosolen phuketensis,Dadayiella ganymedes,Detonula pumila,Dictyocha crux,Dictyocha fibula,Dictyocha fibula var. pentagona,Dictyocha speculum,Dictyocysta elegans,Dinophysis acuminata,Dinophysis acuta,Dinophysis caudata,Dinophysis dens,Dinophysis fortii,Dinophysis miles,Dinophysis tripos,Dinophysis truncata,Ditylum brightwellii < 40 µm width,Ditylum brightwellii > 40 µm width,Epiplocylis healdi,Eucampia cornuta,Eutintinnus apertus,Eutintinnus lususundae,Eutintinnus medius,Favella ehrenbergii,Goniodoma polyedricum,Gonyaulax birostris,Gossleriella tropica,Grammatophora oceanica,Guinardia cylindrus,Guinardia delicatula,Guinardia flaccida <150 µm length,Guinardia flaccida >150 µm length,Guinardia striata,Guinardia striata (with Richelia),Gymnodinium catenatum,Haslea wawrikae,Helicotheca tamesis,Laboea strobila,Lauderia annulata < 70 µm length,Lauderia annulata > 70 µm length,Leptocylindrus danicus,Leptocylindrus mediterraneus,Leptocylindrus minimus,Mesodinium rubrum,Mesoporos perforatus,Meuniera membranacea,Navicula septentrionalis,Neostreptotheca subindica,Nitzschia bicapitata,Nitzschia closterium - INVALID use Ceratoneis closterium,Nitzschia longissima,Noctiluca scintillans,Octactis octonaria,Ornithocercus quadratus,Oxytoxum caudatum,Oxytoxum laticeps,Oxytoxum parvum,Oxytoxum scolopax,Oxytoxum subulatum,Palmerina hardmaniana,Palmerina ostenfeldii,Paralia sulcata,Phalacroma mitra,Phalacroma rotundatum,Planktoniella blanda,Planktoniella sol,Podolampas elegans,Podolampas palmipes,Podolampas spinifera,Proboscia alata,Proboscia alata ~ 50 µm cell width,Proboscia alata f. indica,Pronoctiluca pelagica,Prorocentrum arcuatum,Prorocentrum concavum,Prorocentrum cordatum,Prorocentrum dentatum,Prorocentrum gracile,Prorocentrum lima,Prorocentrum mexicanum,Prorocentrum micans,Prorocentrum minimum/cordatum,Prorocentrum rhathymum,Prorocentrum triestinum,Protoperidinium oceanicum,Protoperidinium ovatum,Protoperidinium pellucidum,Protorhabdonella simplex,Pseudo-nitzschia delicatissima complex <=3 µm,Pseudo-nitzschia seriata complex >3 µm,Pseudosolenia calcar-avis,Pyrocystis fusiformis,Pyrocystis lunula,Pyrocystis noctiluca,Pyrocystis robusta,Pyrophacus horologicum,Rhabdonella amor,Rhabdonella spiralis,Rhaphoneis amphiceros,Rhizosolenia bergonii,Rhizosolenia castracanei,Rhizosolenia clevei,Rhizosolenia fallax,Rhizosolenia formosa,Rhizosolenia hebetata,Rhizosolenia imbricata,Rhizosolenia imbricata (with Richelia),Rhizosolenia pungens,Rhizosolenia robusta,Rhizosolenia setigera,Rhizosolenia simplex,Rhizosolenia striata,Rhizosolenia temperei,Salpingella acuminata,Salpingella costata,Salpingella subconica,Scrippsiella trochoidea,Stephanopyxis palmeriana,Stephanopyxis turris,Striatella unipunctata,Thalassionema bacillare,Thalassionema frauenfeldii,Thalassionema nitzschioides,Thalassiosira gravida,Tintinnopsis radix,Tintinnopsis tocantinensis,Toxarium undulatum,Triadinium polyedricum,Tripos arietinus,Tripos axialis,Tripos brevis,Tripos candelabrum,Tripos carriensis,Tripos contortus var. karstenii,Tripos euarcuatus,Tripos falcatus,Tripos furca,Tripos furca type,Tripos fusus,Tripos fusus type,Tripos gibberus,Tripos hexacanthus,Tripos horridus,Tripos limulus,Tripos lineatus,Tripos longirostrus,Tripos macroceros,Tripos massiliensis,Tripos muelleri,Tripos muelleri type,Tripos pentagonus,Tripos pentagonus var.tenerus,Tripos symmetricus,Tripos trichoceros,Tryblionella compressa,Undella claparedi,Xystonella treforti,Xystonellopsis cymatica
YON20190808,Yongala,-19.30847,147.61842,2019-08-08 10:04:00,2019,8,8,10:04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1903993.93939394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8885305.05050505,0,0,0,5077317.17171717,0,0,0,0,0,0,0,0,0,293215066.666667,0,0,0,0,0,0,134680.134680135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26444360.2693603,0,11423963.6363636,0,0,0,0,0,0,0,14902719.229798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4469096.88552189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727272.727272727,1030303.03030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19039939.3939394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAI20190731,Maria Island,-42.59667,148.23333,2019-07-31 10:20:00,2019,7,31,10:20:00,0,0,0,0,0,478369.436634143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4211873.97586772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178757.634440638,0,0,0,0,0,0,0,0,609356.767341973,0,0,0,0,0,0,0,0,0,0,0,3724117.38417995,0,0,0,0,0,0,0,0,0,0,0,0,0,73122812.0810368,0,0,0,0,0,0,2845471.86019663,0,0,633974.780742589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163795.099061522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1936541.03977357,1139579.91955906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHB20190729,Port Hacking,-34.11923,151.22667,2019-07-29 10:03:00,2019,7,29,10:03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4168202.94840295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13894009.8280098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540540.540540541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144729269.041769,0,104205073.710074,0,0,0,29524770.8845209,0,104205073.710074,0,9411020.71944103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,687960.687960688,1547911.54791155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAR20190723_0630,Darwin,-12.4,130.76805,2019-07-23 16:00:00,2019,7,23,16:00:00,0,0,0,0,0,0,0,950000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060286.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580000,0,0,0,0,0,0,0,0,4090611.97916667,0,0,0,0,0,0,0,0,0,0,0,0,11200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589048.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460000,990000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35342887.5,73722645.3333333,100,0,0,0,0,0,0,0,0,0,0,0,0,7437500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSI20190723,North Stradbroke,-27.345,153.562,2019-07-23 10:20:00,2019,7,23,10:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510468.986960883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341023.069207623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17015632.8986961,0,0,0,0,0,7089847.04112337,0,1707471.49573721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6656578.6108325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1384152.45737212,1955867.60280843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROT20190711,Rottnest Island,-32,115.41667,2019-07-11 09:26:00,2019,7,11,09:26:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304492.569230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271868.365384615,0,120830.384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61538.4615384615,0,0,0,0,966643.076923077,0,0,0,1048874.86645299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104887.486645299,0,0,0,0,0,0,0,0,0,0,775328.301282051,0,0,0,0,0,0,0,0,112775.025641026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87179.4871794872,146153.846153846,0,0,0,0,0,0,0,0,0,0,0,513529134.615385,0,0,0,0,0,0,0,0,0,0,0,1449964.61538462,0,0,0,0,0,0,0,0,67307.6923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YON20190703,Yongala,-19.30847,147.61842,2019-07-03 10:50:00,2019,7,3,10:50:00,0,0,0,0,409061.197916667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5890481.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1178096.25,412333687.5,103628.836805556,0,0,0,0,0,312500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235619250,8835721.875,0,0,0,0,0,0,108237592.96875,59404889.8144531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55305073.9583333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20833.3333333333,1843750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422969.278645833,0,0,0,0
PHB20190626,Port Hacking,-34.11923,151.22667,2019-06-27 09:38:00,2019,6,27,09:38:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85858.5858585859,0,0,0,0,0,66110.9006734007,0,0,103298.282302189,0,116196.519023569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201109.359848485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3351822.66414141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55555.5555555556,37878.7878787879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAI20190624,Maria Island,-42.59667,148.23333,2019-06-24 10:10:00,2019,6,24,10:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20222.4469160768,0,0,0,0,0,0,0,0,517013.647518537,0,29078.5019801146,50295.0876306033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1931410.77831143,1786799.16582406,0,322740.599326972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1677605.88346815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25278.0586450961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5823641.7256488,0,0,0,0,0,0,0,443390.904111898,0,0,0,1641208.12268284,0,0,0,0,0,0,0,0,0
ROT20190621,Rottnest Island,-32,115.41667,2019-06-21 09:15:00,2019,6,21,09:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,783842.257425743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103682.838283828,0,0,0,0,0,0,0,0,0,0,0,0,26128075.2475248,0,0,0,0,0,0,231023.102310231,0,0,0,0,0,0,0,0,540014.782728273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3836679.74785479,0,0,0,0,0,0,0,0,6480177.39273927,0,5598873.26732673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810022.174092409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2190299.95874587,0,0,0,0,0,0,0,0,0,0,0,0,0,31104.8514851485,0,0,0,0,257425.742574257,277227.722772277,63702735.8415842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243309060.506051,99.01,0,0,0,0,0,1358106.93773377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSI20190618,North Stradbroke,-27.345,153.562,2019-06-18 10:00:00,2019,6,18,10:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449438.202247191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7220201.73646578,0,51296524.9201992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27115868.7436159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4167517.87538304,858018.386108274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAR20190529,Darwin,-12.4,130.76805,2019-05-30 08:39:00,2019,5,30,08:39:00,0,0,0,0,0,0,0,1432160.8040201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2525901.50753769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509212.730318258,0,0,0,0,0,0,0,0,1918544.98185371,0,0,0,0,0,0,0,0,0,0,0,0,37520938.0234506,0,0,0,0,0,0,0,0,0,0,0,3201580.16080402,52622948.0737018,0,0,0,0,0,0,1279842.7201005,0,0,4562409.59798995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147403.685092127,321608.040201005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47360653.2663317,0,871.02,0,0,0,0,0,0,0,0,0,0,0,0,293132.328308208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YON20190528,Yongala,-19.30847,147.61842,2019-05-28 10:25:00,2019,5,28,10:25:00,0,0,0,0,0,0,0,0,0,0,0,2677491.47727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3470822.28535354,0,0,0,0,0,0,0,0,0,72986434.3434343,0,0,0,3173323.23232323,0,0,0,0,0,0,0,0,0,199919363.636364,0,0,0,0,0,0,471380.471380471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39141884.2962963,0,0,0,0,0,0,0,0,165277251.683502,0,14279954.5454545,0,0,1983327.02020202,0,0,0,291549071.969697,16478968.3791035,0,0,0,0,0,0,0,0,0,0,0,688655.215347924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165277251.683502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606060.606060606,1818181.81818182,0,0,0,0,0,0,22036966.8911336,0,0,0,0,0,505.05,0,0,841.75,0,237999242.424242,0,1010.1,0,0,0,4759984.84848485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSI20190527,North Stradbroke,-27.345,153.562,2019-05-27 10:15:00,2019,5,27,10:15:00,0,0,0,0,0,0,0,0,0,0,0,4511857.9787234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36094863.8297872,0,0,0,4010540.42553191,0,0,0,0,0,0,0,0,0,757992140.425532,0,0,0,0,0,0,595744.680851064,0,0,0,0,112295131.914894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15039526.5957447,0,83552925.5319149,0,0,0,0,0,0,0,0,0,35314688.387633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42361333.2446809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1659574.46808511,1212765.95744681,410679339.574468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROT20190527,Rottnest Island,-32,115.41667,2019-05-27 09:28:00,2019,5,27,09:28:00,0,0,0,0,0,0,0,0,0,0,740975.883972772,0,0,0,0,0,0,0,0,503898.594059406,0,0,0,0,0,0,0,0,0,0,559887.326732673,0,0,0,0,0,1166431.93069307,1244194.05940594,155524.257425743,0,0,622097.02970297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66006.600660066,0,0,0,0,0,0,0,0,135003.695682068,0,0,65665.797579758,0,0,0,0,0,0,0,0,825082.508250825,0,0,0,0,3836679.74785479,0,0,0,0,0,0,0,0,25920709.5709571,0,0,0,0,0,0,0,2332863.86138614,0,842747.069925743,0,0,0,0,0,0,0,0,0,0,0,1350036.95682068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302408.278327833,0,0,0,0,0,15552.4257425743,0,0,0,0,363036.303630363,69306.9306930693,0,0,0,0,0,0,4320118.26182618,0,0,0,0,0,66.01,0,0,0,0,0,0,0,0,0,0,1866291.08910891,0,0,0,0,0,0,0,0,86633.6633663367,0,0,0,0,0,0,0,0,0,0,0,0,0,691218.921892189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHB20190522,Port Hacking,-34.11923,151.22667,2019-05-23 08:50:00,2019,5,23,08:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508937.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39584034,0,0,0,0,0,0,320000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812886.4125,0,0,0,0,0,0,0,0,0,0,0,0,0,35342887.5,0,19634937.5,0,0,0,0,589048.125,0,0,0,0,27237585.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6636608.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300000,420000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812101.015,0,0,0,0
KAI20190514,Kangaroo Island,-35.83217,136.44733,2019-05-14 15:35:00,2019,5,14,15:35:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299939.639321075,0,0,0,0,1599678.07637907,0,0,0,0,0,0,0,0,0,167966198.019802,0,0,0,0,0,0,147100.424328147,0,0,0,0,0,0,0,0,3008653.78948609,0,32541.5993870816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1621073.77065064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13330.6506364922,0,0,0,0,548797.736916549,8486.56294200849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2114389.30928807,0,0,0,148118.340405469,0,0,0
YON20190507,Yongala,-19.30847,147.61842,2019-05-07 11:30:00,2019,5,7,11:30:00,0,0,0,0,0,0,0,0,0,0,2267835.28125,9638969.31818182,0,0,0,0,0,0,0,0,0,0,0,11423963.6363636,0,0,0,8246673.75,0,0,0,0,0,0,0,0,0,142799545.454545,0,0,0,5711981.81818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787878.787878788,0,0,0,0,22847927.2727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67878787.8787879,0,0,0,0,0,0,0,0,0,0,0,2413312.31818182,237999242.424242,0,128519590.909091,0,0,7139977.27272727,0,0,0,104957665.909091,32241459.8721591,0,0,0,0,0,0,0,0,0,4897256,0,2479158.77525253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490873437.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303030.303030303,2090909.09090909,0,0,0,0,0,0,39666540.4040404,0,0,0,0,0,0,0,0,606.06,0,0,0,1212.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649261.933333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROT20190507,Rottnest Island,-32,115.41667,2019-05-07 09:40:00,2019,5,7,09:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671864.792079208,0,0,0,0,0,699859.158415842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9720266.08910891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6237.62376237624,0,0,0,607516.630569307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13141799.7524752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435643.564356436,1158415.84158416,0,0,0,0,0,0,0,0,0,155524257.425743,0,0,0,0,0,0,0,0,0,594.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAI20190430,Maria Island,-42.59667,148.23333,2019-05-01 09:47:00,2019,5,1,09:47:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87628.8659793815,0,0,0,0,9716257.73195876,0,0,0,105428.143792955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2996170.00927835,0,0,0,0,0,0,0,0,80968814.4329897,0,0,0,0,0,0,492310.633956186,0,0,2193748.81604381,0,0,0,0,6679927.19072165,0,0,0,0,0,1349480240.54983,210856.287585911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6841864.81958763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.77,0,0,0,0,0,0,51.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1619376.28865979,0,7287193.29896907,0,0,0,0,0,452075.880584193,0,0,0,1673355.49828179,0,963191.52169244,0,0,0,0,0,0,0
