NRScode,Station,Latitude,Longitude,SampleDateLocal,Year,Month,Day,Time_24hr,Acartia (Acanthacartia) fossae,Acartia (Acanthacartia) pietschmani,Acartia (Acanthacartia) sinjiensis,Acartia (Acanthacartia) tonsa,Acartia (Acartia) danae,Acartia (Acartia) negligens,Acartia (Acartiura) clausi,Acartia (Acartiura) simplex,Acartia (Acartiura) tranteri,Acartia (Odontacartia) australis,Acartia (Odontacartia) pacifica,Acrocalanus gibber,Acrocalanus gracilis,Acrocalanus longicornis,Acrocalanus monachus,Aetideus acutus,Amallothrix tenuiserrata,Bestiolina similis,Calanoides carinatus,Calanoides macrocarinatus,Calanoides patagoniensis,Calanopia aurivilli,Calanopia australica,Calanopia elliptica,Calanopia minor,Calanus australis,Calocalanus pavo,Calocalanus plumulosus,Candacia bipinnata,Candacia bradyi,Candacia catula,Candacia cheirura,Candacia discaudata,Candacia ethiopica,Candacia simplex,Candacia truncata,Candacia worthingtoni,Canthocalanus pauper,Centropages australiensis,Centropages bradyi,Centropages elegans,Centropages elongatus,Centropages furcatus,Centropages gracilis,Centropages orsinii,Clausocalanus arcuicornis,Clausocalanus brevipes,Clausocalanus farrani,Clausocalanus furcatus,Clausocalanus ingens,Clausocalanus parapergens,Clytemnestra scutellata,Copilia hendorffi,Copilia mirabilis,Copilia quadrata,Cosmocalanus darwinii,Ctenocalanus vanus,Delibus nudus,Dioithona rigida,Eucalanus elongatus,Eucalanus hyalinus,Euchaeta acuta,Euchaeta concinna,Euchaeta indica,Euchaeta longicornis,Euchaeta marina,Euchaeta marinella,Euchaeta rimana,Euchirella rostrata,Euchirella rostromagna,Euterpina acutifrons,Gladioferens inermis,Haloptilus longicornis,Heterorhabdus lobatus,Heterorhabdus papilliger,Labidocera acuta,Labidocera cervi,Labidocera farrani,Labidocera minuta,Labidocera pavo,Labidocera tasmanica,Lubbockia squillimana,Lucicutia flavicornis,Lucicutia gaussae,Macrosetella gracilis,Mecynocera clausi,Mesocalanus tenuicornis,Metacalanus aurivillii,Metridia lucens,Microsetella norvegica,Microsetella rosea,Nannocalanus minor,Neocalanus gracilis,Neocalanus tonsus,Oculosetella gracilis,Oithona atlantica,Oithona robusta,Oncaea atlantica,Oncaea clevei,Oncaea media,Oncaea mediterranea,Oncaea minima,Oncaea venusta,Paracalanus aculeatus,Paracalanus denudatus,Paracalanus indicus,Paracalanus nanus,Paracalanus parvus,Pareucalanus attenuatus,Pareucalanus sewelli,Parundinella dakini,Parvocalanus crassirostris,Phaenna spinifera,Pleuromamma abdominalis,Pleuromamma borealis,Pleuromamma gracilis,Pleuromamma piseki,Pleuromamma quadrungulata,Pontella aculeata,Pontellopsis krameri,Pontellopsis macronyx,Pseudodiaptomus aurivillii,Pseudodiaptomus mertoni,Rhincalanus cornutus,Rhincalanus nasutus,Rhincalanus rostrifrons,Sapphirina angusta,Sapphirina nigromaculata,Sapphirina opalina,Sapphirina ovatolanceolata/,Sapphirina scarlata,Sapphirina stellata,Scaphocalanus curtus,Scaphocalanus echinatus,Scolecithricella dentata,Scolecithricella longifurca,Scolecithricella minor,Scolecithrix bradyi,Scolecithrix danae,Scolecitrichopsis ctenopus,Stephos maculosus,Subeucalanus crassus,Subeucalanus longiceps,Subeucalanus monachus,Subeucalanus mucronatus,Subeucalanus pileatus,Subeucalanus subcrassus,Subeucalanus subtenuis,Temora discaudata,Temora stylifera,Temora turbinata,Temoropia mayumbaensis,Tortanus (Tortanus) barbatus,Tortanus (Tortanus) gracilis,Undinula vulgaris
MAI20110531,Maria Island,-42.59667,148.23333,2011-05-31 11:38:00,2011,5,31,11:38:00,0,0,0,0,0.842,0,0,0,0.6315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.842,0.421,0,0,0,0,0,0,0,0,0,0,0,0.6315,0.2105,0,0,0,0,0,4.4204,0,0,0,0.6315,0,0,0,0,0,0,0.842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6315,0,0,0,0.2105,0.2105,0.842,0,0,0,-999,0,0,1.263,0,0,0,0,3.1574,0,12.4193,0,0,0,0,0,0,0,0,1.263,0.421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421,0,0,0,0
YON20110527,Yongala,-19.30847,147.61842,2011-05-27 10:50:00,2011,5,27,10:50:00,0,0,0,0,0,0,0,0,0,0,6.8006,47.6043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.0123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.6043,27.2024,0,0,0,0,-999,0,0,183.6165,0,0,0,0,326.4293,0,6.8006,0,0,0,0,0,61.2055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROT20110527,Rottnest Island,-32,115.41667,2011-05-27 09:35:00,2011,5,27,09:35:00,0,0,0,47.1509,0,0,0,0,0,0,0,0,15.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.717,0,0,0,86.4433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.4621,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8585,0,0,0,0,23.5755,172.8867,15.717,0,0,0,-999,0,0,0,0,0,0,0,31.434,0,23.5755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.0188,0,0,0,0
PHB20110517,Port Hacking,-34.11923,151.22667,2011-05-18 09:25:00,2011,5,18,09:25:00,0,0,0,0,0.3536,0.1768,0,0,0,0,0,0,0,0.1768,0,0,0,0.3536,0,0,0,0,0,0,0,0,0,0.3536,0,0,0,0,0,0,0,0,0,1.0609,0,0,0,0,0,0,0,0.5304,0,0,0.7073,0,0,0,0,0.1768,0,0.1768,0.3536,1.5913,0,0,0,0,0,0,0,0,0,0.1768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1768,0,1.4145,0.8841,0,0,0,0.8841,0,0.1768,0,0,0,-999,0,0,0.3536,0,0,0,1.945,0,0,0.1768,0,0,0,0,0,0,0,0,0,0.1768,0.1768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1768,0,0,0,0,0,0.1768
ESP20110512,Esperance,-33.93333,121.85,2011-05-12 10:10:00,2011,5,12,10:10:00,0,0,0,47.151,0,0,7.8585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8585,0,0,0,0,0,0,0,0,0,0,39.2924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5755,0,0,0,0,0,0,0,0,0,0,0,0,0,15.717,0,0,0,0,1029.4615,47.1509,0,0,0,0,-999,0,0,0,0,0,0,23.5755,15.717,0,47.1509,0,0,0,0,0,15.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.717,0,0,0,0
NIN20110501,Ningaloo,-21.99,113.779,2011-05-01 08:24:00,2011,5,1,08:24:00,0,0,0,0,0,0,0,2.0208,0,0,0,14.1453,2.0208,0,0,0,0,8.083,0,0,0,0,0,0,0,0,2.0208,2.0208,0,0,0,0,0,0,0,0,0,12.1246,0,0,0,0,4.0415,0,0,4.0415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0624,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1038,2.0208,0,0,0,10.1038,0,2.0208,0,0,0,-999,0,0,2.0208,2.0208,0,0,0,22.2283,0,24.2491,0,0,0,0,0,30.3113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0623,0,0,0,0,0,0,0,0,0
KAI20110427,Kangaroo Island,-35.83217,136.44733,2011-04-28 07:35:00,2011,4,28,07:35:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354,0,0,0,0.0354,0,0,0,0,0,0,0.0354,0,0,0.1061,0,0,0,0,0,0,0,0.0354,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6974,0.0354,0.0354,0,0,0,-999,0,0,0.0354,0,0,0,0,0,0,0.0354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0707,0,0,0,0
PHB20110420,Port Hacking,-34.11923,151.22667,2011-04-21 09:36:00,2011,4,21,09:36:00,0,0,0,0,1.1788,0,0,0,0,0,0,2.3575,2.3575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3575,0,0,3.5363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1788,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0726,0,0,0,0,4.7151,1.1788,2.3576,0,0,0,-999,0,0,9.4302,0,1.1788,0,1.1788,2.3576,0,1.1788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1788,0,0,0,0,0,3.5363
YON20110414,Yongala,-19.30847,147.61842,2011-04-14 11:27:00,2011,4,14,11:27:00,0,0,0,0,0,0,0,0,0,0,6.8006,0,0,0,0,0,0,6.8006,0,0,0,0,0,6.8006,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6012,0,0,0,0,0,-999,0,0,20.4018,0,0,0,0,34.003,0,81.6073,0,0,0,0,0,156.414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSI20110412,North Stradbroke,-27.345,153.562,2011-04-13 09:25:00,2011,4,13,09:25:00,0,0,0,0,12.8593,0,0,0,0,0,0,6.4297,0,19.289,0,0,0,25.7187,0,0,0,0,0,0,12.8594,0,0,0,0,0,0,0,0,0,0,0,0,12.8594,0,0,0,0,0,0,0,45.0077,0,0,57.867,0,0,0,0,0,0,6.4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4297,0,0,0,0,0,0,0,0,0,0,0,6.4297,0,57.867,12.8593,0,0,0,45.0077,0,19.289,0,0,0,-999,0,0,38.578,0,6.4297,0,45.0076,77.156,0,25.7187,0,0,0,0,0,0,0,0,6.4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4297,0,6.4297,0,0,0,0
MAI20110407,Maria Island,-42.59667,148.23333,2011-04-07 10:30:00,2011,4,7,10:30:00,0,0,0,0,16.7975,0,0,0,0.8841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8841,1.7682,0,0,0.8841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8841,0,0,0,7.9567,0,0,0,0,0,0,4.4204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0727,0,0,0,1.7682,3.5363,5.3045,0,0,0,-999,0,0,6.1886,0,0,0,1.7682,0,0,21.2179,0,0,0,0,0,0,0,0,0.8841,1.7682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2612,0,0,0,0
PHB20110329,Port Hacking,-34.11923,151.22667,2011-03-30 09:33:00,2011,3,30,09:33:00,0,0,0,0,1.7682,0,0,0,5.3045,0,0,1.7682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5363,0,0,5.3045,0,0,0,0,0,0,1.7682,0,7.0726,0,0,0,0,0,0,0,0,0,0,0,0,3.5364,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1452,3.5363,0,0,0,8.8408,10.609,1.7682,0,0,0,-999,0,0,19.4497,0,0,0,14.1453,1.7682,0,10.609,0,0,0,0,0,0,0,0,1.7682,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7682,0,0,0,0,0,0
MAI20110328,Maria Island,-42.59667,148.23333,2011-03-29 10:30:00,2011,3,29,10:30:00,0,0,0,0,0,0,0,0,14.7346,22.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7877,2.9469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4204,0,0,0,0,0,0,0,1.4735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4735,0,0,0,0,0,7.3673,0,0,0,-999,0,0,19.1551,0,1.4735,0,35.3632,1.4735,0,4.4204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.7305,0,0,0,0
ROT20110324,Rottnest Island,-32,115.41667,2011-03-24 09:35:00,2011,3,24,09:35:00,0,0,0,22.4528,0,0,0,2.2453,0,0,0,0,2.2453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7359,0,0,0,0,0,0,0,0,0,0,6.7358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.5547,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4906,2.2453,0,0,0,38.1698,0,0,0,0,0,-999,0,0,0,2.2453,0,0,0,0,0,62.8679,0,0,0,0,0,2.2453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2264,0,0,0,0
YON20110323,Yongala,-19.30847,147.61842,2011-03-23 10:49:00,2011,3,23,10:49:00,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.4049,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2024,0,0,0,0,40.8037,27.2024,0,0,0,0,-999,0,0,149.6135,0,0,0,0,680.0611,0,163.2147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6012,0,0,0,0,0,0,0,13.6012
NSI20110323,North Stradbroke,-27.345,153.562,2011-03-23 10:20:00,2011,3,23,10:20:00,0,0,0,0,0,0,0,0,0,0,0,4.2864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5729,0,0,0,0,2.1432,0,6.4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0051,0,0,0,0,27.8619,0,0,0,0,0,-999,0,0,2.1432,0,0,0,6.4296,15.0026,0,6.4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KAI20110319,Kangaroo Island,-35.83217,136.44733,2011-03-20 09:40:00,2011,3,20,09:40:00,0,0,0,0,0,0,0,0,5.7868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3215,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3956,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6074,0,0,0,0,6.7512,1.2859,0.3215,0,0,0,-999,0,0,1.2859,0,0,0,0,0,0,1.6075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.929,0,0,0,0
PHB20110228,Port Hacking,-34.11923,151.22667,2011-03-01 09:30:00,2011,3,1,09:30:00,0,0,0,0,17.6816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6816,0,0,0,0,7.0726,0,0,0,0,-999,0,0,28.2905,28.2905,3.5363,0,21.2179,7.0726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROT20110224,Rottnest Island,-32,115.41667,2011-02-24 09:35:00,2011,2,24,09:35:00,0,0,0,0,0,0,0,17.9623,0,0,0,2.2453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4906,0,0,0,0,0,0,0,0,0,0,2.2453,0,0,0,0,0,0,0,0,0,0,6.7358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9811,0,0,0,31.4339,4.4906,2.2453,0,0,2.2453,-999,0,0,0,2.2453,0,0,0,11.2264,0,20.2076,0,0,11.2264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2453
MAI20110223,Maria Island,-42.59667,148.23333,2011-02-23 11:15:00,2011,2,23,11:15:00,0,0,0,0,3.6837,0,0,0,0.7367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1571,0,0,0,0,0,0,0,0,0,0,0,0,7.3673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6837,0,0,0,0,0,0.7367,0,0,0,-999,0,0,0,0,0.7367,0,2.947,16.9448,0,0.7367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KAI20110223,Kangaroo Island,-35.83217,136.44733,2011-02-23 10:30:00,2011,2,23,10:30:00,0,0,0,0,0,0,0,0,0.8841,0,0,0,0,0,0,0,0,0.442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8899,0,0,0,0,0,-999,0,0,0.6189,0,0,0,0,0,0,0.1768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1768,0,0,0,0
NSI20110220,North Stradbroke,-27.345,153.562,2011-02-21 09:40:00,2011,2,21,09:40:00,0,0,0,0,0,0,0,0,6.4297,0,0,64.2967,6.4297,0,0,0,0,51.4374,0,0,0,0,0,0,12.8593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4297,0,6.4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.867,0,0,0,0,0,0,0,0,0,0,0,12.8593,0,19.289,6.4297,0,0,0,109.3044,12.8594,19.289,0,0,0,-999,0,0,57.867,0,0,0,19.289,51.4373,0,25.7187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4297,0,0,0,0,0,0,0,0,0,0,0,0,6.4297,0,0,0,0,0,0,12.8593,0,6.4297,0,0,0,0
YON20110217,Yongala,-19.30847,147.61842,2011-02-17 11:30:00,2011,2,17,11:30:00,0,0,0,0,0,0,0,0,0,0,5.4405,5.4405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.881,0,0,0,0,10.881,0,0,0,0,10.881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.881,0,0,0,0,0,0,0,0,0,0,0,0,0,10.881,0,0,0,0,10.881,0,0,0,0,0,-999,0,0,81.6073,0,0,0,0,70.7264,0,114.2503,0,0,0,0,0,54.4049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIN20110209,Ningaloo,-21.99,113.779,2011-02-09 10:15:00,2011,2,9,10:15:00,0,0,0,134.3801,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1453,0,0,0,0,0,0,0,0,14.1453,0,0,0,0,0,0,0,0,0,0,42.4358,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678.9731,0,0,0,0,0,0,0,0,0,0,0,0,0,28.2905,0,14.1453,0,0,0,21.2179,0,0,0,0,-999,0,0,0,0,0,0,0,7.0726,0,49.5085,0,0,0,0,0,176.8159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0726,0,7.0726,0,7.0726
PHB20110203,Port Hacking,-34.11923,151.22667,2011-02-04 09:58:00,2011,2,4,09:58:00,0,0,0,0,0.643,0,0,0,0.643,0,0,0,0,0.643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2859,0,0,0,0,0,0,0,0,0.643,0.643,0,0,0,0,0,0,3.8578,0,0,0,0,0,0,0,0.643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2859,0,0,0,7.0726,0.643,0.643,0,0,0,-999,0,0,1.9289,0,0,0,3.8578,1.286,0,1.286,0,0,0,0,0,0,0,0.643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.643,0,0,0,0,0,0,0,0,1.9289,0,0,0,0
ROT20110125,Rottnest Island,-32,115.41667,2011-01-25 09:10:00,2011,1,25,09:10:00,0,0,0,28.2905,4.7151,1.5717,0,0,0,0,1.5717,1.5717,0,0,0,1.5717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7151,0,0,0,0,0,0,0,1.5717,0,0,31.4339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7151,4.7151,0,0,18.8604,0,0,0,0,0,-999,0,0,0,11.0019,0,0,0,6.2868,0,20.4321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4321,0,0,0,3.1434
ESP20110120,Esperance,-33.93333,121.85,2011-01-20 08:50:00,2011,1,20,08:50:00,0,0,0,19.6462,0,0,0,0,0,0,0,0,3.9292,0,0,0,0,27.5047,0,0,0,0,0,0,0,0,7.8585,0,0,0,0,0,0,0,0,0,0,19.6462,0,0,0,0,7.8585,0,0,11.7877,0,0,11.7877,0,0,0,0,0,0,0,3.9292,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9292,7.8585,3.9292,0,0,0,-999,0,0,0,0,0,0,0,0,0,3.9292,0,0,0,0,0,7.8585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAI20110118,Maria Island,-42.59667,148.23333,2011-01-19 10:30:00,2011,1,19,10:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.9861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5363,0,0,1.7682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3045,10.609,1.7682,0,0,0,3.5363,0,0,0,0,-999,0,0,3.5363,0,3.5363,0,0,19.4497,0,28.2905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7682,0,0,0,0
NSI20110119,North Stradbroke,-27.345,153.562,2011-01-19 10:00:00,2011,1,19,10:00:00,0,0,0,0,0,0,0,0,0,0,0,4.2864,0,0,2.1432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1432,0,0,0,0,0,0,0,8.5729,0,0,19.289,0,0,0,0,0,0,0,0,4.2864,0,0,0,0,0,0,0,0,0,0,0,0,23.5755,0,0,0,0,0,0,0,0,0,0,0,2.1432,0,8.5729,0,4.2864,0,0,0,2.1432,0,0,0,0,-999,0,0,17.1458,0,0,0,2.1432,34.2916,0,6.4296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1432,0,0,0,0,0,0,0,0,0,0,0,0,4.2864
YON20110118,Yongala,-19.30847,147.61842,2011-01-18 11:30:00,2011,1,18,11:30:00,0,0,0,0,0,0,0,0,0,0,0,68.0061,0,0,0,0,0,13.6012,0,0,0,0,0,0,13.6012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6012,0,0,0,0,0,0,0,0,0,0,0,0,204.0183,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6012,0,0,0,0,0,0,0,0,0,0,-999,0,0,244.822,0,0,0,0,408.0367,0,81.6073,0,0,0,0,0,54.4049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
