FID,id,Station,Latitude,Longitude,SampleDateLocal,Year,Month,Day,Time_24hr,Amphipod,Appendicularian_Fritillariidae,Appendicularian_Oikopleuridae,Appendicularian_Other,Ascidian,Brachiopod,Bryozoan,Cephalochordate_Branchiostomatidae,Cephalopod,Chaetognath,Ciliophora_Tintinnid,Cirripedia,Cladoceran,Cnidarian_Medusae,Cnidarian_Other,Cnidarian_Siphonophore,Coelenterate,Copepod_Bivalvia,Copepod_Calanoid,Copepod_Cyclopoid,Copepod_Harpacticoid,Copepod_Other,Copepod_Poecilostomatoida,Copepod_Siphonostomatoida,Ctenophore,Cumacean,Decapod,Echinoderm,Egg,Euphausiid,Fish,Fish_Egg,Forams,Hemichordata,Isopod,Mollusc_Bivalvia,Mollusc_Gastropod,Mysida,Nematode,Nemertean,Noctilucaceae,Ostracod,Phoronid,Platyhelminthes,Polychaete,Polychaete_Trochophore,Radiozoa,Sipunculid,Thaliacean_Doliolidae,Thaliacean_Other,Thaliacean_Salpidae,Thecostraca,Urochordata,geom
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-29b5,1041,North Stradbroke,-27.345,153.562,2013-05-20T10:10:00Z,2013,5,20,10:10:00,0,6.4296,234.6829,0,9.6445,0,0,0,0,73.9412,0,3.2148,0,9.6445,0,3.2148,0,0,1424.1709,234.6829,160.7417,61.0818,186.4603,0,0,0,0,6.4297,0,0,6.4297,0,9.6445,0,0,83.5857,189.6752,0,0,0,0,0,0,0,19.289,0,0,0,28.9335,0,0,0,0,POINT (153.562 -27.345)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-29b4,1042,Maria Island,-42.5967,148.2333,2013-06-11T11:55:00Z,2013,6,11,11:55:00,0,0,196.7077,0,0,0,0,0,0,2.2102,19.8918,2.2102,4.4204,0,0,0,0,0,707.2636,583.4925,46.4142,0,145.8732,0,0,0,0,0,0,0,0,0,0,0,0,17.6816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (148.23333 -42.59667)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-29b3,1043,Yongala,-19.3085,147.6184,2013-06-11T13:34:00Z,2013,6,11,13:34:00,0,0,707.2636,0,0,0,13.6012,0,0,108.8097,0,40.8037,0,13.6012,0,40.8036,0,0,7235.8506,2325.8091,272.0243,0,149.6134,0,0,0,27.2024,40.8037,0,13.6012,0,0,0,0,13.6012,190.4171,81.6073,0,0,0,13.6012,108.8098,0,0,40.8037,0,0,0,0,0,0,0,0,POINT (147.61842 -19.30847)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-29b2,1044,Port Hacking,-34.1192,151.2267,2013-06-12T10:15:00Z,2013,6,12,10:15:00,0,12.7307,49.5085,0,0,0,0,0,0,9.9017,0,0,0,1.4145,0,0,0,0,205.1061,168.3287,19.8033,0,74.9698,0,0,0,2.8291,1.4145,4.2436,0,0,0,0,0,0,7.0726,12.7307,0,0,0,0,7.0726,0,0,7.0726,0,0,0,0,0,0,0,0,POINT (151.22667 -34.11923)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-29b1,1045,Darwin,-12.4,130.768,2013-06-17T17:38:00Z,2013,6,17,17:38:00,0,46.1259,102.502,0,0,0,20.5004,0,0,30.7506,0,0,0,5.1251,0,10.2502,0,0,922.5178,784.1402,225.5044,0,87.1267,0,0,0,0,0,0,0,0,0,35.8757,0,10.2502,507.3848,312.631,0,0,0,5.1251,92.2518,0,5.1251,61.5012,0,0,0,0,0,0,0,0,POINT (130.76805 -12.4)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-29b0,1046,Darwin,-12.4,130.768,2013-06-18T15:05:00Z,2013,6,18,15:05:00,0,70.7264,678.9731,0,0,0,0,0,0,99.0169,0,0,0,0,0,0,0,0,2150.0815,1287.2197,311.1959,14.1453,480.9393,0,0,0,28.2905,14.1453,0,0,0,0,99.0169,0,0,0,113.1622,0,0,0,0,42.4358,0,0,0,0,0,0,42.4358,0,0,0,0,POINT (130.76805 -12.4)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-29af,1047,North Stradbroke,-27.345,153.562,2013-07-07T09:40:00Z,2013,7,7,09:40:00,0,32.1483,308.6241,0,0,0,0,0,0,45.0076,0,0,0,0,0,0,0,0,990.1694,585.0998,141.4527,6.4297,218.6088,0,0,0,12.8593,6.4297,0,0,0,0,45.0077,0,0,0,51.4373,0,0,0,0,19.289,0,0,0,0,0,0,19.289,0,0,0,0,POINT (153.562 -27.345)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-29ae,1048,Rottnest Island,-32,115.4167,2013-07-12T12:43:00Z,2013,7,12,12:43:00,0,15.717,259.33,0,0,0,149.3112,0,0,11.7877,0,0,7.8584,7.8584,0,3.9292,0,0,911.5839,440.0752,110.0186,47.1509,271.1174,0,0,0,7.8584,3.9292,0,0,0,0,43.2217,0,0,78.5848,117.8773,0,0,0,0,11.7877,0,0,11.7877,3.9292,0,0,0,0,0,0,0,POINT (115.41667 -32)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-29ad,1049,Yongala,-19.3085,147.6184,2013-07-19T11:08:00Z,2013,7,19,11:08:00,0,13.6012,584.8526,0,0,0,0,0,0,68.0061,13.6012,13.6012,0,27.2024,0,0,0,0,2638.6372,2203.3982,707.2634,0,612.0551,0,0,0,13.6012,54.4049,0,0,13.6012,0,0,0,13.6012,176.8159,68.0061,0,0,0,0,40.8037,0,0,81.6073,0,0,0,27.2024,0,0,0,0,POINT (147.61842 -19.30847)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-29ac,1050,Esperance,-33.9333,121.85,2013-07-25T10:10:00Z,2013,7,25,10:10:00,0,0,117.8773,0,0,0,0,0,0,31.4339,0,15.717,70.7264,7.8585,0,0,0,0,1509.9519,807.1787,107.7736,0,147.0661,0,0,0,7.8585,23.5755,0,0,0,0,39.2924,0,7.8585,70.7264,157.1697,0,0,15.717,0,0,0,0,15.717,0,0,0,7.8585,0,0,0,0,POINT (121.85 -33.93333)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-29ab,1051,Port Hacking,-34.1192,151.2267,2013-07-26T10:26:00Z,2013,7,26,10:26:00,0,10.609,215.7154,0,0,0,0,0,0,7.0726,7.0726,0,70.7264,7.0726,0,0,0,0,694.1291,356.1578,41.9307,0,197.5286,0,0,0,0,24.7542,7.0726,0,0,0,0,0,0,3.5363,10.6089,0,0,0,1276.6108,0,0,0,0,0,0,0,7.0726,0,0,0,0,POINT (151.22667 -34.11923)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-29aa,1052,North Stradbroke,-27.345,153.562,2013-08-06T10:30:00Z,2013,8,6,10:30:00,3.2148,112.5192,462.9362,0,9.6445,0,0,0,0,6.4297,0,0,6.4297,9.6445,0,0,0,0,790.8488,364.3479,170.3863,16.0742,136.0945,0,0,0,0,12.8593,0,0,0,0,12.8593,0,3.2148,6.4297,28.9335,0,0,0,6.4297,3.2148,0,0,22.5038,0,0,0,147.8824,0,6.4297,0,0,POINT (153.562 -27.345)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-29a9,1053,Ningaloo,-21.99,113.779,2013-08-06T14:12:00Z,2013,8,6,14:12:00,0,7.0726,1273.0745,0,0,0,7.0726,0,0,63.6537,0,0,0,35.3631,0,14.1452,0,0,1775.2319,622.392,80.1565,0,455.0064,0,0,0,21.2178,7.0726,0,21.2179,0,0,155.598,0,7.0726,56.5811,155.598,0,0,0,0,35.3632,0,0,0,0,0,0,7.0726,0,0,0,0,POINT (113.779 -21.99)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-29a8,1054,Maria Island,-42.5967,148.2333,2013-08-07T11:40:00Z,2013,8,7,11:40:00,0,20.4321,117.8773,0,0,0,0,0,0,20.4321,11.0019,0,47.151,0,0,0,0,0,297.0509,62.8679,14.1453,0,36.1491,0,0,0,1.5717,0,0,1.5717,1.5717,0,0,0,0,1.5717,1.5717,0,0,0,0,0,0,0,3.1434,0,0,0,0,0,0,0,0,POINT (148.23333 -42.59667)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-29a7,1055,Yongala,-19.3085,147.6184,2013-08-08T10:58:00Z,2013,8,8,10:58:00,0,0,64.1201,0,0,0,0,0,0,15.5443,0,0,0,5.8291,0,1.943,0,0,495.4729,394.4354,27.2024,0,54.4048,0,0,0,21.3733,0,0,0,1.943,0,0,0,1.943,17.4873,21.3733,0,0,0,0,17.4873,0,0,7.7721,0,0,0,0,0,0,0,0,POINT (147.61842 -19.30847)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-29a6,1056,North Stradbroke,-27.345,153.562,2013-08-19T10:10:00Z,2013,8,19,10:10:00,0,100.7315,184.3172,0,0,0,0,0,0,15.0026,4.2864,4.2864,4.2864,2.1432,0,2.1432,0,0,484.9038,307.0166,33.2199,2.1432,166.0996,0,0,0,0,2.1432,53.5806,6.4296,0,0,66.4399,0,2.1432,2.1432,10.7161,0,0,0,4.2864,6.4297,0,0,21.4322,0,4.2864,0,55.7238,0,6.4297,0,0,POINT (153.562 -27.345)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-29a5,1057,Maria Island,-42.5967,148.2333,2013-08-21T11:35:00Z,2013,8,21,11:35:00,0,0.6028,3.4158,0,0,0,0,0,0,3.8176,2.6121,0,1.2056,0,0,0.2009,0,0,41.19,8.2379,1.0047,0,9.6444,0,0,0,1.0046,0,0,0.4018,0,0,0.2009,0,0,0,0.4019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (148.23333 -42.59667)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-29a4,1058,Port Hacking,-34.1192,151.2267,2013-08-27T10:00:00Z,2013,8,27,10:00:00,0,2.8868,2.8868,0,0,0,0,0,0,1.4434,0,0,2.8868,0,0,1.4434,0,0,259.8112,151.5565,21.651,0,128.4623,0,0,0,0,0,1.4434,0,0,0,0,0,0,1.4434,4.3302,0,0,0,150.1131,4.3302,0,0,7.217,0,0,0,1.4434,0,80.8301,0,0,POINT (151.22667 -34.11923)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-29a3,1059,Kangaroo Island,-35.8322,136.4473,2013-08-28T08:55:00Z,2013,8,28,08:55:00,0,0,4.0415,0,0,0,2.0208,0,0,0,0,1.0104,2.0208,1.0104,0,0,0,0,192.9823,59.6123,100.0273,0,41.4255,0,0,0,1.0104,1.0104,0,0,1.0104,71.7367,0,0,0,1.0104,2.0208,0,0,0,45.4669,0,0,0,0,0,0,0,0,0,0,0,0,POINT (136.44733 -35.83217)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-29a2,1060,Yongala,-19.3085,147.6184,2013-09-12T11:49:00Z,2013,9,12,11:49:00,0,68.0061,761.6685,0,0,0,0,0,0,68.0061,340.0306,13.6012,27.2024,13.6012,0,13.6012,0,0,2421.0176,3026.272,516.8464,0,680.0612,0,0,0,0,462.4416,0,0,13.6012,0,0,0,0,204.0183,693.6624,0,0,0,0,108.8098,13.6012,0,122.411,0,0,0,0,0,0,0,0,POINT (147.61842 -19.30847)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-29a1,1061,North Stradbroke,-27.345,153.562,2013-09-13T10:30:00Z,2013,9,13,10:30:00,0,45.0077,334.3428,0,0,0,6.4297,0,0,12.8594,0,0,45.0077,25.7187,0,0,0,0,1305.2229,617.2483,173.6011,6.4297,270.0459,0,0,0,12.8593,77.156,0,0,0,6.4297,0,0,0,96.445,38.578,0,0,0,0,6.4297,0,0,12.8593,25.7187,64.2967,0,469.3658,0,0,0,0,POINT (153.562 -27.345)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-29a0,1062,Port Hacking,-34.1192,151.2267,2013-09-16T10:10:00Z,2013,9,16,10:10:00,0,3.849,0.9623,0,0,0,0.4811,0,0,2.4056,3.8491,0.9623,83.2357,2.4057,0,0.4811,0,0,72.8914,45.7077,12.0285,0,20.4482,0,0,0,0.4811,3.8491,0,0,0,0,0,0,0,0.4811,1.4434,0,0,0,306.962,0,0,0,3.3679,0,0,0,5.2925,0,0,0,0,POINT (151.22667 -34.11923)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-299f,1063,Darwin,-12.4,130.768,2013-09-16T11:43:00Z,2013,9,16,11:43:00,0,176.8159,707.2636,0,0,48.2225,0,0,0,96.445,369.706,0,0,16.0742,0,0,0,0,4251.6187,1944.9749,763.5232,0,490.2623,0,0,0,144.6676,32.1483,0,0,16.0742,0,128.5934,0,32.1484,514.3735,594.7444,0,0,0,0,289.3351,0,16.0742,176.8159,0,0,0,0,0,0,0,0,POINT (130.76805 -12.4)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-299e,1064,Maria Island,-42.5967,148.2333,2013-09-24T11:50:00Z,2013,9,24,11:50:00,0,4.4204,25.0489,0,0,0,0,0,0,2.9469,5.1571,0,6.6305,0,0,0,0,0,184.9199,53.7816,11.7876,0,11.7877,0,0,0,0.7367,2.2102,0,5.8938,0,0,0.7367,0,0,0,0.7367,0,0,0,41.9938,0,0,0,0.7367,0,0,0,0,0,0,0,0,POINT (148.23333 -42.59667)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-299d,1065,Rottnest Island,-32,115.4167,2013-10-01T12:06:00Z,2013,10,1,12:06:00,7.8585,0,133.5942,0,0,0,165.0282,0,0,0,23.5755,0,62.8679,7.8585,0,0,0,0,2145.3665,534.3771,235.7546,0,408.6413,0,0,0,0,0,0,0,0,0,7.8585,0,0,589.3863,141.4528,0,0,0,0,7.8585,0,0,23.5755,0,0,0,7.8585,0,0,0,0,POINT (115.41667 -32)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-299c,1066,Yongala,-19.3085,147.6184,2013-10-15T11:41:00Z,2013,10,15,11:41:00,0,176.8159,598.4538,0,0,0,0,0,0,27.2024,13.6012,0,13.6012,81.6073,0,0,0,0,1088.0977,1645.748,1672.9504,0,1564.1404,0,0,0,13.6012,0,0,0,0,0,136.0122,0,27.2024,802.4722,1033.693,0,0,0,0,122.411,13.6012,0,272.0245,0,0,0,0,0,54.4049,13.6012,0,POINT (147.61842 -19.30847)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-299b,1067,North Stradbroke,-27.345,153.562,2013-10-16T10:50:00Z,2013,10,16,10:50:00,3.2148,25.7186,411.4988,0,0,0,0,0,0,19.289,0,3.2148,9.6445,3.2148,0,6.4297,0,0,304.0312,206.6678,90.0154,0,117.5707,0,0,0,0,6.4297,0,0,0,0,0,0,0,9.6445,22.5038,3.2148,0,0,395.4246,3.2148,0,0,3.2148,0,25.7187,0,180.0307,0,0,0,0,POINT (153.562 -27.345)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-299a,1068,Rottnest Island,-32,115.4167,2013-10-17T08:07:00Z,2013,10,17,08:07:00,3.9292,0,110.0188,0,0,0,0,0,0,3.9292,0,11.7877,404.7119,11.7877,0,0,0,0,1524.5457,337.9146,55.0093,0,172.8867,0,0,0,3.9292,7.8585,0,0,0,0,47.1509,0,11.7877,98.2311,39.2925,0,0,0,0,11.7877,0,3.9292,31.4339,0,0,0,0,0,0,0,0,POINT (115.41667 -32)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2999,1069,Port Hacking,-34.1192,151.2267,2013-10-21T10:16:00Z,2013,10,21,10:16:00,0,7.0726,120.2348,0,0,0,0,0,0,0,0,0,123.7711,24.7542,0,0,7.0726,0,548.1293,555.2019,84.8716,0,251.0785,0,0,0,0,7.0726,0,0,0,0,45.9721,0,0,3.5363,123.7711,0,0,0,1591.3431,10.609,0,0,3.5363,0,0,0,17.6816,0,0,0,0,POINT (151.22667 -34.11923)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2998,1070,Port Hacking,-34.1192,151.2267,2013-10-27T11:25:00Z,2013,10,27,11:25:00,0,0,152.0617,0,0,0,0,0,0,0,0,0,173.2796,7.0726,0,0,0,0,693.1182,456.1848,74.2627,0,162.6704,0,0,0,0,3.5363,0,0,0,0,49.5085,0,0,0,74.2626,0,0,0,445.5761,3.5363,0,0,7.0726,0,0,0,7.0726,0,7.0726,0,0,POINT (151.22667 -34.11923)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2997,1071,Yongala,-19.3085,147.6184,2013-11-14T10:57:00Z,2013,11,14,10:57:00,0,0,95.2086,0,0,20.4018,0,6.8006,0,61.2055,6.8006,13.6012,0,108.8097,0,6.8006,0,0,1570.941,1625.3459,95.2084,13.6012,353.6317,0,6.8006,0,47.6043,13.6012,0,0,6.8006,0,6.8006,0,27.2024,251.6226,523.6471,0,0,0,0,13.6012,0,0,34.0031,0,0,0,0,0,6.8006,0,0,POINT (147.61842 -19.30847)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2996,1072,Maria Island,-42.5967,148.2333,2013-11-18T11:00:00Z,2013,11,18,11:00:00,0,179.2053,279.5603,0,0,0,0,0,0,4.7788,0,0,83.6291,0,0,2.3894,0,0,238.9401,172.037,16.7258,0,0,0,0,0,7.1682,2.3894,0,0,0,0,2.3894,0,0,2.3894,4.7788,0,0,0,563.8994,0,0,0,0,0,0,0,7.1682,0,0,0,0,POINT (148.23333 -42.59667)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2995,1073,North Stradbroke,-27.345,153.562,2013-11-22T10:08:00Z,2013,11,22,10:08:00,0,6.4297,231.4681,0,6.4297,0,0,0,0,32.1483,6.4297,0,0,6.4297,0,6.4297,0,0,1189.489,835.8571,128.5934,0,675.1154,0,0,0,6.4297,0,12.8593,6.4297,0,0,64.2967,0,19.289,19.289,231.468,0,0,0,0,32.1483,0,0,19.289,0,0,0,25.7187,0,0,0,0,POINT (153.562 -27.345)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2994,1074,Rottnest Island,-32,115.4167,2013-11-22T10:36:00Z,2013,11,22,10:36:00,0,39.2924,510.8015,0,0,0,62.8679,0,0,7.8585,0,7.8585,927.3013,0,0,0,0,0,3206.2617,675.8297,94.3019,0,165.0282,0,0,0,7.8585,7.8585,0,0,0,0,55.0094,0,0,125.7358,102.1603,0,0,7.8585,0,0,0,0,102.1603,0,0,0,78.5848,0,0,0,0,POINT (115.41667 -32)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2993,1075,Port Hacking,-34.1192,151.2267,2013-12-02T10:05:00Z,2013,12,2,10:05:00,0,0,146.7572,0,0,0,0,0,0,0,0,0,54.8129,3.5364,0,1.7682,0,0,290.5677,163.2601,18.8605,0,88.9972,0,0,0,3.5363,0,0,0,1.7682,0,22.9861,0,0,3.5363,47.7403,0,0,0,37.1313,1.7682,0,0,5.3045,0,0,0,17.6816,0,0,0,0,POINT (151.22667 -34.11923)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2992,1076,Yongala,-19.3085,147.6184,2013-12-05T11:49:00Z,2013,12,5,11:49:00,0,0,516.8465,0,0,13.6012,0,0,0,149.6134,0,13.6012,0,54.4048,0,27.2024,0,0,5059.6548,3318.6985,557.65,0,408.0366,0,0,0,1142.5027,204.0183,0,0,13.6012,0,27.2024,0,13.6012,462.4416,380.8343,0,0,27.2024,0,13.6012,0,0,68.0061,0,0,0,0,0,54.4049,0,0,POINT (147.61842 -19.30847)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2991,1077,North Stradbroke,-27.345,153.562,2013-12-12T10:48:00Z,2013,12,12,10:48:00,0,12.8593,237.8978,0,0,0,0,0,0,0,0,19.289,96.4451,0,0,6.4297,0,0,1575.269,668.6855,237.8977,0,360.0617,0,0,0,6.4297,12.8593,0,0,0,0,19.289,0,0,141.4527,77.156,0,0,0,0,25.7187,0,0,6.4297,0,0,0,0,0,12.8593,0,0,POINT (153.562 -27.345)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2990,1078,Maria Island,-42.5967,148.2333,2013-12-17T11:07:00Z,2013,12,17,11:07:00,0,2.2102,14.3663,0,0,0,0,0,0,5.5255,0,0,24.3122,8.8408,0,0,0,0,133.7171,191.1822,13.2612,0,37.5734,0,0,0,0,3.3153,0,1.1051,0,0,0,0,0,0,14.3663,1.1051,0,0,6423.9424,0,0,0,1.1051,0,0,0,15.4714,0,2.2102,0,0,POINT (148.23333 -42.59667)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-298f,1079,Rottnest Island,-32,115.4167,2013-12-18T11:00:00Z,2013,12,18,11:00:00,0,0,683.6881,0,0,0,141.4527,7.8585,0,39.2924,0,0,3159.1108,31.434,0,0,0,0,3984.252,832.9994,267.1886,0,322.1981,0,0,0,39.2924,23.5755,0,0,0,0,23.5755,0,0,385.0657,259.33,0,0,0,0,0,0,0,62.8679,0,0,0,447.9336,0,0,7.8585,0,POINT (115.41667 -32)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-298e,1080,Darwin,-12.4,130.768,2014-01-18T05:35:00Z,2014,1,18,05:35:00,0,0,0,0,0,0,0,0,0,147.3466,58.9386,0,0,0,0,0,0,0,5090.8242,1731.3224,464.1417,0,427.3051,0,0,0,0,29.4693,0,0,0,0,132.6119,0,14.7347,898.8142,294.6932,0,0,0,0,58.9387,0,0,162.0812,0,0,0,0,0,0,0,0,POINT (130.76805 -12.4)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-298d,1081,Port Hacking,-34.1192,151.2267,2014-01-21T10:35:00Z,2014,1,21,10:35:00,0,3.6457,193.2215,0,0,0,0,0,0,0,0,0,302.5922,7.2914,0,3.6457,0,0,278.8949,102.6868,17.0131,0,88.1041,0,0,0,3.6457,3.6457,0,0,0,0,10.9371,0,0,3.6457,3.6457,0,0,0,528.6249,10.9371,0,0,0,0,0,0,448.4197,0,0,0,0,POINT (151.22667 -34.11923)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-298c,1082,Rottnest Island,-32,115.4167,2014-01-22T10:25:00Z,2014,1,22,10:25:00,0,7.8585,424.3582,0,0,0,102.1603,7.8585,0,23.5755,0,0,39.2924,15.717,0,0,0,0,2679.7434,479.3677,180.7452,0,235.7547,0,7.8585,0,62.8679,0,0,0,0,0,23.5755,0,23.5755,212.1791,47.1509,0,0,0,0,7.8585,0,7.8585,70.7264,0,0,0,7.8585,0,0,0,0,POINT (115.41667 -32)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-298b,1083,Yongala,-19.3085,147.6184,2014-01-22T10:28:00Z,2014,1,22,10:28:00,6.8006,61.2055,88.4079,0,0,0,0,0,0,54.4049,0,0,0,0,0,13.6012,0,0,2312.2075,1468.9321,571.2512,6.8006,122.411,0,0,0,27.2024,47.6043,0,0,0,0,20.4018,0,0,74.8067,299.2268,0,0,0,0,0,0,6.8006,20.4018,0,0,6.8006,0,0,0,0,0,POINT (147.61842 -19.30847)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-298a,1084,Kangaroo Island,-35.8322,136.4473,2014-01-22T15:55:00Z,2014,1,22,15:55:00,0,0,5.6581,0,0,0,2.8291,0,0,9.9017,0,1.4145,220.6662,5.6581,0,2.829,0,0,44.6587,76.7887,65.6746,0,32.5341,0,0,0,4.2436,0,0,0,0,0,0,0,0,7.0726,32.5341,0,0,0,41.0213,0,0,0,0,0,0,0,0,0,127.3075,0,0,POINT (136.44733 -35.83217)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2989,1085,Maria Island,-42.5967,148.2333,2014-01-23T10:55:00Z,2014,1,23,10:55:00,0,0,23.5755,0,0,0,0,0,0,3.1434,0,0,147.7396,0,0,3.1434,0,0,143.0246,124.1641,26.7189,3.1434,36.1491,0,0,0,0,0,14.1453,0,0,0,1.5717,0,0,3.1434,1.5717,0,0,0,798.422,0,0,0,0,1.5717,0,0,73.8698,0,0,0,0,POINT (148.23333 -42.59667)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2988,1086,Maria Island,-42.5967,148.2333,2014-02-05T11:15:00Z,2014,2,5,11:15:00,0,0,54.2856,0,0,0,0,0,0,4.653,0,0,206.2851,4.653,0,0,0,0,279.1828,227.9993,10.857,4.653,24.8163,0,0,0,1.551,1.551,1.551,0,1.551,1.551,0,0,0,6.2041,9.3061,0,0,0,576.9782,0,0,0,3.102,0,0,0,88.4079,0,0,0,0,POINT (148.23333 -42.59667)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2987,1087,Port Hacking,-34.1192,151.2267,2014-02-12T12:08:00Z,2014,2,12,12:08:00,0,14.8897,156.3425,0,0,0,0,0,0,0,0,3.7224,182.3996,29.7795,0,0,0,0,544.7168,420.6358,18.6121,0,98.0241,0,0,0,0,0,0,0,0,0,11.1673,0,0,3.7224,70.7263,0,0,0,975.2793,3.7224,0,11.1673,3.7224,0,0,0,3.7224,0,0,0,0,POINT (151.22667 -34.11923)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2986,1088,North Stradbroke,-27.345,153.562,2014-02-13T10:40:00Z,2014,2,13,10:40:00,1.837,38.578,156.1491,0,0,0,0,0,0,55.1114,0,0,0,1.837,0,0,0,0,723.7965,260.8607,60.6225,0,115.7335,0,0,0,5.5111,7.3482,0,0,0,1.837,0,0,0,23.8816,55.1114,0,0,0,0,0,0,0,9.1852,0,0,0,12.8593,0,0,0,0,POINT (153.562 -27.345)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2985,1089,Yongala,-19.3085,147.6184,2014-02-20T11:16:00Z,2014,2,20,11:16:00,0,176.8159,149.6135,0,0,0,0,27.2024,0,340.0306,13.6012,0,0,54.4049,0,0,0,0,2475.4224,2148.9932,516.8464,0,299.2268,0,0,0,27.2024,81.6073,0,0,0,0,13.6012,0,0,217.6196,992.8892,0,0,40.8037,0,27.2024,0,0,122.411,0,0,0,0,0,0,0,0,POINT (147.61842 -19.30847)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2984,1090,Rottnest Island,-32,115.4167,2014-02-27T12:49:00Z,2014,2,27,12:49:00,0,15.717,597.2448,0,0,7.8585,39.2924,0,0,15.717,0,0,1155.1973,55.0095,0,15.717,0,0,1933.1874,565.8109,157.1698,0,204.3207,0,0,0,62.8679,15.717,0,0,7.8585,0,39.2924,0,7.8585,78.5848,196.4621,0,0,0,0,0,0,31.4339,31.434,0,0,0,251.4715,0,0,7.8585,0,POINT (115.41667 -32)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2983,1091,North Stradbroke,-27.345,153.562,2014-03-06T10:25:00Z,2014,3,6,10:25:00,0,308.6241,482.2252,0,12.8593,0,0,0,0,38.578,0,0,6.4297,0,0,6.4297,0,0,1420.9568,356.8467,343.9871,0,241.1123,0,0,0,6.4297,19.289,0,0,0,0,147.8824,0,0,372.9208,424.3582,0,0,0,6.4297,0,0,0,0,0,0,0,38.578,0,6.4297,0,0,POINT (153.562 -27.345)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2982,1092,Kangaroo Island,-35.8322,136.4473,2014-03-13T14:34:00Z,2014,3,13,14:34:00,0,0.7073,0.7073,0,0,0,12.0235,0,0,2.1218,1.4145,0,0,0,0,0.7073,0,0,189.5468,147.1108,72.848,0,49.5084,0,0,0,1.4145,27.5833,162.6706,0,0,0,0,0,0.7073,89.1152,15.5598,0,0,0,314.7323,0.7073,0,0,4.2436,0,0,0,0,0,0,1.4145,0,POINT (136.44733 -35.83217)
