FID,id,Station,Latitude,Longitude,SampleDateLocal,Year,Month,Day,Time_24hr,Amphipod,Appendicularian_Fritillariidae,Appendicularian_Oikopleuridae,Appendicularian_Other,Ascidian,Brachiopod,Bryozoan,Cephalochordate_Branchiostomatidae,Cephalopod,Chaetognath,Ciliophora_Tintinnid,Cirripedia,Cladoceran,Cnidarian_Medusae,Cnidarian_Other,Cnidarian_Siphonophore,Coelenterate,Copepod_Bivalvia,Copepod_Calanoid,Copepod_Cyclopoid,Copepod_Harpacticoid,Copepod_Other,Copepod_Poecilostomatoida,Copepod_Siphonostomatoida,Ctenophore,Cumacean,Decapod,Echinoderm,Egg,Euphausiid,Fish,Fish_Egg,Forams,Hemichordata,Isopod,Mollusc_Bivalvia,Mollusc_Gastropod,Mysida,Nematode,Nemertean,Noctilucaceae,Ostracod,Phoronid,Platyhelminthes,Polychaete,Polychaete_Trochophore,Radiozoa,Sipunculid,Thaliacean_Doliolidae,Thaliacean_Other,Thaliacean_Salpidae,Thecostraca,Urochordata,geom
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2a78,846,Yongala,-19.3085,147.6184,2010-08-17T10:15:00Z,2010,8,17,10:15:00,0,21.762,111.53,0,0,0,0,0,0,100.6491,0,5.4405,0,0,0,2.7202,0,0,407.1299,481.4835,13.6012,255.703,123.3178,0,0,0,5.4404,10.881,0,0,2.7202,2.7202,0,0,0,136.0122,731.7458,0,0,0,0,2.7202,0,0,62.5656,0,0,5.4405,0,0,0,5.4405,0,POINT (147.61842 -19.30847)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2a77,847,North Stradbroke,-27.345,153.562,2010-08-18T08:25:00Z,2010,8,18,08:25:00,0,83.5857,636.5372,0,0,0,6.4297,0,0,70.7264,0,12.8593,51.4373,0,0,0,0,0,868.0055,392.2098,225.0385,533.6625,282.9053,0,0,0,38.578,102.8747,32.1483,0,0,0,0,0,0,25.7187,102.8747,0,0,0,1440.2458,25.7187,0,0,51.4374,0,0,0,578.6702,0,0,0,0,POINT (153.562 -27.345)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2a76,848,Port Hacking,-34.1192,151.2267,2010-08-18T09:30:00Z,2010,8,18,09:30:00,0,3.5363,38.8995,0,0,0,0,0,0,14.1453,0,0,180.3522,0,0,0,0,0,873.4704,268.7602,70.7265,7.0726,244.0058,0,0,0,0,17.6816,0,0,3.5363,45.9721,0,0,0,0,17.6816,0,0,0,180.3522,0,0,0,24.7542,0,0,0,7.0726,0,38.8995,0,0,POINT (151.22667 -34.11923)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2a75,849,Rottnest Island,-32,115.4167,2010-08-20T14:50:00Z,2010,8,20,14:50:00,7.8585,0,306.4809,15.717,0,0,55.0094,0,0,7.8585,0,0,455.7921,23.5755,0,7.8585,0,0,2082.4985,793.707,39.2924,943.0181,322.1982,0,0,0,15.717,7.8585,385.0657,7.8585,0,0,0,0,0,15.717,15.717,0,0,0,0,0,0,0,62.8679,0,0,0,0,0,0,0,0,POINT (115.41667 -32)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2a74,850,Port Hacking,-34.1192,151.2267,2010-09-09T09:30:00Z,2010,9,9,09:30:00,0,0,14.1453,0,0,0,0,0,0,10.609,0,0,134.3801,0,0,0,0,0,755.7624,253.6045,23.2387,544.593,205.1066,0,0,0,10.609,0,0,0,0,0,0,0,0,3.5363,10.609,0,0,0,173.2796,17.6816,0,0,7.0726,7.0726,0,0,0,0,148.5254,0,0,POINT (151.22667 -34.11923)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2a73,851,Yongala,-19.3085,147.6184,2010-09-09T11:00:00Z,2010,9,9,11:00:00,0,68.0061,122.411,0,0,0,0,0,0,22.6687,0,0,0,4.5337,0,0,0,0,363.6056,526.8206,20.8552,367.233,112.4366,0,0,0,4.5337,18.135,22.6687,0,0,0,0,0,0,108.8098,684.5949,0,0,0,0,9.0675,0,0,31.7362,0,0,0,0,0,0,0,0,POINT (147.61842 -19.30847)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2a72,852,North Stradbroke,-27.345,153.562,2010-09-16T12:45:00Z,2010,9,16,12:45:00,2.1432,17.1458,250.7571,0,0,0,0,0,0,10.7161,0,0,10.7161,0,0,0,0,0,469.3656,126.4502,90.0153,120.0204,137.1661,0,0,0,6.4296,2.1432,4.2864,0,0,0,0,0,0,15.0026,36.4348,0,0,0,25.7187,6.4297,0,0,0,0,0,0,55.7238,0,0,0,0,POINT (153.562 -27.345)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2a71,853,Rottnest Island,-32,115.4167,2010-09-24T12:22:00Z,2010,9,24,12:22:00,0,0,145.382,3.9292,0,0,11.7877,0,0,23.5755,0,0,110.0187,15.7169,0,0,0,0,271.1176,455.7922,62.8679,1650.2817,137.5234,0,0,0,0,3.9292,172.8866,7.8585,0,0,0,0,0,7.8585,31.4339,0,0,0,0,0,0,0,31.4339,0,0,0,3.9292,0,0,0,0,POINT (115.41667 -32)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2a70,854,Maria Island,-42.5967,148.2333,2010-10-01T12:40:00Z,2010,10,1,12:40:00,0,161.6603,6.3149,0,0,0,0,0,0,5.0519,0,3.7889,0,0,0,0,0,0,243.7536,55.5707,7.5778,1.263,25.2594,0,0,0,2.5259,3.7889,0,5.0519,2.5259,0,0,0,2.5259,0,2.526,0,0,0,0,0,0,0,2.5259,0,0,0,0,0,0,0,0,POINT (148.23333 -42.59667)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2a6f,855,Esperance,-33.9333,121.85,2010-10-13T08:25:00Z,2010,10,13,08:25:00,0,0,123.1163,0,0,0,34.0534,0,0,0,0,2.6195,47.1509,0,0,2.6195,0,0,377.862,296.6577,19.6462,565.8109,69.4165,0,0,0,5.239,23.5755,146.6917,0,0,0,0,0,0,44.5314,49.7704,7.8585,0,0,0,5.239,0,0,15.717,23.5755,0,0,7.8585,0,0,0,0,POINT (121.85 -33.93333)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2a6e,856,North Stradbroke,-27.345,153.562,2010-10-18T10:20:00Z,2010,10,18,10:20:00,0,57.867,938.7317,0,0,0,0,0,0,115.734,0,0,32.1483,25.7186,0,0,0,0,2771.1873,655.8262,321.4836,0,450.0768,0,0,0,12.8593,122.1637,0,0,0,51.4374,0,0,0,19.289,237.8978,0,0,0,0,19.289,32.1483,0,45.0077,6.4297,0,0,507.9439,0,0,25.7187,0,POINT (153.562 -27.345)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2a6d,857,Maria Island,-42.5967,148.2333,2010-10-27T12:50:00Z,2010,10,27,12:50:00,0,36.542,11.7877,0,0,0,2.3575,0,0,6.4832,0,0.5894,24.7543,9.4302,0,0,0,0,147.9361,34.1844,11.1984,12.3771,4.7152,0,0,0,5.3045,1.7682,0.5894,6.4833,0.5894,0,0,0,0,1.1788,9.4302,0,0,0,14.7347,0,0,0,4.1257,0,0,0,0,0,0,0,0,POINT (148.23333 -42.59667)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2a6c,858,Yongala,-19.3085,147.6184,2010-11-01T11:45:00Z,2010,11,1,11:45:00,1.6001,20.8018,126.4114,0,0,0,0,0,0,32.0029,0,0,0,0,0,8.0007,0,0,387.2345,355.2318,17.6015,137.6123,102.4089,0,0,0,8.0007,43.2039,6.4006,4.8004,4.8004,0,0,0,0,41.6037,89.608,0,0,0,0,0,1.6001,0,11.201,0,0,0,0,0,9.6008,0,0,POINT (147.61842 -19.30847)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2a6b,859,Ningaloo,-21.99,113.779,2010-11-08T15:20:00Z,2010,11,8,15:20:00,3.5363,0,0,0,0,0,7.0726,0,0,14.1453,0,0,0,17.6816,0,3.5363,0,0,304.1232,438.5034,21.2179,293.5144,56.581,0,0,0,7.0726,0,42.4358,17.6816,3.5363,0,0,0,0,45.9721,56.5811,0,0,0,0,3.5363,0,0,14.1453,7.0726,0,0,10.609,0,35.3632,0,0,POINT (113.779 -21.99)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2a6a,860,Port Hacking,-34.1192,151.2267,2010-11-11T09:10:00Z,2010,11,11,09:10:00,0,35.3632,64.6641,0,0,0,0,0,0,7.0726,0,0,2.0208,1.0104,0,0,0,0,148.5257,74.7679,3.0312,1.0104,23.2389,0,0,0,1.0104,0,0,0,0,0,0,0,0,17.1764,10.1037,0,0,0,860.8408,7.0726,0,0,0,0,0,0,4.0415,0,0,0,0,POINT (151.22667 -34.11923)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2a69,861,North Stradbroke,-27.345,153.562,2010-11-16T09:30:00Z,2010,11,16,09:30:00,2.1432,0,192.8901,0,0,0,0,0,0,34.2916,0,0,8.5729,0,0,0,0,0,396.4959,287.1919,102.8747,152.1688,180.0306,0,0,0,2.1432,6.4297,2.1432,0,4.2864,0,0,0,0,49.2941,225.0384,0,0,0,0,8.5729,0,0,10.7161,0,0,0,62.1535,0,0,0,0,POINT (153.562 -27.345)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2a68,862,Kangaroo Island,-35.8322,136.4473,2010-11-21T08:00:00Z,2010,11,21,08:00:00,0,0,8.9768,0,0,0,0,0,0,0.8161,0,0,0.816,0,0,0,0,0,51.4125,85.9597,11.697,2.9923,11.1529,0,0,0,0,0,0,0,0,0,0,0,0,0.272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (136.44733 -35.83217)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2a67,863,Rottnest Island,-32,115.4167,2010-11-24T11:07:00Z,2010,11,24,11:07:00,0,0,157.1697,7.8585,0,0,39.2924,0,0,23.5755,0,0,1587.4138,31.434,0,7.8585,0,0,1202.3483,1736.7251,70.7265,832.9993,94.3019,0,0,0,7.8585,7.8585,471.5091,0,0,7.8585,0,0,0,23.5755,55.0094,15.717,0,0,0,0,0,0,39.2924,7.8585,0,0,47.151,0,0,0,0,POINT (115.41667 -32)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2a66,864,Yongala,-19.3085,147.6184,2010-12-08T10:45:00Z,2010,12,8,10:45:00,0,114.2502,261.1435,0,0,0,10.881,0,0,81.6073,0,5.4405,0,27.2025,0,5.4405,0,0,892.2404,1555.9799,32.643,0,184.9767,0,0,0,5.4405,76.1668,10.881,0,0,0,0,0,10.881,32.6429,168.6552,0,0,0,0,0,0,0,48.9644,0,0,0,0,0,0,5.4405,0,POINT (147.61842 -19.30847)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2a65,865,Port Hacking,-34.1192,151.2267,2010-12-14T09:30:00Z,2010,12,14,09:30:00,0,24.7542,21.2179,0,0,0,0,0,0,14.1453,0,0,852.2526,3.5363,0,0,0,0,575.4098,113.1621,15.1556,0,68.2004,0,0,0,3.5363,0,0,0,3.5363,0,0,0,0,0,10.6089,0,0,0,5569.7007,0,0,0,17.6816,0,0,0,3.5363,0,3.5363,0,0,POINT (151.22667 -34.11923)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2a64,866,Kangaroo Island,-35.8322,136.4473,2010-12-14T10:30:00Z,2010,12,14,10:30:00,0,0,109.6259,0,0,0,0,0,0,0,0,0,31.8268,0,0,0,0,0,599.4061,90.1762,371.3133,228.0925,7.0727,0,0,0,1.7682,7.0726,3.5363,0,0,0,0,0,0,77.799,38.8995,0,0,0,14.1453,0,0,0,0,0,0,0,0,0,0,0,0,POINT (136.44733 -35.83217)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2a63,867,Maria Island,-42.5967,148.2333,2010-12-14T11:05:00Z,2010,12,14,11:05:00,0,27.4065,34.4791,0,0,0,0.8841,0,0,14.1453,0,0,14.1453,4.4204,0,0,0,0,157.3663,85.7556,7.0727,26.5224,2.6523,0,0,0,0,9.7249,1.7682,68.9582,0,0,0,0,0,1.7682,7.0726,0,0,0,147.6413,0,0,0,0,0,0,0,0.8841,0,0,0,0,POINT (148.23333 -42.59667)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2a62,868,Rottnest Island,-32,115.4167,2010-12-15T10:20:00Z,2010,12,15,10:20:00,0,0,223.9668,0,0,0,3.9292,0,0,0,0,0,585.457,3.9292,0,0,0,0,417.8094,217.4181,15.717,573.6694,74.6557,0,0,0,11.7876,0,243.6131,0,0,0,0,0,0,7.8585,19.6462,7.8585,0,0,0,0,0,0,3.9292,0,0,0,39.2924,0,0,0,0,POINT (115.41667 -32)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2a61,869,North Stradbroke,-27.345,153.562,2010-12-16T08:30:00Z,2010,12,16,08:30:00,0,83.5857,1015.8877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1658.8545,533.6625,109.3044,970.88,385.7802,0,0,0,0,0,0,0,57.867,70.7264,0,0,0,0,77.156,0,0,0,0,51.4374,0,0,96.445,0,0,0,0,0,0,0,0,POINT (153.562 -27.345)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2a60,870,Yongala,-19.3085,147.6184,2011-01-18T11:30:00Z,2011,1,18,11:30:00,0,0,2108.1897,0,0,0,0,0,0,68.0061,0,0,27.2024,27.2024,0,0,0,0,2298.6064,3672.3301,380.8342,1346.5211,1033.6927,0,0,0,27.2024,13.6012,0,0,0,0,0,0,27.2024,27.2024,190.4171,0,0,0,0,13.6012,0,0,54.4049,0,0,0,0,0,0,0,0,POINT (147.61842 -19.30847)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2a5f,871,North Stradbroke,-27.345,153.562,2011-01-19T10:00:00Z,2011,1,19,10:00:00,3.2148,25.7186,495.0845,0,0,0,0,0,0,19.289,0,0,22.5038,9.6445,0,0,0,0,963.3783,283.977,61.0819,408.284,114.6623,0,0,0,16.0741,12.8593,0,0,0,0,0,0,0,32.1483,41.7928,0,0,0,0,12.8593,0,0,28.9335,0,0,0,6.4296,0,3.2148,0,0,POINT (153.562 -27.345)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2a5e,872,Maria Island,-42.5967,148.2333,2011-01-19T11:00:00Z,2011,1,19,11:00:00,0,1.7682,74.2627,0,0,0,0,0,0,8.8408,0,0,7.0726,0,0,0,0,0,751.4678,219.2518,22.9861,30.0587,24.7543,0,0,0,7.0726,3.5363,0,19.4498,0,0,0,0,0,17.6816,70.7264,0,0,0,3.5363,0,0,0,0,0,0,0,0,0,0,0,0,POINT (148.23333 -42.59667)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2a5d,873,Esperance,-33.9333,121.85,2011-01-20T08:50:00Z,2011,1,20,08:50:00,0,0,94.3018,0,0,0,11.7877,0,0,3.9292,0,11.7877,1041.2491,11.7877,0,0,0,0,1111.9753,762.2728,31.4339,278.9762,19.6462,0,0,0,0,11.7877,416.4997,0,0,0,0,0,0,23.5755,19.6462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (121.85 -33.93333)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2a5c,874,Rottnest Island,-32,115.4167,2011-01-25T09:10:00Z,2011,1,25,09:10:00,3.1434,6.2868,89.5867,0,0,0,0,0,0,34.5773,0,0,20.4321,6.2868,0,0,0,0,581.5281,289.1923,34.5774,6.2868,99.0169,0,0,0,7.8585,1.5717,0,0,3.1434,0,0,0,3.1434,0,3.1434,1.5717,0,0,0,3.1434,0,0,7.8585,0,0,0,3.1434,0,0,0,0,POINT (115.41667 -32)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2a5b,875,Port Hacking,-34.1192,151.2267,2011-02-04T10:14:00Z,2011,2,4,10:14:00,1.1788,1.1788,133.2013,0,0,0,0,0,0,7.0726,0,0,27.1119,1.1788,0,0,0,0,256.1155,107.8042,14.7882,242.8272,23.4684,0,0,0,2.3575,1.1788,1.1788,0,0,1.1788,0,0,0,0,16.5028,0,0,0,133.2013,4.7151,0,0,8.2514,0,0,0,58.9386,0,2.3575,0,0,POINT (151.22667 -34.11923)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2a5a,876,Ningaloo,-21.99,113.779,2011-02-09T11:15:00Z,2011,2,9,11:15:00,0,0,1244.7839,0,0,0,77.799,0,0,63.6537,0,28.2905,0,21.2179,0,0,0,0,6230.9922,4957.918,742.6267,0,339.4864,0,0,0,106.0895,28.2905,247.5423,21.2179,0,14.1453,0,0,0,0,155.5979,0,0,0,0,7.0726,0,0,99.0169,0,0,0,7.0726,0,0,0,0,POINT (113.779 -21.99)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2a59,877,Yongala,-19.3085,147.6184,2011-02-17T11:30:00Z,2011,2,17,11:30:00,5.4405,54.4049,326.4294,0,0,0,0,0,0,163.2147,0,5.4405,0,38.0835,0,5.4405,0,0,1011.9313,979.288,32.643,783.4304,315.5484,0,0,0,10.881,5.4405,21.762,0,5.4405,5.4405,0,0,5.4405,108.8098,114.2502,0,0,0,0,21.762,0,0,5.4405,0,0,0,0,0,0,5.4405,0,POINT (147.61842 -19.30847)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2a58,878,North Stradbroke,-27.345,153.562,2011-02-21T09:40:00Z,2011,2,21,09:40:00,12.8593,25.7187,379.3505,0,0,0,0,0,0,77.156,0,0,6.4297,12.8594,0,0,0,0,1562.4099,868.0054,199.3198,842.2866,784.4198,0,0,0,25.7187,6.4297,0,0,0,38.578,0,0,0,57.867,102.8747,0,0,0,0,12.8593,0,0,32.1483,0,0,0,135.0231,0,12.8593,0,0,POINT (153.562 -27.345)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2a57,879,Kangaroo Island,-35.8322,136.4473,2011-02-23T10:30:00Z,2011,2,23,10:30:00,0,0,4.2436,0,0,0,0,0,0,0.5304,0,0,45.6185,0.1768,0,0,0,0,8.7523,16.0902,5.1276,10.2553,2.4755,0,0,0,0,0,0,0,0,0,0,0,0,0.8841,5.4813,0,0,0,1.0609,0,0,0,0.5304,0,0,0,0.5304,0,0,0,0,POINT (136.44733 -35.83217)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2a56,880,Maria Island,-42.5967,148.2333,2011-02-23T11:15:00Z,2011,2,23,11:15:00,0,0.7367,63.359,0,0,0,0,0,0,2.9469,0,0,0,2.2102,0,0,0,0,122.2975,30.2061,0,0,8.104,0,2.2102,0,5.8939,2.2102,0,0,0,0,0,0,0,1.4735,5.1571,0,0,0,0,0,0,0,0.7367,0,0,0,6.6306,0,0.7367,0,0,POINT (148.23333 -42.59667)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2a55,881,Rottnest Island,-32,115.4167,2011-02-24T09:35:00Z,2011,2,24,09:35:00,0,29.1887,83.0754,0,0,0,0,0,0,58.3773,0,0,0,2.2453,0,6.7358,0,0,541.1129,246.981,58.3774,0,35.9246,0,0,0,6.7359,4.4906,0,2.2453,0,0,0,0,0,6.7358,11.2264,0,0,0,0,4.4906,0,0,4.4906,0,0,0,2.2453,0,6.7358,0,0,POINT (115.41667 -32)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2a54,882,Port Hacking,-34.1192,151.2267,2011-03-01T09:30:00Z,2011,3,1,09:30:00,0,31.8269,254.6149,0,0,0,0,0,0,28.2905,0,0,240.4696,10.609,0,0,0,0,438.5034,399.6039,21.2178,629.4646,201.5699,0,0,0,0,3.5363,0,0,0,7.0726,0,0,0,0,95.4806,0,0,0,0,0,0,0,17.6816,3.5363,0,0,7.0726,0,0,0,0,POINT (151.22667 -34.11923)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2a53,883,Kangaroo Island,-35.8322,136.4473,2011-03-20T09:40:00Z,2011,3,20,09:40:00,0,0,16.3957,0,0,0,0,0,0,0.3215,0,0,33.4342,0,0,0,0,0,91.6232,36.6492,28.612,27.3261,7.7156,0,0,0,0.3215,0.3215,0,0,0,0,0,0,0,4.1793,10.9305,0,0,0,17.3601,0,0,0,0.9645,0,0,0,0.643,0,0,0,0,POINT (136.44733 -35.83217)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2a52,884,North Stradbroke,-27.345,153.562,2011-03-23T10:20:00Z,2011,3,23,10:20:00,0,34.2916,169.3146,0,0,0,0,0,0,23.5754,0,0,0,0,0,0,0,0,559.3811,147.8824,57.867,220.7519,139.3093,0,0,0,4.2864,0,0,0,2.1432,0,0,0,0,4.2864,38.578,0,0,0,0,8.5729,0,0,12.8593,0,0,0,6.4296,2.1432,6.4296,0,0,POINT (153.562 -27.345)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2a51,885,Yongala,-19.3085,147.6184,2011-03-23T10:49:00Z,2011,3,23,10:49:00,13.6012,0,367.233,0,0,0,0,0,0,244.822,0,0,13.6012,0,0,13.6012,0,0,4175.5752,1468.9319,204.0183,2271.4043,652.8585,0,0,0,54.4049,149.6135,0,0,13.6012,0,0,0,0,176.8159,68.0061,0,0,0,13.6012,0,0,0,136.0122,0,0,0,40.8037,0,27.2024,0,0,POINT (147.61842 -19.30847)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2a50,886,Rottnest Island,-32,115.4167,2011-03-24T09:35:00Z,2011,3,24,09:35:00,3.1434,6.2868,78.5848,0,9.4302,0,31.4339,0,0,12.5736,3.1434,0,182.3169,25.1472,0,9.4302,0,0,683.0147,221.834,101.9358,6.2868,24.6982,0,0,0,9.4302,15.717,0,0,0,0,6.2868,0,0,22.0038,22.0038,0,0,0,0,3.1434,0,3.1434,12.5736,0,3.1434,0,12.5736,0,0,0,0,POINT (115.41667 -32)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2a4f,887,Maria Island,-42.5967,148.2333,2011-03-29T11:00:00Z,2011,3,29,11:00:00,0,0,61.8856,0,0,0,0,0,0,17.6816,0,0,47.1509,11.7877,0,0,0,0,201.8648,79.5672,0,5.8939,73.6734,0,0,0,14.7347,11.7877,0,8.8408,0,0,0,0,0,0,0,0,0,0,75.1468,2.9469,0,0,0,0,0,0,69.253,0,0,0,0,POINT (148.23333 -42.59667)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2a4e,888,Port Hacking,-34.1192,151.2267,2011-03-30T09:33:00Z,2011,3,30,09:33:00,0,0,63.6537,0,0,0,0,0,0,17.6816,0,0,10.6089,0,0,0,0,0,362.4731,122.0031,38.8996,219.2518,217.4837,0,0,0,1.7682,1.7682,0,0,0,12.3771,0,0,0,1.7682,65.4219,0,0,0,3.5363,3.5363,0,0,19.4497,0,0,0,3.5363,0,0,0,0,POINT (151.22667 -34.11923)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2a4d,889,Maria Island,-42.5967,148.2333,2011-04-07T10:30:00Z,2011,4,7,10:30:00,0,16.7975,106.9736,0,0,0,0,0,0,15.9135,0,0.8841,14.1453,5.3044,0,0,0,0,244.8904,76.0309,6.1886,16.7975,18.5657,0,0,0,11.4931,4.4204,0,2.6523,0.8841,0,0,0,0,3.5363,0.8841,0,0,0,17.6816,0.8841,0,0,1.7682,0,0,0,22.9861,0,0,0,0,POINT (148.23333 -42.59667)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2a4c,890,North Stradbroke,-27.345,153.562,2011-04-13T10:00:00Z,2011,4,13,10:00:00,6.4297,45.0077,1048.0361,0,0,0,0,0,0,45.0077,0,0,0,19.289,0,0,0,0,2282.5327,398.6396,109.3044,1022.3174,462.9361,0,0,0,19.289,25.7187,0,0,0,32.1483,0,0,0,0,77.156,0,0,0,0,12.8593,0,0,51.4374,0,0,0,90.0154,0,19.289,0,0,POINT (153.562 -27.345)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2a4b,891,Yongala,-19.3085,147.6184,2011-04-14T11:27:00Z,2011,4,14,11:27:00,0,6.8006,272.0245,0,0,0,0,0,0,115.6104,0,6.8006,0,13.6012,0,0,0,0,3461.511,700.463,34.003,408.0367,163.2146,0,0,0,6.8006,6.8006,0,0,0,0,0,0,0,34.0031,20.4018,0,0,0,0,20.4018,0,0,34.0031,0,0,0,0,0,0,0,0,POINT (147.61842 -19.30847)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2a4a,892,Port Hacking,-34.1192,151.2267,2011-04-21T09:36:00Z,2011,4,21,09:36:00,1.1788,0,69.5476,0,0,0,0,0,0,23.5755,0,0,0,0,0,1.1788,0,0,215.7156,86.0504,22.3967,100.1957,63.6539,0,0,0,3.5363,1.1788,0,0,0,0,0,0,0,1.1788,24.7542,0,0,0,0,5.8939,0,0,5.8939,1.1788,0,0,1.1788,0,1.1788,0,0,POINT (151.22667 -34.11923)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2a49,893,Kangaroo Island,-35.8322,136.4473,2011-04-28T09:30:00Z,2011,4,28,09:30:00,0,0,0,0,0,0,0.0354,0,0,0.1061,0,0,0,0,0,0,0,0,1.9099,2.7937,1.8389,0.778,0.5305,0,0,0,0,0,0.0707,0,0,0,0,0,0,0.2122,0.389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (136.44733 -35.83217)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2a48,894,Ningaloo,-21.99,113.779,2011-05-01T08:24:00Z,2011,5,1,08:24:00,2.0208,2.0208,123.2659,0,0,0,0,0,0,12.1245,0,0,2.0208,0,0,4.0415,0,0,511.2512,416.2753,42.436,0,103.0589,0,0,0,16.1661,0,0,6.0623,2.0208,0,0,0,2.0208,6.0623,28.2906,0,0,0,0,0,0,0,4.0415,0,0,0,4.0415,0,2.0208,0,0,POINT (113.779 -21.99)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2a47,895,Esperance,-33.9333,121.85,2011-05-12T10:10:00Z,2011,5,12,10:10:00,0,0,141.4527,0,0,0,180.7451,0,0,55.0094,0,39.2924,196.462,62.8679,0,0,0,0,4235.7236,1288.7915,1139.4803,0,353.6321,0,0,0,0,15.717,172.8867,0,0,0,0,0,0,2829.0544,856.5748,0,0,0,0,0,0,0,39.2925,0,0,0,31.4339,0,0,0,0,POINT (121.85 -33.93333)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2a46,896,Port Hacking,-34.1192,151.2267,2011-05-18T09:25:00Z,2011,5,18,09:25:00,0,0.1768,3.3595,0,0,0,0.1768,0,0,1.0609,0,0,0,0.3536,0,0,0,0,32.0032,13.4379,2.2986,23.1629,8.8406,0,0,0,0.1768,0,1.4145,0.3536,0,0,0,0,0,0,1.945,0,0,0,0,1.0609,0,0,0,0,0,0,0.3536,0,0,0,0,POINT (151.22667 -34.11923)
nrs_zoop_htg_map.fid--4247ee6b_16c26ca91e7_-2a45,897,Rottnest Island,-32,115.4167,2011-05-27T09:35:00Z,2011,5,27,09:35:00,0,0,251.4715,0,0,0,39.2924,0,0,196.4621,7.8585,0,7.8585,7.8585,0,0,0,0,581.5282,730.839,495.0846,0,306.4809,0,0,0,7.8585,0,0,0,0,0,0,0,0,188.6036,110.0188,0,0,0,0,39.2924,0,0,70.7264,0,0,0,0,0,0,0,0,POINT (115.41667 -32)
