Sample,Station,Latitude,Longitude,SampleDateLocal,Year,Month,Day,Time_24hr,Centric diatom,Ciliate,Cyanobacteria,Dinoflagellate,Flagellate,Foraminifera,Pennate diatom,Radiozoa,Silicoflagellate
9958,North Stradbroke,-27.345,153.562,2017-07-17T11:05:00Z,2017,7,17,11:05:00,5101.48,50.76,0,563.44,17766.49,0,837.56,0,0
10003,Port Hacking,-34.11923,151.22667,2017-07-17T09:42:00Z,2017,7,17,09:42:00,6189.33,72.81,0,7038.83,63106.79,0,1359.23,0,48.54
10223,Darwin,-12.4,130.76805,2017-07-15T10:00:00Z,2017,7,15,10:00:00,954.8,552.77,0,75.39,0,0,2135.7,0,0
10143,Yongala,-19.30847,147.61842,2017-07-05T10:21:00Z,2017,7,5,10:21:00,4811.03,0,222199.31,247.43,0,0,893.47,0,0
9897,North Stradbroke,-27.345,153.562,2017-06-27T10:20:00Z,2017,6,27,10:20:00,400,50,0,275,19500,0,675,0,0
9867,Maria Island,-42.59667,148.23333,2017-06-27T09:25:00Z,2017,6,27,09:25:00,250,225,0,1500,110000,0,25,0,25
10067,Rottnest Island,-32,115.41667,2017-06-26T09:46:00Z,2017,6,26,09:46:00,3572.81,412.61,0,5107.49,281553.4,0,4417.47,0,412.62
9988,Port Hacking,-34.11923,151.22667,2017-06-15T08:52:00Z,2017,6,15,08:52:00,824.14,462.33,0,7315.43,170879.4,0,502.51,25.13,100.5
9851,Maria Island,-42.59667,148.23333,2017-06-02T09:00:00Z,2017,6,2,09:00:00,300,775,0,7125,396000,0,2075,0,50
10128,Yongala,-19.30847,147.61842,2017-05-29T08:11:00Z,2017,5,29,08:11:00,1460.31,126.98,0,7882.07,270748.29,0,26476.16,0,0
10051,Rottnest Island,-32,115.41667,2017-05-23T09:53:00Z,2017,5,23,09:53:00,16427.17,242.71,0,4426.72,92926.49,0,10970.87,48.54,48.54
9927,Kangaroo Island,-35.83217,136.44733,2017-05-18T11:15:00Z,2017,5,18,11:15:00,148.51,133.66,915.84,544.55,24257.43,0,148.51,0,24.75
9973,Port Hacking,-34.11923,151.22667,2017-05-18T09:45:00Z,2017,5,18,09:45:00,25,0,0,4600,52500,0,0,0,0
9912,Darwin,-12.4,130.76805,2017-05-17T08:47:00Z,2017,5,17,08:47:00,2747.48,643.56,1361.39,74.25,0,0,1658.41,0,24.75
9882,North Stradbroke,-27.345,153.562,2017-05-16T10:20:00Z,2017,5,16,10:20:00,71.37,23.79,0,1484.3,47098,0,285.44,0,0
10035,Rottnest Island,-32,115.41667,2017-04-28T09:52:00Z,2017,4,28,09:52:00,1193,877.2,0,4340.86,321804.51,0,8350.89,70.18,210.53
10113,Yongala,-19.30847,147.61842,2017-04-26T10:20:00Z,2017,4,26,10:20:00,54761.91,170.07,6292.52,3911.56,223469.39,0,2210.89,0,1530.61
9635,North Stradbroke,-27.345,153.562,2017-04-24T11:00:00Z,2017,4,24,11:00:00,1571.42,257.14,72000,3565.07,227777.77,0,4428.57,0,0
9712,Maria Island,-42.59667,148.23333,2017-04-12T10:15:00Z,2017,4,12,10:15:00,6000.01,1333.33,0,19370.38,374185.17,0,5444.46,0,0
10019,Rottnest Island,-32,115.41667,2017-04-07T09:28:00Z,2017,4,7,09:28:00,6450,375,0,1550,88000,0,1725,25,200
10178,Rottnest Island,-32,115.41667,2017-03-31T10:24:00Z,2017,3,31,10:24:00,16571.44,507.93,0,63.49,160317.46,0,9904.75,0,253.97
9696,Maria Island,-42.59667,148.23333,2017-03-24T09:30:00Z,2017,3,24,09:30:00,1471.94,2640.18,0,6191.57,125257.01,0,1051.39,0,0
10098,Yongala,-19.30847,147.61842,2017-03-22T12:00:00Z,2017,3,22,12:00:00,60294.12,294.12,0,4666.67,165333.33,0,14117.65,0,0
9820,Port Hacking,-34.11923,151.22667,2017-03-22T09:21:00Z,2017,3,22,09:21:00,840,200,0,8500,108540,0,8040,0,0
9680,Kangaroo Island,-35.83217,136.44733,2017-03-15T12:27:00Z,2017,3,15,12:27:00,175,300,0,8025,97500,0,600,0,0
9760,Rottnest Island,-32,115.41667,2017-03-03T10:30:00Z,2017,3,3,10:30:00,514.02,303.74,1401.87,1381.84,312416.55,0,1845.79,0,23.36
9439,Maria Island,-42.59667,148.23333,2017-02-24T08:50:00Z,2017,2,24,08:50:00,6000,1600,0,25600,655000,0,29300,0,0
9575,Yongala,-19.30847,147.61842,2017-02-20T10:29:00Z,2017,2,20,10:29:00,7766.66,0,500,9199.99,101500,0,2466.67,0,0
9500,North Stradbroke,-27.345,153.562,2017-02-17T10:30:00Z,2017,2,17,10:30:00,2826.32,46.95,30610.33,9295.79,53990.61,0,938.97,0,0
9620,Port Hacking,-34.11923,151.22667,2017-02-06T10:49:00Z,2017,2,6,10:49:00,75,0,1000,3468.33,115555.56,0,325,0,0
9805,Darwin,-12.4,130.76805,2017-02-03T16:00:00Z,2017,2,3,16:00:00,3050,975,2000,100,0,0,3175,0,0
9744,Rottnest Island,-32,115.41667,2017-01-20T10:20:00Z,2017,1,20,10:20:00,47.62,238.1,0,8571.44,78119.05,0,285.72,0,142.86
9560,Yongala,-19.30847,147.61842,2017-01-20T10:00:00Z,2017,1,20,10:00:00,172790.53,0,47846.89,1594.89,164983.17,0,14354.06,0,0
9391,North Stradbroke,-27.345,153.562,2017-01-17T10:30:00Z,2017,1,17,10:30:00,502.66,0,56864.59,2890.35,32987.75,0,188.49,0,0
9423,Maria Island,-42.59667,148.23333,2017-01-05T09:45:00Z,2017,1,5,09:45:00,2802.2,1053.58,0,1035.72,124038.46,0,549.45,0,0
9376,North Stradbroke,-27.345,153.562,2016-12-15T10:15:00Z,2016,12,15,10:15:00,183763.64,0,0,5459.22,151252.4,0,99550.42,0,0
9728,Rottnest Island,-32,115.41667,2016-12-14T09:35:00Z,2016,12,14,09:35:00,41474.66,0,0,307.22,0,0,1536.1,0,307.22
9545,Yongala,-19.30847,147.61842,2016-12-07T10:15:00Z,2016,12,7,10:15:00,3300,125,100600,3832.89,105789.47,0,3725,0,0
9605,Port Hacking,-34.11923,151.22667,2016-12-05T09:45:00Z,2016,12,5,09:45:00,32925,100,0,10285,89500,0,725,0,125
9470,Kangaroo Island,-35.83217,136.44733,2016-11-18T12:45:00Z,2016,11,18,12:45:00,25,275,0,23825,430000,0,0,0,25
9407,Maria Island,-42.59667,148.23333,2016-11-18T09:10:00Z,2016,11,18,09:10:00,825.69,366.97,0,27307.35,150665.13,0,4495.42,0,0
9361,North Stradbroke,-27.345,153.562,2016-11-16T10:15:00Z,2016,11,16,10:15:00,2300,0,2700,1025,40000,0,1125,0,0
9455,Rottnest Island,-32,115.41667,2016-11-14T09:45:00Z,2016,11,14,09:45:00,1550,75,1400,1050,39500,0,150,10,0
9530,Yongala,-19.30847,147.61842,2016-11-08T10:50:00Z,2016,11,8,10:50:00,1035.37,176.76,15707.07,5631.32,62626.25,0,909.1,0,0
9650,Darwin,-12.4,130.76805,2016-11-08T08:11:00Z,2016,11,8,08:11:00,368.43,26.32,842.11,52.64,0,0,2210.53,0,0
9590,Port Hacking,-34.11923,151.22667,2016-10-31T09:35:00Z,2016,10,31,09:35:00,105683.57,0,0,307.22,128571.42,0,1536.1,0,307.22
9187,Rottnest Island,-32,115.41667,2016-10-24T09:35:00Z,2016,10,24,09:35:00,695,200,1600,1613.46,190000,0,250,0,50
9269,North Stradbroke,-27.345,153.562,2016-10-20T09:40:00Z,2016,10,20,09:40:00,1030.17,0,4396.98,2738.71,64321.61,0,929.64,0,0
9485,Yongala,-19.30847,147.61842,2016-10-12T10:26:00Z,2016,10,12,10:26:00,4540.8,0,4183.67,1683.67,115306.13,0,663.26,0,0
9172,Rottnest Island,-32,115.41667,2016-10-04T10:38:00Z,2016,10,4,10:38:00,5899.5,50.25,0,11886.09,422110.56,0,10150.76,0,50.25
9345,Yongala,-19.30847,147.61842,2016-09-27T10:33:00Z,2016,9,27,10:33:00,800,410,0,19292.31,307692.3,0,300,0,0
9052,Maria Island,-42.59667,148.23333,2016-09-27T10:10:00Z,2016,9,27,10:10:00,1350,600,0,6233.33,165999.99,0,700,0,0
9515,Port Hacking,-34.11923,151.22667,2016-09-27T09:54:00Z,2016,9,27,09:54:00,3135,300,3175,5800,99000,0,1925,0,25
9067,North Stradbroke,-27.345,153.562,2016-09-20T10:15:00Z,2016,9,20,10:15:00,0,0,319.25,4052.06,36345.78,0,24.56,0,0
9284,Kangaroo Island,-35.83217,136.44733,2016-09-15T11:18:00Z,2016,9,15,11:18:00,313.14,126.26,0,4338.37,122222.22,0,0,0,50.51
9005,Maria Island,-42.59667,148.23333,2016-08-31T10:26:00Z,2016,8,31,10:26:00,103522.63,0,0,6685.84,114953.27,0,54636.96,0,0
9324,Port Hacking,-34.11923,151.22667,2016-08-30T09:20:00Z,2016,8,30,09:20:00,125,800,0,10275,233846.15,0,0,10,0
9142,Yongala,-19.30847,147.61842,2016-08-23T10:19:00Z,2016,8,23,10:19:00,181.37,147.06,1470.59,9852.94,233660.13,0,73.53,0,0
8989,North Stradbroke,-27.345,153.562,2016-08-22T10:50:00Z,2016,8,22,10:50:00,2035.44,23.95,598.66,71.84,63338.12,0,1652.31,0,0
9127,Yongala,-19.30847,147.61842,2016-07-25T10:25:00Z,2016,7,25,10:25:00,899.98,99.99,25900,11166.66,90000,0,300,0,33.33
9254,Darwin,-12.4,130.76805,2016-07-24T17:00:00Z,2016,7,24,17:00:00,1110,425,1500,50,0,0,2550,0,25
8810,Maria Island,-42.59667,148.23333,2016-07-21T09:30:00Z,2016,7,21,09:30:00,200,450,0,13596.43,165714.29,0,150,0,25
9309,Port Hacking,-34.11923,151.22667,2016-07-19T10:19:00Z,2016,7,19,10:19:00,3625,1000,0,4250,123000,0,725,0,75
8794,Maria Island,-42.59667,148.23333,2016-07-01T09:30:00Z,2016,7,1,09:30:00,47.62,842.85,0,1357.15,148809.52,0,23.81,0,23.81
8960,Yongala,-19.30847,147.61842,2016-06-24T10:00:00Z,2016,6,24,10:00:00,577.89,326.64,4195.98,10988.28,220268.01,0,527.65,0,0
8778,North Stradbroke,-27.345,153.562,2016-06-23T10:30:00Z,2016,6,23,10:30:00,801.87,0,0,4316.02,51415.09,0,117.91,0,0
8900,Rottnest Island,-32,115.41667,2016-06-21T09:26:00Z,2016,6,21,09:26:00,5933.33,533.33,0,5433.34,115033.33,0,2433.33,0,100
9082,Port Hacking,-34.11923,151.22667,2016-06-15T11:06:00Z,2016,6,15,11:06:00,6840,200,0,4140,142500,0,2720,0,80
8945,Yongala,-19.30847,147.61842,2016-06-01T10:46:00Z,2016,6,1,10:46:00,944.44,227.27,0,126.27,144949.49,0,2171.73,0,0
8568,Maria Island,-42.59667,148.23333,2016-05-31T09:45:00Z,2016,5,31,09:45:00,255,475,0,5450,166500,0,75,0,25
8915,Darwin,-12.4,130.76805,2016-05-31T07:50:00Z,2016,5,31,07:50:00,2450.01,200,8000,66.67,0,0,10533.33,0,0
8855,Rottnest Island,-32,115.41667,2016-05-27T09:30:00Z,2016,5,27,09:30:00,2686.88,1191.58,607.48,21518.68,215023.36,0,3855.13,0,280.37
8763,Kangaroo Island,-35.83217,136.44733,2016-05-26T07:35:00Z,2016,5,26,07:35:00,275,875,0,9300,1e+05,0,75,0,525
8548,North Stradbroke,-27.345,153.562,2016-05-17T10:30:00Z,2016,5,17,10:30:00,1869.1,0,12241.05,6442.24,55555.56,0,1483.04,0,0
8688,Yongala,-19.30847,147.61842,2016-05-03T10:01:00Z,2016,5,3,10:01:00,12000.01,350.89,35789.47,1543.87,105789.48,0,2245.62,0,0
8930,Port Hacking,-34.11923,151.22667,2016-05-03T09:14:00Z,2016,5,3,09:14:00,2175,125,0,9525,102000,0,775,0,0
9036,Rottnest Island,-32,115.41667,2016-05-02T09:44:00Z,2016,5,2,09:44:00,547.63,152.38,0,12476.19,224761.91,0,904.76,0,190.48
8503,Maria Island,-42.59667,148.23333,2016-04-28T10:47:00Z,2016,4,28,10:47:00,132853.53,92.59,4537.04,4495.79,239898.98,0,4722.23,0,555.55
8825,Rottnest Island,-32,115.41667,2016-04-13T09:30:00Z,2016,4,13,09:30:00,17705.89,467.32,0,4419.94,148284.32,0,3856.2,0,75.16
8533,North Stradbroke,-27.345,153.562,2016-04-12T10:45:00Z,2016,4,12,10:45:00,1823.02,0,4377.74,10381.49,123827.39,0,20075.05,0,0
8885,Port Hacking,-34.11923,151.22667,2016-04-08T09:13:00Z,2016,4,8,09:13:00,59565.22,878.26,0,15776.4,150931.67,0,25391.3,0,0
8613,Rottnest Island,-32,115.41667,2016-03-24T09:47:00Z,2016,3,24,09:47:00,380.95,95.24,1904.76,3571.43,145238.09,0,21523.81,0,95.24
8487,Maria Island,-42.59667,148.23333,2016-03-22T10:11:00Z,2016,3,22,10:11:00,2111.65,776.7,0,5830.1,246763.76,0,946.6,0,169.9
8673,Yongala,-19.30847,147.61842,2016-03-21T10:31:00Z,2016,3,21,10:31:00,2188.18,134.4,28521.51,8073.47,157706.09,0,5268.82,0,53.76
8518,North Stradbroke,-27.345,153.562,2016-03-18T10:30:00Z,2016,3,18,10:30:00,13472.04,19.21,4685.93,5517.68,98943.33,0,27646.96,0,0
8471,Maria Island,-42.59667,148.23333,2016-03-04T10:15:00Z,2016,3,4,10:15:00,41553.39,873.79,0,9932.05,127572.82,0,3592.24,0,0
8870,Port Hacking,-34.11923,151.22667,2016-03-01T09:00:00Z,2016,3,1,09:00:00,1009.71,0,0,1922.32,123786.41,0,4660.19,0,0
8583,Kangaroo Island,-35.83217,136.44733,2016-02-24T07:55:00Z,2016,2,24,07:55:00,48.54,24.27,0,2121.36,40938.51,0,218.45,0,0
8598,Rottnest Island,-32,115.41667,2016-02-23T08:57:00Z,2016,2,23,08:57:00,7858.09,823.83,31.69,3992.4,91730.03,0,1711.03,31.69,0
8658,Yongala,-19.30847,147.61842,2016-02-15T10:18:00Z,2016,2,15,10:18:00,3787.9,151.52,30656.57,1868.7,37373.73,0,1767.69,50.51,0
8442,Maria Island,-42.59667,148.23333,2016-02-10T10:45:00Z,2016,2,10,10:45:00,11220.09,47.84,0,3899.51,87559.82,0,311,0,0
8748,Darwin,-12.4,130.76805,2016-02-02T16:00:00Z,2016,2,2,16:00:00,2578.96,105.28,157.89,52.63,26.32,0,2210.54,0,0
8840,Port Hacking,-34.11923,151.22667,2016-02-02T10:52:00Z,2016,2,2,10:52:00,571.43,190.48,0,8509.53,109047.62,0,238.1,0,0
8643,Yongala,-19.30847,147.61842,2016-01-22T10:39:00Z,2016,1,22,10:39:00,1650,300,12550,4750,74000,0,1100,0,0
8424,North Stradbroke,-27.345,153.562,2016-01-20T10:30:00Z,2016,1,20,10:30:00,3740.06,155.84,7947.64,11095.54,101449.28,0,39894.03,0,0
8394,Maria Island,-42.59667,148.23333,2015-12-17T09:35:00Z,2015,12,17,09:35:00,875,4375,0,1375,84050,0,500,0,0
8409,North Stradbroke,-27.345,153.562,2015-12-16T10:30:00Z,2015,12,16,10:30:00,238.55,0,4675.57,5462.76,38645.04,0,214.68,0,0
8351,Rottnest Island,-32,115.41667,2015-12-15T08:22:00Z,2015,12,15,08:22:00,525,75,3325,6550,89000,0,25,0,0
8628,Yongala,-19.30847,147.61842,2015-12-03T11:00:00Z,2015,12,3,11:00:00,1503,50.1,21417.84,1528.06,50350.69,0,100.2,0,0
7892,Maria Island,-42.59667,148.23333,2015-11-19T10:45:00Z,2015,11,19,10:45:00,300500,8000,0,38970,262500,0,15000,0,1000
7938,North Stradbroke,-27.345,153.562,2015-11-19T10:24:00Z,2015,11,19,10:24:00,280.37,0,0,3738.32,63084.11,0,2757.01,0,0
8195,Darwin,-12.4,130.76805,2015-11-18T08:16:00Z,2015,11,18,08:16:00,1893.64,425.54,5771.27,159.59,0,0,4042.57,0,0
8210,Kangaroo Island,-35.83217,136.44733,2015-11-17T09:50:00Z,2015,11,17,09:50:00,2065.13,121.48,0,27196.33,571039.84,0,2599.62,0,0
8290,Port Hacking,-34.11923,151.22667,2015-11-16T09:33:00Z,2015,11,16,09:33:00,204040.4,505.05,0,13973.06,131313.13,0,16666.67,0,0
8244,Yongala,-19.30847,147.61842,2015-11-11T10:45:00Z,2015,11,11,10:45:00,275,75,3250,4780.88,130588.23,0,75,0,0
7923,North Stradbroke,-27.345,153.562,2015-10-27T10:50:00Z,2015,10,27,10:50:00,4378.11,24.88,0,4004.98,104477.61,0,2363.18,0,0
8105,Yongala,-19.30847,147.61842,2015-10-27T10:10:00Z,2015,10,27,10:10:00,126.65,126.65,3672.75,8521.07,159723.47,0,430.6,0,0
8336,Rottnest Island,-32,115.41667,2015-10-22T09:36:00Z,2015,10,22,09:36:00,0,750,0,2352.94,159411.77,0,500,0,0
8275,Port Hacking,-34.11923,151.22667,2015-10-14T09:42:00Z,2015,10,14,09:42:00,1300,100,0,4175,117000,0,425,0,50
7976,Maria Island,-42.59667,148.23333,2015-10-01T11:05:00Z,2015,10,1,11:05:00,725,1875,0,27530,472000,0,2800,0,0
8321,Rottnest Island,-32,115.41667,2015-09-24T10:08:00Z,2015,9,24,10:08:00,375,50,0,1860.71,77500,0,375,0,50
8090,Yongala,-19.30847,147.61842,2015-09-23T13:11:00Z,2015,9,23,13:11:00,4775,200,1125,9175,213000,0,1750,0,0
8075,Kangaroo Island,-35.83217,136.44733,2015-09-09T12:50:00Z,2015,9,9,12:50:00,277.78,303.03,0,5808.09,110126.25,0,126.26,0,25.25
7830,North Stradbroke,-27.345,153.562,2015-09-07T10:40:00Z,2015,9,7,10:40:00,4000.95,47.34,0,6073.51,195420.11,0,5137.3,0,23.67
8306,Rottnest Island,-32,115.41667,2015-08-27T11:15:00Z,2015,8,27,11:15:00,3536.85,368.43,1052.63,7340.09,210526.31,10.53,1157.9,0,131.58
8045,Yongala,-19.30847,147.61842,2015-08-25T10:45:00Z,2015,8,25,10:45:00,200,25,0,4775.38,176923.08,0,100,0,0
8006,Port Hacking,-34.11923,151.22667,2015-08-19T10:03:00Z,2015,8,19,10:03:00,8990.49,838.11,0,9614.29,119642.86,0,571.43,0,0
7792,North Stradbroke,-27.345,153.562,2015-08-17T10:30:00Z,2015,8,17,10:30:00,1502.33,0,1173.71,7159.62,99061.03,0,774.65,0,0
8022,Maria Island,-42.59667,148.23333,2015-08-12T09:35:00Z,2015,8,12,09:35:00,2000,975,0,9575,179000,0,1375,0,250
8030,Yongala,-19.30847,147.61842,2015-08-04T11:45:00Z,2015,8,4,11:45:00,76.44,203.87,509.68,6851.9,83765.45,0,254.83,0,0
8150,Darwin,-12.4,130.76805,2015-08-04T08:00:00Z,2015,8,4,08:00:00,10.53,0,0,0,0,0,0,0,0
7777,North Stradbroke,-27.345,153.562,2015-07-31T10:15:00Z,2015,7,31,10:15:00,719.96,99.31,0,223.44,116959.07,0,397.22,0,0
8060,Rottnest Island,-32,115.41667,2015-07-24T09:20:00Z,2015,7,24,09:20:00,808.09,150.19,0,3728.95,30303.03,0,50.51,25.25,176.77
7908,Maria Island,-42.59667,148.23333,2015-07-23T10:45:00Z,2015,7,23,10:45:00,1300,85,0,2400,55800,0,900,0,75
7960,Port Hacking,-34.11923,151.22667,2015-07-23T10:07:00Z,2015,7,23,10:07:00,150,150,0,17782.73,216413.64,0,525,0,0
7991,Port Hacking,-34.11923,151.22667,2015-06-30T11:11:00Z,2015,6,30,11:11:00,850,150,0,5580.56,266666.67,0,400,0,50
7860,Kangaroo Island,-35.83217,136.44733,2015-06-30T07:35:00Z,2015,6,30,07:35:00,245,125,0,10025,310025.01,0,125,0,150
7704,North Stradbroke,-27.345,153.562,2015-06-24T10:30:00Z,2015,6,24,10:30:00,7981.15,83.13,692.81,1921.38,163271.9,0,6872.65,0,0
7689,Yongala,-19.30847,147.61842,2015-06-18T10:55:00Z,2015,6,18,10:55:00,3850,225,45400,250,178333.33,0,2375,0,25
7674,Yongala,-19.30847,147.61842,2015-06-01T12:55:00Z,2015,6,1,12:55:00,1619.41,278.34,11943.32,303.64,112348.18,25.3,1796.53,0,25.3
7492,North Stradbroke,-27.345,153.562,2015-05-28T10:15:00Z,2015,5,28,10:15:00,1276,23.63,1299.62,1681.07,278152.85,0,543.49,0,70.89
7629,Maria Island,-42.59667,148.23333,2015-05-26T10:35:00Z,2015,5,26,10:35:00,475,100,0,8975,64625,0,1025,0,200
7869,Port Hacking,-34.11923,151.22667,2015-05-19T09:43:00Z,2015,5,19,09:43:00,2499.97,445.53,16501.65,3069.29,345297.04,0,1039.6,0,0
7477,North Stradbroke,-27.345,153.562,2015-05-12T10:15:00Z,2015,5,12,10:15:00,4788.3,25.2,19279.24,1713.69,82157.25,0,4813.51,0,0
7745,Rottnest Island,-32,115.41667,2015-05-07T09:36:00Z,2015,5,7,09:36:00,2379.81,793.27,7019.23,1282.05,164262.82,0,2331.73,0,72.12
7659,Yongala,-19.30847,147.61842,2015-04-30T12:10:00Z,2015,4,30,12:10:00,2563.43,50.76,36040.61,456.85,77157.36,0,1827.4,0,0
7613,Maria Island,-42.59667,148.23333,2015-04-21T10:50:00Z,2015,4,21,10:50:00,2990.21,1397.06,0,11838.23,345588.23,0,3210.79,73.53,73.53
7597,Kangaroo Island,-35.83217,136.44733,2015-04-09T07:11:00Z,2015,4,9,07:11:00,121.49,242.95,0,3192.43,57337.22,0,218.67,0,0
7845,Port Hacking,-34.11923,151.22667,2015-03-31T09:32:00Z,2015,3,31,09:32:00,7574.24,346.52,118217.82,1706.5,178925.03,0,1658.4,0,0
7644,Yongala,-19.30847,147.61842,2015-03-24T15:15:00Z,2015,3,24,15:15:00,4825,200,50000,4050,64525,0,750,0,0
7413,North Stradbroke,-27.345,153.562,2015-03-23T11:40:00Z,2015,3,23,11:40:00,10797.19,237.14,7643.79,1754.69,36859.51,0,5978.81,0,0
7335,Rottnest Island,-32,115.41667,2015-03-19T11:47:00Z,2015,3,19,11:47:00,600,175,12500,4700,61525,0,975,0,0
7275,Darwin,-12.4,130.76805,2015-03-17T08:35:00Z,2015,3,17,08:35:00,9690.72,103.09,7731.96,876.29,0,0,24639.18,0,0
7367,Maria Island,-42.59667,148.23333,2015-03-13T09:33:00Z,2015,3,13,09:33:00,4472.48,1949.55,0,28967.88,340458.71,0,3623.86,0,22.94
7398,North Stradbroke,-27.345,153.562,2015-03-04T10:30:00Z,2015,3,4,10:30:00,296.44,24.7,49407.11,6002.96,40069.16,0,518.77,0,0
7351,Port Hacking,-34.11923,151.22667,2015-02-26T09:37:00Z,2015,2,26,09:37:00,6727.15,171.43,0,6842.86,150000,0,1571.43,0,0
7383,Maria Island,-42.59667,148.23333,2015-02-25T10:20:00Z,2015,2,25,10:20:00,2738.1,690.48,0,9948.99,428571.42,0,3190.48,0,0
7582,Kangaroo Island,-35.83217,136.44733,2015-02-25T08:55:00Z,2015,2,25,08:55:00,52964.03,388.73,17978.62,3916.42,59280.86,0,194.36,0,0
7722,Yongala,-19.30847,147.61842,2015-02-24T10:40:00Z,2015,2,24,10:40:00,3350.23,203.04,0,3223.34,192893.39,0,2690.35,0,0
7320,Rottnest Island,-32,115.41667,2015-02-24T10:17:00Z,2015,2,24,10:17:00,911.31,221.67,0,2610.83,40394.08,24.63,492.6,0,0
7305,Rottnest Island,-32,115.41667,2015-01-28T10:15:00Z,2015,1,28,10:15:00,700,500,0,150,317142.86,25,3225,0,0
7091,Port Hacking,-34.11923,151.22667,2015-01-22T09:48:00Z,2015,1,22,09:48:00,115391.76,0,0,21663.86,218090.46,0,9305.79,0,372.23
7552,Yongala,-19.30847,147.61842,2015-01-19T11:25:00Z,2015,1,19,11:25:00,468.75,312.49,25000,963.53,241718.75,0,2500.01,0,26.04
7009,North Stradbroke,-27.345,153.562,2015-01-19T10:35:00Z,2015,1,19,10:35:00,12250,50,0,5670,26000,0,12000,0,0
6979,North Stradbroke,-27.345,153.562,2014-12-23T10:35:00Z,2014,12,23,10:35:00,105,17.5,875,3657.5,37800,0,280,0,52.5
7076,Maria Island,-42.59667,148.23333,2014-12-09T10:05:00Z,2014,12,9,10:05:00,25,875,0,4660.71,404285.71,0,0,0,0
7537,Yongala,-19.30847,147.61842,2014-12-09T10:04:00Z,2014,12,9,10:04:00,2260,40,1000,1780,38000,0,2000,0,0
7106,Port Hacking,-34.11923,151.22667,2014-12-09T09:51:00Z,2014,12,9,09:51:00,102040.81,226.76,0,12439.91,140022.66,0,11337.87,0,0
7136,Kangaroo Island,-35.83217,136.44733,2014-12-02T06:05:00Z,2014,12,2,06:05:00,150,0,0,4925,60750,0,0,0,0
7011,Maria Island,-42.59667,148.23333,2014-11-28T09:30:00Z,2014,11,28,09:30:00,24.27,1116.51,0,3419.47,60822.39,0,0,0,0
7522,Yongala,-19.30847,147.61842,2014-11-21T08:48:00Z,2014,11,21,08:48:00,1200,150,22300,9250,74500,0,650,0,0
6994,Rottnest Island,-32,115.41667,2014-11-19T10:16:00Z,2014,11,19,10:16:00,2263.16,26.32,526.32,12303.66,200862.36,0,289.49,0,0
7151,Port Hacking,-34.11923,151.22667,2014-11-13T09:36:00Z,2014,11,13,09:36:00,57925.85,0,0,22407.67,153879.18,0,3206.42,0,0
6866,North Stradbroke,-27.345,153.562,2014-11-07T10:35:00Z,2014,11,7,10:35:00,625,0,0,6075,47000,0,175,0,0
6786,Maria Island,-42.59667,148.23333,2014-10-30T09:27:00Z,2014,10,30,09:27:00,5375,125,0,5075,170500,0,300,0,0
7121,Kangaroo Island,-35.83217,136.44733,2014-10-29T11:00:00Z,2014,10,29,11:00:00,150,50,0,2675,56500,0,0,0,0
6800,Port Hacking,-34.11923,151.22667,2014-10-22T09:30:00Z,2014,10,22,09:30:00,17439.5,235.21,0,26643.13,218010.75,0,6754.02,0,235.22
5646,North Stradbroke,-27.345,153.562,2014-10-20T10:45:00Z,2014,10,20,10:45:00,237.5,0,3462.5,1562.5,11750,0,50,0,0
7507,Yongala,-19.30847,147.61842,2014-10-14T12:02:00Z,2014,10,14,12:02:00,8410,200,39000,5310,107500,0,22000,0,200
6735,Rottnest Island,-32,115.41667,2014-10-14T11:52:00Z,2014,10,14,11:52:00,504.81,48.08,1081.73,6802.89,89927.89,0,96.16,0,0
6721,Rottnest Island,-32,115.41667,2014-09-19T12:57:00Z,2014,9,19,12:57:00,1116.73,0,0,11598.98,305888.32,25.38,1040.6,0,126.9
5626,North Stradbroke,-27.345,153.562,2014-09-17T10:30:00Z,2014,9,17,10:30:00,381.11,0,1041.67,1248.83,83646.04,0,76.22,0,0
6692,Maria Island,-42.59667,148.23333,2014-09-16T09:20:00Z,2014,9,16,09:20:00,46771.04,0,0,4365.3,109963.97,0,461.94,0,0
5815,Port Hacking,-34.11923,151.22667,2014-09-11T10:13:00Z,2014,9,11,10:13:00,3278.5,0,0,9559.72,202020.19,0,392.5,0,346.32
5941,Yongala,-19.30847,147.61842,2014-09-10T10:35:00Z,2014,9,10,10:35:00,275,25,0,3595,25000,0,50,0,0
6707,Rottnest Island,-32,115.41667,2014-09-02T11:55:00Z,2014,9,2,11:55:00,2875,0,0,9550,133125,0,425,0,0
5619,North Stradbroke,-27.345,153.562,2014-09-01T10:10:00Z,2014,9,1,10:10:00,321.14,0,0,518.77,66699.6,0,148.22,0,0
5801,Port Hacking,-34.11923,151.22667,2014-08-25T09:57:00Z,2014,8,25,09:57:00,151.67,278.06,0,10591.5,228140.1,0,75.84,0,50.56
6574,Maria Island,-42.59667,148.23333,2014-08-21T11:50:00Z,2014,8,21,11:50:00,94.25,494.82,0,2801.34,127426.98,0,212.07,0,212.06
5927,Yongala,-19.30847,147.61842,2014-08-20T11:15:00Z,2014,8,20,11:15:00,30,45,0,1860,51600,0,165,0,0
