NRS_CODE,SAMPLE,STATION,LATITUDE,LONGITUDE,SAMPLEDATE
NSI20091101,118,North Stradbroke,-27.345,153.562,2009-11-02 09:02:00
KAI20100112,119,Kangaroo Island,-35.83217,136.44733,2010-01-13 07:00:00
NSI20100121,120,North Stradbroke,-27.345,153.562,2010-01-22 09:50:00
ESP20111130,128,Esperance,-33.93333,121.85,2011-11-30 14:38:00
YON20121129,1487,Yongala,-19.30847,147.61842,2012-11-29 10:40:00
PHB20120917,1542,Port Hacking,-34.11923,151.22667,2012-09-18 09:38:00
KAI20130506,1780,Kangaroo Island,-35.83217,136.44733,2013-05-07 07:55:00
YON20130416,1789,Yongala,-19.30847,147.61842,2013-04-16 11:35:00
NSI20130706,3016,North Stradbroke,-27.345,153.562,2013-07-07 09:40:00
YON20130611,3054,Yongala,-19.30847,147.61842,2013-06-11 13:34:00
PHB20130422,3078,Port Hacking,-34.11923,151.22667,2013-04-23 09:32:00
NIN20130806,3093,Ningaloo,-21.99,113.779,2013-08-06 14:03:00
ROT20130423,3105,Rottnest Island,-32,115.41667,2013-04-23 10:38:00
MAI20131217,3445,Maria Island,-42.59667,148.23333,2013-12-17 11:05:00
NSI20140306,4907,North Stradbroke,-27.345,153.562,2014-03-06 10:15:00
ROT20131218,4933,Rottnest Island,-32,115.41667,2013-12-18 10:43:00
NSI20140623,5488,North Stradbroke,-27.345,153.562,2014-06-23 10:20:00
NSI20141020,5646,North Stradbroke,-27.345,153.562,2014-10-20 10:45:00
YON20140624,5899,Yongala,-19.30847,147.61842,2014-06-24 10:53:00
PHB20120821,1526,Port Hacking,-34.11923,151.22667,2012-08-22 09:19:00
YON20140910,5941,Yongala,-19.30847,147.61842,2014-09-10 10:35:00
ROT20140902,6707,Rottnest Island,-32,115.41667,2014-09-02 11:55:00
MAI20141029,6786,Maria Island,-42.59667,148.23333,2014-10-30 09:27:00
NSI20150119,7009,North Stradbroke,-27.345,153.562,2015-01-19 10:35:00
DAR20150316,7275,Darwin,-12.4,130.76805,2015-03-17 08:35:00
ROT20150128,7305,Rottnest Island,-32,115.41667,2015-01-28 10:15:00
ROT20150319,7335,Rottnest Island,-32,115.41667,2015-03-19 11:47:00
MAI20121002,1547,Maria Island,-42.59667,148.23333,2012-10-02 10:15:00
NSI20120229,1469,North Stradbroke,-27.345,153.562,2012-03-01 09:45:00
PHB20090920,139,Port Hacking,-34.11923,151.22667,2009-09-21 09:17:00
YON20100224,143,Yongala,-19.30847,147.61842,2010-02-24 10:58:00
ROT20100520,167,Rottnest Island,-32,115.41667,2010-05-20 10:05:00
DAR20120115_05:40,174,Darwin,-12.4,130.76805,2012-01-15 15:10:00
YON20100413,121,Yongala,-19.30847,147.61842,2010-04-13 14:14:00
YON20110908,157,Yongala,-19.30847,147.61842,2011-09-08 11:00:00
MAI20090601,179,Maria Island,-42.59667,148.23333,2009-06-01 11:20:00
PHB20100702,183,Port Hacking,-34.11923,151.22667,2010-07-02 11:35:00
PHB20110329,195,Port Hacking,-34.11923,151.22667,2011-03-30 09:33:00
PHB20110717,198,Port Hacking,-34.11923,151.22667,2011-07-18 09:38:00
MAI20110725,199,Maria Island,-42.59667,148.23333,2011-07-25 12:15:00
MAI20110531,4,Maria Island,-42.59667,148.23333,2011-05-31 11:38:00
PHB20090819,8,Port Hacking,-34.11923,151.22667,2009-08-20 09:19:00
NSI20091006,10,North Stradbroke,-27.345,153.562,2009-10-07 09:07:00
YON20120112,54,Yongala,-19.30847,147.61842,2012-01-12 11:30:00
PHB20090518,63,Port Hacking,-34.11923,151.22667,2009-05-19 09:25:00
KAI20101213,69,Kangaroo Island,-35.83217,136.44733,2010-12-14 08:30:00
ESP20100629,72,Esperance,-33.93333,121.85,2010-06-29 10:05:00
NSI20150304,7398,North Stradbroke,-27.345,153.562,2015-03-04 10:30:00
MAI20150526,7629,Maria Island,-42.59667,148.23333,2015-05-26 10:35:00
YON20141120,7522,Yongala,-19.30847,147.61842,2014-11-21 08:48:00
MAI20151216,8394,Maria Island,-42.59667,148.23333,2015-12-17 09:35:00
MAI20160209,8442,Maria Island,-42.59667,148.23333,2016-02-10 10:45:00
NSI20160517,8548,North Stradbroke,-27.345,153.562,2016-05-17 10:30:00
MAI20160530,8568,Maria Island,-42.59667,148.23333,2016-05-31 09:45:00
KAI20160525,8763,Kangaroo Island,-35.83217,136.44733,2016-05-26 07:35:00
MAI20160720,8810,Maria Island,-42.59667,148.23333,2016-07-21 09:30:00
ROT20160527,8855,Rottnest Island,-32,115.41667,2016-05-27 09:30:00
MAI20160321,8487,Maria Island,-42.59667,148.23333,2016-03-22 10:11:00
YON20160725,9127,Yongala,-19.30847,147.61842,2016-07-25 10:25:00
NSI20150528,7492,North Stradbroke,-27.345,153.562,2015-05-28 10:15:00
YON20150430,7659,Yongala,-19.30847,147.61842,2015-04-30 12:10:00
NSI20151216,8409,North Stradbroke,-27.345,153.562,2015-12-16 10:30:00
NSI20160120,8424,North Stradbroke,-27.345,153.562,2016-01-20 10:30:00
NSI20170217,9500,North Stradbroke,-27.345,153.562,2017-02-17 10:30:00
MAI20180116,10507,Maria Island,-42.59667,148.23333,2018-01-17 10:30:00
ROT20170626,10067,Rottnest Island,-32,115.41667,2017-06-26 09:46:00
YON20170322,10098,Yongala,-19.30847,147.61842,2017-03-22 12:00:00
YON20170528,10128,Yongala,-19.30847,147.61842,2017-05-29 08:11:00
MAI20171015,10300,Maria Island,-42.59667,148.23333,2017-10-16 09:50:00
PHB20171024,10345,Port Hacking,-34.11923,151.22667,2017-10-25 09:01:00
PHB20180221,10785,Port Hacking,-34.11923,151.22667,2018-02-22 09:18:00
MAI20170601,9851,Maria Island,-42.59667,148.23333,2017-06-02 09:00:00
ROT20180620,11078,Rottnest Island,-32,115.41667,2018-06-20 09:56:00
YON20180621,11334,Yongala,-19.30847,147.61842,2018-06-21 11:30:00
NSI20180718,11392,North Stradbroke,-27.345,153.562,2018-07-18 10:20:00
PHB20181120,11435,Port Hacking,-34.11923,151.22667,2018-11-21 09:24:00
MAI20190430,11803,Maria Island,-42.59667,148.23333,2019-05-01 09:47:00
YON20190808,12492,Yongala,-19.30847,147.61842,2019-08-08 10:04:00
YON20191107,12537,Yongala,-19.30847,147.61842,2019-11-07 10:10:00
MAI20191015,12632,Maria Island,-42.59667,148.23333,2019-10-16 09:40:00
ROT20191218,12880,Rottnest Island,-32,115.41667,2019-12-18 09:15:00
DAR20180509,10995,Darwin,-12.4,130.76805,2018-05-10 07:02:00
MAI20180627,11023,Maria Island,-42.59667,148.23333,2018-06-28 09:00:00
YON20180927,11223,Yongala,-19.30847,147.61842,2018-09-27 10:52:00
YON20181213,11566,Yongala,-19.30847,147.61842,2018-12-13 10:30:00
NSI20181115,11651,North Stradbroke,-27.345,153.562,2018-11-15 10:40:00
MAI20190320,11713,Maria Island,-42.59667,148.23333,2019-03-21 09:35:00
ROT20190507,11923,Rottnest Island,-32,115.41667,2019-05-07 09:40:00
PHB20190626,12006,Port Hacking,-34.11923,151.22667,2019-06-27 09:38:00
MAI20100330,95,Maria Island,-42.59667,148.23333,2010-03-30 11:40:00
MAI20120326,110,Maria Island,-42.59667,148.23333,2012-03-27 10:40:00
ESP20121212,1550,Esperance,-33.93333,121.85,2012-12-12 09:10:00
NIN20130209,1559,Ningaloo,-21.99,113.779,2013-02-09 09:22:00
MAI20130424,1768,Maria Island,-42.59667,148.23333,2013-04-24 10:50:00
YON20130131,1783,Yongala,-19.30847,147.61842,2013-01-31 10:15:00
YON20130515,1792,Yongala,-19.30847,147.61842,2013-05-15 10:30:00
NSI20130819,3024,North Stradbroke,-27.345,153.562,2013-08-19 10:10:00
PHB20130319,3075,Port Hacking,-34.11923,151.22667,2013-03-20 09:27:00
ESP20130314,3084,Esperance,-33.93333,121.85,2013-03-14 09:24:00
NIN20121107,1556,Ningaloo,-21.99,113.779,2012-11-07 12:00:00
YON20131205,5030,Yongala,-19.30847,147.61842,2013-12-05 11:26:00
MAI20140619,5524,Maria Island,-42.59667,148.23333,2014-06-19 11:30:00
MAI20140703,5527,Maria Island,-42.59667,148.23333,2014-07-03 11:30:00
MAI20140807,5629,Maria Island,-42.59667,148.23333,2014-08-07 12:00:00
ROT20140730,5943,Rottnest Island,-32,115.41667,2014-07-30 10:03:00
YON20140220,5058,Yongala,-19.30847,147.61842,2014-02-20 10:48:00
NSI20140725,5520,North Stradbroke,-27.345,153.562,2014-07-25 10:35:00
ROT20141014,6735,Rottnest Island,-32,115.41667,2014-10-14 11:52:00
PHB20141021,6800,Port Hacking,-34.11923,151.22667,2014-10-22 09:30:00
NSI20141107,6866,North Stradbroke,-27.345,153.562,2014-11-07 10:35:00
PHB20150121,7091,Port Hacking,-34.11923,151.22667,2015-01-22 09:48:00
KAI20141029,7121,Kangaroo Island,-35.83217,136.44733,2014-10-29 11:00:00
KAI20141201,7136,Kangaroo Island,-35.83217,136.44733,2014-12-02 06:05:00
NSI20120806,1473,North Stradbroke,-27.345,153.562,2012-08-06 10:15:00
YON20120726,1511,Yongala,-19.30847,147.61842,2012-07-26 11:00:00
YON20110323,154,Yongala,-19.30847,147.61842,2011-03-23 10:49:00
YON20110217,170,Yongala,-19.30847,147.61842,2011-02-17 11:30:00
DAR20120114_23:35,173,Darwin,-12.4,130.76805,2012-01-15 09:05:00
ROT20111122,106,Rottnest Island,-32,115.41667,2011-11-22 15:08:00
NSI20101115,147,North Stradbroke,-27.345,153.562,2010-11-16 09:30:00
NSI20100817,184,North Stradbroke,-27.345,153.562,2010-08-18 08:25:00
KAI20110223,193,Kangaroo Island,-35.83217,136.44733,2011-02-23 10:30:00
NSI20110323,194,North Stradbroke,-27.345,153.562,2011-03-23 10:20:00
NSI20110606,197,North Stradbroke,-27.345,153.562,2011-06-06 10:00:00
PHB20110829,200,Port Hacking,-34.11923,151.22667,2011-08-29 10:03:00
KAI20110427,155,Kangaroo Island,-35.83217,136.44733,2011-04-28 07:35:00
NSI20100411,26,North Stradbroke,-27.345,153.562,2010-04-12 08:35:00
PHB20111206,44,Port Hacking,-34.11923,151.22667,2011-12-07 09:30:00
YON20100909,50,Yongala,-19.30847,147.61842,2010-09-09 11:00:00
NIN20120226,151,Ningaloo,-21.99,113.779,2012-02-26 09:54:00
MAI20100527,15,Maria Island,-42.59667,148.23333,2010-05-27 11:30:00
MAI20110328,19,Maria Island,-42.59667,148.23333,2011-03-29 10:30:00
YON20110527,21,Yongala,-19.30847,147.61842,2011-05-27 10:50:00
MAI20091013,25,Maria Island,-42.59667,148.23333,2009-10-13 11:00:00
KAI20100419,29,Kangaroo Island,-35.83217,136.44733,2010-04-20 07:00:00
PHB20111018,42,Port Hacking,-34.11923,151.22667,2011-10-19 09:31:00
DAR20111005,45,Darwin,-12.4,130.76805,2011-10-05 09:31:00
ESP20110818,52,Esperance,-33.93333,121.85,2011-08-18 10:20:00
PHB20090714,61,Port Hacking,-34.11923,151.22667,2009-07-15 09:15:00
PHB20091110,66,Port Hacking,-34.11923,151.22667,2009-11-11 09:45:00
MAI20150312,7367,Maria Island,-42.59667,148.23333,2015-03-13 09:33:00
MAI20151118,7892,Maria Island,-42.59667,148.23333,2015-11-19 10:45:00
KAI20160223,8583,Kangaroo Island,-35.83217,136.44733,2016-02-24 07:55:00
MAI20160630,8794,Maria Island,-42.59667,148.23333,2016-07-01 09:30:00
YON20160823,9142,Yongala,-19.30847,147.61842,2016-08-23 10:19:00
NSI20170117,9391,North Stradbroke,-27.345,153.562,2017-01-17 10:30:00
YON20151111,8244,Yongala,-19.30847,147.61842,2015-11-11 10:45:00
ROT20151215,8351,Rottnest Island,-32,115.41667,2015-12-15 08:22:00
PHB20170205,9620,Port Hacking,-34.11923,151.22667,2017-02-06 10:49:00
PHB20170517,9973,Port Hacking,-34.11923,151.22667,2017-05-18 09:45:00
ROT20170331,10178,Rottnest Island,-32,115.41667,2017-03-31 10:24:00
YON20170906,10407,Yongala,-19.30847,147.61842,2017-09-06 10:00:00
DAR20171009,10506,Darwin,-12.4,130.76805,2017-10-10 07:57:00
MAI20180301,10644,Maria Island,-42.59667,148.23333,2018-03-02 09:30:00
YON20180130,10704,Yongala,-19.30847,147.61842,2018-01-30 10:05:00
MAI20161117,9407,Maria Island,-42.59667,148.23333,2016-11-18 09:10:00
KAI20161118,9470,Kangaroo Island,-35.83217,136.44733,2016-11-18 12:45:00
YON20161108,9530,Yongala,-19.30847,147.61842,2016-11-08 10:50:00
YON20170120,9560,Yongala,-19.30847,147.61842,2017-01-20 10:00:00
NSI20170627,9897,North Stradbroke,-27.345,153.562,2017-06-27 10:20:00
ROT20170407,10019,Rottnest Island,-32,115.41667,2017-04-07 09:28:00
YON20170724,10464,Yongala,-19.30847,147.61842,2017-07-24 10:45:00
MAI20171123,10441,Maria Island,-42.59667,148.23333,2017-11-24 09:50:00
NSI20171219,10459,North Stradbroke,-27.345,153.562,2017-12-19 10:45:00
NSI20180320,10599,North Stradbroke,-27.345,153.562,2018-03-20 10:40:00
ROT20171103,10377,Rottnest Island,-32,115.41667,2017-11-03 09:25:00
YON20171025,10567,Yongala,-19.30847,147.61842,2017-10-26 09:56:00
NSI20180530,11038,North Stradbroke,-27.345,153.562,2018-05-30 10:20:00
MAI20190624,11819,Maria Island,-42.59667,148.23333,2019-06-24 10:10:00
PHB20190522,11991,Port Hacking,-34.11923,151.22667,2019-05-23 08:50:00
YON20190528,12067,Yongala,-19.30847,147.61842,2019-05-28 10:25:00
MAI20190925,12199,Maria Island,-42.59667,148.23333,2019-09-25 10:03:00
ROT20190819,12423,Rottnest Island,-32,115.41667,2019-08-19 08:31:00
YON20191202,12552,Yongala,-19.30847,147.61842,2019-12-03 09:45:00
ROT20191104,12600,Rottnest Island,-32,115.41667,2019-11-04 09:25:00
MAI20191121,12649,Maria Island,-42.59667,148.23333,2019-11-22 09:23:00
DAR20191105,12729,Darwin,-12.4,130.76805,2019-11-06 07:38:00
ROT20200128,12896,Rottnest Island,-32,115.41667,2020-01-28 09:39:00
YON20200212,12944,Yongala,-19.30847,147.61842,2020-02-13 09:47:00
PHB20200609,13215,Port Hacking,-34.11923,151.22667,2020-06-10 09:32:00
PHB20110203,102,Port Hacking,-34.11923,151.22667,2011-02-04 09:58:00
ROT20111221,107,Rottnest Island,-32,115.41667,2011-12-21 15:45:00
NSI20120213,109,North Stradbroke,-27.345,153.562,2012-02-14 08:00:00
KAI20090601,115,Kangaroo Island,-35.83217,136.44733,2009-06-02 08:00:00
YON20101208,123,Yongala,-19.30847,147.61842,2010-12-08 10:45:00
MAI20130129,1577,Maria Island,-42.59667,148.23333,2013-01-30 10:33:00
MAI20130214,1771,Maria Island,-42.59667,148.23333,2013-02-14 11:00:00
PHB20121120,1774,Port Hacking,-34.11923,151.22667,2012-11-21 09:30:00
NSI20130520,1795,North Stradbroke,-27.345,153.562,2013-05-20 10:05:00
NSI20130806,3027,North Stradbroke,-27.345,153.562,2013-08-06 10:15:00
NSI20130913,3030,North Stradbroke,-27.345,153.562,2013-09-13 10:25:00
YON20130912,3063,Yongala,-19.30847,147.61842,2013-09-12 11:26:00
ROT20131122,4930,Rottnest Island,-32,115.41667,2013-11-22 10:26:00
NSI20130326,1758,North Stradbroke,-27.345,153.562,2013-03-26 11:10:00
MAI20140318,5661,Maria Island,-42.59667,148.23333,2014-03-19 10:55:00
MAI20140408,5473,Maria Island,-42.59667,148.23333,2014-04-08 11:03:00
MAI20140516,5495,Maria Island,-42.59667,148.23333,2014-05-16 10:20:00
NSI20140917,5626,North Stradbroke,-27.345,153.562,2014-09-17 10:30:00
KAI20140713,6678,Kangaroo Island,-35.83217,136.44733,2014-07-13 16:13:00
ESP20120612,1737,Esperance,-33.93333,121.85,2012-06-12 09:24:00
MAI20120820,1693,Maria Island,-42.59667,148.23333,2012-08-20 11:15:00
YON20120424,1512,Yongala,-19.30847,147.61842,2012-04-24 10:50:00
YON20120604,1474,Yongala,-19.30847,147.61842,2012-06-04 10:30:00
KAI20111115,204,Kangaroo Island,-35.83217,136.44733,2011-11-15 11:30:00
MAI20120724,1692,Maria Island,-42.59667,148.23333,2012-07-24 10:50:00
ESP20090917,138,Esperance,-33.93333,121.85,2009-09-17 09:40:00
ROT20100820,145,Rottnest Island,-32,115.41667,2010-08-20 14:30:00
PHB20090924,163,Port Hacking,-34.11923,151.22667,2009-09-25 08:45:00
MAI20110118,168,Maria Island,-42.59667,148.23333,2011-01-19 10:30:00
MAI20120119,169,Maria Island,-42.59667,148.23333,2012-01-19 12:00:00
YON20091123,142,Yongala,-19.30847,147.61842,2009-11-23 11:45:00
KAI20091215,162,Kangaroo Island,-35.83217,136.44733,2009-12-16 07:15:00
NSI20110220,192,North Stradbroke,-27.345,153.562,2011-02-21 09:40:00
PHB20110914,201,Port Hacking,-34.11923,151.22667,2011-09-15 09:43:00
NSI20100214,14,North Stradbroke,-27.345,153.562,2010-02-15 09:30:00
KAI20120116,56,Kangaroo Island,-35.83217,136.44733,2012-01-17 07:00:00
YON20111213,105,Yongala,-19.30847,147.61842,2011-12-13 12:55:00
YON20091215,122,Yongala,-19.30847,147.61842,2009-12-15 11:25:00
PHB20120517,129,Port Hacking,-34.11923,151.22667,2012-05-18 09:33:00
ESP20110512,1,Esperance,-33.93333,121.85,2011-05-12 10:10:00
MAI20090421,5,Maria Island,-42.59667,148.23333,2009-04-21 11:45:00
MAI20090907,9,Maria Island,-42.59667,148.23333,2009-09-07 11:25:00
KAI20110319,33,Kangaroo Island,-35.83217,136.44733,2011-03-20 09:40:00
PHB20120311,41,Port Hacking,-34.11923,151.22667,2012-03-12 09:00:00
ESP20090623,43,Esperance,-33.93333,121.85,2009-06-23 09:20:00
NSI20091215,46,North Stradbroke,-27.345,153.562,2009-12-16 09:00:00
NSI20091015,65,North Stradbroke,-27.345,153.562,2009-10-15 10:10:00
YON20150601,7674,Yongala,-19.30847,147.61842,2015-06-01 12:55:00
ROT20150507,7745,Rottnest Island,-32,115.41667,2015-05-07 09:36:00
YON20150224,7722,Yongala,-19.30847,147.61842,2015-02-24 10:40:00
NSI20150907,7830,North Stradbroke,-27.345,153.562,2015-09-07 10:40:00
KAI20150629,7860,Kangaroo Island,-35.83217,136.44733,2015-06-30 07:35:00
PHB20151013,8275,Port Hacking,-34.11923,151.22667,2015-10-14 09:42:00
ROT20160223,8598,Rottnest Island,-32,115.41667,2016-02-23 08:57:00
YON20160503,8688,Yongala,-19.30847,147.61842,2016-05-03 10:01:00
PHB20160615,9082,Port Hacking,-34.11923,151.22667,2016-06-15 11:06:00
PHB20160829,9324,Port Hacking,-34.11923,151.22667,2016-08-30 09:20:00
NSI20161116,9361,North Stradbroke,-27.345,153.562,2016-11-16 10:15:00
YON20150923,8090,Yongala,-19.30847,147.61842,2015-09-23 13:11:00
KAI20151116,8210,Kangaroo Island,-35.83217,136.44733,2015-11-17 09:50:00
PHB20160719,9309,Port Hacking,-34.11923,151.22667,2016-07-19 10:19:00
PHB20151115,8290,Port Hacking,-34.11923,151.22667,2015-11-16 09:33:00
KAI20170908,10268,Kangaroo Island,-35.83217,136.44733,2017-09-08 15:00:00
YON20171130,10557,Yongala,-19.30847,147.61842,2017-11-30 10:34:00
MAI20170223,9439,Maria Island,-42.59667,148.23333,2017-02-24 08:50:00
YON20170220,9575,Yongala,-19.30847,147.61842,2017-02-20 10:29:00
NSI20180417,10584,North Stradbroke,-27.345,153.562,2018-04-17 10:15:00
MAI20180605,10967,Maria Island,-42.59667,148.23333,2018-06-06 09:30:00
ROT20190621,11976,Rottnest Island,-32,115.41667,2019-06-21 09:15:00
MAI20190828,12116,Maria Island,-42.59667,148.23333,2019-08-29 09:20:00
PHB20190923,12376,Port Hacking,-34.11923,151.22667,2019-09-24 09:36:00
NSI20191024,12461,North Stradbroke,-27.345,153.562,2019-10-24 10:20:00
YON20190826,12478,Yongala,-19.30847,147.61842,2019-08-26 10:40:00
ROT20191126,12584,Rottnest Island,-32,115.41667,2019-11-26 09:30:00
DAR20200204_0630,12789,Darwin,-12.4,130.76805,2020-02-04 16:01:00
PHB20191118,12834,Port Hacking,-34.11923,151.22667,2019-11-19 09:15:00
MAI20200106,12976,Maria Island,-42.59667,148.23333,2020-01-07 09:45:00
YON20180720,11197,Yongala,-19.30847,147.61842,2018-07-20 10:56:00
DAR20181030,11347,Darwin,-12.4,130.76805,2018-10-31 08:26:00
ROT20181130,11489,Rottnest Island,-32,115.41667,2018-11-30 09:33:00
ROT20181211,11503,Rottnest Island,-32,115.41667,2018-12-11 09:24:00
PHB20190121,11621,Port Hacking,-34.11923,151.22667,2019-01-22 09:43:00
PHB20190227,11635,Port Hacking,-34.11923,151.22667,2019-02-28 10:35:00
NSI20190322,11835,North Stradbroke,-27.345,153.562,2019-03-22 10:50:00
NSI20190416,11851,North Stradbroke,-27.345,153.562,2019-04-16 10:10:00
KAI20190514,12036,Kangaroo Island,-35.83217,136.44733,2019-05-14 15:35:00
PHB20190827,12361,Port Hacking,-34.11923,151.22667,2019-08-28 09:59:00
YON20100817,73,Yongala,-19.30847,147.61842,2010-08-17 10:15:00
MAI20101214,76,Maria Island,-42.59667,148.23333,2010-12-14 11:05:00
PHB20090318,89,Port Hacking,-34.11923,151.22667,2009-03-19 09:39:00
ROT20091222,91,Rottnest Island,-32,115.41667,2009-12-22 10:00:00
KAI20101120,96,Kangaroo Island,-35.83217,136.44733,2010-11-21 05:00:00
PHB20110228,104,Port Hacking,-34.11923,151.22667,2011-03-01 09:30:00
ROT20110527,112,Rottnest Island,-32,115.41667,2011-05-27 09:35:00
ROT20110125,127,Rottnest Island,-32,115.41667,2011-01-25 09:10:00
NSI20110816,130,North Stradbroke,-27.345,153.562,2011-08-16 10:00:00
YON20120918,1491,Yongala,-19.30847,147.61842,2012-09-18 11:00:00
NSI20130123,1522,North Stradbroke,-27.345,153.562,2013-01-23 10:15:00
DAR20130916,3039,Darwin,-12.4,130.76805,2013-09-16 11:26:00
YON20130719,3057,Yongala,-19.30847,147.61842,2013-07-19 11:08:00
YON20130808,3060,Yongala,-19.30847,147.61842,2013-08-08 10:58:00
MAI20130807,3138,Maria Island,-42.59667,148.23333,2013-08-07 11:30:00
NSI20131212,3269,North Stradbroke,-27.345,153.562,2013-12-12 10:20:00
MAI20131117,3314,Maria Island,-42.59667,148.23333,2013-11-18 10:50:00
PHB20131202,7045,Port Hacking,-34.11923,151.22667,2013-12-03 09:30:00
PHB20140120,6651,Port Hacking,-34.11923,151.22667,2014-01-21 09:43:00
MAI20140205,5447,Maria Island,-42.59667,148.23333,2014-02-05 11:05:00
PHB20140211,6657,Port Hacking,-34.11923,151.22667,2014-02-12 09:57:00
ROT20140122,5440,Rottnest Island,-32,115.41667,2014-01-22 10:10:00
NSI20140507,5457,North Stradbroke,-27.345,153.562,2014-05-07 10:25:00
PHB20140427,5745,Port Hacking,-34.11923,151.22667,2014-04-28 09:38:00
NSI20141223,6979,North Stradbroke,-27.345,153.562,2014-12-23 10:35:00
PHB20141112,7151,Port Hacking,-34.11923,151.22667,2014-11-13 09:36:00
ROT20120504,111,Rottnest Island,-32,115.41667,2012-05-04 13:00:00
ROT20120523,1729,Rottnest Island,-32,115.41667,2012-05-23 12:22:00
ROT20120727,1732,Rottnest Island,-32,115.41667,2012-07-27 09:55:00
YON20120615,1472,Yongala,-19.30847,147.61842,2012-06-15 10:41:00
DAR20120417,1513,Darwin,-12.4,130.76805,2012-04-17 09:42:00
NSI20091021,140,North Stradbroke,-27.345,153.562,2009-10-22 09:20:00
MAI20110223,171,Maria Island,-42.59667,148.23333,2011-02-23 11:15:00
KAI20091115,175,Kangaroo Island,-35.83217,136.44733,2009-11-16 08:30:00
KAI20091007,180,Kangaroo Island,-35.83217,136.44733,2009-10-08 06:00:00
PHB20100510,181,Port Hacking,-34.11923,151.22667,2010-05-11 09:13:00
NSI20100520,182,North Stradbroke,-27.345,153.562,2010-05-21 08:21:00
MAI20101027,190,Maria Island,-42.59667,148.23333,2010-10-27 12:50:00
PHB20101110,100,Port Hacking,-34.11923,151.22667,2010-11-11 09:10:00
MAI20120412,38,Maria Island,-42.59667,148.23333,2012-04-12 10:45:00
PHB20100119,13,Port Hacking,-34.11923,151.22667,2010-01-20 09:20:00
YON20090909,24,Yongala,-19.30847,147.61842,2009-09-09 10:40:00
PHB20110517,58,Port Hacking,-34.11923,151.22667,2011-05-18 09:25:00
NSI20150512,7477,North Stradbroke,-27.345,153.562,2015-05-12 10:15:00
KAI20150224,7582,Kangaroo Island,-35.83217,136.44733,2015-02-25 08:55:00
PHB20150330,7845,Port Hacking,-34.11923,151.22667,2015-03-31 09:32:00
YON20151027,8105,Yongala,-19.30847,147.61842,2015-10-27 10:10:00
MAI20160428,8503,Maria Island,-42.59667,148.23333,2016-04-28 10:47:00
MAI20160303,8471,Maria Island,-42.59667,148.23333,2016-03-04 10:15:00
PHB20160201,8840,Port Hacking,-34.11923,151.22667,2016-02-02 10:52:00
NSI20161215,9376,North Stradbroke,-27.345,153.562,2016-12-15 10:15:00
NSI20150817,7792,North Stradbroke,-27.345,153.562,2015-08-17 10:30:00
PHB20150518,7869,Port Hacking,-34.11923,151.22667,2015-05-19 09:43:00
DAR20161107,9650,Darwin,-12.4,130.76805,2016-11-08 08:11:00
ROT20170120,9744,Rottnest Island,-32,115.41667,2017-01-20 10:20:00
KAI20170518,9927,Kangaroo Island,-35.83217,136.44733,2017-05-18 11:15:00
PHB20170821,10492,Port Hacking,-34.11923,151.22667,2017-08-22 09:50:00
MAI20180418,10672,Maria Island,-42.59667,148.23333,2018-04-19 09:30:00
YON20161012,9485,Yongala,-19.30847,147.61842,2016-10-12 10:26:00
PHB20161030,9590,Port Hacking,-34.11923,151.22667,2016-10-31 09:35:00
PHB20180123,10767,Port Hacking,-34.11923,151.22667,2018-01-24 09:41:00
ROT20170914,10361,Rottnest Island,-32,115.41667,2017-09-14 09:45:00
PHB20180528,11051,Port Hacking,-34.11923,151.22667,2018-05-29 09:50:00
DAR20180731_0630,11184,Darwin,-12.4,130.76805,2018-07-31 16:00:00
ROT20181024,11321,Rottnest Island,-32,115.41667,2018-10-24 09:18:00
DAR20190529,11787,Darwin,-12.4,130.76805,2019-05-30 08:39:00
YON20190917,12507,Yongala,-19.30847,147.61842,2019-09-17 10:10:00
NSI20200122,12698,North Stradbroke,-27.345,153.562,2020-01-22 10:35:00
KAI20200204,12819,Kangaroo Island,-35.83217,136.44733,2020-02-04 14:25:00
PHB20200224,12864,Port Hacking,-34.11923,151.22667,2020-02-25 08:52:00
YON20200306,12959,Yongala,-19.30847,147.61842,2020-03-06 10:25:00
YON20180817,11210,Yongala,-19.30847,147.61842,2018-08-17 10:23:00
KAI20180820,11279,Kangaroo Island,-35.83217,136.44733,2018-08-21 08:00:00
KAI20181204,11540,Kangaroo Island,-35.83217,136.44733,2018-12-04 15:39:00
YON20181123,11553,Yongala,-19.30847,147.61842,2018-11-23 10:05:00
PHB20181218,11607,Port Hacking,-34.11923,151.22667,2018-12-19 09:40:00
ROT20190125,11682,Rottnest Island,-32,115.41667,2019-01-25 09:35:00
ROT20190306,11902,Rottnest Island,-32,115.41667,2019-03-06 10:24:00
NSI20190821,12231,North Stradbroke,-27.345,153.562,2019-08-21 10:40:00
