NRS_TRIP_CODE,SAMPLE_DEPTH_M,SALINITY,SALINITY_FLAG,SILICATE_UMOL_PER_L,SILICATE_FLAG,NITRATE_UMOL_PER_L,NITRATE_FLAG,PHOSPHATE_UMOL_PER_L,PHOSPHATE_FLAG,AMMONIUM_UMOL_PER_L,AMMONIUM_FLAG,NITRITE_UMOL_PER_L,NITRITE_FLAG,TCO2_UMOL_PER_KG,CARBON_FLAG,TALKALINITY_UMOL_PER_KG,ALKALINITY_FLAG,OXYGEN_UMOL_PER_L,OXYGEN_FLAG
NRSNSI20141107,50,(null),9,1.1,1,2.3,1,0.32,1,0.09,1,(null),9,2052.92,1,2332.68,1,(null),9
NRSNSI20150119,20,35.655,1,0,1,0,1,0.07,1,0.04,1,(null),9,(null),9,(null),9,(null),9
NRSMAI20141208,20,35.246,1,0.5,1,0.5,1,0.17,1,0.09,1,(null),9,(null),9,(null),9,265.2,1
NRSPHB20141208,60,35.43,1,3,1,8,1,0.73,1,1.43,2,(null),9,2108.87,1,2326.79,1,(null),9
NRSKAI20141029,30,35.859,1,0.5,1,0,1,0.1,1,0.19,1,(null),9,2106.95,1,2367.7,1,(null),9
NRSKAI20141201,75,36.122,1,0.6,1,0.7,1,0.13,1,0.13,1,(null),9,2119.35,1,2358.59,1,(null),9
NRSPHB20141112,10,35.622,1,0.3,1,0,1,0.09,1,0.16,1,(null),9,(null),9,(null),9,(null),9
NRSPHB20141112,20,35.626,1,0.3,1,0,1,0.1,1,0.18,1,(null),9,2040.78,1,2336.92,1,(null),9
NRSMAI20150312,30,35.534,1,0.5,1,0.2,1,0.14,1,0.15,1,(null),9,2069.73,1,2332.29,1,243.6,1
NRSDAR20140906_09:30,10,34.466,1,5.1,1,0,1,0.22,1,0.05,1,(null),9,2009.11,1,2293.1,1,(null),9
NRSMAI20150224,10,35.575,1,0.4,1,0,1,0.1,1,0.07,1,(null),9,2070.73,1,2322.67,1,243.6,1
NRSNSI20150304,57,35.532,1,2,1,2.2,1,0.2,1,0.07,1,(null),9,2039.29,1,2326.14,1,(null),9
NRSNSI20150512,30,35.477,1,0.5,1,0,1,0.04,1,0.14,1,(null),9,1999.27,1,2320.38,1,(null),9
NRSYON20141014,0,35.609,1,1.3,1,0.1,1,0.06,1,0.04,1,(null),9,2004.18,1,2321.24,1,(null),9
NRSNSI20150528,40,35.637,1,0.6,1,0,1,0.08,1,0.07,1,(null),9,(null),9,(null),9,(null),9
NRSYON20141209,10,35.638,1,1.1,1,0,1,0.07,1,0,1,(null),9,1984.07,1,2318.29,1,(null),9
NRSPHB20140515,40,35.501,1,1.4,1,3.4,1,0.28,1,0.04,1,(null),9,2047.15,1,2326.29,1,(null),9
NRSPHB20140515,60,35.542,1,2.7,1,7.7,1,0.58,1,0.08,1,(null),9,2093.62,1,2326.78,1,(null),9
NRSROT20150128,20,35.806,1,1.2,1,0,1,0.05,1,0.03,1,(null),9,2036.37,1,2344.65,1,(null),9
NRSKAI20150909,10,35.91,1,1,1,0.2,1,0.18,1,0.16,1,(null),9,2112.72,1,2360.08,1,(null),9
NRSKAI20150909,50,36.029,1,1,1,0.1,1,0.16,1,0.11,1,(null),9,2117.65,1,2365.18,1,(null),9
NRSPHB20150518,0,35.317,1,1.5,1,1.2,1,0.13,1,0.28,1,(null),9,2022.63,1,2310.63,1,(null),9
NRSPHB20150518,75,35.485,1,1.8,1,3.4,1,0.3,1,0.3,1,(null),9,2058.12,1,2325.6,1,(null),9
NRSMAI20150526,50,35.315,1,1.3,1,3.5,1,0.34,1,0.12,1,(null),9,2096.71,1,2322.39,1,255.3,1
NRSROT20150507,47,35.536,1,2.2,1,0.8,1,0.16,1,0.17,1,(null),9,2054.16,1,2329.09,1,(null),9
NRSNSI20120821,10,35.53,1,0.4,1,0.3,1,0.11,1,0.15,1,(null),9,2012.79,1,2330.2,1,(null),9
NRSNSI20130111,0,35.589,1,1.2,1,0,1,0.11,1,0.15,1,(null),9,2002.5,1,2329.41,1,(null),9
NRSROT20150507,30,35.471,1,2.2,1,0.2,1,0.13,1,0.08,1,(null),9,(null),9,(null),9,(null),9
NRSROT20150507,40,35.53,1,2.2,1,0.7,1,0.14,1,0.16,1,(null),9,2053.33,1,2332.37,1,(null),9
NRSNSI20150907,20,35.626,1,1.2,1,0.2,1,0.17,1,0.15,1,(null),9,(null),9,(null),9,(null),9
NRSMAI20150723,20,35.335,1,1.5,1,5.2,1,0.37,1,0.1,1,(null),9,(null),9,(null),9,262.4,1
NRSMAI20150421,0,35.596,1,0.7,1,0.7,1,0.16,1,0.14,1,(null),9,2072.75,1,2337.15,1,242.5,1
NRSMAI20150421,20,35.606,1,0.8,1,0.6,1,0.14,1,0.14,1,(null),9,(null),9,(null),9,245.6,1
NRSYON20150324,10,35.473,1,0.7,1,0,1,0.04,1,0.07,1,(null),9,1977.61,1,2309.19,1,(null),9
NRSNSI20151119,40,35.589,1,0.6,1,0,1,0.1,1,0,1,(null),9,(null),9,(null),9,(null),9
NRSMAI20150723,75,35.323,1,0.2,1,4.5,1,0.41,1,0.17,1,(null),9,2102.7,1,2326.37,1,264.2,1
NRSPHB20150819,100,35.366,1,3.3,1,8.1,1,0.65,1,0,1,(null),9,2109.19,1,2321.7,1,(null),9
NRSYON20150618,26,35.828,1,1.6,1,0,1,0.06,1,0.12,1,(null),9,2003.94,1,2323.5,1,(null),9
NRSROT20150724,30,35.41,1,2.1,1,0.2,1,0.05,1,0.13,1,(null),9,(null),9,(null),9,(null),9
NRSESP20121212,0,35.63,1,0,1,0,1,0.02,1,(null),0,(null),9,2045.06,1,2334.79,1,0.9,1
NRSYON20160725,0,35.452,1,0.5,1,0,1,0.07,1,0.02,1,(null),9,1994.4,1,2315.93,1,(null),9
NRSYON20160823,0,35.63,1,1.5,1,0.1,1,0.1,1,0.27,1,-0.01,1,2008.37,1,2322.17,1,(null),9
NRSROT20160502,0,35.713,1,2.1,1,0.4,1,0.06,1,0.11,1,(null),9,2056.42,1,2341.13,1,217.7,1
NRSROT20160324,47,35.732,1,2,1,1.1,1,0.11,1,0.1,1,(null),9,2064.96,1,2342.21,1,212.5,1
NRSROT20160621,20,35.699,0,1.4,1,0.2,1,0.05,1,0.26,1,(null),9,2063.76,1,2342.7,1,(null),9
NRSNSI20160120,57,35.6,1,2.3,1,6.9,1,0.57,1,0.06,1,(null),9,2092.53,1,2335.43,1,(null),9
NRSNSI20160318,30,35.537,1,0.3,1,0,1,0.08,1,0.05,1,(null),9,2001.72,1,2328.6,1,(null),9
NRSMAI20160209,40,35.384,1,8.1,1,0.6,1,0.06,1,0.23,1,(null),0,(null),9,(null),9,199.2,1
NRSMAI20160209,60,35.221,1,11.2,1,0.8,1,0,1,0.09,1,(null),0,(null),9,(null),9,208.1,1
NRSMAI20160530,60,35.465,1,1.5,1,2,1,0.31,1,0.35,1,0.42,1,(null),9,(null),9,251.3,1
NRSPHB20160829,10,35.667,1,0.7,1,1,1,0.2,1,0.3,1,0.11,1,(null),9,(null),9,(null),9
NRSPHB20160829,100,35.209,1,4.1,1,11.8,1,0.84,1,0.02,1,0.04,1,(null),9,(null),9,(null),9
NRSPHB20160829,30,35.662,0,0.7,1,1.2,1,0.21,1,0.35,1,0.11,1,(null),9,(null),9,(null),9
NRSKAI20160525,75,35.908,1,0.6,1,0.4,1,0.13,1,0.22,1,(null),9,2109.84,1,2357.79,1,(null),9
NRSROT20160413,0,35.763,1,(null),9,(null),9,(null),9,(null),9,(null),9,2083.49,1,2351.63,1,225.1,1
NRSPHB20160201,100,35.356,1,4.6,1,11.6,1,0.8,1,0.1,1,(null),9,2126.89,1,2317.62,1,(null),9
NRSPHB20160201,30,35.402,1,1,1,0,1,0.1,1,0.1,1,(null),9,(null),9,(null),9,(null),9
NRSPHB20160615,20,35.704,1,0.8,1,0.7,1,0.14,1,0.79,1,(null),9,2041.6,1,2339.3,1,(null),9
NRSPHB20160615,40,35.661,1,1.5,1,2.6,1,0.26,1,0.65,1,(null),9,2059.77,1,2336.79,1,(null),9
NRSPHB20160229,50,35.439,1,2.8,1,7.9,1,0.6,1,0,1,(null),9,(null),9,(null),9,(null),9
NRSPHB20160502,50,35.589,1,2.4,1,6,1,0.48,1,0.02,1,(null),9,(null),9,(null),9,(null),9
NRSNSI20130520,50,35.266,1,0.5,1,0,1,0.14,1,0,1,(null),9,1995.03,1,2310.51,1,(null),9
NRSROT20160223,20,35.758,1,(null),9,(null),9,(null),9,(null),9,(null),9,2050.26,1,2345.72,1,(null),9
NRSNSI20160920,0,35.74,1,0.8,1,0.2,1,0.11,1,0.25,1,0.07,1,2033.47,1,2335.4,1,(null),9
NRSNSI20161215,57,35.571,1,2.3,0,6.4,0,0.5,0,0.12,0,(null),0,2094.18,1,2329.39,1,(null),9
NRSMAI20160428,10,35.637,1,0.5,1,0.2,1,0.11,1,0.08,1,(null),0,2063.73,1,2338.64,1,244.2,1
NRSMAI20160428,60,35.453,1,6.4,1,0.5,1,0.03,1,0.14,1,(null),0,(null),9,(null),9,212.4,1
NRSMAI20160321,85,35.549,1,4.6,1,0.4,1,0.2,1,0.17,1,(null),0,2086.2,1,2331.21,1,211.8,1
NRSROT20150827,40,35.473,1,1.8,1,0.5,1,0.07,1,0.13,1,(null),9,2036.92,1,2323.7,1,(null),9
NRSROT20151022,40,35.622,1,1.4,1,0.3,1,0.06,1,0.05,1,(null),9,2049.04,1,2335.11,1,(null),9
NRSROT20151215,20,35.863,1,0.8,1,0,1,0.04,1,0,1,(null),9,2042.74,1,2343.77,1,(null),9
NRSROT20171103,20,35.593,1,1.3,0,0.3,0,0.12,0,0.04,0,(null),0,2059.75,1,2335.22,1,241.3,1
NRSNSI20170829,0,35.608,0,(null),9,(null),9,(null),9,(null),9,(null),9,2015.86,1,2335.35,1,(null),9
NRSKAI20170315,0,35.723,0,0.2,1,0,1,0.05,1,0.01,1,0,1,2089.68,1,2351.61,1,(null),9
NRSPHB20170321,100,35.174,1,5.2,1,13.1,1,0.93,1,0.04,1,0.18,1,2128.96,1,2314.57,1,(null),9
NRSDAR20170714_2130,10,34.337,1,5.5,1,0.1,1,0.3,1,0.06,1,0.11,1,1984.6,1,2272.05,1,(null),9
NRSDAR20170715_0030,19,34.339,0,5.4,1,0.1,1,0.34,1,0.07,1,0.14,1,1985.92,1,2270.15,1,(null),9
NRSPHB20180123,25,35.646,1,0.4,1,0,1,0.1,1,0.03,1,0,1,(null),9,(null),9,(null),9
NRSKAI20180307,0,36.02,0,0.3,1,0,1,0.08,1,0.16,1,0.02,1,2102.8,1,2370.14,1,(null),9
NRSMAI20180418,0,35.447,1,0.9,1,2.2,1,0.28,1,0.05,1,0.6,1,2078.15,1,2332.33,1,243.1,1
NRSNSI20170627,10,35.45,1,0.8,1,0,1,0.04,1,0.43,1,0,1,2001.63,1,2323.34,1,(null),9
NRSMAI20180116,40,35.342,1,0.5,1,0.7,1,0.18,1,0.21,1,0.2,1,(null),9,(null),9,239.9,1
NRSMAI20180605,0,35.504,0,1.1,1,2.9,1,0.31,1,0.01,1,0.43,1,2092.23,1,2333.84,1,251.9,1
NRSMAI20180605,10,35.505,0,1.1,1,2.9,1,0.29,1,0.03,1,0.44,1,2092,1,2334.25,1,251.4,1
NRSPHB20170419,20,35.675,1,0.7,1,0,1,0.04,1,0.04,1,0,1,2013.31,1,2335.06,1,(null),9
NRSPHB20170419,30,35.712,1,0.9,1,0.7,1,0.12,1,0.52,1,0.06,1,(null),9,(null),9,(null),9
NRSROT20170626,46,35.421,1,3.5,0,1,0,0.15,0,0.43,0,(null),0,2037.77,1,2326.63,1,(null),9
NRSPHB20170205,60,35.521,1,2.5,0,7.2,0,0.54,0,0.04,0,(null),0,2095.35,1,2331.38,1,(null),9
NRSNSI20170117,50,35.592,1,2.2,0,4.6,0,0.42,0,0.73,0,(null),0,2080.59,1,2332.69,1,(null),9
NRSMAI20170601,20,35.269,0,1.2,1,3.8,1,0.38,1,0.03,1,0.29,1,(null),9,(null),9,251.2,1
NRSMAI20170223,0,35.344,0,0.6,0,0.1,0,0.1,0,0.05,0,(null),0,2065.2,1,2333.35,1,243.8,1
NRSROT20161114,30,35.825,1,1.7,1,0,1,0.05,1,0.12,1,(null),0,(null),9,(null),9,242.1,1
NRSKAI20161118,40,35.803,1,0.8,1,0,1,0.14,1,0.06,1,-0.02,1,(null),9,(null),9,(null),9
NRSROT20180125,10,35.748,1,1.1,0,0.1,0,0.08,0,0.07,0,(null),0,(null),9,(null),9,223.9,1
NRSROT20180125,46,35.641,1,2.9,0,1,0,0.12,0,0.15,0,(null),0,2058.9,1,2342.89,1,218.3,1
NRSMAI20170921,30,35.239,0,0.9,1,3.3,1,0.34,1,0.04,1,0.28,1,2102.76,1,2326.12,1,271.7,1
NRSROT20170914,10,35.498,1,2.4,0,0.1,0,0.1,0,0.11,0,(null),0,(null),9,(null),9,(null),9
NRSPHB20171024,25,35.487,1,1.5,1,2.4,1,0.41,1,0.44,1,0.16,1,(null),9,(null),9,(null),9
NRSPHB20170517,60,35.666,1,1.6,1,3.5,1,0.3,1,0.23,1,0.71,1,2064.46,1,2337.7,1,(null),9
NRSPHB20170517,75,35.631,1,2,1,5,1,0.41,1,0.04,1,0.39,1,2079.1,1,2335.14,1,(null),9
NRSPHB20170614,75,35.719,1,0.9,1,1.1,1,0.17,1,0.38,1,0.23,1,2051.75,1,2339.13,1,(null),9
NRSNSI20180123,0,(null),9,0.7,1,0,1,0.02,1,0,1,0.01,1,2000.63,1,2325.69,1,(null),9
NRSNSI20180123,50,(null),9,2.1,1,6.6,1,0.53,1,0,1,0.15,1,2044.89,1,2328.72,1,(null),9
NRSPHB20180221,0,35.649,1,0.9,1,0,1,0.09,1,0.24,1,0.02,1,2036.51,1,2337.05,1,(null),9
NRSDAR20180209_0330,19,31.005,1,5.7,1,1.8,1,0.36,1,0.28,1,0.79,1,1899.91,1,2186.47,1,(null),9
NRSDAR20180209_0630,18,32.898,0,4.6,1,1.4,1,0.23,1,0.17,1,0.5,1,1895.25,1,2176.69,1,(null),9
NRSROT20170523,30,35.45,1,3,0,0.4,0,0.1,0,0.16,0,(null),0,(null),9,(null),9,216.7,1
NRSROT20161214,10,35.792,1,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9,233.9,1
NRSROT20161214,0,35.783,1,(null),9,(null),9,(null),9,(null),9,(null),9,2057.78,1,2349.19,1,234,1
NRSROT20180511,46,35.608,1,2.6,0,0.7,0,0.13,0,0.11,0,(null),0,2052.78,1,2337.6,1,212.2,1
NRSROT20180719,46,35.335,1,(null),9,(null),9,(null),9,(null),9,(null),9,2033.02,1,2324.44,1,224.2,1
NRSPHB20180724,30,35.714,1,0.8,1,2.1,1,0.21,1,0.1,1,0.29,1,(null),9,(null),9,(null),9
NRSNSI20181023,50,(null),9,2.3,1,5,1,0.44,1,0.16,1,0.87,1,2078.14,1,2329.56,1,(null),9
NRSMAI20181018,20,35.226,1,0.5,1,1.6,1,0.29,1,0.39,1,0.2,1,(null),9,(null),9,275.2,1
NRSPHB20180528,20,35.711,1,1,1,1.7,1,0.23,1,1.12,1,0.51,1,2066.86,1,2343.85,1,(null),9
NRSROT20180831,10,35.44,1,1.9,0,0.1,0,0.13,0,0.11,0,(null),0,(null),9,(null),9,231.4,1
NRSROT20200128,20,35.981,1,1,1,0,1,0.07,1,0.02,1,0.01,1,2059.43,1,2357.04,1,227.6,1
NRSROT20200304,30,36.046,1,1.4,1,0.6,1,0.1,1,0.05,1,0.07,1,(null),9,(null),9,209.5,1
NRSMAI20200223,20,(null),9,0.2,1,0,1,0.1,1,0.03,1,0.01,1,(null),9,(null),9,(null),9
NRSMAI20200223,50,35.507,1,0.7,1,1.4,1,0.22,1,0.28,1,0.13,1,2084.38,1,2333.72,1,(null),9
NRSMAI20190624,20,35.365,1,0.9,1,3,1,0.36,1,0,1,0.08,1,(null),9,(null),9,258.3,1
NRSROT20190621,46,35.502,1,2.7,1,0.7,1,0.13,1,0.23,1,0.08,1,2050.88,1,2331.08,1,215.1,1
NRSMAI20200628,10,35.248,1,1.2,1,3.6,1,0.38,1,(null),0,0.09,1,(null),9,(null),9,261.2,1
NRSNSI20200917,10,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9
NRSPHB20190522,40,35.471,1,1.5,1,3.5,1,0.33,1,0.08,1,0.48,1,(null),9,(null),9,(null),9
NRSPHB20200812,75,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9,(null),9
NRSDAR20200204_0030,10,34.257,1,4.2,1,0.5,1,0.2,1,0.14,1,0.17,1,1963.92,1,2249.39,1,(null),9
NRSPHB20191118,25,35.643,1,0.3,1,0.4,1,0.15,1,0.06,1,0.07,1,(null),9,(null),9,(null),9
NRSPHB20191118,40,35.565,1,1.6,1,5,1,0.44,1,0.01,1,0.57,1,2093.08,1,2334.39,1,(null),9
NRSROT20200730,40,35.519,1,1.8,1,0.7,1,0.11,1,0.12,1,0.12,1,(null),9,(null),9,(null),9
NRSROT20180727,10,35.383,1,1.8,0,0,0,0.13,0,0.12,0,(null),0,(null),9,(null),9,229,1
NRSNSI20190723,50,35.548,1,2.1,1,5.5,1,0.45,1,0.14,1,0.15,1,2080.94,1,2331.93,1,(null),9
NRSNSI20180817,0,35.639,1,0,1,0.1,1,0.09,1,0.02,1,0.05,1,2028.34,1,2337.85,1,(null),9
NRSDAR20190213_2130,17.2,34.072,1,10.5,1,4,1,0.58,1,0.18,1,0.87,1,1987.88,1,2265.3,1,(null),9
NRSYON20190124,26,35.031,1,1.2,1,0,1,0.05,1,0,1,0,1,1967.15,1,2290.05,1,(null),9
NRSPHB20181218,50,35.429,1,4.1,1,9.9,1,0.75,1,0.09,1,0.22,1,(null),9,(null),9,(null),9
NRSPHB20190827,50,35.589,1,1.2,1,2.9,1,0.37,1,1.7,1,0.31,1,(null),9,(null),9,(null),9
NRSPHB20190923,20,35.447,1,0.6,1,0.6,1,0.17,1,0.32,1,0.13,1,2055.9,1,2326.56,1,(null),9
NRSDAR20190723_0330,10,35.243,1,6.2,1,0.1,1,0.23,1,0.04,1,0.08,1,2030.48,1,2321.76,1,(null),9
NRSNSI20191024,0,35.493,1,0.2,1,0,1,0.04,1,(null),0,0.01,1,2008.36,1,2321.96,1,(null),9
NRSNSI20191024,57,35.529,1,2.5,1,8.1,1,0.61,1,(null),0,0.03,1,2107.74,1,2331.45,1,(null),9
NRSYON20180720,10,35.447,1,0.9,1,0,1,0.02,1,0,1,0.01,1,1996.18,1,2308.19,1,(null),9
NRSYON20180720,20,35.464,1,0.9,1,0,1,0.02,1,0,1,0,1,1997.93,1,2308.2,1,(null),9
NRSMAI20190828,30,35.173,1,1.5,1,5.1,1,0.37,1,0.04,1,0.11,1,2107.09,1,2316.45,1,273,0
NRSPHB20180905,30,35.629,0,1.2,1,1.9,1,0.26,1,0.44,1,0.31,1,(null),9,(null),9,(null),9
NRSPHB20180927,10,35.643,1,0.9,1,0.9,1,0.17,1,0.18,1,0.11,1,(null),9,(null),9,(null),9
NRSMAI20191015,10,35.287,1,1.3,1,2.6,1,0.35,1,0.44,1,0.13,1,2092.32,1,2324.43,1,(null),9
NRSMAI20180919,20,35.194,1,0.6,1,3.3,1,0.39,1,0.5,1,0.22,1,(null),9,(null),9,271.9,1
NRSYON20181213,20,35.35,1,1.3,1,0,1,0.05,1,0.11,1,0.01,1,1993.05,1,2307.72,1,(null),9
NRSPHB20190121,0,35.463,1,0,1,0,1,0.06,1,0.11,1,0.02,1,2033.39,1,2329.59,1,(null),9
NRSROT20181130,30,35.787,0,0.7,1,0,1,0.04,1,0.06,1,0.01,1,(null),9,(null),9,242.5,1
NRSROT20181130,46,35.787,1,0.7,1,0,1,0.05,1,0.08,1,0.02,1,2068.47,1,2355.65,1,242.7,1
NRSROT20181211,10,35.886,1,1.6,1,0,1,0.07,1,0,1,0.02,1,(null),9,(null),9,238.1,1
NRSROT20181211,30,35.807,1,1.9,1,0.1,1,0.16,1,0.09,1,0.06,1,(null),9,(null),9,236.5,1
NRSMAI20190106,0,35.379,1,0.2,1,0.1,1,0.13,1,0.11,1,0.02,1,2064.28,1,2329.76,1,248.4,1
NRSMAI20190106,20,35.38,1,0.2,1,0.1,1,0.14,1,0.29,1,0.02,1,(null),9,(null),9,248.1,1
NRSNSI20200228,20,35.734,1,0.4,1,0,1,0.02,1,(null),0,0.01,1,(null),9,(null),9,(null),9
NRSKAI20191127,75,35.993,1,0.8,1,0.3,1,0.15,1,0.37,1,0.1,1,2125.17,1,2366.31,1,(null),9
NRSNSI20181115,0,(null),9,0,1,0,1,0.05,1,0.82,1,0.03,1,2009.47,1,2328.98,1,(null),9
NRSNSI20181115,10,(null),9,0,1,0,1,0.04,1,0.7,1,0.02,1,2009.72,1,2329.28,1,(null),9
NRSNSI20190322,0,35.226,1,1.4,1,0,1,0.06,1,0.03,1,0.03,1,1982.94,1,2302.28,1,(null),9
NRSNSI20190527,10,35.387,1,0.1,1,0,1,0.05,1,1.05,1,0.04,1,2000.65,1,2319.87,1,(null),9
NRSPHB20190408,20,35.483,1,0.6,1,0.1,1,0.13,1,0.17,1,0.04,1,2003.14,1,2319.67,1,(null),9
NRSPHB20190408,25,35.543,1,0.8,1,0.9,1,0.15,1,0.15,1,0.15,1,(null),9,(null),9,(null),9
NRSPHB20190408,50,35.508,1,2.1,1,4.9,1,0.44,1,0.16,1,0.75,1,(null),9,(null),9,(null),9
NRSKAI20200204,30,36.388,1,0.2,1,0,1,0.06,1,0.03,1,0.01,1,2124.98,1,2394.26,1,(null),9
NRSROT20190221,20,36.023,1,0.6,1,0,1,0.06,1,0.16,1,0.01,1,2055.31,1,2362.84,1,230.1,1
NRSMAI20190430,0,35.399,1,0.7,1,1.1,1,0.24,1,0.18,1,0.36,1,2081.96,1,2331,1,250.6,1
NRSMAI20200810,85,35.259,1,1.5,1,3.5,1,0.44,1,0.26,1,0.27,1,(null),9,(null),9,(null),9
NRSROT20190306,20,35.875,1,1.9,1,0.1,1,0.19,1,0.1,1,0.03,1,2066.35,1,2360.2,1,225.4,1
NRSPHB20190626,20,35.552,1,0.9,1,1.3,1,0.19,1,0.76,1,0.2,1,2044.19,1,2332.44,1,(null),9
NRSKAI20190514,50,36,1,0.4,1,0.3,1,0.08,1,0.07,1,0.14,1,2106.54,1,2367.2,1,(null),9
NRSYON20191202,0,35.795,1,2.4,1,0,1,0.03,1,(null),0,0.02,1,2015.08,1,2333.61,1,(null),9
NRSMAI20101027,20,35.012,1,0,1,1.9,1,0.25,1,0.48,2,(null),9,(null),9,(null),9,288.1,1
NRSPHB20121218,10,35.467,1,0.8,1,0,1,0.19,1,0.44,1,(null),9,(null),9,(null),9,(null),9
NRSNIN20101108,50,35.046,1,3.6,1,0.4,1,0.13,1,0.34,1,(null),9,1988.77,1,2297.24,2,(null),9
NRSYON20120208,20,35.074,1,0.3,1,0,1,0.04,1,0.07,1,(null),9,1968.03,1,2288.75,1,(null),9
NRSMAI20100722,50,35.222,1,0.8,1,3.4,1,0.29,1,0.04,1,(null),9,2096.52,1,2318.45,1,(null),9
NRSMAI20110328,60,35.31,1,0.8,1,1.6,1,0.19,1,0.08,1,(null),9,(null),9,(null),9,(null),9
NRSPHB20090623,100,35.466,1,3.2,1,8.6,1,0.64,1,0.16,1,(null),9,2098.94,1,2324.86,1,(null),9
NRSMAI20130214,40,35.115,1,0.8,1,0.3,1,0.26,1,0.39,1,(null),9,(null),9,(null),9,253.8,1
NRSPHB20100119,100,35.39,1,5.7,1,11,1,0.84,1,0.19,1,(null),9,2127.63,1,2320.79,1,(null),9
NRSNSI20091015,50,(null),9,0.7,1,1.2,1,0.18,1,0.34,1,(null),9,2025.72,1,2318.43,1,(null),9
NRSYON20100817,0,35.312,1,1,1,0,1,0.13,1,0.06,1,(null),9,1984.82,1,2307.28,1,(null),9
NRSPHB20110228,60,35.459,1,2.8,1,8,1,0.59,1,0,1,(null),9,2097.57,1,2322.32,1,(null),9
NRSYON20110118,20,34.616,1,2.5,1,0.1,1,0.1,1,0.14,1,(null),9,1937.54,1,2251.12,1,(null),9
NRSKAI20100315,10,35.622,1,0.4,1,0.1,1,0.1,1,0.12,1,(null),9,2216.95,4,2347.36,1,(null),9
NRSNSI20111013,20,35.552,1,0.4,1,0.5,1,0.11,1,0.21,1,(null),9,(null),9,(null),9,(null),9
NRSPHB20110228,25,35.476,1,0.4,1,0.1,1,0.1,1,0,1,(null),9,(null),9,(null),9,(null),9
NRSNSI20100817,10,35.49,1,0.4,1,0,1,0.13,1,0.09,1,(null),9,2008.63,1,2324.99,1,(null),9
NRSNSI20120511,30,35.189,1,1.2,1,0,1,0.14,1,0.14,1,(null),9,1986.66,1,2306,1,(null),9
NRSPHB20120917,40,35.428,1,2.1,1,5.3,1,0.48,1,0.98,1,(null),9,2087.36,1,2326.98,1,(null),9
NRSROT20121019,46,35.414,1,1.6,1,0.4,1,0.06,1,0.13,1,(null),9,2033.07,1,2321.73,1,(null),9
NRSMAI20110531,75,35.141,1,0.8,1,3.9,1,0.35,1,(null),9,(null),9,2086.17,1,2314.16,1,(null),9
NRSMAI20091111,0,35.091,1,0.1,1,0.1,1,0.1,1,0.09,1,(null),9,2066.99,2,2310.91,1,254.9,1
NRSMAI20110118,50,35.009,1,1.1,1,3.1,1,0.34,1,0,1,(null),9,2076.8,1,2309.35,1,(null),9
NRSPHB20111206,75,35.447,1,0.5,1,1.1,1,0.18,1,1.13,2,(null),9,2054.65,1,2327.44,1,(null),9
NRSMAI20100527,20,35.463,1,1,1,3.7,1,0.29,1,0.08,1,(null),9,(null),9,(null),9,247.5,1
NRSYON20120112,0,35.113,1,0.4,1,0,1,0.04,1,0.09,1,(null),9,1971.67,1,2297.06,1,(null),9
NRSPHB20090714,40,35.469,1,2,1,4.7,1,0.4,1,0.3,1,(null),9,2070.09,1,2324.83,1,(null),9
NRSNIN20111107,50,34.853,1,3.4,1,0.4,1,0.13,1,0.19,1,(null),9,1987.08,1,2288.62,1,(null),9
NRSMAI20120119,82,35.371,1,1.1,1,2.8,1,0.27,1,0.3,1,(null),9,2080.24,1,2328.81,1,232.6,1
NRSROT20111221,30,35.395,1,1.3,1,0,1,0.05,1,0.08,1,(null),9,(null),9,(null),9,(null),9
NRSYON20101208,10,(null),9,1.9,1,0.1,1,0,1,0.07,1,(null),9,1951.75,1,2276.84,1,(null),9
NRSNSI20111116,57,35.477,1,2.5,1,7.2,1,0.22,1,0.36,1,(null),9,2092.24,1,2324.67,1,(null),9
NRSNSI20110323,0,35.145,1,0.7,1,0,1,0.01,1,0.16,1,(null),9,1960.83,1,2294.98,1,(null),9
NRSDAR20120114_21:30,0,33.661,1,4.6,1,1.9,1,0.65,1,3.32,4,(null),9,1962.64,1,2243.91,1,(null),9
NRSPHB20130319,30,35.431,1,1.4,1,1.9,1,0.24,1,0.06,1,(null),9,(null),9,(null),9,(null),9
NRSPHB20100218,0,35.472,1,0.4,1,0,1,0.08,1,0,1,(null),9,2024.68,1,2320.76,1,(null),9
NRSMAI20090820,75,35.259,1,1.1,1,3.6,1,0.38,1,0.05,1,(null),9,2095.57,1,2322.19,1,(null),9
NRSMAI20121112,50,35.048,1,1,1,1.4,1,0.31,1,0.51,2,(null),9,2075.87,1,2307.99,1,271.8,1
NRSYON20100729,20,35.269,1,0.6,1,0.1,1,0.01,1,0,1,(null),9,1980.34,1,2305.66,1,(null),9
NRSYON20110811,20,35.123,1,1.4,1,0.1,1,0.14,1,0.02,1,(null),9,1982.19,1,2289.21,1,(null),9
NRSNSI20091021,30,35.396,1,0.3,1,0.4,1,0.11,1,0.18,1,(null),9,2013.78,1,2316.34,1,(null),9
