NRS_CODE,TAXON_NAME,TAXON_GROUP,GENUS,SPECIES,TAXON_COUNT
NSI20171219,Oithona plumifera f,COPEPOD,Oithona,plumifera,1
NSI20171219,Oncaea scottodicarloi f,COPEPOD,Oncaea,scottodicarloi,2
NSI20171219,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Oncaea,spp.,9
NSI20171219,Paracalanus aculeatus f,COPEPOD,Paracalanus,aculeatus,1
NSI20171219,Spinoncaea spp. f,COPEPOD,Spinoncaea,spp.,4
MAI20171123,Centropages australiensis m,COPEPOD,Centropages,australiensis,1
MAI20171123,Oithona spp. j,COPEPOD,Oithona,spp.,21
MAI20171123,Paracalanus indicus f,COPEPOD,Paracalanus,indicus,12
MAI20171123,Plastic clear strand,NON BIOLOGICAL,(null),(null),1
MAI20170626,Acartia (Acartiura) tranteri f,COPEPOD,Acartia (Acartiura),tranteri,10
MAI20170626,Acartia (Acartiura) tranteri m,COPEPOD,Acartia (Acartiura),tranteri,3
MAI20170626,Clausocalanus pergens f,COPEPOD,Clausocalanus,pergens,11
MAI20170626,Clausocalanus spp. j,COPEPOD,Clausocalanus,spp.,1
MAI20170626,Mesocalanus tenuicornis m,COPEPOD,Mesocalanus,tenuicornis,1
YON20170426,Canthocalanus pauper f,COPEPOD,Canthocalanus,pauper,3
YON20170426,Euterpina acutifrons f,COPEPOD,Euterpina,acutifrons,3
MAI20170626,Pleuromamma spp. j,COPEPOD,Pleuromamma,spp.,2
KAI20161118,Mecynocera spp. j,COPEPOD,Mecynocera,spp.,1
KAI20161118,Nauplii calanoid,COPEPOD,(null),(null),34
KAI20161118,Paracalanus indicus f,COPEPOD,Paracalanus,indicus,10
KAI20161118,Bryozoan (Cyphonaute larvae),NON-COPEPOD,(null),(null),7
KAI20161118,Decapod larvae,NON-COPEPOD,(null),(null),2
KAI20161118,Mesosagitta minima,NON-COPEPOD,Mesosagitta,minima,3
PHB20161204,Oncaea spp. m <0.4mm,COPEPOD,Oncaea,spp.,2
PHB20161204,Pleuromamma piseki m,COPEPOD,Pleuromamma,piseki,1
PHB20161204,Aglaura hemistoma,NON-COPEPOD,Aglaura,hemistoma,1
PHB20161204,Leptothecata,NON-COPEPOD,(null),(null),1
NSI20170516,Clausocalanus jobei f (>1.2mm),COPEPOD,Clausocalanus,jobei,1
NSI20170516,Microsetella norvegica f,COPEPOD,Microsetella,norvegica,4
NSI20170516,Oncaea scottodicarloi f,COPEPOD,Oncaea,scottodicarloi,1
MAI20170626,Oncaea venusta typica f,COPEPOD,Oncaea,venusta typica,1
ROT20170407,Acartia spp. j,COPEPOD,Acartia,spp.,25
ROT20170407,Agetus typicus f,COPEPOD,Agetus,typicus,1
ROT20170407,Corycaeidae j,COPEPOD,(null),(null),1
ROT20170407,Dioithona rigida f,COPEPOD,Dioithona,rigida,41
ROT20170407,Euterpina acutifrons j,COPEPOD,Euterpina,acutifrons,8
ROT20170407,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Oncaea,spp.,4
ROT20170407,Bryozoan (Cyphonaute larvae),NON-COPEPOD,(null),(null),26
ROT20170407,Flaccisagitta enflata,NON-COPEPOD,Flaccisagitta,enflata,3
KAI20170518,Corycaeidae j,COPEPOD,(null),(null),3
KAI20170518,Nauplii harpacticoid,COPEPOD,(null),(null),2
KAI20170518,Chaetognatha,NON-COPEPOD,(null),(null),4
KAI20170518,Globigerinidae,NON-COPEPOD,(null),(null),1
KAI20170518,Limacina,NON-COPEPOD,Limacina,spp.,1
KAI20170518,Penilia avirostris f,NON-COPEPOD,Penilia,avirostris,4
KAI20170518,Penilia avirostris f gravid,NON-COPEPOD,Penilia,avirostris,2
ROT20161214,Microsetella spp. j,COPEPOD,Microsetella,spp.,3
ROT20161214,Nauplii poecilostomatoida / cyclopoid,COPEPOD,(null),(null),36
ROT20161214,Oithona plumifera f,COPEPOD,Oithona,plumifera,1
ROT20161214,Paracalanus spp. j,COPEPOD,Paracalanus,spp.,1
ROT20161214,Chaetognatha,NON-COPEPOD,(null),(null),3
ROT20161214,Evadne spinifera f,NON-COPEPOD,Evadne,spinifera,2
ROT20161214,Polychaete larvae,NON-COPEPOD,(null),(null),1
PHB20170419,Acartia (Acartiura) tranteri f,COPEPOD,Acartia (Acartiura),tranteri,2
PHB20170419,Calocalanus spp. f,COPEPOD,Calocalanus,spp.,1
PHB20170419,Lubbockia squillimana m,COPEPOD,Lubbockia,squillimana,1
PHB20170419,Macrosetella gracilis f,COPEPOD,Macrosetella,gracilis,1
PHB20170419,Microsetella spp. m,COPEPOD,Microsetella,spp.,2
PHB20170419,Nauplii poecilostomatoida / cyclopoid,COPEPOD,(null),(null),1
PHB20170419,Oithona brevicornis f,COPEPOD,Oithona,brevicornis,1
PHB20170419,Prosobranch,NON-COPEPOD,(null),(null),2
PHB20170205,Calocalanus spp. j,COPEPOD,Calocalanus,spp.,3
PHB20170205,Oithona spp. small m,COPEPOD,Oithona,spp.,7
PHB20170205,Oncaea spp. m <0.4mm,COPEPOD,Oncaea,spp.,8
PHB20170205,Paracalanus aculeatus f,COPEPOD,Paracalanus,aculeatus,1
PHB20170321,Canthocalanus pauper m,COPEPOD,Canthocalanus,pauper,1
PHB20170321,Oithona decipiens/similis f,COPEPOD,Oithona,decipiens/similis,11
PHB20170321,Oncaea spp. j,COPEPOD,Oncaea,spp.,7
PHB20170321,Paroithona spp. f,COPEPOD,Paroithona,spp.,6
PHB20170321,Triconia spp. f,COPEPOD,Triconia,spp.,1
PHB20170205,Doliolum nationalis,NON-COPEPOD,Doliolum,nationalis,1
PHB20170205,Limacina,NON-COPEPOD,Limacina,spp.,4
ROT20170120,Nauplii calanoid,COPEPOD,(null),(null),33
ROT20170120,Oithona decipiens/similis f,COPEPOD,Oithona,decipiens/similis,2
MAI20170412,Nauplii copepod,COPEPOD,(null),(null),1
MAI20170412,Cavoliniidae body,NON-COPEPOD,(null),(null),1
MAI20170412,Hyperiella spp.,NON-COPEPOD,Hyperiella,spp.,1
NSI20170829,Euterpina acutifrons f,COPEPOD,Euterpina,acutifrons,7
ROT20170120,Bivalve,NON-COPEPOD,(null),(null),12
ROT20170120,Globigerinidae,NON-COPEPOD,(null),(null),3
ROT20170120,Oikopleuridae,NON-COPEPOD,(null),(null),16
NSI20170829,Oithona nana f,COPEPOD,Oithona,nana,1
NSI20170829,Paracalanus aculeatus m,COPEPOD,Paracalanus,aculeatus,1
NSI20170829,Bivalve,NON-COPEPOD,(null),(null),20
DAR20170516,Eucalanidae j,COPEPOD,(null),(null),1
DAR20170516,Nauplii calanoid,COPEPOD,(null),(null),33
DAR20170516,Parvocalanus crassirostris m,COPEPOD,Parvocalanus,crassirostris,1
DAR20170516,Caridea zoea,NON-COPEPOD,(null),(null),1
DAR20170516,Ostracod,NON-COPEPOD,(null),(null),4
DAR20170516,Prosobranch,NON-COPEPOD,(null),(null),16
DAR20170516,Rotalia spp.,NON-COPEPOD,Rotalia,spp.,23
PHB20170517,Calocalanus pavo f,COPEPOD,Calocalanus,pavo,1
PHB20170517,Clausocalanus spp. m,COPEPOD,Clausocalanus,spp.,3
PHB20170517,Delibus nudus f,COPEPOD,Delibus,nudus,2
PHB20170517,Oithona simplex f,COPEPOD,Oithona,simplex,6
PHB20170517,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Oncaea,spp.,1
PHB20170517,Paracalanus aculeatus f,COPEPOD,Paracalanus,aculeatus,1
PHB20170517,Temora turbinata j,COPEPOD,Temora,turbinata,2
PHB20170517,Triconia spp. m,COPEPOD,Triconia,spp.,1
PHB20170517,Plastic blue strand,NON BIOLOGICAL,(null),(null),1
PHB20170517,Bivalve,NON-COPEPOD,(null),(null),2
PHB20170517,Flaccisagitta enflata,NON-COPEPOD,Flaccisagitta,enflata,2
PHB20170517,Paraclione spp.,NON-COPEPOD,Paraclione,spp.,1
PHB20170517,Penilia avirostris f,NON-COPEPOD,Penilia,avirostris,1
PHB20170517,Siphonophore / nectophore,NON-COPEPOD,(null),(null),1
ROT20170331,Microsetella rosea m,COPEPOD,Microsetella,rosea,2
ROT20170331,Corycaeus speciosus f,COPEPOD,Corycaeus,speciosus,1
ROT20170331,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Oncaea,spp.,2
ROT20170331,Parvocalanus crassirostris m,COPEPOD,Parvocalanus,crassirostris,1
ROT20170331,Oncaea spp. j,COPEPOD,Oncaea,spp.,3
ROT20170331,Triconia spp. m,COPEPOD,Triconia,spp.,1
KAI20170315,Microsetella norvegica f,COPEPOD,Microsetella,norvegica,6
KAI20170315,Microsetella rosea m,COPEPOD,Microsetella,rosea,1
KAI20170315,Oncaea spp. m <0.4mm,COPEPOD,Oncaea,spp.,2
KAI20170315,Oncaea spp. m >0.7mm,COPEPOD,Oncaea,spp.,4
KAI20170315,Cavoliniidae shell,NON-COPEPOD,(null),(null),3
KAI20170315,Chaetognatha,NON-COPEPOD,(null),(null),1
ROT20170331,Ctenophore,NON-COPEPOD,(null),(null),1
ROT20170331,Cyttarocylis ampulla f. cassis,NON-COPEPOD,Cyttarocylis,ampulla f. cassis,1
ROT20170331,Prosobranch,NON-COPEPOD,(null),(null),1
NSI20170717,Calocalanus spp. j,COPEPOD,Calocalanus,spp.,3
NSI20170717,Mecynocera spp. j,COPEPOD,Mecynocera,spp.,3
NSI20170717,Nauplii harpacticoid,COPEPOD,(null),(null),13
NSI20170717,Nauplii poecilostomatoida / cyclopoid,COPEPOD,(null),(null),42
NSI20170717,Oithona simplex f,COPEPOD,Oithona,simplex,1
ROT20170331,Radiozoa,NON-COPEPOD,(null),(null),1
NSI20170717,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Oncaea,spp.,2
NSI20170717,Paracalanus indicus m,COPEPOD,Paracalanus,indicus,1
NSI20170717,Brachyuran zoea,NON-COPEPOD,(null),(null),1
NSI20170717,Cavoliniidae shell,NON-COPEPOD,(null),(null),1
NSI20170717,Flaccisagitta enflata,NON-COPEPOD,Flaccisagitta,enflata,1
NSI20170717,Fritillaria pellucida,NON-COPEPOD,Fritillaria,pellucida,4
NSI20170717,Globigerinidae,NON-COPEPOD,(null),(null),1
NSI20170717,Xystonella treforti,NON-COPEPOD,Xystonella,treforti,1
ROT20170428,Mecynocera clausi f,COPEPOD,Mecynocera,clausi,1
ROT20170428,Paracalanus aculeatus f,COPEPOD,Paracalanus,aculeatus,1
NSI20171023,Calanoid j,COPEPOD,(null),(null),177
NSI20171023,Centropages spp. j,COPEPOD,Centropages,spp.,1
NSI20171023,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Oncaea,spp.,7
NSI20171023,Oikopleuridae,NON-COPEPOD,(null),(null),47
ROT20170428,Temora turbinata m,COPEPOD,Temora,turbinata,1
ROT20170428,Trochophore larvae,NON-COPEPOD,(null),(null),1
ROT20170428,Xystonellopsis heros,NON-COPEPOD,Xystonellopsis,heros,1
PHB20170821,Calanoid j,COPEPOD,(null),(null),47
PHB20170821,Clausocalanus furcatus f,COPEPOD,Clausocalanus,furcatus,2
PHB20170821,Oithona spp. j,COPEPOD,Oithona,spp.,42
MAI20170601,Paracalanus indicus m,COPEPOD,Paracalanus,indicus,2
MAI20170601,Pleuromamma gracilis f,COPEPOD,Pleuromamma,gracilis,2
MAI20170601,Bryozoan (Cyphonaute larvae),NON-COPEPOD,(null),(null),2
PHB20170821,Paracalanus indicus f,COPEPOD,Paracalanus,indicus,4
PHB20170821,Temora spp. j,COPEPOD,Temora,spp.,1
PHB20170821,Doliolum spp.,NON-COPEPOD,Doliolum,spp.,4
PHB20170821,Facetotecta nauplii,NON-COPEPOD,(null),(null),1
ROT20170802,Calocalanus spp. f,COPEPOD,Calocalanus,spp.,3
ROT20170802,Canthocalanus pauper m,COPEPOD,Canthocalanus,pauper,1
ROT20170802,Clausocalanus arcuicornis f,COPEPOD,Clausocalanus,arcuicornis,1
ROT20170802,Clausocalanus spp. m,COPEPOD,Clausocalanus,spp.,1
ROT20170802,Ditrichocorycaeus dahli f,COPEPOD,Ditrichocorycaeus,dahli,1
ROT20170802,Ditrichocorycaeus dahli m,COPEPOD,Ditrichocorycaeus,dahli,1
ROT20170802,Euterpina acutifrons j,COPEPOD,Euterpina,acutifrons,12
ROT20170802,Oithona nana f,COPEPOD,Oithona,nana,2
ROT20170802,Oithona plumifera f,COPEPOD,Oithona,plumifera,1
KAI20171129,Microsetella norvegica m,COPEPOD,Microsetella,norvegica,8
KAI20171129,Microsetella spp. j,COPEPOD,Microsetella,spp.,9
KAI20171129,Oithona spp. j,COPEPOD,Oithona,spp.,128
KAI20171129,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Oncaea,spp.,13
KAI20171129,Temora turbinata f,COPEPOD,Temora,turbinata,3
KAI20171129,Temora turbinata m,COPEPOD,Temora,turbinata,2
MAI20171015,Anomuran zoea,NON-COPEPOD,(null),(null),1
NSI20180123,Acrocalanus gracilis f,COPEPOD,Acrocalanus,gracilis,2
KAI20171129,Chaetognatha,NON-COPEPOD,(null),(null),14
KAI20171129,Limacina,NON-COPEPOD,Limacina,spp.,1
KAI20171129,Siphonophore / nectophore,NON-COPEPOD,(null),(null),1
NSI20180123,Corycaeidae j,COPEPOD,(null),(null),5
KAI20171129,Xystonellopsis pulchra ,NON-COPEPOD,Xystonellopsis,pulchra,1
NSI20180123,Harpacticoid j,COPEPOD,(null),(null),1
NSI20180123,Microsetella rosea m,COPEPOD,Microsetella,rosea,7
NSI20180123,Nauplii poecilostomatoida / cyclopoid,COPEPOD,(null),(null),57
NSI20180123,Oithona simplex f,COPEPOD,Oithona,simplex,1
NSI20180123,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Oncaea,spp.,2
NSI20180123,Temora turbinata f,COPEPOD,Temora,turbinata,2
NSI20180123,Bivalve,NON-COPEPOD,(null),(null),3
MAI20170801,Calanoid j,COPEPOD,(null),(null),45
MAI20170801,Oithona spp. j,COPEPOD,Oithona,spp.,17
MAI20170801,Calanus australis f,COPEPOD,Calanus,australis,1
MAI20170801,Oncaea venusta complex m,COPEPOD,Oncaea,venusta complex,1
MAI20170801,Eudoxoides spiralis,NON-COPEPOD,Eudoxoides,spiralis,1
ROT20170523,Acartia (Acanthacartia) fossae m,COPEPOD,Acartia (Acanthacartia),fossae,1
ROT20170523,Acartia spp. j,COPEPOD,Acartia,spp.,6
ROT20170523,Calocalanus pavo f,COPEPOD,Calocalanus,pavo,1
ROT20170523,Calocalanus spp. j,COPEPOD,Calocalanus,spp.,2
MAI20170801,Unid invert larvae,NON-COPEPOD,(null),(null),1
ROT20170523,Paracalanus aculeatus f,COPEPOD,Paracalanus,aculeatus,2
ROT20170523,Paroithona spp. f,COPEPOD,Paroithona,spp.,1
ROT20170626,Calocalanus pavo f,COPEPOD,Calocalanus,pavo,1
DAR20170715_0630,Bestiolina similis m,COPEPOD,Bestiolina,similis,1
DAR20170715_0630,Oithona attenuata stocky f,COPEPOD,Oithona,attenuata stocky,12
DAR20170715_0630,Temora turbinata f,COPEPOD,Temora,turbinata,1
DAR20170715_0630,Chaetognatha,NON-COPEPOD,(null),(null),4
DAR20170715_0630,Ostracod,NON-COPEPOD,(null),(null),12
DAR20170715_0630,Prosobranch,NON-COPEPOD,(null),(null),16
ROT20170626,Mecynocera clausi f,COPEPOD,Mecynocera,clausi,1
ROT20170626,Microsetella spp. j,COPEPOD,Microsetella,spp.,2
ROT20170626,Nauplii poecilostomatoida / cyclopoid,COPEPOD,(null),(null),30
ROT20170626,Oithona tenuis f,COPEPOD,Oithona,tenuis,1
ROT20170626,Oncaea spp. j,COPEPOD,Oncaea,spp.,9
YON20170528,Nauplii harpacticoid,COPEPOD,(null),(null),1
YON20170528,Bivalve,NON-COPEPOD,(null),(null),7
YON20170528,Chaetognatha,NON-COPEPOD,(null),(null),6
NSI20171116,Acrocalanus gracilis f,COPEPOD,Acrocalanus,gracilis,2
NSI20171116,Clausocalanus spp. j,COPEPOD,Clausocalanus,spp.,1
ROT20170626,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Oncaea,spp.,4
ROT20170626,Barnacle cyprid,NON-COPEPOD,(null),(null),1
ROT20170626,Caridea megalopa larvae,NON-COPEPOD,(null),(null),1
ROT20170626,Euconchoecia spp.,NON-COPEPOD,Euconchoecia,spp.,4
ROT20170626,Sipunculid worm larvae,NON-COPEPOD,(null),(null),1
NSI20171116,Chaetognatha,NON-COPEPOD,(null),(null),3
NSI20171116,Doliolum nationalis,NON-COPEPOD,Doliolum,nationalis,3
NSI20171116,Fritillaria pellucida,NON-COPEPOD,Fritillaria,pellucida,6
NSI20171116,Oikopleuridae,NON-COPEPOD,(null),(null),8
MAI20180315,Clausocalanus furcatus f,COPEPOD,Clausocalanus,furcatus,30
MAI20180315,Farranula rostrata f,COPEPOD,Farranula,rostrata,3
MAI20180301,Clausocalanus spp. m,COPEPOD,Clausocalanus,spp.,1
MAI20180301,Mecynocera spp. j,COPEPOD,Mecynocera,spp.,1
MAI20180301,Nauplii calanoid,COPEPOD,(null),(null),19
MAI20180301,Oithona atlantica f,COPEPOD,Oithona,atlantica,9
MAI20171217,Calanoid j,COPEPOD,(null),(null),49
MAI20171217,Calanus australis CV,COPEPOD,Calanus,australis,3
MAI20171217,Ctenocalanus vanus f,COPEPOD,Ctenocalanus,vanus,7
MAI20171217,Microsetella rosea f,COPEPOD,Microsetella,rosea,8
MAI20171217,Oncaea venusta complex m,COPEPOD,Oncaea,venusta complex,3
MAI20171217,Oncaea venusta typica f,COPEPOD,Oncaea,venusta typica,3
MAI20171217,Euphausiid furcilia larvae,NON-COPEPOD,(null),(null),4
MAI20171217,Thysanoessa gregaria adult,NON-COPEPOD,Thysanoessa,gregaria,1
MAI20180301,Axiidea zoea,NON-COPEPOD,(null),(null),2
YON20171130,Parvocalanus crassirostris f,COPEPOD,Parvocalanus,crassirostris,11
ROT20171123,Acartia (Acanthacartia) tonsa m,COPEPOD,Acartia (Acanthacartia),tonsa,1
MAI20180301,Mysid,NON-COPEPOD,(null),(null),1
MAI20180301,Podon intermedius f,NON-COPEPOD,Podon,intermedius,9
MAI20180301,Podon intermedius f gravid,NON-COPEPOD,Podon,intermedius,19
MAI20180301,Prosobranch,NON-COPEPOD,(null),(null),15
ROT20171123,Calanoid j,COPEPOD,(null),(null),77
ROT20171123,Clausocalanus spp. m,COPEPOD,Clausocalanus,spp.,4
ROT20171123,Oithona longispina f,COPEPOD,Oithona,longispina,1
ROT20171123,Bryozoan (Cyphonaute larvae),NON-COPEPOD,(null),(null),1
ROT20171123,Polychaete larvae,NON-COPEPOD,(null),(null),5
MAI20180315,Oncaea spp. j,COPEPOD,Oncaea,spp.,12
MAI20180315,Clytia spp.,NON-COPEPOD,Clytia,spp.,5
MAI20180315,Globigerinidae,NON-COPEPOD,(null),(null),1
PHB20171211,Clausocalanus jobei f (>1.2mm),COPEPOD,Clausocalanus,jobei,1
PHB20171211,Microsetella spp. j,COPEPOD,Microsetella,spp.,3
PHB20171211,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Oncaea,spp.,3
PHB20171211,Temora turbinata f,COPEPOD,Temora,turbinata,1
PHB20171211,Limacina,NON-COPEPOD,Limacina,spp.,2
NSI20170927,Euterpina acutifrons m,COPEPOD,Euterpina,acutifrons,1
NSI20170927,Microsetella norvegica f,COPEPOD,Microsetella,norvegica,8
YON20171025,Euterpina acutifrons m,COPEPOD,Euterpina,acutifrons,1
YON20171025,Microsetella rosea m,COPEPOD,Microsetella,rosea,2
YON20171025,Oithona attenuata typical f,COPEPOD,Oithona,attenuata typical,2
YON20171025,Oithona nana f,COPEPOD,Oithona,nana,14
YON20171025,Oithona simplex f,COPEPOD,Oithona,simplex,5
YON20171025,Plastic red strand,NON BIOLOGICAL,(null),(null),1
YON20171025,Oikopleuridae,NON-COPEPOD,(null),(null),13
NSI20161019,Nauplii calanoid,COPEPOD,(null),(null),61
NSI20161019,Paracalanus indicus m,COPEPOD,Paracalanus,indicus,2
NSI20161019,Paroithona spp. f,COPEPOD,Paroithona,spp.,1
NSI20161019,Temora spp. j,COPEPOD,Temora,spp.,4
NSI20161019,Cavoliniidae shell,NON-COPEPOD,(null),(null),69
NSI20161019,Limacina,NON-COPEPOD,Limacina,spp.,6
NSI20161019,Xystonellopsis heros,NON-COPEPOD,Xystonellopsis,heros,1
KAI20170908,Calocalanus pavo f,COPEPOD,Calocalanus,pavo,3
KAI20170908,Clausocalanus parapergens f,COPEPOD,Clausocalanus,parapergens,1
KAI20170908,Ditrichocorycaeus lubbocki f,COPEPOD,Ditrichocorycaeus,lubbocki,9
KAI20170908,Microsetella spp. j,COPEPOD,Microsetella,spp.,2
KAI20170908,Oithona attenuata stocky f,COPEPOD,Oithona,attenuata stocky,18
KAI20170908,Oithona spp. j,COPEPOD,Oithona,spp.,96
KAI20170908,Oncaea spp. j,COPEPOD,Oncaea,spp.,9
KAI20170908,Pseudevadne tergestina m,NON-COPEPOD,Pseudevadne,tergestina,1
DAR20170203_0630,Bestiolina similis f,COPEPOD,Bestiolina,similis,2
DAR20170203_0630,Candacia spp. j,COPEPOD,Candacia,spp.,1
DAR20170203_0630,Ditrichocorycaeus dahli m,COPEPOD,Ditrichocorycaeus,dahli,1
DAR20170203_0630,Euterpina acutifrons m,COPEPOD,Euterpina,acutifrons,3
DAR20170203_0630,Microsetella norvegica f,COPEPOD,Microsetella,norvegica,4
DAR20170203_0630,Plastic red strand,NON BIOLOGICAL,(null),(null),1
PHB20170716,Calocalanus spp. f,COPEPOD,Calocalanus,spp.,1
PHB20170716,Clausocalanus spp. m,COPEPOD,Clausocalanus,spp.,2
PHB20170716,Ctenocalanus vanus f,COPEPOD,Ctenocalanus,vanus,2
PHB20170716,Microsetella rosea f,COPEPOD,Microsetella,rosea,7
PHB20170716,Oncaea spp. j,COPEPOD,Oncaea,spp.,6
PHB20170716,Oncaea zernovi complex f,COPEPOD,Oncaea,zernovi complex,5
PHB20170716,Triconia spp. m,COPEPOD,Triconia,spp.,1
PHB20170716,Barnacle cyprid,NON-COPEPOD,(null),(null),1
PHB20170716,Creseis spp.,NON-COPEPOD,Creseis,spp.,1
DAR20170203_0630,Leptothecata,NON-COPEPOD,(null),(null),1
PHB20170716,Gastropod,NON-COPEPOD,(null),(null),1
PHB20170716,Pluteus larva,NON-COPEPOD,(null),(null),1
DAR20161107,Nauplii calanoid,COPEPOD,(null),(null),31
DAR20161107,Siphonophore diphyidae,NON-COPEPOD,(null),(null),1
NSI20170927,Calanoid j,COPEPOD,(null),(null),29
PHB20170921,Clausocalanus furcatus f,COPEPOD,Clausocalanus,furcatus,1
YON20171130,Acartia (Odontacartia) pacifica f,COPEPOD,Acartia (Odontacartia),pacifica,1
YON20171130,Calanoid j,COPEPOD,(null),(null),83
YON20171130,Macrosetella gracilis m,COPEPOD,Macrosetella,gracilis,1
YON20171130,Microsetella rosea f,COPEPOD,Microsetella,rosea,1
YON20171130,Paracalanus spp. i,COPEPOD,Paracalanus,spp.,1
YON20171130,Oikopleuridae,NON-COPEPOD,(null),(null),18
NSI20170627,Clausocalanus spp. m,COPEPOD,Clausocalanus,spp.,1
NSI20170927,Microsetella spp. j,COPEPOD,Microsetella,spp.,2
NSI20170927,Nauplii calanoid,COPEPOD,(null),(null),40
NSI20170927,Paracalanus spp. j,COPEPOD,Paracalanus,spp.,2
NSI20170927,Chaetognatha,NON-COPEPOD,(null),(null),2
NSI20170927,Fritillariidae,NON-COPEPOD,(null),(null),2
NSI20170927,Ophiopluteus,NON-COPEPOD,(null),(null),1
NSI20170927,Penilia avirostris f,NON-COPEPOD,Penilia,avirostris,8
NSI20170927,Sergestid protozoea,NON-COPEPOD,(null),(null),1
NSI20170627,Nauplii calanoid,COPEPOD,(null),(null),29
NSI20170627,Nauplii poecilostomatoida / cyclopoid,COPEPOD,(null),(null),40
NSI20170627,Oncaea zernovi complex f,COPEPOD,Oncaea,zernovi complex,1
NSI20170627,Paroithona spp. f,COPEPOD,Paroithona,spp.,1
NSI20170627,Parvocalanus crassirostris f,COPEPOD,Parvocalanus,crassirostris,2
YON20171130,Ostracod,NON-COPEPOD,(null),(null),12
PHB20170921,Nauplii harpacticoid,COPEPOD,(null),(null),2
PHB20170921,Oithona atlantica f,COPEPOD,Oithona,atlantica,1
PHB20170921,Oithona decipiens/similis f,COPEPOD,Oithona,decipiens/similis,21
PHB20171024,Candacia bipinnata m,COPEPOD,Candacia,bipinnata,1
PHB20170921,Noctiluca scintillans,NOCTILUCA,Noctiluca,scintillans,138
PHB20170921,Barnacle cyprid,NON-COPEPOD,(null),(null),2
PHB20170921,Cyttarocylis ampulla f. cassis,NON-COPEPOD,Cyttarocylis,ampulla f. cassis,1
PHB20170921,Oikopleura (Coecaria) longicauda,NON-COPEPOD,Oikopleura (Coecaria),longicauda,13
PHB20170921,Podon intermedius f,NON-COPEPOD,Podon,intermedius,1
ROT20161114,Clausocalanus spp. m,COPEPOD,Clausocalanus,spp.,3
ROT20161114,Microsetella spp. j,COPEPOD,Microsetella,spp.,1
ROT20161114,Oithona simplex f,COPEPOD,Oithona,simplex,5
ROT20161114,Oithona spp. small m,COPEPOD,Oithona,spp.,5
YON20161108,Corycaeus speciosus f,COPEPOD,Corycaeus,speciosus,2
YON20161108,Euterpina acutifrons f,COPEPOD,Euterpina,acutifrons,5
YON20161108,Microsetella norvegica f,COPEPOD,Microsetella,norvegica,2
YON20161108,Temora spp. j,COPEPOD,Temora,spp.,3
ROT20161114,Temora spp. j,COPEPOD,Temora,spp.,1
NSI20171023,Canthocalanus pauper f,COPEPOD,Canthocalanus,pauper,1
YON20170426,Oncaea spp. j,COPEPOD,Oncaea,spp.,3
YON20170426,Bivalve,NON-COPEPOD,(null),(null),5
ROT20161114,Plastic blue strand,NON BIOLOGICAL,(null),(null),1
ROT20161114,Decapod larvae,NON-COPEPOD,(null),(null),2
ROT20161114,Globigerinidae,NON-COPEPOD,(null),(null),1
ROT20161114,Polychaete larvae,NON-COPEPOD,(null),(null),2
YON20170426,Fritillariidae,NON-COPEPOD,(null),(null),34
YON20170426,Prosobranch,NON-COPEPOD,(null),(null),5
ROT20171103,Nauplii calanoid,COPEPOD,(null),(null),29
ROT20171103,Oithona nana f,COPEPOD,Oithona,nana,1
YON20170705,Acartia spp. j,COPEPOD,Acartia,spp.,1
YON20170705,Ditrichocorycaeus asiaticus f,COPEPOD,Ditrichocorycaeus,asiaticus,2
YON20170705,Euchaeta concinna f,COPEPOD,Euchaeta,concinna,3
YON20170705,Euchaeta spp. j,COPEPOD,Euchaeta,spp.,6
YON20170705,Oithona nana f,COPEPOD,Oithona,nana,13
YON20170705,Oncaea spp. j,COPEPOD,Oncaea,spp.,4
ROT20171103,Oithona spp. f,COPEPOD,Oithona,spp.,1
YON20170816,Microsetella spp. j,COPEPOD,Microsetella,spp.,1
YON20170816,Oithona nana f,COPEPOD,Oithona,nana,7
YON20170816,Oithona spp. j,COPEPOD,Oithona,spp.,129
YON20170816,Euconchoecia aculeata,NON-COPEPOD,Euconchoecia,aculeata,1
YON20170816,Fritillaria haplostoma,NON-COPEPOD,Fritillaria,haplostoma,14
YON20170816,Medusa,NON-COPEPOD,(null),(null),1
ROT20170914,Clausocalanus furcatus f,COPEPOD,Clausocalanus,furcatus,1
ROT20170914,Oithona nana f,COPEPOD,Oithona,nana,5
ROT20170914,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Oncaea,spp.,6
ROT20170914,Bivalve,NON-COPEPOD,(null),(null),2
MAI20170323,Acartia (Acartiura) tranteri f,COPEPOD,Acartia (Acartiura),tranteri,2
MAI20170323,Acartia spp. j,COPEPOD,Acartia,spp.,5
MAI20170323,Clausocalanus spp. m,COPEPOD,Clausocalanus,spp.,5
