NRS_CODE,STATION_NAME,Y_COORD,X_COORD,TRIP_START_DATETIME_LOCAL,STATION_DEPTH,SAMPLEDEPTH_M
NSI20100711,North Stradbroke,-27.345,153.562,2010-07-12 08:45:00,60,0
NSI20100711,North Stradbroke,-27.345,153.562,2010-07-12 08:45:00,60,10
ROT20111221,Rottnest Island,-32,115.41667,2011-12-21 15:45:00,50,20
ROT20111221,Rottnest Island,-32,115.41667,2011-12-21 15:45:00,50,40
ROT20110826,Rottnest Island,-32,115.41667,2011-08-26 09:43:00,50,40
NSI20120213,North Stradbroke,-27.345,153.562,2012-02-14 08:00:00,60,0
NSI20120213,North Stradbroke,-27.345,153.562,2012-02-14 08:00:00,60,57
ROT20110527,Rottnest Island,-32,115.41667,2011-05-27 09:35:00,50,40
ROT20110324,Rottnest Island,-32,115.41667,2011-03-24 09:35:00,50,46
KAI20090601,Kangaroo Island,-35.83217,136.44733,2009-06-02 08:00:00,110,20
KAI20090601,Kangaroo Island,-35.83217,136.44733,2009-06-02 08:00:00,110,75
KAI20090601,Kangaroo Island,-35.83217,136.44733,2009-06-02 08:00:00,110,105
NSI20091101,North Stradbroke,-27.345,153.562,2009-11-02 09:02:00,60,30
KAI20100112,Kangaroo Island,-35.83217,136.44733,2010-01-13 07:00:00,110,0
KAI20100112,Kangaroo Island,-35.83217,136.44733,2010-01-13 07:00:00,110,10
PHB20100908,Port Hacking,-34.11923,151.22667,2010-09-09 09:30:00,100,40
ROT20101215,Rottnest Island,-32,115.41667,2010-12-15 10:20:00,50,20
ROT20101215,Rottnest Island,-32,115.41667,2010-12-15 10:20:00,50,48
ESP20111130,Esperance,-33.93333,121.85,2011-11-30 14:38:00,50,0
ESP20111130,Esperance,-33.93333,121.85,2011-11-30 14:38:00,50,40
NSI20110816,North Stradbroke,-27.345,153.562,2011-08-16 10:00:00,60,30
NSI20110623,North Stradbroke,-27.345,153.562,2011-06-23 10:25:00,60,0
NSI20110623,North Stradbroke,-27.345,153.562,2011-06-23 10:25:00,60,57
ESP20090917,Esperance,-33.93333,121.85,2009-09-17 09:40:00,50,20
NSI20091021,North Stradbroke,-27.345,153.562,2009-10-22 09:20:00,60,0
YON20100224,Yongala,-19.30847,147.61842,2010-02-24 10:58:00,28.9,10
PHB20100609,Port Hacking,-34.11923,151.22667,2010-06-09 10:53:00,100,100
YON20110616,Yongala,-19.30847,147.61842,2011-06-16 11:25:00,28.9,20
ROT20110725,Rottnest Island,-32,115.41667,2011-07-25 10:20:00,50,40
MAI20111026,Maria Island,-42.59667,148.23333,2011-10-26 11:00:00,86,50
PHB20090924,Port Hacking,-34.11923,151.22667,2009-09-25 08:45:00,100,0
PHB20090924,Port Hacking,-34.11923,151.22667,2009-09-25 08:45:00,100,20
PHB20090924,Port Hacking,-34.11923,151.22667,2009-09-25 08:45:00,100,75
NSI20100322,North Stradbroke,-27.345,153.562,2010-03-23 09:15:00,60,20
DAR20120114_21:30,Darwin,-12.4,130.76805,2012-01-15 07:00:00,25,20
MAI20120524,Maria Island,-42.59667,148.23333,2012-05-24 11:30:00,86,40
KAI20100419,Kangaroo Island,-35.83217,136.44733,2010-04-20 07:00:00,110,60
KAI20110319,Kangaroo Island,-35.83217,136.44733,2011-03-20 09:40:00,110,20
ROT20110923,Rottnest Island,-32,115.41667,2011-09-23 09:40:00,50,30
ROT20120130,Rottnest Island,-32,115.41667,2012-01-30 11:09:00,50,40
PHB20100218,Port Hacking,-34.11923,151.22667,2010-02-19 09:05:00,100,10
PHB20100218,Port Hacking,-34.11923,151.22667,2010-02-19 09:05:00,100,30
PHB20100218,Port Hacking,-34.11923,151.22667,2010-02-19 09:05:00,100,50
PHB20120311,Port Hacking,-34.11923,151.22667,2012-03-12 09:00:00,100,0
PHB20120311,Port Hacking,-34.11923,151.22667,2012-03-12 09:00:00,100,10
NSI20111013,North Stradbroke,-27.345,153.562,2011-10-13 10:30:00,60,20
PHB20090714,Port Hacking,-34.11923,151.22667,2009-07-15 09:15:00,100,25
PHB20090714,Port Hacking,-34.11923,151.22667,2009-07-15 09:15:00,100,30
MAI20100615,Maria Island,-42.59667,148.23333,2010-06-15 11:10:00,86,40
ESP20100629,Esperance,-33.93333,121.85,2010-06-29 10:05:00,50,10
ESP20110120,Esperance,-33.93333,121.85,2011-01-20 08:50:00,50,30
NIN20111107,Ningaloo,-21.99,113.779,2011-11-07 10:00:00,30,10
DAR20120115_03:35,Darwin,-12.4,130.76805,2012-01-15 13:05:00,25,20
ESP20120229,Esperance,-33.93333,121.85,2012-02-29 10:00:00,50,30
ESP20120229,Esperance,-33.93333,121.85,2012-02-29 10:00:00,50,40
ESP20120229,Esperance,-33.93333,121.85,2012-02-29 10:00:00,50,50
PHB20090318,Port Hacking,-34.11923,151.22667,2009-03-19 09:39:00,100,50
MAI20100330,Maria Island,-42.59667,148.23333,2010-03-30 11:40:00,86,20
KAI20101120,Kangaroo Island,-35.83217,136.44733,2010-11-21 05:00:00,110,90
PHB20101213,Port Hacking,-34.11923,151.22667,2010-12-14 09:30:00,100,100
NSI20120213,North Stradbroke,-27.345,153.562,2012-02-14 08:00:00,60,40
MAI20120326,Maria Island,-42.59667,148.23333,2012-03-27 10:40:00,86,20
MAI20120326,Maria Island,-42.59667,148.23333,2012-03-27 10:40:00,86,40
ROT20110527,Rottnest Island,-32,115.41667,2011-05-27 09:35:00,50,10
ROT20110324,Rottnest Island,-32,115.41667,2011-03-24 09:35:00,50,10
PHB20091018,Port Hacking,-34.11923,151.22667,2009-10-19 09:55:00,100,50
NSI20091101,North Stradbroke,-27.345,153.562,2009-11-02 09:02:00,60,20
NSI20091101,North Stradbroke,-27.345,153.562,2009-11-02 09:02:00,60,40
KAI20100112,Kangaroo Island,-35.83217,136.44733,2010-01-13 07:00:00,110,20
KAI20100112,Kangaroo Island,-35.83217,136.44733,2010-01-13 07:00:00,110,60
PHB20100908,Port Hacking,-34.11923,151.22667,2010-09-09 09:30:00,100,10
NSI20111116,North Stradbroke,-27.345,153.562,2011-11-16 10:00:00,60,20
MAI20111214,Maria Island,-42.59667,148.23333,2011-12-15 10:35:00,86,40
MAI20111214,Maria Island,-42.59667,148.23333,2011-12-15 10:35:00,86,60
ROT20110725,Rottnest Island,-32,115.41667,2011-07-25 10:20:00,50,10
MAI20100505,Maria Island,-42.59667,148.23333,2010-05-05 11:30:00,86,30
MAI20120119,Maria Island,-42.59667,148.23333,2012-01-19 12:00:00,86,30
YON20110217,Yongala,-19.30847,147.61842,2011-02-17 11:30:00,28.9,10
MAI20110223,Maria Island,-42.59667,148.23333,2011-02-23 11:15:00,86,10
MAI20110223,Maria Island,-42.59667,148.23333,2011-02-23 11:15:00,86,50
NSI20101215,North Stradbroke,-27.345,153.562,2010-12-16 08:30:00,60,0
NSI20101215,North Stradbroke,-27.345,153.562,2010-12-16 08:30:00,60,30
NSI20101215,North Stradbroke,-27.345,153.562,2010-12-16 08:30:00,60,57
KAI20110427,Kangaroo Island,-35.83217,136.44733,2011-04-28 07:35:00,110,WC
PHB20090422,Port Hacking,-34.11923,151.22667,2009-04-23 09:38:00,100,WC
PHB20100316,Port Hacking,-34.11923,151.22667,2010-03-17 09:05:00,100,WC
KAI20110319,Kangaroo Island,-35.83217,136.44733,2011-03-20 09:40:00,110,WC
ROT20120221,Rottnest Island,-32,115.41667,2012-02-21 09:40:00,50,WC
KAI20120415,Kangaroo Island,-35.83217,136.44733,2012-04-15 10:42:00,110,WC
PHB20120311,Port Hacking,-34.11923,151.22667,2012-03-12 09:00:00,100,WC
MAI20111005,Maria Island,-42.59667,148.23333,2011-10-05 12:24:00,86,WC
NSI20091015,North Stradbroke,-27.345,153.562,2009-10-15 10:10:00,60,WC
NSI20100618,North Stradbroke,-27.345,153.562,2010-06-18 12:30:00,60,WC
NSI20111220,North Stradbroke,-27.345,153.562,2011-12-21 09:15:00,60,WC
NSI20110412,North Stradbroke,-27.345,153.562,2011-04-13 09:25:00,60,WC
PHB20091011,Port Hacking,-34.11923,151.22667,2009-10-12 09:28:00,100,WC
KAI20101120,Kangaroo Island,-35.83217,136.44733,2010-11-21 05:00:00,110,WC
ROT20111221,Rottnest Island,-32,115.41667,2011-12-21 15:45:00,50,WC
ROT20110324,Rottnest Island,-32,115.41667,2011-03-24 09:35:00,50,WC
NSI20100121,North Stradbroke,-27.345,153.562,2010-01-22 09:50:00,60,WC
ESP20111130,Esperance,-33.93333,121.85,2011-11-30 14:38:00,50,WC
ESP20090917,Esperance,-33.93333,121.85,2009-09-17 09:40:00,50,WC
ROT20091026,Rottnest Island,-32,115.41667,2009-10-26 09:53:00,50,WC
YON20100224,Yongala,-19.30847,147.61842,2010-02-24 10:58:00,28.9,WC
PHB20100609,Port Hacking,-34.11923,151.22667,2010-06-09 10:53:00,100,WC
YON20110323,Yongala,-19.30847,147.61842,2011-03-23 10:49:00,28.9,WC
KAI20081019,Kangaroo Island,-35.83217,136.44733,2008-10-19 11:15:00,110,105
KAI20081110,Kangaroo Island,-35.83217,136.44733,2008-11-11 07:00:00,110,0
KAI20081110,Kangaroo Island,-35.83217,136.44733,2008-11-11 07:00:00,110,30
DAR20120115_05:40,Darwin,-12.4,130.76805,2012-01-15 15:10:00,25,0
NSI20080929,North Stradbroke,-27.345,153.562,2008-09-29 10:30:00,60,WC
KAI20091215,Kangaroo Island,-35.83217,136.44733,2009-12-16 07:15:00,110,WC
PHB20100817,Port Hacking,-34.11923,151.22667,2010-08-18 09:30:00,100,WC
MAI20101001,Maria Island,-42.59667,148.23333,2010-10-01 12:40:00,86,WC
KAI20110123,Kangaroo Island,-35.83217,136.44733,2011-01-24 07:40:00,110,WC
MAI20110407,Maria Island,-42.59667,148.23333,2011-04-07 10:30:00,86,WC
DAR20120729_22:30,Darwin,-12.4,130.76805,2012-07-30 08:00:00,25,WC
NSI20120229,North Stradbroke,-27.345,153.562,2012-03-01 09:45:00,60,WC
NSI20120511,North Stradbroke,-27.345,153.562,2012-05-11 10:05:00,60,WC
NSI20121017,North Stradbroke,-27.345,153.562,2012-10-17 10:20:00,60,WC
ROT20120824,Rottnest Island,-32,115.41667,2012-08-24 11:06:00,50,WC
ESP20120612,Esperance,-33.93333,121.85,2012-06-12 09:24:00,50,WC
MAI20121002,Maria Island,-42.59667,148.23333,2012-10-02 10:15:00,86,WC
NSI20130111,North Stradbroke,-27.345,153.562,2013-01-11 10:40:00,60,WC
ROT20121126,Rottnest Island,-32,115.41667,2012-11-26 11:02:00,50,WC
ROT20130125,Rottnest Island,-32,115.41667,2013-01-25 10:10:00,50,WC
MAI20130129,Maria Island,-42.59667,148.23333,2013-01-30 10:33:00,86,WC
NSI20130326,North Stradbroke,-27.345,153.562,2013-03-26 11:10:00,60,WC
PHB20121218,Port Hacking,-34.11923,151.22667,2012-12-19 09:31:00,100,WC
ROT20120329,Rottnest Island,-32,115.41667,2012-03-29 10:03:00,50,20
ROT20121019,Rottnest Island,-32,115.41667,2012-10-19 09:54:00,50,0
PHB20130422,Port Hacking,-34.11923,151.22667,2013-04-23 09:32:00,100,30
PHB20130422,Port Hacking,-34.11923,151.22667,2013-04-23 09:32:00,100,60
PHB20130514,Port Hacking,-34.11923,151.22667,2013-05-15 09:40:00,100,75
NIN20130509,Ningaloo,-21.99,113.779,2013-05-09 10:20:00,30,30
ROT20130221,Rottnest Island,-32,115.41667,2013-02-21 12:55:00,50,30
ROT20130321,Rottnest Island,-32,115.41667,2013-03-21 11:34:00,50,0
ROT20121219,Rottnest Island,-32,115.41667,2012-12-19 11:48:00,50,46
NSI20131212,North Stradbroke,-27.345,153.562,2013-12-12 10:20:00,60,40
ROT20140919,Rottnest Island,-32,115.41667,2014-09-19 12:57:00,50,20
MAI20130924,Maria Island,-42.59667,148.23333,2013-09-24 11:40:00,86,40
MAI20130821,Maria Island,-42.59667,148.23333,2013-08-21 11:21:00,86,50
PHB20131020,Port Hacking,-34.11923,151.22667,2013-10-21 09:36:00,100,30
PHB20131020,Port Hacking,-34.11923,151.22667,2013-10-21 09:36:00,100,40
PHB20131027,Port Hacking,-34.11923,151.22667,2013-10-28 10:17:00,100,10
PHB20131027,Port Hacking,-34.11923,151.22667,2013-10-28 10:17:00,100,40
PHB20131027,Port Hacking,-34.11923,151.22667,2013-10-28 10:17:00,100,50
PHB20130915,Port Hacking,-34.11923,151.22667,2013-09-16 08:15:00,100,0
PHB20130915,Port Hacking,-34.11923,151.22667,2013-09-16 08:15:00,100,60
YON20130515,Yongala,-19.30847,147.61842,2013-05-15 10:30:00,28.9,10
YON20130515,Yongala,-19.30847,147.61842,2013-05-15 10:30:00,28.9,26
KAI20130423,Kangaroo Island,-35.83217,136.44733,2013-04-23 13:16:00,110,0
KAI20130423,Kangaroo Island,-35.83217,136.44733,2013-04-23 13:16:00,110,10
PHB20130611,Port Hacking,-34.11923,151.22667,2013-06-12 09:55:00,100,50
PHB20130826,Port Hacking,-34.11923,151.22667,2013-08-27 09:30:00,100,60
MAI20130528,Maria Island,-42.59667,148.23333,2013-05-28 10:56:00,86,30
MAI20130528,Maria Island,-42.59667,148.23333,2013-05-28 10:56:00,86,82
PHB20120628,Port Hacking,-34.11923,151.22667,2012-06-28 10:00:00,100,WC
MAI20130528,Maria Island,-42.59667,148.23333,2013-05-28 10:56:00,86,WC
PHB20130611,Port Hacking,-34.11923,151.22667,2013-06-12 09:55:00,100,WC
PHB20130915,Port Hacking,-34.11923,151.22667,2013-09-16 08:15:00,100,WC
PHB20130514,Port Hacking,-34.11923,151.22667,2013-05-15 09:40:00,100,WC
ESP20130725,Esperance,-33.93333,121.85,2013-07-25 09:57:00,50,WC
MAI20130611,Maria Island,-42.59667,148.23333,2013-06-11 11:55:00,86,WC
MAI20130821,Maria Island,-42.59667,148.23333,2013-08-21 11:21:00,86,WC
NSI20161116,North Stradbroke,-27.345,153.562,2016-11-16 10:15:00,60,20
DAR20130617_15:00,Darwin,-12.4,130.76805,2013-06-18 00:30:00,25,6
ROT20131001,Rottnest Island,-32,115.41667,2013-10-01 11:55:00,50,20
DAR20120729_22:30,Darwin,-12.4,130.76805,2012-07-30 08:00:00,25,22
DAR20120730_01:30,Darwin,-12.4,130.76805,2012-07-30 11:00:00,25,22
NSI20130520,North Stradbroke,-27.345,153.562,2013-05-20 10:05:00,60,30
NSI20130819,North Stradbroke,-27.345,153.562,2013-08-19 10:10:00,60,30
NSI20131121,North Stradbroke,-27.345,153.562,2013-11-22 09:55:00,60,0
NSI20140213,North Stradbroke,-27.345,153.562,2014-02-13 10:20:00,60,30
NSI20140213,North Stradbroke,-27.345,153.562,2014-02-13 10:20:00,60,40
KAI20130423,Kangaroo Island,-35.83217,136.44733,2013-04-23 13:16:00,110,50
YON20111213,Yongala,-19.30847,147.61842,2011-12-13 12:55:00,28.9,8
KAI20090114,Kangaroo Island,-35.83217,136.44733,2009-01-15 08:00:00,110,20
DAR20120729_16:30,Darwin,-12.4,130.76805,2012-07-30 02:00:00,25,6
PHB20130611,Port Hacking,-34.11923,151.22667,2013-06-12 09:55:00,100,20
YON20121129,Yongala,-19.30847,147.61842,2012-11-29 10:40:00,28.9,8
DAR20130617_08:00,Darwin,-12.4,130.76805,2013-06-17 17:30:00,25,6
DAR20130617_11:30,Darwin,-12.4,130.76805,2013-06-17 21:00:00,25,6
PHB20131202,Port Hacking,-34.11923,151.22667,2013-12-03 09:30:00,100,WC
MAI20131217,Maria Island,-42.59667,148.23333,2013-12-17 11:05:00,86,WC
YON20131015,Yongala,-19.30847,147.61842,2013-10-15 11:40:00,28.9,WC
YON20131015,Yongala,-19.30847,147.61842,2013-10-15 11:40:00,28.9,0
YON20131114,Yongala,-19.30847,147.61842,2013-11-14 10:32:00,28.9,10
YON20131205,Yongala,-19.30847,147.61842,2013-12-05 11:26:00,28.9,8
DAR20140117_21:30,Darwin,-12.4,130.76805,2014-01-18 07:00:00,25,6
DAR20140118_00:30,Darwin,-12.4,130.76805,2014-01-18 10:00:00,25,21
YON20140317,Yongala,-19.30847,147.61842,2014-03-17 14:07:00,28.9,0
YON20140317,Yongala,-19.30847,147.61842,2014-03-17 14:07:00,28.9,20
DAR20121208_23:30,Darwin,-12.4,130.76805,2012-12-09 09:00:00,25,19
MAI20121112,Maria Island,-42.59667,148.23333,2012-11-13 10:45:00,86,85
MAI20140408,Maria Island,-42.59667,148.23333,2014-04-08 11:03:00,86,10
ROT20140122,Rottnest Island,-32,115.41667,2014-01-22 10:10:00,50,40
ROT20140227,Rottnest Island,-32,115.41667,2014-02-27 12:39:00,50,20
NIN20130806,Ningaloo,-21.99,113.779,2013-08-06 14:03:00,30,40
MAI20131217,Maria Island,-42.59667,148.23333,2013-12-17 11:05:00,86,85
PHB20140716,Port Hacking,-34.11923,151.22667,2014-07-16 10:00:00,100,15
ROT20140319,Rottnest Island,-32,115.41667,2014-03-19 12:30:00,50,WC
ROT20140319,Rottnest Island,-32,115.41667,2014-03-19 12:30:00,50,20
PHB20140211,Port Hacking,-34.11923,151.22667,2014-02-12 09:57:00,100,100
MAI20140807,Maria Island,-42.59667,148.23333,2014-08-07 12:00:00,86,WC
MAI20140619,Maria Island,-42.59667,148.23333,2014-06-19 11:30:00,86,20
PHB20140317,Port Hacking,-34.11923,151.22667,2014-03-18 09:48:00,100,25
ROT20140902,Rottnest Island,-32,115.41667,2014-09-02 11:55:00,50,40
NSI20140917,North Stradbroke,-27.345,153.562,2014-09-17 10:30:00,60,20
MAI20140821,Maria Island,-42.59667,148.23333,2014-08-21 11:50:00,86,85
KAI20140313,Kangaroo Island,-35.83217,136.44733,2014-03-13 14:00:00,110,50
PHB20140427,Port Hacking,-34.11923,151.22667,2014-04-28 09:38:00,100,30
PHB20140515,Port Hacking,-34.11923,151.22667,2014-05-16 09:35:00,100,60
PHB20140612,Port Hacking,-34.11923,151.22667,2014-06-13 09:20:00,100,50
PHB20140824,Port Hacking,-34.11923,151.22667,2014-08-25 09:57:00,100,0
YON20160927,Yongala,-19.30847,147.61842,2016-09-27 10:33:00,28.9,1
YON20140624,Yongala,-19.30847,147.61842,2014-06-24 10:53:00,28.9,26
YON20140717,Yongala,-19.30847,147.61842,2014-07-17 10:28:00,28.9,0
YON20140910,Yongala,-19.30847,147.61842,2014-09-10 10:35:00,28.9,0
YON20140910,Yongala,-19.30847,147.61842,2014-09-10 10:35:00,28.9,26
ROT20130712,Rottnest Island,-32,115.41667,2013-07-12 12:35:00,50,0
ROT20131017,Rottnest Island,-32,115.41667,2013-10-17 08:00:00,50,10
KAI20140122,Kangaroo Island,-35.83217,136.44733,2014-01-22 15:15:00,110,75
KAI20140122,Kangaroo Island,-35.83217,136.44733,2014-01-22 15:15:00,110,100
NSI20140404,North Stradbroke,-27.345,153.562,2014-04-04 10:45:00,60,40
NSI20140623,North Stradbroke,-27.345,153.562,2014-06-23 10:20:00,60,20
NSI20140507,North Stradbroke,-27.345,153.562,2014-05-07 10:25:00,60,10
ROT20131122,Rottnest Island,-32,115.41667,2013-11-22 10:26:00,50,0
YON20140910,Yongala,-19.30847,147.61842,2014-09-10 10:35:00,28.9,1
NSI20141223,North Stradbroke,-27.345,153.562,2014-12-23 10:35:00,60,20
NSI20141223,North Stradbroke,-27.345,153.562,2014-12-23 10:35:00,60,WC
PHB20141021,Port Hacking,-34.11923,151.22667,2014-10-22 09:30:00,100,100
MAI20140516,Maria Island,-42.59667,148.23333,2014-05-16 10:20:00,86,40
MAI20140807,Maria Island,-42.59667,148.23333,2014-08-07 12:00:00,86,0
MAI20140821,Maria Island,-42.59667,148.23333,2014-08-21 11:50:00,86,75
NSI20141107,North Stradbroke,-27.345,153.562,2014-11-07 10:35:00,60,40
NSI20141107,North Stradbroke,-27.345,153.562,2014-11-07 10:35:00,60,50
MAI20141208,Maria Island,-42.59667,148.23333,2014-12-09 10:05:00,86,WC
MAI20141208,Maria Island,-42.59667,148.23333,2014-12-09 10:05:00,86,30
PHB20150121,Port Hacking,-34.11923,151.22667,2015-01-22 09:48:00,100,100
PHB20150121,Port Hacking,-34.11923,151.22667,2015-01-22 09:48:00,100,(null)
PHB20141208,Port Hacking,-34.11923,151.22667,2014-12-09 09:51:00,100,20
PHB20141208,Port Hacking,-34.11923,151.22667,2014-12-09 09:51:00,100,60
KAI20141029,Kangaroo Island,-35.83217,136.44733,2014-10-29 11:00:00,110,WC
KAI20141029,Kangaroo Island,-35.83217,136.44733,2014-10-29 11:00:00,110,75
PHB20141112,Port Hacking,-34.11923,151.22667,2014-11-13 09:36:00,100,15
PHB20141112,Port Hacking,-34.11923,151.22667,2014-11-13 09:36:00,100,0
PHB20141112,Port Hacking,-34.11923,151.22667,2014-11-13 09:36:00,100,25
PHB20141112,Port Hacking,-34.11923,151.22667,2014-11-13 09:36:00,100,30
ROT20141119,Rottnest Island,-32,115.41667,2014-11-19 10:16:00,50,40
ROT20150319,Rottnest Island,-32,115.41667,2015-03-19 11:47:00,50,WC
ROT20150319,Rottnest Island,-32,115.41667,2015-03-19 11:47:00,50,40
MAI20150312,Maria Island,-42.59667,148.23333,2015-03-13 09:33:00,86,85
MAI20150312,Maria Island,-42.59667,148.23333,2015-03-13 09:33:00,86,50
MAI20140915,Maria Island,-42.59667,148.23333,2014-09-16 09:20:00,86,60
NSI20150304,North Stradbroke,-27.345,153.562,2015-03-04 10:30:00,60,50
NSI20150323,North Stradbroke,-27.345,153.562,2015-03-23 11:40:00,60,50
NSI20150512,North Stradbroke,-27.345,153.562,2015-05-12 10:15:00,60,50
NSI20150512,North Stradbroke,-27.345,153.562,2015-05-12 10:15:00,60,30
YON20141014,Yongala,-19.30847,147.61842,2014-10-14 12:02:00,28.9,26
YON20141120,Yongala,-19.30847,147.61842,2014-11-21 08:48:00,28.9,26
YON20141120,Yongala,-19.30847,147.61842,2014-11-21 08:48:00,28.9,10
NSI20150528,North Stradbroke,-27.345,153.562,2015-05-28 10:15:00,60,57
NSI20150528,North Stradbroke,-27.345,153.562,2015-05-28 10:15:00,60,10
YON20141209,Yongala,-19.30847,147.61842,2014-12-09 10:04:00,28.9,WC
DAR20150505,Darwin,-12.4,130.76805,2015-05-06 08:24:00,25,WC
KAI20150408,Kangaroo Island,-35.83217,136.44733,2015-04-09 07:11:00,110,WC
KAI20150408,Kangaroo Island,-35.83217,136.44733,2015-04-09 07:11:00,110,40
MAI20141029,Maria Island,-42.59667,148.23333,2014-10-30 09:27:00,86,40
DAR20150203_03:30,Darwin,-12.4,130.76805,2015-02-03 13:00:00,25,0
MAI20140915,Maria Island,-42.59667,148.23333,2014-09-16 09:20:00,86,50
DAR20150203_06:30,Darwin,-12.4,130.76805,2015-02-03 16:00:00,25,0
ROT20141216,Rottnest Island,-32,115.41667,2014-12-16 09:37:00,50,0
ROT20150128,Rottnest Island,-32,115.41667,2015-01-28 10:15:00,50,40
ROT20150224,Rottnest Island,-32,115.41667,2015-02-24 10:17:00,50,WC
YON20150923,Yongala,-19.30847,147.61842,2015-09-23 13:11:00,28.9,WC
YON20151027,Yongala,-19.30847,147.61842,2015-10-27 10:10:00,28.9,1
YON20151027,Yongala,-19.30847,147.61842,2015-10-27 10:10:00,28.9,0
DAR20151117,Darwin,-12.4,130.76805,2015-11-18 08:16:00,25,19
KAI20151116,Kangaroo Island,-35.83217,136.44733,2015-11-17 09:50:00,110,0
PHB20150518,Port Hacking,-34.11923,151.22667,2015-05-19 09:43:00,100,10
PHB20150518,Port Hacking,-34.11923,151.22667,2015-05-19 09:43:00,100,100
PHB20150518,Port Hacking,-34.11923,151.22667,2015-05-19 09:43:00,100,50
YON20151111,Yongala,-19.30847,147.61842,2015-11-11 10:45:00,28.9,26
YON20151111,Yongala,-19.30847,147.61842,2015-11-11 10:45:00,28.9,10
YON20151027,Yongala,-19.30847,147.61842,2015-10-27 10:10:00,28.9,10
MAI20150526,Maria Island,-42.59667,148.23333,2015-05-26 10:35:00,86,40
MAI20150526,Maria Island,-42.59667,148.23333,2015-05-26 10:35:00,86,60
YON20150601,Yongala,-19.30847,147.61842,2015-06-01 12:55:00,28.9,0
ROT20150701,Rottnest Island,-32,115.41667,2015-07-01 09:46:00,50,10
NSI20150907,North Stradbroke,-27.345,153.562,2015-09-07 10:40:00,60,40
PHB20150330,Port Hacking,-34.11923,151.22667,2015-03-31 09:32:00,100,20
NSI20150731,North Stradbroke,-27.345,153.562,2015-07-31 10:15:00,60,WC
NSI20150731,North Stradbroke,-27.345,153.562,2015-07-31 10:15:00,60,40
NSI20150731,North Stradbroke,-27.345,153.562,2015-07-31 10:15:00,60,30
MAI20150723,Maria Island,-42.59667,148.23333,2015-07-23 10:45:00,86,60
PHB20150723,Port Hacking,-34.11923,151.22667,2015-07-23 10:07:00,100,0
MAI20151118,Maria Island,-42.59667,148.23333,2015-11-19 10:45:00,86,30
MAI20151001,Maria Island,-42.59667,148.23333,2015-10-01 11:05:00,86,85
MAI20151001,Maria Island,-42.59667,148.23333,2015-10-01 11:05:00,86,10
YON20150430,Yongala,-19.30847,147.61842,2015-04-30 12:10:00,28.9,WC
YON20150430,Yongala,-19.30847,147.61842,2015-04-30 12:10:00,28.9,1
NSI20150624,North Stradbroke,-27.345,153.562,2015-06-24 10:30:00,60,40
NSI20151027,North Stradbroke,-27.345,153.562,2015-10-27 10:50:00,60,50
PHB20150630,Port Hacking,-34.11923,151.22667,2015-06-30 11:11:00,100,60
PHB20150819,Port Hacking,-34.11923,151.22667,2015-08-19 10:03:00,100,60
ROT20150724,Rottnest Island,-32,115.41667,2015-07-24 09:20:00,50,46
PHB20160615,Port Hacking,-34.11923,151.22667,2016-06-15 11:06:00,100,20
PHB20160615,Port Hacking,-34.11923,151.22667,2016-06-15 11:06:00,100,100
YON20160823,Yongala,-19.30847,147.61842,2016-08-23 10:19:00,28.9,10
YON20160823,Yongala,-19.30847,147.61842,2016-08-23 10:19:00,28.9,20
ROT20161004,Rottnest Island,-32,115.41667,2016-10-04 10:38:00,50,20
MAI20151216,Maria Island,-42.59667,148.23333,2015-12-17 09:35:00,86,10
MAI20151216,Maria Island,-42.59667,148.23333,2015-12-17 09:35:00,86,30
ROT20160527,Rottnest Island,-32,115.41667,2016-05-27 09:30:00,50,20
ROT20160324,Rottnest Island,-32,115.41667,2016-03-24 09:47:00,50,0
ROT20160324,Rottnest Island,-32,115.41667,2016-03-24 09:47:00,50,47
NSI20160120,North Stradbroke,-27.345,153.562,2016-01-20 10:30:00,60,57
MAI20160209,Maria Island,-42.59667,148.23333,2016-02-10 10:45:00,86,WC
NSI20160318,North Stradbroke,-27.345,153.562,2016-03-18 10:30:00,60,57
MAI20160209,Maria Island,-42.59667,148.23333,2016-02-10 10:45:00,86,10
MAI20160209,Maria Island,-42.59667,148.23333,2016-02-10 10:45:00,86,60
PHB20151115,Port Hacking,-34.11923,151.22667,2015-11-16 09:33:00,100,WC
KAI20160223,Kangaroo Island,-35.83217,136.44733,2016-02-24 07:55:00,110,50
ROT20160324,Rottnest Island,-32,115.41667,2016-03-24 09:47:00,50,WC
PHB20160719,Port Hacking,-34.11923,151.22667,2016-07-19 10:19:00,100,15
PHB20160829,Port Hacking,-34.11923,151.22667,2016-08-30 09:20:00,100,15
PHB20160829,Port Hacking,-34.11923,151.22667,2016-08-30 09:20:00,100,30
YON20160215,Yongala,-19.30847,147.61842,2016-02-15 10:18:00,28.9,WC
YON20160215,Yongala,-19.30847,147.61842,2016-02-15 10:18:00,28.9,10
YON20160321,Yongala,-19.30847,147.61842,2016-03-21 10:31:00,28.9,WC
DAR20160202_0330,Darwin,-12.4,130.76805,2016-02-02 13:00:00,25,0
MAI20160630,Maria Island,-42.59667,148.23333,2016-07-01 09:30:00,86,0
MAI20160720,Maria Island,-42.59667,148.23333,2016-07-21 09:30:00,86,20
