NRS_TRIP_CODE,DEPTH,PRES_REL,PRES,DENS,TEMP,PAR,CNDC,SPEC_CNDC,PSAL,TURB,CHLF
PHB20120517,11,11.079,(null),1024.9384,20.8547,(null),4.937558,(null),35.4693,0.2408,2.4817
PHB20120517,12,12.086,(null),1024.9425,20.8517,(null),4.937287,(null),35.4693,0.2581,2.5498
PHB20120517,20,20.145,(null),1024.982,20.8395,(null),4.93641,(null),35.4695,0.2477,2.5393
PHB20120517,30,30.218,(null),1025.0293,20.8302,(null),4.935939,(null),35.4699,0.2394,2.301
PHB20120517,37,37.269,(null),1025.0529,20.7453,(null),4.927262,(null),35.468,0.2321,2.1412
PHB20120517,42,42.306,(null),1025.1892,20.381,(null),4.891076,(null),35.4775,0.1764,1.4564
PHB20120517,51,51.373,(null),1025.3438,19.9957,(null),4.85157,(null),35.4754,0.2311,1.3262
PHB20120517,55,55.403,(null),1025.387,19.9139,(null),4.843561,(null),35.4773,0.2453,1.2786
PHB20120517,67,67.492,(null),1025.5209,19.4981,(null),4.801847,(null),35.4807,0.3141,1.2051
PHB20110829,7,7.051,(null),1025.6045,18.5518,(null),4.713524,(null),35.5743,0.0554,0.7048
PHB20110829,10,10.072,(null),1025.6222,18.5449,(null),4.71351,(null),35.579,0.0535,0.835
PHB20110829,16,16.116,(null),1025.6609,18.5023,(null),4.710514,(null),35.5883,0.0509,1.0668
PHB20110829,17,17.123,(null),1025.6683,18.4735,(null),4.707725,(null),35.5892,0.055,1.0082
PHB20110829,44,44.321,(null),1026.078,17.0631,(null),4.555791,(null),35.5038,0.0605,1.1109
PHB20120821,90,90.666,(null),1026.845,13.6491,(null),4.190099,(null),35.2493,0.1511,0.0426
PHB20120917,2,2.015,(null),1025.9699,16.6297,(null),4.506181,(null),35.46835,0.1503,1.5969
ROT20160502,34,34.241,(null),1025.4282,20.7817,(null),4.990981,(null),35.9543,0.2028,0.4113
ROT20160502,35,35.249,(null),1025.4366,20.774,(null),4.990499,(null),35.9565,0.2038,0.3852
PHB20140120,42.689,43,(null),1025.781466666666666666666666666666666667,18.3536,(null),4.693099,(null),35.55903333333333333333333333333333333333,0.0749333333333333333333333333333333333333,2.00686666666666666666666666666666666667
PHB20140120,57.578,58,(null),1025.994966666666666666666666666666666667,17.59393333333333333333333333333333333333,(null),4.610179,(null),35.504,0.1187333333333333333333333333333333333333,1.02886666666666666666666666666666666667
PHB20140120,65.519,66,(null),1026.1002,17.25236666666666666666666666666666666667,(null),4.57362066666666666666666666666666666667,(null),35.48403333333333333333333333333333333333,0.1368333333333333333333333333333333333333,0.6882666666666666666666666666666666666667
PHB20140120,78.421,79,(null),1026.2167,16.98933333333333333333333333333333333333,(null),4.545618,(null),35.46636666666666666666666666666666666667,0.1951333333333333333333333333333333333333,0.5374333333333333333333333333333333333333
PHB20140120,80.406,81,(null),1026.232066666666666666666666666666666667,16.92973333333333333333333333333333333333,(null),4.539191,(null),35.46193333333333333333333333333333333333,0.1696666666666666666666666666666666666667,0.5044
PHB20120212,70,70.515,(null),1026.6464,14.2809,(null),4.253514,(null),35.2703,0.3603,1.0027
PHB20140427,48.644,49,(null),1024.8687,21.2973,(null),4.966813,(null),35.3239,0.157,2.3685
NSI20160120,46.626,47,(null),1024.7806,21.9995,(null),5.078099,(null),35.6296,0.4638,0.1898
NSI20160120,50.594,51,(null),1025.1417,21.1246,(null),4.989199,(null),35.6458,0.3858,0.1556
NSI20160120,51.586,52,(null),1025.163,20.9732,(null),4.972392,(null),35.6367,0.4017,0.194
PHB20120917,32,32.232,(null),1026.21145,15.98325,(null),4.437394,(null),35.4214,0.2337,3.3946
PHB20120917,35,35.255,(null),1026.2054,16.0764,(null),4.44776,(null),35.4296,0.2136,4.0227
PHB20120917,41,41.299,(null),1026.2767,15.81925,(null),4.419862,(null),35.4076,0.23295,2.1703
PHB20120917,53,53.388,(null),1026.37705,15.5388,(null),4.389938,(null),35.38525,0.2681,0.9313
PHB20090518,27.798,28,(null),1024.8201,20.822,(null),4.906295,(null),35.2382,0.0711,2.0077
PHB20090518,36.733,37,(null),1024.9283,20.6853,(null),4.895186,(null),35.2587,0.0779,1.9847
PHB20090518,40.704,41,(null),1025.0096,20.467,(null),4.876023,(null),35.2835,0.0748,2.6329
PHB20090518,50.63,51,(null),1025.232,20.0033,(null),4.835991,(null),35.3413,0.077,1.6071
ROT20111122,31,31.22,(null),1025.03,20.3553,(null),4.865763,(null),35.2968,0.065,0.3368
ROT20111122,32,32.227,(null),1025.0352,20.3499,(null),4.865302,(null),35.2972,0.0453,0.3432
ROT20120130,9,9.063,(null),1024.1024,23.5098,(null),5.200394,(null),35.3666,0.0784,0.2489
ROT20120130,10,10.07,(null),1024.1075,23.5077,(null),5.200208,(null),35.3665,0.1065,0.2954
ROT20120130,12,12.085,(null),1024.117,23.5038,(null),5.19985,(null),35.3662,0.0915,0.3073
ROT20120130,17,17.12,(null),1024.1362,23.5195,(null),5.202025,(null),35.3686,0.0966,0.321
ROT20120130,22,22.156,(null),1024.1624,23.491,(null),5.198553,(null),35.3632,0.1024,0.3684
ROT20120130,23,23.163,(null),1024.1656,23.4877,(null),5.197902,(null),35.3605,0.0805,0.3956
ROT20120130,34,34.241,(null),1024.5996,22.0046,(null),5.037827,(null),35.3123,0.0687,0.4985
PHB20140427,58.571,59,(null),1025.4744,18.9404,(null),4.727503,(null),35.3388,0.1411,1.0343
PHB20140427,64.526,65,(null),1025.778,17.9699,(null),4.631312,(null),35.3562,0.1339,0.9736
PHB20140427,73.459,74,(null),1026.0846,17.0215,(null),4.533738,(null),35.3362,0.174,0.8446
PHB20091206,4.964,5,(null),1024.8359,21.0196,(null),4.9521275,(null),35.45155,0.1572,0.84855
PHB20091206,7.943,8,(null),1024.8947,20.92205,(null),4.9433025,(null),35.46065,0.14615,0.9203
PHB20091206,16.878,17,(null),1024.96865,20.88735,(null),4.943497,(null),35.48785,0.1006,0.7405
PHB20091206,18.8635,19,(null),1024.97935,20.87875,(null),4.9427445,(null),35.48835,0.0894,0.8393
PHB20091206,32.762,33,(null),1025.15695,19.34915,(null),4.7779645,(null),35.42135,0.0995,2.2964
PHB20091206,42.689,43,(null),1025.98825,17.19445,(null),4.563783,(null),35.4583,0.09195,3.0428
PHB20100316,44.674,45,(null),1026.20275,16.19155,(null),4.459876,(null),35.4307,0.065,1.1708
PHB20100316,48.6445,49,(null),1026.27995,15.9317,(null),4.431832,(null),35.411,0.0696,0.95205
PHB20100316,49.637,50,(null),1026.29135,15.8901,(null),4.427277,(null),35.407,0.0696,0.96385
PHB20100316,53.608,54,(null),1026.33115,15.7407,(null),4.4109075,(null),35.3923,0.0741,0.9356
PHB20100316,54.6,55,(null),1026.3418,15.6978,(null),4.4062865,(null),35.38895,0.07535,0.86255
PHB20100316,68.496,69,(null),1026.5125,14.98545,(null),4.329667,(null),35.33095,0.07345,0.3359
PHB20100316,71.474,72,(null),1026.55855,14.8413,(null),4.314343,(null),35.3202,0.0779,0.30655
PHB20100316,88.346,89,(null),1026.7119,14.4103,(null),4.268505,(null),35.2833,0.1142,0.2411
PHB20110517,40.703,41,(null),1025.3094,19.9558,(null),4.846245,(null),35.4691,0.1077,4.8114
PHB20090518,52.615,53,(null),1025.2649,19.9015,(null),4.827143,(null),35.3536,0.079,1.3823
PHB20090518,64.526,65,(null),1025.648,18.9978,(null),4.749103,(null),35.4686,0.0854,1.008
PHB20090518,66.511,67,(null),1025.6829,18.9435,(null),4.74454,(null),35.4762,0.0835,1.0196
PHB20090518,73.459,74,(null),1025.7689,18.7936,(null),4.731306,(null),35.4909,0.0783,0.8576
PHB20090518,75.444,76,(null),1025.799,18.7372,(null),4.727923,(null),35.5102,0.0658,0.6954
PHB20090518,84.376,85,(null),1025.9333,18.2913,(null),4.680475,(null),35.4899,0.1464,0.576
PHB20090518,88.346,89,(null),1025.9762,18.2363,(null),4.674917,(null),35.4886,0.1901,0.5179
PHB20100510,85.369,86,(null),1026.1154,17.3776,(null),4.579008,(null),35.4133,0.2292,0.3606
PHB20100510,87.354,88,(null),1026.13,17.3669,(null),4.578007,(null),35.4132,0.2262,0.3233
PHB20100510,89.338,90,(null),1026.1371,17.3503,(null),4.576283,(null),35.4121,0.2225,0.2797
PHB20100510,93.308,94,(null),1026.183,17.2106,(null),4.561506,(null),35.4045,0.3578,0.2776
ROT20120329,11,11.077,(null),1024.278,22.9704,(null),5.14597,(null),35.3806,0.1139,0.5026
ROT20120329,13,13.092,(null),1024.2861,22.9761,(null),5.146715,(null),35.3811,0.1189,0.5413
ROT20120329,15,15.106,(null),1024.2971,22.9707,(null),5.146477,(null),35.383,0.1055,0.5149
ROT20120329,18,18.127,(null),1024.3333,22.9218,(null),5.142986,(null),35.3944,0.1103,0.4958
ROT20120329,27,27.191,(null),1024.38,22.908,(null),5.142467,(null),35.3984,0.0987,0.6826
ROT20120329,41,41.291,(null),1024.4453,22.8928,(null),5.141465,(null),35.3982,0.1315,0.7569
ROT20120329,43,43.306,(null),1024.4541,22.8942,(null),5.141767,(null),35.3988,0.1271,0.8473
ROT20120523,6,6.042,(null),1024.2365,22.6257,(null),5.089647,(null),35.2236,0.1033,0.5522
ROT20120523,8,8.056,(null),1024.2555,22.5881,(null),5.086279,(null),35.227,0.0969,0.5181
ROT20120523,19,19.134,(null),1024.3846,22.3965,(null),5.070967,(null),35.2588,0.1077,0.7488
ROT20120523,23,23.163,(null),1024.4131,22.3721,(null),5.069124,(null),35.2628,0.0988,0.7096
ROT20120523,24,24.17,(null),1024.4181,22.369,(null),5.068873,(null),35.263,0.1034,0.7671
PHB20091206,49.6375,50,(null),1026.14615,16.6282,(null),4.506027,(null),35.44925,0.0723,3.59995
PHB20091206,74.451,75,(null),1026.4835,15.43945,(null),4.380478,(null),35.3804,0.0644,0.53385
PHB20110203,69.489,70,(null),1026.3627,15.5055,(null),4.381032,(null),35.3281,0.1327,2.6467
PHB20110203,73.459,74,(null),1026.5171,14.8664,(null),4.314133,(null),35.2948,0.151,2.7476
PHB20110203,77.429,78,(null),1026.6072,14.6288,(null),4.289589,(null),35.2835,0.1907,0.6054
PHB20110203,79.414,80,(null),1026.6334,14.6014,(null),4.287231,(null),35.2859,0.2002,0.5444
PHB20110228,17.871,18,(null),1024.3276,23.1401,(null),5.177188,(null),35.4824,0.0584,0.8252
PHB20110228,24.82,25,(null),1024.5898,22.088,(null),5.064979,(null),35.4611,0.0695,2.3388
PHB20110517,46.659,47,(null),1025.3447,19.9392,(null),4.845567,(null),35.4754,0.0993,4.3127
PHB20110517,50.63,51,(null),1025.3676,19.9129,(null),4.843126,(null),35.4761,0.0892,4.1206
PHB20110517,51.622,52,(null),1025.372,19.9024,(null),4.842073,(null),35.476,0.0883,4.0269
PHB20110517,63.533,64,(null),1025.463,19.7967,(null),4.832703,(null),35.4838,0.0714,2.0931
PHB20110517,65.519,66,(null),1025.4728,19.7737,(null),4.830649,(null),35.4856,0.0748,1.9721
PHB20110517,83.384,84,(null),1025.8922,18.6339,(null),4.721579,(null),35.5427,0.0833,0.6244
PHB20110517,93.308,94,(null),1025.9531,18.5724,(null),4.715563,(null),35.5412,0.2593,0.5496
PHB20110517,96.285,97,(null),1025.9705,18.5531,(null),4.713419,(null),35.5387,0.3611,0.6124
PHB20110829,47,47.343,(null),1026.1055,16.9892,(null),4.547869,(null),35.4986,0.0654,1.2592
PHB20110829,51,51.373,(null),1026.1469,16.8724,(null),4.535802,(null),35.4945,0.0637,0.9296
PHB20110829,54,54.395,(null),1026.1676,16.8116,(null),4.529188,(null),35.4891,0.0707,1.2764
PHB20110829,58,58.425,(null),1026.1781,16.6373,(null),4.508882,(null),35.4632,0.0809,1.997
PHB20110829,59,59.432,(null),1026.1938,16.535,(null),4.497213,(null),35.4506,0.0832,2.0415
PHB20110829,75,75.553,(null),1026.4486,15.8444,(null),4.429502,(null),35.4578,0.1099,1.1042
PHB20140211,4.964,5,(null),1024.7638,21.6519,(null),5.033957,(null),35.5813,0.0833,0.7096
PHB20110228,34.747,35,(null),1025.1327,20.1094,(null),4.86034,(null),35.4574,0.0866,3.9663
PHB20110228,42.689,43,(null),1025.6003,18.5752,(null),4.70275,(null),35.4495,0.1133,6.9576
PHB20110228,48.645,49,(null),1025.8131,17.8612,(null),4.631243,(null),35.4561,0.0937,7.0932
PHB20110228,51.623,52,(null),1025.9302,17.4573,(null),4.592189,(null),35.4709,0.0718,4.5392
PHB20110228,53.608,54,(null),1026.0403,17.2265,(null),4.570319,(null),35.4828,0.0594,2.8052
PHB20120212,95,95.705,(null),1026.7754,14.2069,(null),4.24706,(null),35.2676,0.7479,1.2365
PHB20120311,8,8.058,(null),1024.7498,20.6513,(null),4.879385,(null),35.1693,0.0769,1.0346
PHB20120311,14,14.101,(null),1024.7838,20.6341,(null),4.878289,(null),35.1725,0.0899,0.9662
PHB20120311,18,18.13,(null),1024.8348,20.4675,(null),4.861634,(null),35.1744,0.0737,1.0337
PHB20120311,19,19.137,(null),1024.865,20.4168,(null),4.85705,(null),35.1789,0.0774,1.0251
PHB20120311,29,29.21,(null),1025.0533,19.9971,(null),4.819627,(null),35.2201,0.0774,1.5259
PHB20120517,78,78.575,(null),1025.8729,18.5279,(null),4.706444,(null),35.5082,0.3494,0.6907
PHB20120517,94,94.697,(null),1025.9663,18.4128,(null),4.69494,(null),35.504,0.5047,0.6341
NSI20160318,25.795,26,(null),1023.5234,26.0077,(null),5.48525,(null),35.521,0.5381,0.3824
PHB20110829,82,82.605,(null),1026.5668,15.4787,(null),4.392392,(null),35.4497,0.0978,0.4483
PHB20110829,86,86.636,(null),1026.5793,15.3063,(null),4.372823,(null),35.4266,0.0996,0.3199
PHB20110829,97,97.72,(null),1026.8464,13.8794,(null),4.214042,(null),35.2591,0.3122,0.7132
PHB20110914,8,8.058,(null),1025.8894,17.5207,(null),4.61244,(null),35.6076,0.0881,2.3213
PHB20110914,10,10.072,(null),1025.9,17.5208,(null),4.612545,(null),35.6076,0.0914,2.7336
PHB20110914,14,14.101,(null),1025.9176,17.5134,(null),4.611915,(null),35.6071,0.0877,3.5858
PHB20110914,16,16.115,(null),1025.9286,17.5075,(null),4.61144,(null),35.6073,0.0861,3.8345
PHB20120917,63,63.462,(null),1026.45925,15.22285,(null),4.3560785,(null),35.3593,0.25625,0.80635
PHB20120917,66,66.485,(null),1026.5096,15.10495,(null),4.3439085,(null),35.35385,0.27745,0.8925
PHB20120917,82,82.606,(null),1026.62725,14.8251,(null),4.314565,(null),35.3327,0.3254,1.1673
PHB20120917,85,85.629,(null),1026.64855,14.8026,(null),4.3124145,(null),35.33215,0.3318,1.11635
PHB20120917,89,89.659,(null),1026.66355,14.74625,(null),4.306457,(null),35.32705,0.3322,0.8436
ROT20160722,26,26.184,(null),1025.7288,18.4572,(null),4.712917,(null),35.644,0.2002,0.6621
ROT20160722,30,30.213,(null),1025.9045,18.145,(null),4.687751,(null),35.6999,0.2181,0.6104
ROT20161004,5,5.035,(null),1025.772,18.2901,(null),4.703608,(null),35.7182,0.1109,0.2716
ROT20161004,17,17.12,(null),1025.8413,18.2312,(null),4.6983,(null),35.7196,0.1346,0.4128
ROT20161004,20,20.141,(null),1025.855,18.219,(null),4.696857,(null),35.7168,0.1509,0.4428
ROT20161004,22,22.155,(null),1025.8666,18.2075,(null),4.695726,(null),35.7165,0.1288,0.5048
PHB20120311,41,41.299,(null),1025.3114,19.2641,(null),4.748681,(null),35.2469,0.0778,1.1815
PHB20140515,3.971,4,(null),1024.4553,22.3795,(null),5.090528,(null),35.4308,0.0577,1.1637
PHB20140515,7.943,8,(null),1024.4731,22.3778,(null),5.090544,(null),35.4309,0.0611,1.3374
PHB20140515,10.921,11,(null),1024.4865,22.3771,(null),5.090601,(null),35.4309,0.0636,1.5161
PHB20140515,13.9,14,(null),1024.4998,22.3754,(null),5.090551,(null),35.4308,0.0605,1.639
PHB20140515,17.871,18,(null),1024.517,22.3733,(null),5.090518,(null),35.4309,0.0612,1.7478
PHB20140515,23.827,24,(null),1024.5566,22.2859,(null),5.08147,(null),35.4292,0.0662,1.9985
PHB20140515,31.769,32,(null),1024.7396,21.5492,(null),5.001559,(null),35.3993,0.0771,3.0093
PHB20140515,40.703,41,(null),1024.9556,21.0989,(null),4.95897,(null),35.428,0.0824,2.7741
NSI20160318,51.586,52,(null),1025.2452,20.9007,(null),4.969412,(null),35.6734,0.3155,0.1761
NSI20160318,54.561,55,(null),1025.2859,20.8589,(null),4.965709,(null),35.6775,0.2994,0.1815
NSI20160318,55.553,56,(null),1025.2913,20.8553,(null),4.96532,(null),35.677,0.2995,0.1824
PHB20090223,2.979,3,(null),1023.938,22.9595,(null),5.092601,(null),34.9798,0.0943,1.0691
PHB20090223,3.971,4,(null),1023.9478,22.9459,(null),5.091404,(null),34.981,0.1016,1.1334
PHB20090223,12.907,13,(null),1024.3782,22.0405,(null),5.030534,(null),35.2328,0.066,1.7992
PHB20090223,16.878,17,(null),1024.8313,20.7796,(null),4.913346,(null),35.3342,0.0628,2.3044
PHB20090223,22.834,23,(null),1025.1115,19.8277,(null),4.819984,(null),35.3677,0.0779,2.0961
PHB20090223,26.805,27,(null),1025.4062,18.7118,(null),4.70924,(null),35.3928,0.106,1.7554
PHB20090714,8.936,9,(null),1025.9106,16.9597,(null),4.538097,(null),35.454,0.324,1.5398
PHB20090714,21.842,22,(null),1025.9788,16.9074,(null),4.533012,(null),35.4506,0.3973,1.4087
PHB20090714,26.806,27,(null),1026.0013,16.8951,(null),4.531872,(null),35.4495,0.3926,1.511
PHB20090714,37.725,38,(null),1026.0569,16.8653,(null),4.52923,(null),35.4483,0.4592,1.3128
PHB20090714,39.711,40,(null),1026.066,16.8591,(null),4.528644,(null),35.4479,0.4432,1.2352
PHB20090714,43.681,44,(null),1026.0883,16.848,(null),4.527678,(null),35.4476,0.4189,1.1828
ROT20131017,31,31.22,(null),1025.3962,18.9274,(null),4.718832,(null),35.2874,0.2274,0.7809
ROT20131017,38,38.27,(null),1025.4269,18.9289,(null),4.719275,(null),35.2873,0.246,0.7916
ROT20131122,7,7.049,(null),1024.9884,20.2947,(null),4.866371,(null),35.3611,(null),(null)
ROT20131122,8,8.056,(null),1025.0043,20.2689,(null),4.864557,(null),35.3676,(null),(null)
ROT20131122,9,9.063,(null),1025.0125,20.2657,(null),4.864498,(null),35.3694,(null),(null)
ROT20131122,34,34.241,(null),1025.2853,19.8335,(null),4.829271,(null),35.4352,(null),(null)
ROT20131122,41,41.292,(null),1025.4741,19.4074,(null),4.793216,(null),35.4958,(null),(null)
ROT20131218,7,7.049,(null),1024.6781,21.9166,(null),5.056054,(null),35.5376,0.077,0.2184
PHB20140515,42.689,43,(null),1024.9899,21.0226,(null),4.951872,(null),35.4336,0.0835,2.6305
PHB20140515,48.644,49,(null),1025.0964,20.6093,(null),4.906251,(null),35.4074,0.0994,2.1515
PHB20140515,49.637,50,(null),1025.1256,20.559,(null),4.901239,(null),35.4083,0.106,2.1295
PHB20140515,51.623,52,(null),1025.1544,20.4568,(null),4.890403,(null),35.405,0.1186,2.165
PHB20091206,81.399,82,(null),1026.58155,15.0904,(null),4.342966,(null),35.35215,0.0999,0.33795
PHB20091206,95.293,96,(null),1026.665,14.977,(null),4.331074,(null),35.3407,0.1537,0.1999
PHB20100413,1.986,2,(null),1024.7606,21.0529,(null),4.943764,(null),35.3578,0.1532,1.4673
PHB20100413,3.971,4,(null),1024.7688,21.0522,(null),4.943779,(null),35.3578,0.1452,1.4646
PHB20100413,4.964,5,(null),1024.7733,21.0491,(null),4.943475,(null),35.3575,0.1641,1.4962
PHB20100413,8.936,9,(null),1024.7942,21.0375,(null),4.942478,(null),35.3577,0.1469,1.6793
PHB20100413,11.914,12,(null),1024.81,21.0286,(null),4.941748,(null),35.3581,0.1361,2.016
PHB20100413,16.878,17,(null),1024.8395,21.0039,(null),4.939441,(null),35.3583,0.1343,2.4479
PHB20110619,38.718,39,(null),1025.6211,18.76805,(null),4.727063,(null),35.48985,0.21635,2.48545
PHB20090714,46.659,47,(null),1026.1014,16.8537,(null),4.528449,(null),35.4482,0.4255,1.2918
PHB20090714,50.63,51,(null),1026.1147,16.8605,(null),4.52928,(null),35.4479,0.4252,1.4012
PHB20090714,53.608,54,(null),1026.1305,16.8497,(null),4.528258,(null),35.4473,0.4937,1.2721
ROT20120130,41,41.292,(null),1024.6584,21.9138,(null),5.028895,(null),35.3136,0.0643,0.5603
ROT20130712,41,41.292,(null),1025.242,19.5619,(null),4.77838,(null),35.2418,0.1636,0.5818
ROT20130712,45,45.321,(null),1025.2621,19.537,(null),4.775685,(null),35.239,0.1877,0.5901
ROT20131001,5,5.035,(null),1025.3103,18.683,(null),4.687746,(null),35.2444,0.1608,0.4698
ROT20131001,9,9.063,(null),1025.3304,18.672,(null),4.686725,(null),35.2437,0.204,0.57
ROT20131001,12,12.085,(null),1025.3441,18.6682,(null),4.686415,(null),35.2432,0.1535,0.6579
ROT20131001,32,32.227,(null),1025.4397,18.6583,(null),4.687004,(null),35.2491,0.1981,0.8658
ROT20131001,36,36.256,(null),1025.4581,18.671,(null),4.689166,(null),35.255,0.1645,0.8478
ROT20131001,42,42.299,(null),1025.4985,18.7002,(null),4.695616,(null),35.2822,0.2167,0.616
ROT20131017,8,8.056,(null),1025.2936,18.9323,(null),4.718368,(null),35.288,0.2,0.5024
PHB20110228,61.548,62,(null),1026.1455,16.9668,(null),4.542674,(null),35.4672,0.066,2.1696
PHB20110228,62.541,63,(null),1026.1573,16.9494,(null),4.540912,(null),35.4667,0.0646,2.1229
PHB20110228,69.489,70,(null),1026.2129,16.7337,(null),4.518696,(null),35.4596,0.0689,1.7605
PHB20110228,75.444,76,(null),1026.3104,16.4184,(null),4.484934,(null),35.439,0.0776,1.4305
PHB20110228,80.406,81,(null),1026.3691,16.2256,(null),4.463941,(null),35.4223,0.0956,1.3126
PHB20110228,92.316,93,(null),1026.5137,15.5878,(null),4.392426,(null),35.3523,0.1685,0.9956
PHB20110329,9.929,10,(null),1024.082,23.8116,(null),5.243257,(null),35.452,0.0473,0.1673
PHB20110329,17.871,18,(null),1024.133,23.7625,(null),5.239316,(null),35.4586,0.0534,0.25
PHB20110329,19.856,20,(null),1024.1492,23.7459,(null),5.238022,(null),35.4614,0.0503,0.2759
PHB20110619,45.667,46,(null),1025.7168,18.5566,(null),4.708896,(null),35.51605,0.1584,0.5243
PHB20110619,46.659,47,(null),1025.7371,18.5242,(null),4.706102,(null),35.52,0.14155,0.37865
PHB20110619,51.623,52,(null),1025.79445,18.2374,(null),4.6748055,(null),35.5007,0.12665,0.3128
PHB20110619,60.556,61,(null),1025.9536,17.8078,(null),4.6302635,(null),35.4896,0.14705,0.20855
PHB20110619,62.541,63,(null),1025.97535,17.76165,(null),4.6255575,(null),35.4886,0.1431,0.22775
PHB20110619,64.526,65,(null),1025.99055,17.723,(null),4.6215295,(null),35.4869,0.1506,0.2223
PHB20110619,68.496,69,(null),1026.0368,17.6188,(null),4.610974,(null),35.48535,0.16745,0.1987
PHB20110914,22,22.159,(null),1025.9581,17.4884,(null),4.609649,(null),35.6063,0.0983,4.5552
PHB20110914,25,25.181,(null),1025.9749,17.4751,(null),4.608311,(null),35.6053,0.0968,4.6064
PHB20110914,26,26.188,(null),1025.9773,17.467,(null),4.607404,(null),35.6042,0.1034,4.5496
PHB20110914,30,30.218,(null),1026.0029,17.3828,(null),4.597891,(null),35.5942,0.0911,4.7263
PHB20110914,51,51.373,(null),1026.1416,17.121,(null),4.568405,(null),35.56,0.0755,3.2858
PHB20140211,2.9785,3,(null),1024.7449,21.72785,(null),5.0424345,(null),35.58635,0.0875,0.62065
ROT20120329,4,4.028,(null),1024.2511,22.9756,(null),5.14674,(null),35.3848,0.1034,0.4468
PHB20110329,31.769,32,(null),1025.0286,20.8504,(null),4.950873,(null),35.5729,0.0924,3.6689
PHB20110329,33.755,34,(null),1025.148,20.381,(null),4.901661,(null),35.5668,0.0783,3.6592
PHB20110329,36.733,37,(null),1025.3495,20.035,(null),4.869362,(null),35.5935,0.0672,3.1308
PHB20110329,40.703,41,(null),1025.4058,19.5851,(null),4.820763,(null),35.5732,0.0656,2.6739
PHB20110329,42.689,43,(null),1025.4813,19.2035,(null),4.77904,(null),35.5512,0.0745,2.5973
PHB20120311,61,61.448,(null),1026.2312,16.1537,(null),4.453247,(null),35.399,0.0922,1.7127
PHB20120311,75,75.553,(null),1026.5542,15.0766,(null),4.340479,(null),35.3446,0.2207,0.7234
PHB20120311,78,78.576,(null),1026.5764,15.0267,(null),4.335464,(null),35.3427,0.2091,0.6142
PHB20120311,79,79.583,(null),1026.5826,15.0212,(null),4.334887,(null),35.3421,0.2061,0.6233
PHB20120311,87,87.644,(null),1026.623,14.9951,(null),4.332534,(null),35.3409,0.242,0.594
PHB20120821,8,8.058,(null),1025.8188,17.5243,(null),4.602097,(null),35.5148,0.1206,1.9273
PHB20120821,11,11.079,(null),1025.831,17.5265,(null),4.602397,(null),35.5143,0.1602,2.3437
PHB20110914,68,68.5,(null),1026.273,16.7495,(null),4.527762,(null),35.526,0.0579,1.3048
PHB20111206,14,14.101,(null),1025.4882,18.9167,(null),4.742678,(null),35.5032,0.0889,0.4716
PHB20111206,28,28.203,(null),1025.552,18.8946,(null),4.740539,(null),35.4989,0.0944,0.8511
PHB20111206,29,29.21,(null),1025.5575,18.8945,(null),4.740619,(null),35.4993,0.0939,0.7598
PHB20111206,30,30.218,(null),1025.5612,18.8914,(null),4.740265,(null),35.4986,0.1123,0.7189
PHB20111206,31,31.225,(null),1025.5654,18.882,(null),4.739142,(null),35.4968,0.0879,0.7249
PHB20111206,59,59.433,(null),1025.925,17.7753,(null),4.622328,(null),35.4502,0.102,2.9485
PHB20130125,8,8.058,(null),1024.7311,21.7757,(null),5.04321,(null),35.5516,0.0873,0.3427
PHB20130125,12,12.087,(null),1024.7767,21.6522,(null),5.030255,(null),35.5494,0.0926,0.4016
PHB20130125,17,17.123,(null),1024.8761,21.3714,(null),5.000911,(null),35.5462,0.0936,0.5873
PHB20130125,18,18.13,(null),1024.8915,21.3082,(null),4.994155,(null),35.5443,0.1039,0.7122
PHB20130125,22,22.159,(null),1024.975,20.9923,(null),4.961228,(null),35.5415,0.1156,1.9333
PHB20140317,43.682,44,(null),1025.9312,17.3733,(null),4.578677,(null),35.4304,0.0633,3.341
PHB20140317,45.667,46,(null),1025.9572,17.2644,(null),4.566378,(null),35.4183,0.0654,3.1069
PHB20140317,65.519,66,(null),1026.3322,15.507,(null),4.377915,(null),35.3003,0.0559,0.5469
PHB20140317,77.429,78,(null),1026.55,14.7348,(null),4.295946,(null),35.2457,0.0456,0.0889
PHB20140317,80.406,81,(null),1026.5961,14.6466,(null),4.287372,(null),35.2457,0.0468,0.0119
PHB20140317,83.384,84,(null),1026.623,14.6413,(null),4.2884,(null),35.2587,0.0466,(null)
PHB20140317,85.369,86,(null),1026.637,14.6084,(null),4.286331,(null),35.2688,0.0534,(null)
PHB20140317,93.308,94,(null),1026.7144,14.523,(null),4.280632,(null),35.2907,0.3508,0.1737
PHB20140317,94.3,95,(null),1026.7194,14.5171,(null),4.279602,(null),35.2873,0.3688,0.2181
PHB20090223,61.548,62,(null),1026.4054,15.5605,(null),4.393605,(null),35.3954,0.1521,0.4198
PHB20090223,71.474,72,(null),1026.6136,14.6993,(null),4.305403,(null),35.3673,0.167,0.2223
PHB20090223,85.369,86,(null),1026.7902,14.17,(null),4.251603,(null),35.3476,0.1567,0.0502
PHB20090223,88.346,89,(null),1026.8239,14.0884,(null),4.242913,(null),35.3404,0.1551,0.0568
PHB20090318,8.936,9,(null),1024.649,21.4631,(null),4.983948,(null),35.338,0.1359,3.066
