NRS_TRIP_CODE,DEPTH,PRES_REL,PRES,DENS,TEMP,PAR,CNDC,SPEC_CNDC,PSAL,TURB,CHLF
MAI20110725,23,23.185,(null),1026.795,12.5379,(null),4.080548,(null),35.268,0.2896,0.5118
MAI20121112,13,13.105,(null),1026.4177,13.3616,(null),4.137266,(null),35.0485,0.2864,0.5537
MAI20121112,28,28.226,(null),1026.4906,13.3039,(null),4.13195,(null),35.0449,0.2602,0.7025
MAI20121112,30,30.242,(null),1026.5056,13.3018,(null),4.131816,(null),35.0447,0.2737,0.6787
MAI20121112,33,33.267,(null),1026.5166,13.2787,(null),4.129567,(null),35.0434,0.2618,0.6939
MAI20100330,40,40.324,(null),1025.9716,17.0318,(null),4.542591,(null),35.4175,0.2489,0.1833
MAI20100330,41,41.332,(null),1025.9618,16.9144,(null),4.528694,(null),35.399,0.2416,0.1318
MAI20100330,44,44.357,(null),1026.0444,16.6469,(null),4.498576,(null),35.3694,0.2468,0.1039
MAI20100330,46,46.373,(null),1026.0677,16.4399,(null),4.474844,(null),35.3423,0.2417,0.0791
MAI20100330,50,50.406,(null),1026.1855,16.1618,(null),4.446351,(null),35.3348,0.2534,0.0662
MAI20100330,52,52.422,(null),1026.1948,16.1174,(null),4.441854,(null),35.3334,0.2532,0.0815
MAI20111026,45,45.365,(null),1026.7834,12.9759,(null),4.120918,(null),35.2366,0.201,0.6648
MAI20111026,51,51.414,(null),1026.8125,12.9672,(null),4.120451,(null),35.2375,0.2277,0.7364
MAI20111026,72,72.589,(null),1026.9296,12.8431,(null),4.10903,(null),35.2349,0.2093,0.5827
MAI20111214,19,19.153,(null),1026.2487,15.402,(null),4.372683,(null),35.3664,0.2332,0.5559
MAI20100722,24,24.193,(null),1026.644,13.1098,(null),4.130561,(null),35.2131,0.2145,0.2242
MAI20100722,36,36.291,(null),1026.6979,13.1093,(null),4.13093,(null),35.2119,0.213,0.2235
MAI20100722,38,38.307,(null),1026.7059,13.1094,(null),4.131009,(null),35.2117,0.2056,0.2313
MAI20100722,52,52.423,(null),1026.7692,13.1132,(null),4.132161,(null),35.2131,0.2132,0.2022
MAI20120326,33,33.267,(null),1025.9581,17.1357,(null),4.554316,(null),35.4313,0.181,0.3954
MAI20110118,37,37.299,(null),1026.2744,14.3638,(null),4.231956,(null),35.0089,0.3199,0.9468
MAI20120621,65,65.53,(null),1026.8518,13.3851,(null),4.170327,(null),35.3175,0.2585,0.2607
MAI20120621,67,67.547,(null),1026.8623,13.3801,(null),4.170018,(null),35.3184,0.2578,0.2679
MAI20120621,68,68.555,(null),1026.8682,13.3778,(null),4.169876,(null),35.3188,0.2773,0.2823
MAI20120820,4,4.032,(null),1026.7878,12.1831,(null),4.046364,(null),35.2791,0.237,0.1255
MAI20120820,10,10.08,(null),1026.815,12.1811,(null),4.046478,(null),35.2795,0.2317,0.1561
MAI20120820,11,11.088,(null),1026.8208,12.1787,(null),4.046269,(null),35.2792,0.2216,0.1656
MAI20120820,12,12.096,(null),1026.8258,12.1774,(null),4.046214,(null),35.2795,0.2284,0.1657
MAI20120820,15,15.121,(null),1026.8417,12.162,(null),4.044801,(null),35.2789,0.2337,0.215
MAI20120820,26,26.21,(null),1026.8934,12.1544,(null),4.044572,(null),35.279,0.2263,0.3217
MAI20120820,28,28.226,(null),1026.9025,12.1549,(null),4.044701,(null),35.2789,0.2256,0.3139
MAI20121112,36,36.291,(null),1026.5337,13.283,(null),4.130333,(null),35.0454,0.2661,0.7719
MAI20121112,45,45.365,(null),1026.6427,12.9634,(null),4.100278,(null),35.0509,0.2733,0.6985
MAI20121112,55,55.447,(null),1026.7126,12.806,(null),4.085034,(null),35.0468,0.2609,0.555
MAI20121112,62,62.505,(null),1026.8103,12.4878,(null),4.05478,(null),35.049,0.2661,0.2616
MAI20121112,63,63.513,(null),1026.8164,12.4678,(null),4.053007,(null),35.0501,0.2874,0.2461
MAI20140619,52,52.418,(null),1026.7051,13.9151,(null),4.224719,(null),35.3452,0.1614,0.2518
MAI20111214,30,30.242,(null),1026.3062,15.2318,(null),4.352704,(null),35.3341,0.2453,0.6543
MAI20111214,32,32.259,(null),1026.3221,15.2087,(null),4.350102,(null),35.3304,0.2319,0.6677
MAI20111214,39,39.316,(null),1026.3647,15.1217,(null),4.341043,(null),35.3238,0.2346,0.7721
MAI20130424,63,63.514,(null),1026.2051,16.369,(null),4.468517,(null),35.3424,0.2278,0.3781
MAI20130424,66,66.539,(null),1026.2207,16.3641,(null),4.46816,(null),35.3424,0.2215,0.3538
MAI20130424,71,71.58,(null),1026.2452,16.3637,(null),4.468706,(null),35.3456,0.2162,0.3439
MAI20130528,3,3.024,(null),1026.2728,15.08,(null),4.343149,(null),35.3956,0.2472,0.1937
MAI20130528,11,11.088,(null),1026.3103,15.0752,(null),4.343087,(null),35.396,0.2514,0.24
MAI20130528,17,17.136,(null),1026.3365,15.0732,(null),4.343104,(null),35.3955,0.2345,0.3272
MAI20130528,25,25.201,(null),1026.3755,15.0666,(null),4.343099,(null),35.3981,0.2578,0.3856
MAI20130528,27,27.218,(null),1026.3861,15.0667,(null),4.343215,(null),35.3983,0.2495,0.3454
MAI20130528,28,28.226,(null),1026.3909,15.0668,(null),4.34332,(null),35.3987,0.2364,0.3646
MAI20130528,29,29.234,(null),1026.3936,15.0667,(null),4.343278,(null),35.3981,0.2438,0.3654
MAI20130528,33,33.266,(null),1026.4126,15.0688,(null),4.343754,(null),35.3988,0.251,0.3394
MAI20120326,49,49.398,(null),1026.1486,16.7487,(null),4.51726,(null),35.4419,0.1902,0.3249
MAI20120326,52,52.423,(null),1026.1544,16.8307,(null),4.528304,(null),35.4651,0.2053,0.3494
MAI20120326,53,53.431,(null),1026.1672,16.8941,(null),4.538619,(null),35.4992,0.1995,0.3914
MAI20120412,4,4.032,(null),1026.0447,16.1533,(null),4.452112,(null),35.4122,0.2696,0.3113
MAI20120412,7,7.056,(null),1026.0652,16.1357,(null),4.450377,(null),35.4112,0.2777,0.3407
MAI20130821,30,30.242,(null),1026.8,13.219,(null),4.162055,(null),35.4087,0.2243,0.3387
MAI20130821,31,31.25,(null),1026.804,13.2192,(null),4.162121,(null),35.4087,0.2309,0.312
MAI20130821,33,33.267,(null),1026.8136,13.2193,(null),4.162213,(null),35.4086,0.2156,0.299
MAI20130821,36,36.291,(null),1026.8265,13.2205,(null),4.162481,(null),35.4087,0.2269,0.2985
MAI20130821,49,49.398,(null),1026.8866,13.2212,(null),4.163215,(null),35.4094,0.2601,0.2948
MAI20130821,50,50.406,(null),1026.891,13.2214,(null),4.163303,(null),35.4096,0.2415,0.2822
MAI20130821,55,55.447,(null),1026.9131,13.2216,(null),4.163494,(null),35.4091,0.2248,0.2899
MAI20130821,59,59.481,(null),1026.9285,13.2213,(null),4.163563,(null),35.4083,0.2202,0.2823
MAI20140318,7,7.055,(null),1025.7867,17.3621,(null),4.575722,(null),35.4289,0.1772,0.3194
MAI20140318,11,11.087,(null),1025.8037,17.3123,(null),4.570438,(null),35.425,0.1647,0.3757
MAI20140318,19,19.151,(null),1025.8734,17.131,(null),4.549951,(null),35.4028,0.1672,0.5206
MAI20140318,23,23.183,(null),1025.8986,17.0793,(null),4.544432,(null),35.3986,0.1696,0.5248
MAI20140318,51,51.409,(null),1026.0559,16.86,(null),4.521162,(null),35.377,0.1839,0.4027
MAI20140318,56,56.451,(null),1026.1133,16.6033,(null),4.492799,(null),35.3523,0.1739,0.3406
MAI20140318,68,68.549,(null),1026.2794,15.9895,(null),4.426424,(null),35.3033,0.1796,0.2047
MAI20140619,61,61.491,(null),1026.747,13.9074,(null),4.224392,(null),35.3454,0.1762,0.2414
MAI20140619,64,64.516,(null),1026.7611,13.9057,(null),4.224352,(null),35.3454,0.1722,0.2415
MAI20140619,66,66.532,(null),1026.7699,13.9027,(null),4.224158,(null),35.3454,0.1745,0.2384
MAI20140703,2,2.016,(null),1026.4434,14.013,(null),4.229757,(null),35.3234,0.4505,0.1466
MAI20140703,9,9.071,(null),1026.4832,14.0013,(null),4.229857,(null),35.3322,0.1594,0.115
MAI20140703,16,16.127,(null),1026.5175,13.9838,(null),4.228258,(null),35.3303,0.1586,0.1979
MAI20091013,71,71.58,(null),1026.9426,12.2067,(null),4.032569,(null),35.093,0.2285,0.2958
MAI20091111,7,7.056,(null),1026.1542,14.7849,(null),4.287718,(null),35.154,0.2032,0.1315
MAI20130528,35,35.283,(null),1026.4214,15.067,(null),4.343669,(null),35.3988,0.2331,0.3651
MAI20130528,36,36.291,(null),1026.4261,15.0668,(null),4.343687,(null),35.3988,0.2506,0.3516
MAI20140915,16,16.127,(null),1026.6873,13.0059,(null),4.12789,(null),35.2878,0.1563,0.5748
MAI20140915,19,19.151,(null),1026.7032,13.0158,(null),4.129561,(null),35.2933,0.2556,0.6752
MAI20140915,31,31.247,(null),1026.7618,13.0094,(null),4.130027,(null),35.2985,0.1558,0.6177
MAI20140915,34,34.272,(null),1026.775,13.0101,(null),4.130211,(null),35.2983,0.1774,0.6559
MAI20140915,48,48.385,(null),1026.8372,12.9599,(null),4.125102,(null),35.2901,0.1626,0.555
MAI20130821,61,61.497,(null),1026.9395,13.2202,(null),4.163539,(null),35.4082,0.2243,0.3183
MAI20130821,63,63.514,(null),1026.947,13.2201,(null),4.163608,(null),35.4081,0.2299,0.3121
MAI20130821,67,67.547,(null),1026.9666,13.223,(null),4.164289,(null),35.4101,0.2293,0.2827
MAI20130821,69,69.564,(null),1026.9767,13.2241,(null),4.164551,(null),35.4108,0.2209,0.2708
MAI20130821,70,70.572,(null),1026.9803,13.2239,(null),4.164637,(null),35.4113,0.2229,0.2566
MAI20130821,78,78.639,(null),1027.0281,13.1993,(null),4.163328,(null),35.4184,0.2162,0.2308
MAI20150224,37,37.296,(null),1026.0339,17.1496,(null),4.567328,(null),35.531,0.1612,0.5865
MAI20150224,38,38.304,(null),1026.0504,17.098,(null),4.562013,(null),35.5297,0.1608,0.6034
MAI20150224,45,45.361,(null),1026.1847,16.4552,(null),4.493403,(null),35.4934,0.1652,0.4881
MAI20150224,48,48.385,(null),1026.2311,16.1477,(null),4.459559,(null),35.4658,0.1593,0.4112
MAI20150312,67,67.541,(null),1026.2601,16.7452,(null),4.525589,(null),35.5111,0.1768,0.3957
MAI20150312,71,71.574,(null),1026.2925,16.6608,(null),4.515908,(null),35.4991,0.1788,0.2927
MAI20150312,78,78.632,(null),1026.3292,16.5897,(null),4.508169,(null),35.4911,0.1922,0.2077
MAI20150312,79,79.64,(null),1026.3392,16.5813,(null),4.507286,(null),35.4904,0.1961,0.1794
MAI20150312,83,83.673,(null),1026.3607,16.5638,(null),4.505477,(null),35.4885,0.207,0.1623
MAI20150312,84,84.681,(null),1026.3656,16.5624,(null),4.505357,(null),35.4883,0.2035,0.1576
MAI20150312,86,86.698,(null),1026.3754,(null),(null),4.50501,(null),(null),0.205,0.1628
MAI20150723,18,18.143,(null),1026.8088,12.661,(null),4.100223,(null),35.3443,0.5913,0.1291
MAI20150723,25,25.199,(null),1026.8402,12.6584,(null),4.100317,(null),35.3447,0.5731,0.1508
NSI20150731,18,18.143,(null),1024.9056,21.5975,(null),5.03816,(null),35.6553,0.0671,0.2101
NSI20150731,31,31.247,(null),1025.0739,21.1673,(null),4.99344,(null),35.6512,0.1655,0.2216
NSI20150731,33,33.264,(null),1025.0944,21.1074,(null),4.987248,(null),35.6507,0.1543,0.2324
NSI20150731,35,35.28,(null),1025.1221,21.0449,(null),4.981024,(null),35.6522,0.1523,0.2319
NSI20091015,9,9.072,(null),1024.2322,23.088,(null),5.157626,(null),35.3766,0.3508,0.3106
NSI20091015,20,20.161,(null),1024.2926,23.0341,(null),5.152154,(null),35.374,0.6283,0.3107
NSI20131212,30,30.242,(null),1025.4834,19.436,(null),4.806927,(null),35.5894,0.201,0.2242
NSI20131212,36,36.291,(null),1025.5491,19.2011,(null),4.781734,(null),35.5783,0.1803,0.2236
NSI20140213,3,3.024,(null),1023.6958,25.4934,(null),5.448112,(null),35.6572,0.0201,0.1888
NSI20140213,5,5.04,(null),1023.7117,25.4767,(null),5.446487,(null),35.6577,0.0189,0.1623
MAI20151001,41,41.328,(null),1026.8721,12.1714,(null),4.035638,(null),35.1693,0.6779,0.9229
MAI20151001,43,43.345,(null),1026.8828,12.166,(null),4.035277,(null),35.1699,0.6767,0.8595
MAI20151001,45,45.36,(null),1026.8925,12.163,(null),4.035043,(null),35.1696,0.6595,0.8196
MAI20100330,74,74.605,(null),1026.5737,14.7378,(null),4.299598,(null),35.2779,0.2574,0.0253
MAI20100330,78,78.639,(null),1026.5936,14.6958,(null),4.295221,(null),35.2741,0.2643,0.0295
MAI20100505,11,11.088,(null),1026.1793,16.0627,(null),4.45491,(null),35.5153,0.3456,0.3441
MAI20100505,14,14.112,(null),1026.1871,16.0639,(null),4.454466,(null),35.5091,0.3254,0.4483
MAI20100505,21,21.169,(null),1026.2247,16.0639,(null),4.45566,(null),35.5169,0.382,0.4099
MAI20100505,28,28.226,(null),1026.2563,16.0644,(null),4.456191,(null),35.5184,0.3636,0.3828
MAI20100505,32,32.258,(null),1026.274,16.0683,(null),4.45675,(null),35.5183,0.3525,0.4079
MAI20111214,45,45.365,(null),1026.3954,15.0061,(null),4.329269,(null),35.3185,0.2472,0.8583
NSI20150323,15.874,16,(null),1023.3492,26.1643,(null),5.485291,(null),35.4034,0.1647,0.3091
NSI20150323,19.842,20,(null),1023.4037,25.9866,(null),5.466738,(null),35.4042,0.2636,0.3178
NSI20150323,22.818,23,(null),1023.5752,25.5117,(null),5.422787,(null),35.4499,0.2934,0.3021
NSI20150323,32.739,33,(null),1024.5487,22.7435,(null),5.148592,(null),35.5773,0.4991,0.295
NSI20150323,39.683,40,(null),1024.813,22.1056,(null),5.087036,(null),35.6151,0.6681,0.3431
NSI20150323,44.642,45,(null),1024.9174,21.7707,(null),5.053293,(null),35.6228,0.4303,0.2816
NSI20150323,52.578,53,(null),1025.1504,21.0056,(null),4.973802,(null),35.6207,0.1633,0.2295
NSI20150512,4,4.032,(null),1023.9144,24.3775,(null),5.307142,(null),35.487,0.0892,0.176
NSI20150512,10,10.08,(null),1023.9414,24.3752,(null),5.307094,(null),35.4866,0.108,0.1871
NIN20110209,12,12.085,(null),1022.0411,28.8626,(null),5.692088,(null),34.8426,0.1313,0.8237
NIN20110209,13,13.092,(null),1022.0883,28.7622,(null),5.684306,(null),34.8621,0.1623,0.949
NIN20110209,19,19.134,(null),1022.1712,28.6583,(null),5.676368,(null),34.8816,0.1771,1.2454
NSI20091015,51,51.414,(null),1025.5026,19.1048,(null),4.757835,(null),35.4552,0.312,0.3273
NSI20091015,56,56.456,(null),1026.086,17.0499,(null),4.547411,(null),35.4374,0.0545,0.3545
NSI20091021,11,11.088,(null),1024.0732,23.5013,(null),5.192703,(null),35.3138,0.0333,0.1752
NSI20091021,12,12.096,(null),1024.0797,23.4805,(null),5.19058,(null),35.3139,0.0306,0.1749
NSI20091021,14,14.112,(null),1024.1024,23.4476,(null),5.18733,(null),35.3146,0.0332,0.1677
NSI20091021,20,20.161,(null),1024.1565,23.3642,(null),5.17923,(null),35.3173,0.0404,0.1736
NSI20120912,62,62.506,(null),1026.1952,16.5742,(null),4.494974,(null),35.3949,(null),0.2341
NSI20121017,1,1.008,(null),1024.6963,21.7019,(null),5.030549,(null),35.5145,0.0568,0.2828
NSI20121017,2,2.016,(null),1024.7095,21.67,(null),5.027084,(null),35.513,0.0581,0.2974
NSI20121017,7,7.056,(null),1024.7336,21.6281,(null),5.022842,(null),35.5121,0.0682,0.2712
NSI20121017,15,15.12,(null),1024.8047,21.5304,(null),5.013467,(null),35.5154,0.0965,0.2782
NSI20121017,21,21.169,(null),1024.8533,21.4095,(null),4.999629,(null),35.503,0.1737,0.2915
NSI20100411,6,6.048,(null),1023.1848,25.7154,(null),(null),(null),35.0489,0.1086,0.2325
NSI20100411,8,8.064,(null),1023.195,25.7243,(null),(null),(null),35.0538,0.1083,0.2241
NSI20100411,10,10.08,(null),1023.2045,25.7354,(null),(null),(null),35.0598,0.1248,0.232
NSI20110220,16,16.129,(null),1022.9977,26.443,(null),5.471452,(null),35.0894,0.0526,0.1596
NSI20110220,25,25.201,(null),1023.8572,24.275,(null),5.285364,(null),35.3973,0.2915,0.2171
NSI20110220,38,38.307,(null),1025.4763,19.2975,(null),4.786415,(null),35.5341,0.1562,0.1782
NSI20110220,47,47.381,(null),1025.895,17.833,(null),4.633126,(null),35.4974,0.049,0.137
NSI20110220,50,50.406,(null),1025.9327,17.6876,(null),4.617035,(null),35.4847,0.0683,0.165
NSI20110323,2,2.016,(null),1022.8577,27.1293,(null),5.557697,(null),35.192,0.0183,0.1602
NSI20110323,22,22.177,(null),1022.9609,26.8164,(null),5.516833,(null),35.1305,0.0211,0.122
MAI20111214,65,65.53,(null),1026.7164,13.9152,(null),4.219544,(null),35.2912,0.2073,0.1325
MAI20111214,68,68.555,(null),1026.739,13.8282,(null),4.210554,(null),35.2858,0.2236,0.1518
MAI20120119,4,4.032,(null),1025.751,17.5357,(null),4.598977,(null),35.4795,0.207,0.1573
MAI20120119,8,8.064,(null),1025.8063,17.4667,(null),4.592489,(null),35.4822,0.1995,0.2187
MAI20120119,10,10.08,(null),1025.8165,17.4528,(null),4.591085,(null),35.4814,0.1909,0.2713
MAI20120119,19,19.153,(null),1025.8606,17.4302,(null),4.589018,(null),35.4799,0.1913,0.5357
MAI20120119,25,25.202,(null),1025.8977,17.3623,(null),4.581888,(null),35.4752,0.1929,0.7056
MAI20120119,31,31.25,(null),1025.9653,17.1297,(null),4.556738,(null),35.4584,0.1876,0.5147
MAI20130528,59,59.48,(null),1026.5376,15.0381,(null),4.342488,(null),35.4044,0.2512,0.3432
NIN20110209,53,53.378,(null),1022.3732,(null),(null),(null),(null),(null),0.1714,2.1559
NSI20090527,3.006,3.024,(null),1023.8113,22.0806,(null),4.938156,(null),34.4784,3.5121,29.3044
NSI20090527,21.029,21.169,(null),1024.101,22.4697,(null),5.028026,(null),34.8641,3.4901,29.306
NSI20090527,24.028,24.193,(null),1024.129,22.5858,(null),5.049832,(null),34.9399,3.4946,29.3069
NSI20090527,25.032,25.202,(null),1024.1215,22.6219,(null),5.054705,(null),34.9485,3.4921,29.305
NSI20120213,25,25.201,(null),1022.9812,26.9903,(null),5.550599,(null),35.2394,0.0356,0.1959
MAI20151001,82,82.665,(null),1027.1199,11.8425,(null),4.006401,(null),35.1758,0.5838,0.1554
MAI20151001,83,83.673,(null),1027.1315,11.8285,(null),4.005152,(null),35.1764,0.5838,0.1126
MAI20151118,14,14.111,(null),1026.368,14.7049,(null),4.301105,(null),35.3466,0.6658,1.874
MAI20151118,16,16.127,(null),1026.368,14.6614,(null),4.296315,(null),35.3413,0.6682,1.8466
NSI20091115,4,4.032,(null),1024.0298,23.8755,(null),5.248421,(null),35.4422,0.0229,0.3753
NSI20091115,6,6.048,(null),1024.0471,23.8611,(null),5.247641,(null),35.4472,0.0298,0.3567
NSI20091115,17,17.137,(null),1024.1152,23.7492,(null),5.235794,(null),35.4427,0.0486,0.2007
NSI20091115,18,18.145,(null),1024.1334,23.6696,(null),5.226661,(null),35.4364,0.0441,0.2099
NSI20091115,42,42.34,(null),1024.4984,22.5335,(null),5.109014,(null),35.4368,0.2252,0.1898
NSI20110323,39,39.316,(null),1023.1836,26.5451,(null),5.500664,(null),35.2153,0.0405,0.1175
NSI20140404,52,52.418,(null),1024.7776,21.767,(null),5.02841,(null),35.4262,0.3786,0.3266
NSI20140507,5,5.04,(null),1023.781,24.5263,(null),5.306417,(null),35.3635,0.0871,0.1719
NSI20140507,10,10.079,(null),1023.8042,24.5224,(null),5.306261,(null),35.3638,0.0932,0.1815
NSI20140507,12,12.095,(null),1023.8139,24.5191,(null),5.306025,(null),35.364,0.0952,0.1753
NSI20140507,23,23.183,(null),1024.0682,23.9342,(null),5.252996,(null),35.4239,0.2091,0.1995
NSI20140507,27,27.215,(null),1024.2526,23.6138,(null),5.234739,(null),35.5398,0.2092,0.1935
NSI20140507,33,33.263,(null),1024.5526,22.6523,(null),5.131985,(null),35.5223,0.2415,0.206
NSI20140623,2,2.016,(null),1024.1217,23.4106,(null),5.193252,(null),35.3937,0.0824,0.2347
MAI20130528,67,67.547,(null),1026.5853,15.0464,(null),4.345262,(null),35.4188,0.2357,0.3445
MAI20130528,70,70.572,(null),1026.5981,15.0496,(null),4.34599,(null),35.4214,0.2589,0.3563
MAI20130611,27,27.218,(null),1026.4716,14.4938,(null),4.280884,(null),35.3473,0.1837,0.2187
MAI20130611,34,34.275,(null),1026.5009,14.4942,(null),4.281054,(null),35.3455,0.1897,0.2205
MAI20130611,37,37.299,(null),1026.5144,14.4938,(null),4.281122,(null),35.3452,0.1994,0.216
MAI20141029,71,71.574,(null),1026.9095,12.9982,(null),4.126141,(null),35.2544,0.1918,0.3034
NSI20120229,8,8.064,(null),1022.9907,26.143,(null),5.421527,(null),34.9589,0.0838,0.2392
NSI20120229,13,13.104,(null),1023.0169,26.1094,(null),5.416999,(null),34.9501,0.0919,0.2428
NSI20120229,19,19.153,(null),1023.1298,25.9193,(null),5.406705,(null),35.0185,0.1472,0.2261
NSI20120229,31,31.25,(null),1024.9523,21.1521,(null),4.975035,(null),35.5162,0.4278,0.2495
NSI20120229,33,33.267,(null),1024.9954,20.5012,(null),4.906281,(null),35.5036,0.356,0.2456
NSI20120229,39,39.316,(null),1025.7083,18.3259,(null),4.684427,(null),35.5107,0.0765,0.2807
NSI20120229,41,41.332,(null),1025.8086,18.0146,(null),4.652173,(null),35.5049,0.0525,0.229
NSI20120229,43,43.348,(null),1025.8783,17.7493,(null),4.624208,(null),35.4952,0.0363,0.2709
NSI20130418,36,36.291,(null),1023.7864,24.8779,(null),5.342185,(null),35.3444,0.1396,0.1482
NSI20130418,39,39.316,(null),1023.9029,24.352,(null),5.290908,(null),35.3735,0.1757,0.1664
NSI20091115,61,61.497,(null),1025.7083,18.7902,(null),4.729606,(null),35.4842,0.0942,0.2085
NSI20091215,12,12.096,(null),1024.142,23.6856,(null),5.244397,(null),35.5609,0.3625,0.4444
NSI20101115,36,36.291,(null),1024.8444,21.3925,(null),4.994674,(null),35.4722,0.1775,0.2212
NSI20101115,46,46.373,(null),1025.5549,18.8803,(null),4.73499,(null),35.4578,0.2624,0.2484
NSI20101115,54,54.439,(null),1025.8768,17.6612,(null),4.604929,(null),35.4019,0.2078,0.22
NSI20101115,56,56.456,(null),1025.9521,17.213,(null),4.556901,(null),35.3769,0.1739,0.2588
NSI20101115,59,59.48,(null),1025.9708,16.8592,(null),4.517621,(null),35.3435,0.1604,0.2784
NSI20101215,3,3.024,(null),1022.9195,26.71,(null),5.504245,(null),35.1267,0.021,0.1475
NSI20101215,4,4.032,(null),1022.9246,26.7084,(null),5.504262,(null),35.1277,0.0225,0.1352
NSI20101215,20,20.161,(null),1023.7026,24.8,(null),5.327377,(null),35.3002,0.1714,0.2447
NSI20101215,22,22.177,(null),1023.7932,24.5282,(null),5.301392,(null),35.3188,0.2754,0.3143
NSI20140623,21,21.167,(null),1024.2063,23.3978,(null),5.192412,(null),35.3911,0.1719,0.2242
MAI20151216,76,76.615,(null),1026.7747,13.9344,(null),4.223092,(null),35.302,0.5886,(null)
MAI20160209,4.961,5,(null),1025.0182,19.9884,(null),4.830595,(null),35.3262,0.5559,0.0817
MAI20160209,16.866,17,(null),1025.1625,19.7102,(null),4.806472,(null),35.3577,0.5736,0.2175
MAI20160209,21.826,22,(null),1025.3138,19.1633,(null),4.756047,(null),35.4012,0.5767,0.4371
MAI20160209,24.802,25,(null),1025.5013,18.1315,(null),4.655417,(null),35.4374,0.5665,0.4434
MAI20160209,30.755,31,(null),1026.0251,16.5148,(null),4.492071,(null),35.4343,0.5664,0.676
MAI20160209,38.691,39,(null),1026.2604,15.8711,(null),4.427133,(null),35.4273,0.546,0.5505
MAI20160209,43.65,44,(null),1026.3435,15.3486,(null),4.370612,(null),35.3856,0.5433,0.3876
MAI20160209,56.545,57,(null),1026.6613,13.8073,(null),4.207455,(null),35.2808,0.5393,0.1859
MAI20141029,78,78.631,(null),1026.9414,12.9961,(null),4.126151,(null),35.2535,0.1835,0.3029
MAI20141127,12,12.095,(null),1026.471,13.8278,(null),4.20422,(null),35.2505,0.1465,0.0872
MAI20141127,18,18.143,(null),1026.4984,13.8243,(null),4.204146,(null),35.2505,0.1422,0.0913
MAI20141127,22,22.175,(null),1026.5164,13.8243,(null),4.204331,(null),35.2505,0.1392,0.0951
MAI20141127,23,23.183,(null),1026.5209,13.8244,(null),4.204378,(null),35.2505,0.1409,0.0965
MAI20141127,41,41.328,(null),1026.6023,13.8228,(null),4.205056,(null),35.2507,0.1479,0.0832
MAI20141127,46,46.369,(null),1026.6248,13.8198,(null),4.205009,(null),35.2509,0.1393,0.0716
MAI20100505,66,66.539,(null),1026.424,16.0729,(null),4.458809,(null),35.5188,0.3776,0.4103
MAI20100505,72,72.589,(null),1026.4504,16.0733,(null),4.459172,(null),35.5193,0.3737,0.4494
MAI20100505,73,73.597,(null),1026.4547,16.0735,(null),4.459242,(null),35.5193,0.3214,0.4495
MAI20100505,76,76.622,(null),1026.4681,16.0737,(null),4.459392,(null),35.5192,0.3373,0.4623
NSI20130418,51,51.414,(null),1025.3414,20.2687,(null),4.894343,(null),35.5954,0.0635,0.1748
NSI20130418,53,53.431,(null),1025.3875,19.9686,(null),4.861968,(null),35.583,0.0736,0.1825
NSI20130418,56,56.456,(null),1025.5358,19.6161,(null),4.825573,(null),35.581,0.0849,0.1987
NSI20130418,57,57.464,(null),1025.5767,19.4667,(null),4.80866,(null),35.5676,0.0798,0.184
NSI20130520,16,16.128,(null),1024.0587,23.5535,(null),5.194553,(null),35.2847,0.1371,0.2777
NSI20130520,22,22.177,(null),1024.0834,23.5054,(null),5.188327,(null),35.2734,0.1793,0.2872
NSI20130520,25,25.201,(null),1024.1136,23.4294,(null),5.17914,(null),35.2628,0.2288,0.3499
NSI20130520,29,29.234,(null),1024.143,23.3313,(null),5.167072,(null),35.2473,0.2632,0.3141
NSI20130520,38,38.308,(null),1024.214,23.2356,(null),5.156859,(null),35.2424,0.3314,0.3514
NSI20130520,39,39.316,(null),1024.2203,23.2339,(null),5.156837,(null),35.2433,0.3299,0.3588
NSI20130520,40,40.324,(null),1024.2255,23.2337,(null),5.156955,(null),35.244,0.343,0.3782
NSI20150512,13,13.103,(null),1023.9545,24.3751,(null),5.307241,(null),35.4867,0.1146,0.1745
NSI20150512,27,27.215,(null),1024.0631,24.1631,(null),5.283624,(null),35.4724,0.309,0.2461
NSI20150512,33,33.264,(null),1024.1313,24.0312,(null),5.269882,(null),35.4714,0.363,0.2869
NSI20101215,31,31.25,(null),1024.5217,22.5947,(null),5.124933,(null),35.5149,0.3322,0.2188
NSI20101215,49,49.398,(null),1025.0859,20.6094,(null),4.915499,(null),35.4821,0.1727,0.2185
NSI20140213,8,8.064,(null),1023.7307,25.4631,(null),5.445288,(null),35.6586,0.0201,0.161
NSI20140213,16,16.129,(null),1023.7738,25.4414,(null),5.443544,(null),35.6601,0.0291,0.1577
NSI20140213,29,29.234,(null),1023.949,24.8246,(null),5.373871,(null),35.6249,0.0906,0.1788
NSI20140213,32,32.258,(null),1024.0717,24.4119,(null),5.328795,(null),35.6135,0.1581,0.1876
NSI20140213,36,36.291,(null),1024.2291,23.9628,(null),5.281736,(null),35.6149,0.2311,0.2009
NSI20140213,39,39.316,(null),1024.3322,23.5509,(null),5.236868,(null),35.6026,0.3254,0.2388
NSI20140213,46,46.373,(null),1025.0319,20.8172,(null),4.944228,(null),35.5419,0.407,0.2464
NSI20140213,49,49.398,(null),1025.3035,20.2138,(null),4.883262,(null),35.5519,0.3328,0.2349
