NRS_TRIP_CODE,SAMPLE_DEPTH_M,PROCHLOROCOCCUS_CELLSPERML,PROCHLOROCOCCUS_FLAG,SYNECOCHOCCUS_CELLSPERML,SYNECOCHOCCUS_FLAG,PICOEUKARYOTES_CELLSPERML,PICOEUKARYOTES_FLAG
NRSDAR20110627,WC,0,6,112172,1,2058,1
NRSDAR20110627,WC,0,6,112476,1,2489,1
NRSDAR20111005,WC,0,6,111888,1,4673,1
NRSDAR20111005,WC,0,6,123449,1,5061,1
NRSDAR20120114_21:30,WC,0,6,58653,1,2157,1
NRSDAR20120114_21:30,WC,0,6,54065,1,2142,1
NRSDAR20120114_23:35,WC,0,6,101210,1,2279,1
NRSDAR20120114_23:35,WC,0,6,112455,1,3000,1
NRSDAR20120115_03:35,WC,0,6,91550,1,2132,1
NRSDAR20120115_03:35,WC,0,6,88673,1,2877,1
NRSDAR20120115_05:40,WC,(null),0,(null),0,(null),0
NRSDAR20120115_05:40,WC,(null),0,(null),0,(null),0
NRSDAR20120417,WC,20401.5,1,62391,2,788,2
NRSDAR20120417,WC,(null),4,(null),4,(null),4
NRSDAR20120729_16:30,WC,0,6,130284,1,4337,1
NRSDAR20120729_16:30,WC,0,6,142286,1,6647,1
NRSDAR20120729_19:30,WC,0,6,150182,1,7466,1
NRSDAR20120729_19:30,WC,0,6,152649,1,7886,1
NRSDAR20120729_22:30,WC,0,6,126998,1,5135,1
NRSDAR20120729_22:30,WC,0,6,139965,1,6069,1
NRSDAR20120730_01:30,WC,0,6,129119,1,4438,1
NRSDAR20120730_01:30,WC,0,6,136112,1,5534,1
NRSDAR20121029,WC,0,6,45633,1,1113,1
NRSDAR20121029,WC,0,6,51743,1,2342,1
NRSDAR20121208_16:30,WC,0,6,81554,1,2730,1
NRSDAR20121208_16:30,WC,0,6,78047,1,2499,1
NRSDAR20121208_20:00,WC,0,6,73983,1,3570,1
NRSDAR20121208_20:00,WC,0,6,90342,1,4137,1
NRSDAR20121208_23:30,WC,0,6,137603,1,4410,1
NRSDAR20121208_23:30,WC,0,6,133445,1,4452,1
NRSDAR20121209_03:00,WC,0,6,106124,1,1890,1
NRSDAR20121209_03:00,WC,0,6,110303,1,2730,1
NRSDAR20130405,WC,0,6,51251,1,588,1
NRSDAR20130405,WC,0,6,52490,1,641,1
NRSDAR20130617_08:00,WC,0,6,220616,1,2384,1
NRSDAR20130617_08:00,WC,0,6,231536,1,2740,1
NRSDAR20130617_08:00,WC,(null),0,(null),0,(null),0
NRSDAR20130617_11:30,WC,0,6,202913,1,3434,1
NRSDAR20130617_11:30,WC,0,6,202514,1,4547,1
NRSDAR20130617_15:00,WC,0,6,195534,1,4589,1
NRSDAR20130617_15:00,WC,0,6,191132,1,4651,1
NRSDAR20130617_18:30,WC,0,6,182480,1,5051,1
NRSDAR20130617_18:30,WC,0,6,181209,1,5230,1
NRSDAR20130916,WC,178,1,164441,1,3549,1
NRSDAR20130916,WC,189,1,185504,1,3266,1
NRSDAR20140117_19:50,WC,179,1,21809,1,1082,1
NRSDAR20140117_19:50,WC,11,4,798,4,798,4
NRSDAR20140117_21:30,WC,168,1,20969,1,1544,1
NRSDAR20140117_21:30,WC,11,4,6195,4,557,4
NRSDAR20140118_00:30,WC,504,1,10721,1,746,1
NRSDAR20140118_00:30,WC,399,1,13020,1,861,1
NRSDAR20140118_03:30,WC,221,1,24465,1,714,1
NRSDAR20140118_03:30,WC,431,1,24875,1,1386,1
NRSDAR20140403,WC,567,1,31154,1,1544,1
NRSDAR20140403,WC,893,1,30965,1,1827,1
NRSDAR20140702,WC,987,1,69468,1,2405,1
NRSDAR20140702,WC,826,1,80672,1,2667,1
NRSDAR20140906_00:30,WC,903.87,1,49954.55,1,4166.67,1
NRSDAR20140906_00:30,WC,371.43,1,25459.18,1,2081.63,1
NRSDAR20140906_03:30,WC,347.1,1,53179.1,1,3104.48,1
NRSDAR20140906_03:30,WC,379.17,1,31645.83,1,1500,1
NRSDAR20140906_06:30,WC,348.66,1,38293.1,1,3775.86,1
NRSDAR20140906_06:30,WC,451.39,1,15517.86,1,2312.5,1
NRSDAR20140906_09:30,WC,303.33,1,22201.11,1,3466.67,1
NRSDAR20140906_09:30,WC,475.82,1,14631.37,1,3077.94,1
NRSDAR20141130,WC,609.64,1,43931.03,1,1499.23,1
NRSDAR20141130,WC,640.37,1,55847.04,1,1617.78,1
NRSDAR20150202_21:30,WC,947.92,1,39811,1,2085.42,1
NRSDAR20150202_21:30,WC,938.89,1,55608,1,2383.33,1
NRSDAR20150203_00:30,WC,2100,1,46664,1,3422.22,1
NRSDAR20150203_00:30,WC,1685.19,1,31686,1,3100.74,1
NRSDAR20150203_03:30,WC,2987.37,1,32170,1,3538.89,1
NRSDAR20150203_03:30,WC,1494.69,1,54514,1,3033.33,1
NRSDAR20150203_06:30,WC,2573.74,1,29412,1,3125.25,1
NRSDAR20150203_06:30,WC,3033.33,1,29219,1,1797.53,1
NRSDAR20150316,WC,1870.56,1,33265.56,1,4044.44,1
NRSDAR20150316,WC,2285.99,1,35344.93,1,5187.44,1
NRSDAR20150505,WC,3336.67,1,37916.67,1,2730,1
NRSDAR20150505,WC,2949.07,1,33703.7,1,2527.78,1
NRSDAR20150803_19:32,WC,1853.7,1,55863.89,1,5055.56,1
NRSDAR20150803_19:32,WC,2022.22,1,46511.11,1,5133.33,1
NRSDAR20150803_22:30,WC,2134.57,1,40444.44,1,2808.64,1
NRSDAR20150803_22:30,WC,3145.68,1,27637.04,1,3145.68,1
NRSDAR20150804_01:30,WC,2527.78,1,33366.67,1,3033.33,1
NRSDAR20150804_01:30,WC,1617.78,1,33973.33,1,4145.56,1
NRSDAR20150804_04:30,WC,919.19,1,47338.38,1,4595.96,1
NRSDAR20150804_04:30,WC,1432.41,1,47437.96,1,3201.85,1
NRSDAR20151117,WC,1706.25,1,100542.36,1,6066.67,1
NRSDAR20151117,WC,1516.67,1,102223.33,1,6319.44,1
NRSDAR20160201_2130,WC,1308.5,1,83981.7,1,4520.26,1
NRSDAR20160201_2130,WC,2464.58,1,85818.06,1,6129.86,1
NRSDAR20160202_0030,WC,2730,1,82001.11,1,4651.11,1
NRSDAR20160202_0030,WC,2696.3,1,76732.1,1,3932.1,1
NRSDAR20160202_0330,WC,1788.89,1,80422.22,1,4744.44,1
NRSDAR20160202_0330,WC,2255.56,1,85944.44,1,3966.67,1
NRSDAR20160202_0630,WC,1843.79,1,97185.62,1,4460.78,1
NRSDAR20160202_0630,WC,5650.33,1,92070.59,1,8386.27,1
NRSDAR20160530,WC,1538.65,1,115222.71,1,2945.41,1
NRSDAR20160530,WC,1390.28,1,113328.7,1,3412.5,1
NRSDAR20160723,WC,1095.37,1,48870.37,1,5729.63,1
NRSDAR20160723,WC,1011.11,1,55021.3,1,5392.59,1
NRSDAR20160724_0130,WC,758.33,1,46595.37,1,5139.81,1
NRSDAR20160724_0130,WC,388.89,1,47133.33,1,4511.11,1
NRSDAR20160724_0430,WC,421.3,1,49712.96,1,5476.85,1
NRSDAR20160724_0430,WC,433.33,1,52288.89,1,4983.33,1
NRSDAR20160724_0730,WC,866.67,1,54527.78,1,4766.67,1
NRSDAR20160724_0730,WC,404.44,1,55004.44,1,5055.56,1
NRSDAR20161107,WC,2857.49,1,105771.01,1,7209.66,1
NRSDAR20161107,WC,2725.6,1,112980.68,1,6286.47,1
NRSDAR20170202_2130,WC,2022.22,1,66971.24,1,8921.57,1
NRSDAR20170202_2130,WC,2022.22,1,63008.19,1,7397.08,1
NRSDAR20170203_0030,WC,1078.52,1,83180.74,1,8762.96,1
NRSDAR20170203_0030,WC,1137.5,1,82911.11,1,5750.69,1
NRSDAR20170203_0330,WC,1396.3,1,94514.81,1,6981.48,1
NRSDAR20170203_0330,WC,2426.67,1,98330.56,1,7381.11,1
NRSDAR20170203_0630,WC,1792.42,1,84703.54,1,6388.38,1
NRSDAR20170203_0630,WC,1826.52,1,76126.88,1,6849.46,1
NRSDAR20170516,WC,1516.67,1,64003.33,1,4044.44,1
NRSDAR20170516,WC,3096.53,1,97129.86,1,4802.78,1
NRSDAR20170714_2130,10,459,1,41370.85,1,6263.44,1
NRSDAR20170714_2130,0,508,1,40191.22,1,5757.89,1
NRSDAR20170714_2130,17,663,1,53689.56,1,6314,1
NRSDAR20170714_2130,10,477,1,41033.81,1,5083.81,1
NRSDAR20170714_2130,17,643,1,57329.56,1,6314,1
NRSDAR20170714_2130,0,375,1,40327.33,1,4921.78,1
NRSDAR20170714_2130,0,(null),0,(null),0,(null),0
NRSDAR20170714_2130,10,(null),0,(null),0,(null),0
NRSDAR20170714_2130,17,(null),0,(null),0,(null),0
NRSDAR20170715_0030,19,367,1,54986.16,1,5951.19,1
NRSDAR20170715_0030,0,416,1,49459.74,1,6600.48,1
NRSDAR20170715_0030,10,498,1,39466.59,1,6482.52,1
NRSDAR20170715_0030,10,302,1,50618.31,1,6516.22,1
NRSDAR20170715_0030,0,380,1,50049.56,1,6566.78,1
NRSDAR20170715_0030,19,345,1,51285.36,1,6010.67,1
NRSDAR20170715_0030,10,(null),0,(null),0,(null),0
NRSDAR20170715_0030,0,(null),0,(null),0,(null),0
NRSDAR20170715_0030,19,(null),0,(null),0,(null),0
NRSDAR20170715_0330,10,317,1,46173.63,1,5729.8,1
NRSDAR20170715_0330,0,289,1,47269,1,5441.92,1
NRSDAR20170715_0330,18,253,1,46447.47,1,5947.47,1
NRSDAR20170715_0330,10,278,1,46963.01,1,6010.67,1
NRSDAR20170715_0330,0,356,1,51734.74,1,5392.77,1
NRSDAR20170715_0330,18,353,1,51936.96,1,5134.37,1
NRSDAR20170715_0330,10,(null),0,(null),0,(null),0
NRSDAR20170715_0330,0,(null),0,(null),0,(null),0
NRSDAR20170715_0330,18,(null),0,(null),0,(null),0
NRSDAR20170715_0630,15,271,1,59287.43,1,6378.34,1
NRSDAR20170715_0630,0,257,1,55158.33,1,5265.64,1
NRSDAR20170715_0630,10,174,1,51927.33,1,6155.11,1
NRSDAR20170715_0630,10,234,1,66075.67,1,6212.89,1
NRSDAR20170715_0630,0,272,1,53644.62,1,5392.77,1
NRSDAR20170715_0630,15,239,1,65859.66,1,4815.72,1
NRSDAR20170715_0630,0,(null),0,(null),0,(null),0
NRSDAR20170715_0630,10,(null),0,(null),0,(null),0
NRSDAR20170715_0630,15,(null),0,(null),0,(null),0
NRSDAR20171009,17,191,5,72255.56,1,2877.78,1
NRSDAR20171009,10,416,5,76777.04,1,4988.15,1
NRSDAR20171009,0,209,5,102419.61,1,4520.26,1
NRSDAR20171009,17,539,5,74316.67,1,3201.85,1
NRSDAR20171009,10,388,5,69294.81,1,2831.11,1
NRSDAR20171009,0,353,5,80990,1,3690.56,1
NRSDAR20171009,0,(null),0,(null),0,(null),0
NRSDAR20171009,17,(null),0,(null),0,(null),0
NRSDAR20171009,10,(null),0,(null),0,(null),0
NRSDAR20180208_2130,10,926.85,1,126754.01,1,24463.27,1
NRSDAR20180208_2130,18,466.67,1,89807.41,1,8425.93,1
NRSDAR20180208_2130,0,1895.83,1,214650.46,1,37579.63,1
NRSDAR20180208_2130,0,1355,1,211781.82,1,38008.59,1
NRSDAR20180208_2130,18,535.29,1,89394.12,1,7672.55,1
NRSDAR20180208_2130,10,789.93,1,132234.38,1,15293.06,1
NRSDAR20180208_2130,0,(null),0,(null),0,(null),0
NRSDAR20180208_2130,10,(null),0,(null),0,(null),0
NRSDAR20180208_2130,18,(null),0,(null),0,(null),0
NRSDAR20180209_0030,0,1375.11,1,159593.78,1,28189.78,1
NRSDAR20180209_0030,10,462.22,1,91693.33,1,8695.56,1
NRSDAR20180209_0030,19,951.63,1,39314.38,1,5115.03,1
NRSDAR20180209_0030,19,650,1,53011.11,1,6427.78,1
NRSDAR20180209_0030,10,459.6,1,51456.36,1,10515.56,1
NRSDAR20180209_0030,0,1866.67,1,152327.78,1,26988.89,1
NRSDAR20180209_0030,19,(null),0,(null),0,(null),0
NRSDAR20180209_0030,10,(null),0,(null),0,(null),0
NRSDAR20180209_0030,0,(null),0,(null),0,(null),0
NRSDAR20180209_0330,10,399.12,1,117235.67,1,13011.4,1
NRSDAR20180209_0330,19,808.89,1,24199.26,1,2898.52,1
NRSDAR20180209_0330,0,1449.26,1,84427.78,1,36062.96,1
NRSDAR20180209_0330,0,1460.49,1,57492.9,1,25783.33,1
NRSDAR20180209_0330,19,388.89,1,13688.89,1,6766.67,1
NRSDAR20180209_0330,10,425.73,1,116118.13,1,16097.95,1
NRSDAR20180209_0330,19,(null),0,(null),0,(null),0
NRSDAR20180209_0330,0,(null),0,(null),0,(null),0
NRSDAR20180209_0330,10,(null),0,(null),0,(null),0
NRSDAR20180209_0630,10,444.89,1,148471.56,1,14883.56,1
NRSDAR20180209_0630,0,1531.99,1,9191.92,1,21539.73,1
NRSDAR20180209_0630,18,532.16,1,27619.3,1,3405.85,1
NRSDAR20180209_0630,0,1550.37,1,5190.37,1,31614.07,1
NRSDAR20180209_0630,10,539.26,1,137780.74,1,12942.22,1
NRSDAR20180209_0630,18,594.77,1,30035.95,1,3866.01,1
NRSDAR20180209_0630,18,(null),0,(null),0,(null),0
NRSDAR20180209_0630,0,(null),0,(null),0,(null),0
NRSDAR20180209_0630,10,(null),0,(null),0,(null),0
NRSDAR20180509,10,(null),0,(null),0,(null),0
NRSDAR20180509,0,(null),0,(null),0,(null),0
NRSDAR20180509,17,(null),0,(null),0,(null),0
NRSDAR20180509,10,(null),0,(null),0,(null),0
NRSDAR20180509,17,(null),0,(null),0,(null),0
NRSDAR20180509,0,(null),0,(null),0,(null),0
NRSDAR20180509,0,(null),0,(null),0,(null),0
NRSDAR20180509,17,(null),0,(null),0,(null),0
NRSDAR20180509,10,(null),0,(null),0,(null),0
NRSDAR20180730_2130,10,1166.67,1,53200,1,2877.78,1
NRSDAR20180730_2130,22,505.56,1,34883.33,1,1685.19,1
NRSDAR20180730_2130,0,1088.89,1,49233.33,1,2877.78,1
NRSDAR20180730_2130,0,842.59,1,51903.7,1,2527.78,1
NRSDAR20180730_2130,22,1617.78,1,48937.78,1,1617.78,1
NRSDAR20180730_2130,10,1011.11,1,53666.67,1,2722.22,1
NRSDAR20180730_2130,22,(null),0,(null),0,(null),0
NRSDAR20180730_2130,10,(null),0,(null),0,(null),0
NRSDAR20180730_2130,0,(null),0,(null),0,(null),0
NRSDAR20180731_0030,20,855.56,1,46433.33,1,2100,1
NRSDAR20180731_0030,0,892.16,1,68279.74,1,3568.63,1
NRSDAR20180731_0030,10,933.33,1,44722.22,1,2333.33,1
NRSDAR20180731_0030,0,1074.31,1,66164.58,1,3981.25,1
NRSDAR20180731_0030,10,505.56,1,50808.33,1,3201.85,1
NRSDAR20180731_0030,20,943.7,1,39905.19,1,2696.3,1
NRSDAR20180731_0030,20,(null),0,(null),0,(null),0
NRSDAR20180731_0030,0,(null),0,(null),0,(null),0
NRSDAR20180731_0030,10,(null),0,(null),0,(null),0
NRSDAR20180731_0330,10,926.85,1,50892.59,1,3117.59,1
NRSDAR20180731_0330,16,606.67,1,38085.19,1,2561.48,1
NRSDAR20180731_0330,0,876.3,1,39972.59,1,1887.41,1
NRSDAR20180731_0330,10,855.56,1,41144.44,1,2488.89,1
NRSDAR20180731_0330,0,589.81,1,50134.26,1,2106.48,1
NRSDAR20180731_0330,16,777.78,1,47444.44,1,2333.33,1
NRSDAR20180731_0330,0,(null),0,(null),0,(null),0
NRSDAR20180731_0330,16,(null),0,(null),0,(null),0
NRSDAR20180731_0330,10,(null),0,(null),0,(null),0
NRSDAR20180731_0630,10,674.07,1,74541.36,1,2696.3,1
NRSDAR20180731_0630,16,674.07,1,70440.74,1,3370.37,1
NRSDAR20180731_0630,0,892.16,1,77558.17,1,3330.72,1
NRSDAR20180731_0630,16,1223.98,1,61518.13,1,3299.42,1
NRSDAR20180731_0630,10,1011.11,1,76844.44,1,3568.63,1
NRSDAR20180731_0630,0,951.63,1,72026.8,1,3211.76,1
NRSDAR20180731_0630,0,(null),0,(null),0,(null),0
NRSDAR20180731_0630,10,(null),0,(null),0,(null),0
NRSDAR20180731_0630,16,(null),0,(null),0,(null),0
NRSDAR20181030,0,374,1,175259.26,1,4617.41,1
NRSDAR20181030,10,314,1,143470.21,1,8282.51,1
NRSDAR20181030,15,164,1,125714.81,1,6259.26,1
NRSDAR20181030,0,199,1,187986.42,1,6885.19,1
NRSDAR20181030,10,102,1,134525.93,1,6548.15,1
NRSDAR20181030,15,242,1,151413.89,1,8450,1
NRSDAR20181030,10,(null),0,(null),0,(null),0
NRSDAR20181030,0,(null),0,(null),0,(null),0
NRSDAR20181030,15,(null),0,(null),0,(null),0
NRSDAR20190213_2130,10,1685.19,1,120659.26,1,9437.04,1
NRSDAR20190213_2130,17.2,1643.06,1,95802.78,1,6319.44,1
NRSDAR20190213_2130,0,1921.11,1,62014.81,1,10448.15,1
NRSDAR20190213_2130,0,1651.48,1,77518.52,1,10785.19,1
NRSDAR20190213_2130,17.2,1584.07,1,111559.26,1,9100,1
NRSDAR20190213_2130,10,1617.78,1,111222.22,1,14492.59,1
NRSDAR20190213_2130,17.2,(null),0,(null),0,(null),0
NRSDAR20190213_2130,0,(null),0,(null),0,(null),0
NRSDAR20190213_2130,10,(null),0,(null),0,(null),0
NRSDAR20190214_0030,19.5,370.74,1,66396.3,1,10448.15,1
NRSDAR20190214_0030,10,775.19,1,89314.81,1,9437.04,1
NRSDAR20190214_0030,0,1078.52,1,86955.56,1,10448.15,1
NRSDAR20190214_0030,10,505.56,1,69513.89,1,9352.78,1
NRSDAR20190214_0030,19.5,252.78,1,89988.89,1,14155.56,1
NRSDAR20190214_0030,0,1213.33,1,71451.85,1,12133.33,1
NRSDAR20190214_0030,19.5,(null),0,(null),0,(null),0
NRSDAR20190214_0030,10,(null),0,(null),0,(null),0
NRSDAR20190214_0030,0,(null),0,(null),0,(null),0
NRSDAR20190214_0330,19,458.16,1,87619.1,1,2117.01,1
NRSDAR20190214_0330,10,1348.15,1,77518.52,1,5055.56,1
NRSDAR20190214_0330,0,1011.11,1,79877.78,1,10111.11,1
NRSDAR20190214_0330,10,1011.11,1,77181.48,1,4381.48,1
NRSDAR20190214_0330,0,3033.33,1,85944.44,1,6572.22,1
NRSDAR20190214_0330,19,1348.15,1,62351.85,1,5729.63,1
NRSDAR20190214_0330,19,(null),0,(null),0,(null),0
NRSDAR20190214_0330,10,(null),0,(null),0,(null),0
NRSDAR20190214_0330,0,(null),0,(null),0,(null),0
NRSDAR20190214_0630,10,0,1,82911.11,1,7414.81,1
NRSDAR20190214_0630,17,0,1,78361.11,1,4044.44,1
NRSDAR20190214_0630,0,0,1,101785.19,1,12807.41,1
NRSDAR20190214_0630,10,0,1,81900,1,8762.96,1
NRSDAR20190214_0630,0,1263.89,1,88977.78,1,7836.11,1
NRSDAR20190214_0630,17,0,1,71283.33,1,5055.56,1
NRSDAR20190214_0630,10,(null),0,(null),0,(null),0
NRSDAR20190214_0630,17,(null),0,(null),0,(null),0
NRSDAR20190214_0630,0,(null),0,(null),0,(null),0
NRSDAR20190529,14,1184.9,1,57728.13,1,2117.01,1
NRSDAR20190529,0,732.69,1,64330.11,1,2930.76,1
NRSDAR20190529,10,360.12,1,62370.32,1,1911.42,1
NRSDAR20190529,14,859.44,1,42264.44,1,1617.78,1
NRSDAR20190529,10,268.58,1,62293.92,1,2006.42,1
NRSDAR20190529,0,367.68,1,62934.01,1,2206.06,1
NRSDAR20190529,14,(null),0,(null),0,(null),0
NRSDAR20190529,0,(null),0,(null),0,(null),0
NRSDAR20190529,10,(null),0,(null),0,(null),0
NRSDAR20190722_2130,0,0,1,72238.27,1,9661.73,1
NRSDAR20190722_2130,10,0,1,65520,1,9807.78,1
NRSDAR20190722_2130,18,0,1,56530.3,1,10570.71,1
NRSDAR20190722_2130,0,0,1,80383.33,1,11501.39,1
NRSDAR20190722_2130,10,0,1,63902.22,1,9807.78,1
NRSDAR20190722_2130,18,0,1,58138.89,1,11526.67,1
NRSDAR20190722_2130,10,(null),0,(null),0,(null),0
NRSDAR20190722_2130,0,(null),0,(null),0,(null),0
NRSDAR20190722_2130,18,(null),0,(null),0,(null),0
NRSDAR20190723_0030,20,0,1,68755.56,1,14029.17,1
NRSDAR20190723_0030,0,0,1,62239.51,1,9998.77,1
NRSDAR20190723_0030,10,0,1,70440.74,1,11571.6,1
NRSDAR20190723_0030,20,0,1,73305.56,1,12512.5,1
NRSDAR20190723_0030,10,0,1,65385.19,1,11122.22,1
NRSDAR20190723_0030,0,0,1,66227.78,1,13902.78,1
NRSDAR20190723_0030,0,(null),0,(null),0,(null),0
NRSDAR20190723_0030,10,(null),0,(null),0,(null),0
NRSDAR20190723_0030,20,(null),0,(null),0,(null),0
NRSDAR20190723_0330,10,0,1,53791.11,1,10414.44,1
NRSDAR20190723_0330,18,0,1,57532.22,1,8796.67,1
NRSDAR20190723_0330,0,0,1,61565.43,1,11796.3,1
NRSDAR20190723_0330,18,0,1,48758.02,1,11571.6,1
NRSDAR20190723_0330,0,0,1,63587.65,1,10785.19,1
NRSDAR20190723_0330,10,0,1,53083.33,1,8291.11,1
NRSDAR20190723_0330,0,(null),0,(null),0,(null),0
NRSDAR20190723_0330,10,(null),0,(null),0,(null),0
NRSDAR20190723_0330,18,(null),0,(null),0,(null),0
NRSDAR20190723_0630,0,0,1,36175.31,1,8313.58,1
NRSDAR20190723_0630,10,0,1,42087.5,1,9100,1
NRSDAR20190723_0630,16,0,1,38759.26,1,10223.46,1
NRSDAR20190723_0630,16,0,1,57380.56,1,9352.78,1
NRSDAR20190723_0630,10,0,1,52000,1,7222.22,1
NRSDAR20190723_0630,0,0,1,36298.89,1,6167.78,1
NRSDAR20190723_0630,16,(null),0,(null),0,(null),0
NRSDAR20190723_0630,10,(null),0,(null),0,(null),0
NRSDAR20190723_0630,0,(null),0,(null),0,(null),0
NRSDAR20191105,10,594.37,1,129750.15,1,4618.32,1
NRSDAR20191105,0,340.7,1,97396.38,1,3385.02,1
NRSDAR20191105,15.5,409.67,1,144449.43,1,5055.56,1
NRSDAR20191105,0,0,1,103512.5,1,3960.19,1
NRSDAR20191105,10,498.33,1,134044.44,1,4188.89,1
NRSDAR20191105,15.5,1105.9,1,128347.92,1,3791.67,1
NRSDAR20191105,0,(null),0,(null),0,(null),0
NRSDAR20191105,15.5,(null),0,(null),0,(null),0
NRSDAR20191105,10,(null),0,(null),0,(null),0
NRSDAR20200203_2130,10,286.9,1,46152.61,1,7070,1
NRSDAR20200203_2130,16.5,0,1,43174.4,1,5982.31,1
NRSDAR20200203_2130,0,678.66,1,43520.49,1,6794.55,1
NRSDAR20200203_2130,16.5,84.9,1,42449.28,1,7406.67,1
NRSDAR20200203_2130,10,345.82,1,40639.69,1,7385.63,1
NRSDAR20200203_2130,0,320.57,1,47078.44,1,7120.5,1
NRSDAR20200203_2130,10,(null),0,(null),0,(null),0
NRSDAR20200203_2130,16.5,(null),0,(null),0,(null),0
NRSDAR20200203_2130,0,(null),0,(null),0,(null),0
NRSDAR20200204_0030,0,908.2,1,39159.12,1,6197.73,1
NRSDAR20200204_0030,17,850.82,1,35084.69,1,6691.25,1
NRSDAR20200204_0030,10,1431.57,1,43055.28,1,6396.67,1
NRSDAR20200204_0030,17,1608.32,1,35715.94,1,8837.5,1
NRSDAR20200204_0030,0,(null),9,(null),9,(null),9
NRSDAR20200204_0030,10,556.23,1,39688.61,1,6060,1
NRSDAR20200204_0030,10,(null),0,(null),0,(null),0
NRSDAR20200204_0030,17,(null),0,(null),0,(null),0
NRSDAR20200204_0030,0,(null),0,(null),0,(null),0
NRSDAR20200204_0330,10,0,1,48990.23,1,10821.43,1
NRSDAR20200204_0330,18,0,1,42028.44,1,7575,1
NRSDAR20200204_0330,0,913.94,1,64059.07,1,10415.63,1
NRSDAR20200204_0330,10,75.28,1,40765.94,1,8945.71,1
NRSDAR20200204_0330,18,0,1,29655.94,1,7676,1
NRSDAR20200204_0330,0,754.27,1,72254.18,1,11050.59,1
NRSDAR20200204_0330,10,(null),0,(null),0,(null),0
NRSDAR20200204_0330,0,(null),0,(null),0,(null),0
NRSDAR20200204_0330,18,(null),0,(null),0,(null),0
NRSDAR20200204_0630,18,219.57,1,35463.44,1,7322.5,1
NRSDAR20200204_0630,10,0,1,50487.19,1,8837.5,1
NRSDAR20200204_0630,0,219.57,1,52794.12,1,11110,1
NRSDAR20200204_0630,10,0,1,42659.69,1,9973.75,1
NRSDAR20200204_0630,18,345.82,1,36725.94,1,8332.5,1
NRSDAR20200204_0630,0,926.57,1,76317.94,1,12423,1
NRSDAR20200204_0630,0,(null),0,(null),0,(null),0
NRSDAR20200204_0630,10,(null),0,(null),0,(null),0
NRSDAR20200204_0630,18,(null),0,(null),0,(null),0
NRSDAR20200511,10,(null),0,(null),0,(null),0
NRSDAR20200511,0,(null),0,(null),0,(null),0
NRSDAR20200511,17,(null),0,(null),0,(null),0
NRSDAR20200511,10,(null),0,(null),0,(null),0
NRSDAR20200511,17,(null),0,(null),0,(null),0
NRSDAR20200511,0,(null),0,(null),0,(null),0
NRSDAR20200511,10,(null),0,(null),0,(null),0
NRSDAR20200511,0,(null),0,(null),0,(null),0
NRSDAR20200511,17,(null),0,(null),0,(null),0
NRSDAR20200810,10,(null),0,(null),0,(null),0
NRSDAR20200810,16,(null),0,(null),0,(null),0
NRSDAR20200810,0,(null),0,(null),0,(null),0
NRSDAR20200810,10,(null),0,(null),0,(null),0
NRSDAR20200810,0,(null),0,(null),0,(null),0
NRSDAR20200810,16,(null),0,(null),0,(null),0
NRSDAR20200810,10,(null),0,(null),0,(null),0
NRSDAR20200810,0,(null),0,(null),0,(null),0
NRSDAR20200810,16,(null),0,(null),0,(null),0
NRSESP20090512,WC,(null),0,(null),0,(null),0
NRSESP20090512,WC,(null),0,(null),0,(null),0
NRSESP20090623,WC,86688,4,5124,1,913.5,4
NRSESP20090917,WC,7612.5,1,7581,1,12988.5,1
NRSESP20091216,WC,15225,1,52027.5,1,5365.5,1
NRSESP20100322,WC,59472,1,73615.5,1,7780.5,1
NRSESP20100629,WC,9345,1,18375,1,6079.5,1
NRSESP20101013,WC,20443.5,1,33894,1,7108.5,1
NRSESP20110120,WC,52962,1,53067,1,9418.5,1
NRSESP20110512,WC,19467,1,50704.5,1,7339.5,1
NRSESP20110512,WC,15550.5,1,38986.5,1,5796,1
NRSESP20110818,WC,14280,1,13597.5,1,10332,1
NRSESP20110818,WC,13429.5,1,9775.5,1,6783,1
NRSESP20111130,WC,15424.5,1,27478.5,1,3486,1
NRSESP20111130,WC,28707,1,28612.5,1,4557,1
NRSESP20120229,WC,157563,1,22050,1,3087,1
NRSESP20120229,WC,150801,1,22018.5,1,3969,1
NRSESP20120612,WC,52721,1,16359,1,5303,1
NRSESP20120612,WC,11710,1,8085,1,3077,1
NRSESP20120910,WC,2919,1,10605,1,3024,1
NRSESP20120910,WC,1890,1,10080,1,5187,1
NRSESP20121212,WC,2029,1,9492,1,326,1
NRSESP20121212,WC,2163,1,9241,1,399,1
NRSESP20130314,WC,1334,1,8663,1,168,1
NRSESP20130314,WC,987,1,9965,1,470,1
NRSESP20130725,WC,5460,1,8936,1,7959,1
NRSESP20130725,WC,6731,1,10490,1,7403,1
NRSKAI20081019,WC,(null),0,(null),0,(null),0
NRSKAI20081019,WC,(null),0,(null),0,(null),0
NRSKAI20091007,(null),(null),0,(null),0,(null),0
NRSKAI20091115,(null),(null),0,(null),0,(null),0
NRSKAI20091215,WC,12117,1,16905,1,2152.5,1
NRSKAI20100112,(null),(null),0,(null),0,(null),0
NRSKAI20100215,WC,34083,1,7780.5,1,2961,1
NRSKAI20100315,WC,22953,1,6625.5,1,2887.5,1
NRSKAI20100419,WC,5617.5,1,16128,1,3601.5,1
