NRS_TRIP_CODE,SAMPLE_DEPTH_M,PROCHLOROCOCCUS_CELLSPERML,PROCHLOROCOCCUS_FLAG,SYNECOCHOCCUS_CELLSPERML,SYNECOCHOCCUS_FLAG,PICOEUKARYOTES_CELLSPERML,PICOEUKARYOTES_FLAG
NRSMAI20180301,10,(null),9,(null),9,(null),9
NRSMAI20180301,0,1670.9,1,5835.31,1,13487.19,1
NRSMAI20180301,85,(null),0,(null),0,(null),0
NRSMAI20180301,0,(null),0,(null),0,(null),0
NRSMAI20180301,10,(null),0,(null),0,(null),0
NRSMAI20180301,50,(null),0,(null),0,(null),0
NRSMAI20180301,75,(null),0,(null),0,(null),0
NRSMAI20180301,20,(null),0,(null),0,(null),0
NRSMAI20180315,85,3013.7,1,2679.94,1,2022.22,1
NRSMAI20180315,20,11828.91,1,50718.64,1,13709.8,1
NRSMAI20180315,0,14623.06,1,39411.59,1,12372.52,1
NRSMAI20180315,10,15870.6,1,41340.37,1,13067.65,1
NRSMAI20180315,50,7438.89,1,53769.44,1,18320.37,1
NRSMAI20180315,75,3253.58,1,6497.14,1,3974.37,1
NRSMAI20180315,0,14904.97,1,41300.92,1,12549.67,1
NRSMAI20180315,75,2974.43,1,3376.91,1,2964.62,1
NRSMAI20180315,20,11133.84,1,51752.62,1,14434.48,1
NRSMAI20180315,10,15040.28,1,43656.83,1,13070.72,1
NRSMAI20180315,85,4924.11,1,2345.78,1,2153.67,1
NRSMAI20180315,50,7208.63,1,58109.15,1,18842.35,1
NRSMAI20180315,0,(null),0,(null),0,(null),0
NRSMAI20180315,85,(null),0,(null),0,(null),0
NRSMAI20180315,10,(null),0,(null),0,(null),0
NRSMAI20180315,50,(null),0,(null),0,(null),0
NRSMAI20180315,75,(null),0,(null),0,(null),0
NRSMAI20180315,20,(null),0,(null),0,(null),0
NRSMAI20180418,85,1534.41,1,8399.32,1,10802.92,1
NRSMAI20180418,50,1345.29,1,10710.92,1,11207.91,1
NRSMAI20180418,20,1837.5,1,14466.67,1,8030.56,1
NRSMAI20180418,0,2492.3,1,12931.58,1,8337.23,1
NRSMAI20180418,75,1685.19,1,8159.84,1,11397.17,1
NRSMAI20180418,10,3937.5,1,14447.22,1,7952.78,1
NRSMAI20180418,50,1401.54,1,11002.09,1,11692.85,1
NRSMAI20180418,20,1647.41,1,14887.74,1,8132.47,1
NRSMAI20180418,85,1078.52,1,8454.81,1,10920,1
NRSMAI20180418,10,2687.43,1,14829.63,1,7574.46,1
NRSMAI20180418,0,1478.43,1,13042.48,1,8207.84,1
NRSMAI20180418,75,1101.21,1,8819.69,1,11772.94,1
NRSMAI20180418,50,(null),0,(null),0,(null),0
NRSMAI20180418,85,(null),0,(null),0,(null),0
NRSMAI20180418,0,(null),0,(null),0,(null),0
NRSMAI20180418,20,(null),0,(null),0,(null),0
NRSMAI20180418,75,(null),0,(null),0,(null),0
NRSMAI20180418,10,(null),0,(null),0,(null),0
NRSMAI20180605,85,505.56,1,2359.26,1,5215.2,1
NRSMAI20180605,75,562.71,1,5794.11,1,9196.71,1
NRSMAI20180605,10,787.41,1,12902.85,1,7292.53,1
NRSMAI20180605,50,773.72,1,11834.4,1,7578.94,1
NRSMAI20180605,20,839.22,1,12810.78,1,7623.78,1
NRSMAI20180605,0,915.23,1,11174.52,1,7339.27,1
NRSMAI20180605,10,742.1,1,13663.91,1,7986.85,1
NRSMAI20180605,20,708.82,1,12696.22,1,6983.96,1
NRSMAI20180605,50,773.72,1,11465.12,1,7104.15,1
NRSMAI20180605,85,357.38,1,2161.69,1,5805.17,1
NRSMAI20180605,75,524.28,1,5224.07,1,8800.41,1
NRSMAI20180605,0,1040.85,1,12946.19,1,7860.89,1
NRSMAI20180605,20,(null),0,(null),0,(null),0
NRSMAI20180605,85,(null),0,(null),0,(null),0
NRSMAI20180605,75,(null),0,(null),0,(null),0
NRSMAI20180605,0,(null),0,(null),0,(null),0
NRSMAI20180605,10,(null),0,(null),0,(null),0
NRSMAI20180605,50,(null),0,(null),0,(null),0
NRSMAI20180627,20,755.43,1,8635.12,1,7031.29,1
NRSMAI20180627,0,877.11,1,8466.53,1,7284.87,1
NRSMAI20180627,10,761.31,1,8029.41,1,6851.76,1
NRSMAI20180627,50,782.41,1,10291.67,1,7703.7,1
NRSMAI20180627,85,786.42,1,11537.9,1,7729.38,1
NRSMAI20180627,75,730.25,1,12571.48,1,7999.01,1
NRSMAI20180627,50,790.29,1,9390.55,1,7484.55,1
NRSMAI20180627,75,730.25,1,11133.46,1,8190,1
NRSMAI20180627,20,719.01,1,8392.22,1,6864.32,1
NRSMAI20180627,10,797.65,1,8088.89,1,7055.31,1
NRSMAI20180627,0,708.94,1,7868.07,1,6531.55,1
NRSMAI20180627,85,833.33,1,11033.33,1,8122.22,1
NRSMAI20180627,0,(null),0,(null),0,(null),0
NRSMAI20180627,50,(null),0,(null),0,(null),0
NRSMAI20180627,10,(null),0,(null),0,(null),0
NRSMAI20180627,85,(null),0,(null),0,(null),0
NRSMAI20180627,20,(null),0,(null),0,(null),0
NRSMAI20180627,75,(null),0,(null),0,(null),0
NRSMAI20180711,0,864.93,1,9526.37,1,7333.6,1
NRSMAI20180711,10,947.92,1,8948.33,1,6913.47,1
NRSMAI20180711,85,1157.89,1,9328.32,1,8268.28,1
NRSMAI20180711,50,1207.72,1,10321.76,1,7470.99,1
NRSMAI20180711,20,873.8,1,9898.9,1,7140.19,1
NRSMAI20180711,75,720.42,1,10237.5,1,8493.33,1
NRSMAI20180711,75,1199.85,1,9544.89,1,9396.59,1
NRSMAI20180711,20,875.47,1,9087.67,1,6917.48,1
NRSMAI20180711,10,732.18,1,9681.1,1,7240.49,1
NRSMAI20180711,0,1253.78,1,9571.85,1,7037.33,1
NRSMAI20180711,50,465.79,1,9702.12,1,7032.33,1
NRSMAI20180711,85,374.91,1,9599.88,1,7963.92,1
NRSMAI20180711,50,(null),0,(null),0,(null),0
NRSMAI20180711,0,(null),0,(null),0,(null),0
NRSMAI20180711,75,(null),0,(null),0,(null),0
NRSMAI20180711,85,(null),0,(null),0,(null),0
NRSMAI20180711,20,(null),0,(null),0,(null),0
NRSMAI20180711,10,(null),0,(null),0,(null),0
NRSMAI20180919,50,654.25,1,3413.99,1,6138.04,1
NRSMAI20180919,20,693.67,1,2386.69,1,3797.55,1
NRSMAI20180919,0,662.04,1,3189.81,1,6403.7,1
NRSMAI20180919,75,686.11,1,2997.22,1,6548.15,1
NRSMAI20180919,10,658.4,1,3092.12,1,5890.31,1
NRSMAI20180919,85,662.45,1,2243.04,1,4067.69,1
NRSMAI20180919,20,689.93,1,1974.64,1,3889.8,1
NRSMAI20180919,85,604.34,1,2080.33,1,4102.55,1
NRSMAI20180919,0,(null),9,(null),9,(null),9
NRSMAI20180919,10,654.25,1,3640,1,6149.93,1
NRSMAI20180919,50,588.89,1,3288.89,1,5833.33,1
NRSMAI20180919,75,637.96,1,3201.85,1,6367.59,1
NRSMAI20180919,20,(null),0,(null),0,(null),0
NRSMAI20180919,50,(null),0,(null),0,(null),0
NRSMAI20180919,0,(null),0,(null),0,(null),0
NRSMAI20180919,10,(null),0,(null),0,(null),0
NRSMAI20180919,75,(null),0,(null),0,(null),0
NRSMAI20180919,85,(null),0,(null),0,(null),0
NRSMAI20181018,20,892.16,1,499.61,1,5281.57,1
NRSMAI20181018,50,858.27,1,246.9,1,2798.19,1
NRSMAI20181018,10,1817.59,1,1131.48,1,22858.33,1
NRSMAI20181018,0,1976.95,1,1358.21,1,40444.44,1
NRSMAI20181018,85,596.72,1,33.15,1,248.63,1
NRSMAI20181018,75,697.32,1,337.04,1,1975.73,1
NRSMAI20181018,75,(null),9,(null),9,(null),9
NRSMAI20181018,10,1415.56,1,880.26,1,22625.1,1
NRSMAI20181018,50,639.21,1,290.55,1,3091.44,1
NRSMAI20181018,0,1365,1,1011.11,1,40141.11,1
NRSMAI20181018,20,863.14,1,382.25,1,4697.97,1
NRSMAI20181018,85,326.16,1,10,1,195.7,1
NRSMAI20181018,50,(null),0,(null),0,(null),0
NRSMAI20181018,10,(null),0,(null),0,(null),0
NRSMAI20181018,20,(null),0,(null),0,(null),0
NRSMAI20181018,75,(null),0,(null),0,(null),0
NRSMAI20181018,85,(null),0,(null),0,(null),0
NRSMAI20181018,0,(null),0,(null),0,(null),0
NRSMAI20181204,50,517.89,1,4439.02,1,14599.46,1
NRSMAI20181204,10,448.11,1,8169.32,1,19980.93,1
NRSMAI20181204,20,457.41,1,6042.59,1,18392.59,1
NRSMAI20181204,85,471.09,1,666.41,1,1011.11,1
NRSMAI20181204,75,492.92,1,2856.39,1,9706.67,1
NRSMAI20181204,0,641.19,1,6892.82,1,21800.54,1
NRSMAI20181204,75,733.33,1,3055.56,1,9133.33,1
NRSMAI20181204,0,855.56,1,6555.56,1,19955.56,1
NRSMAI20181204,50,589.81,1,4116.67,1,14925.93,1
NRSMAI20181204,10,835.27,1,8033.94,1,19782.61,1
NRSMAI20181204,85,569.48,1,813.54,1,1266.79,1
NRSMAI20181204,20,493.8,1,6019.64,1,19081.78,1
NRSMAI20181204,20,(null),0,(null),0,(null),0
NRSMAI20181204,85,(null),0,(null),0,(null),0
NRSMAI20181204,75,(null),0,(null),0,(null),0
NRSMAI20181204,50,(null),0,(null),0,(null),0
NRSMAI20181204,10,(null),0,(null),0,(null),0
NRSMAI20181204,0,(null),0,(null),0,(null),0
NRSMAI20190106,85,687.04,1,1425.93,1,1024.07,1
NRSMAI20190106,75,908.72,1,1612.66,1,1651.05,1
NRSMAI20190106,50,1318.84,1,9100,1,10946.38,1
NRSMAI20190106,20,1120.75,1,5652.48,1,9489.83,1
NRSMAI20190106,0,1314.44,1,3596.67,1,7872.22,1
NRSMAI20190106,10,1370.32,1,5028.95,1,8408.19,1
NRSMAI20190106,75,844.73,1,1689.45,1,1510.27,1
NRSMAI20190106,50,1196.48,1,8729.26,1,10616.67,1
NRSMAI20190106,85,738.89,1,1166.67,1,1088.89,1
NRSMAI20190106,20,1139.1,1,6821.8,1,10277.5,1
NRSMAI20190106,0,1038.81,1,4127.55,1,7701.07,1
NRSMAI20190106,10,948.7,1,5117.97,1,8663.1,1
NRSMAI20190106,20,(null),0,(null),0,(null),0
NRSMAI20190106,75,(null),0,(null),0,(null),0
NRSMAI20190106,85,(null),0,(null),0,(null),0
NRSMAI20190106,0,(null),0,(null),0,(null),0
NRSMAI20190106,50,(null),0,(null),0,(null),0
NRSMAI20190106,10,(null),0,(null),0,(null),0
NRSMAI20190320,85,3746.3,1,725.93,1,738.89,1
NRSMAI20190320,10,5924.07,1,15840.74,1,22075.93,1
NRSMAI20190320,0,5354.76,1,13846.03,1,22523.02,1
NRSMAI20190320,20,3124.33,1,11476.11,1,18311.22,1
NRSMAI20190320,50,3172.36,1,3930.69,1,11488.75,1
NRSMAI20190320,75,3921.47,1,1557.66,1,3074.32,1
NRSMAI20190320,0,5915,1,15763.22,1,22891.56,1
NRSMAI20190320,85,4809.61,1,478.23,1,778.83,1
NRSMAI20190320,10,5308.33,1,15470,1,22530.93,1
NRSMAI20190320,20,2696.3,1,16374.38,1,25993.98,1
NRSMAI20190320,50,2957.5,1,3829.58,1,10743.06,1
NRSMAI20190320,75,4537.36,1,1541.94,1,3286.11,1
NRSMAI20190320,20,(null),0,(null),0,(null),0
NRSMAI20190320,10,(null),0,(null),0,(null),0
NRSMAI20190320,0,(null),0,(null),0,(null),0
NRSMAI20190320,75,(null),0,(null),0,(null),0
NRSMAI20190320,85,(null),0,(null),0,(null),0
NRSMAI20190320,50,(null),0,(null),0,(null),0
NRSMAI20190430,85,(null),9,(null),9,(null),9
NRSMAI20190430,75,972.96,1,4406.92,1,14899.58,1
NRSMAI20190430,50,1011.11,1,4666.67,1,17266.67,1
NRSMAI20190430,20,1052.38,1,5261.9,1,18426.98,1
NRSMAI20190430,10,1218.52,1,5781.48,1,18900,1
NRSMAI20190430,0,1032.62,1,6303.31,1,19340.19,1
NRSMAI20190430,75,(null),9,(null),9,(null),9
NRSMAI20190430,85,(null),9,(null),9,(null),9
NRSMAI20190430,50,1132.44,1,5702.67,1,17188.89,1
NRSMAI20190430,20,951.63,1,5174.51,1,20043.79,1
NRSMAI20190430,10,1186.96,1,5407.25,1,16749.28,1
NRSMAI20190430,0,1088.89,1,6196.3,1,17629.63,1
NRSMAI20190430,20,(null),0,(null),0,(null),0
NRSMAI20190430,75,(null),0,(null),0,(null),0
NRSMAI20190430,10,(null),0,(null),0,(null),0
NRSMAI20190430,0,(null),0,(null),0,(null),0
NRSMAI20190430,50,(null),0,(null),0,(null),0
NRSMAI20190430,85,(null),0,(null),0,(null),0
NRSMAI20190624,85,190.78,1,15586.37,1,12972.75,1
NRSMAI20190624,75,168.52,1,21064.81,1,12620.16,1
NRSMAI20190624,50,275.76,1,24965.25,1,16563.84,1
NRSMAI20190624,20,69.73,1,20204.79,1,13144.44,1
NRSMAI20190624,10,106.43,1,19867.45,1,14031.38,1
NRSMAI20190624,0,318.31,1,20802.67,1,12901.03,1
NRSMAI20190624,0,272.22,1,19541.67,1,12308.33,1
NRSMAI20190624,85,144.44,1,14318.06,1,10436.11,1
NRSMAI20190624,10,104.6,1,20169.92,1,13981.23,1
NRSMAI20190624,20,212.87,1,19211.11,1,13055.75,1
NRSMAI20190624,50,149.79,1,24453.91,1,16814.4,1
NRSMAI20190624,75,108.33,1,19987.5,1,12783.33,1
NRSMAI20190624,85,(null),0,(null),0,(null),0
NRSMAI20190624,10,(null),0,(null),0,(null),0
NRSMAI20190624,50,(null),0,(null),0,(null),0
NRSMAI20190624,20,(null),0,(null),0,(null),0
NRSMAI20190624,75,(null),0,(null),0,(null),0
NRSMAI20190624,0,(null),0,(null),0,(null),0
NRSMAI20190731,85,924.44,1,7154.81,1,9793.33,1
NRSMAI20190731,75,1125.58,1,7602.41,1,9405.24,1
NRSMAI20190731,50,565.85,1,8524.87,1,8552.7,1
NRSMAI20190731,20,1147.75,1,8653.65,1,8917.82,1
NRSMAI20190731,10,1391.53,1,9530.47,1,10000.99,1
NRSMAI20190731,0,1234.72,1,9255.56,1,9829.17,1
NRSMAI20190731,75,667.89,1,8125.99,1,9749.34,1
NRSMAI20190731,85,661.47,1,7484.11,1,10630.84,1
NRSMAI20190731,50,785.33,1,9463.21,1,9374.87,1
NRSMAI20190731,20,803.47,1,8856.25,1,8973.61,1
NRSMAI20190731,10,1348.15,1,8830.37,1,8021.48,1
NRSMAI20190731,0,1211.33,1,8979.87,1,9300.22,1
NRSMAI20190731,20,(null),0,(null),0,(null),0
NRSMAI20190731,50,(null),0,(null),0,(null),0
NRSMAI20190731,85,(null),0,(null),0,(null),0
NRSMAI20190731,10,(null),0,(null),0,(null),0
NRSMAI20190731,75,(null),0,(null),0,(null),0
NRSMAI20190731,0,(null),0,(null),0,(null),0
NRSMAI20190828,75,1039.2,1,10700.93,1,8079.53,1
NRSMAI20190828,50,1114.09,1,11683.95,1,9137.45,1
NRSMAI20190828,85,1227.08,1,10523.41,1,8157.61,1
NRSMAI20190828,10,1048.91,1,12265.63,1,8504.67,1
NRSMAI20190828,0,971.46,1,13243.57,1,9793.9,1
NRSMAI20190828,20,825.59,1,13042.41,1,9359.73,1
NRSMAI20190828,0,1501.65,1,13574.92,1,10341.36,1
NRSMAI20190828,85,1166.67,1,10363.89,1,8856.94,1
NRSMAI20190828,75,801.6,1,10766.97,1,8462.36,1
NRSMAI20190828,50,758.33,1,11492.36,1,8468.06,1
NRSMAI20190828,20,902.78,1,12801.39,1,8973.61,1
NRSMAI20190828,10,910,1,13337.47,1,9752.63,1
NRSMAI20190828,50,(null),0,(null),0,(null),0
NRSMAI20190828,20,(null),0,(null),0,(null),0
NRSMAI20190828,10,(null),0,(null),0,(null),0
NRSMAI20190828,75,(null),0,(null),0,(null),0
NRSMAI20190828,0,(null),0,(null),0,(null),0
NRSMAI20190828,85,(null),0,(null),0,(null),0
NRSMAI20190925,10,19.44,1,962.5,1,2518.06,1
NRSMAI20190925,85,75.6,1,973.31,1,1389.1,1
NRSMAI20190925,75,30.64,1,1031.54,1,1174.52,1
NRSMAI20190925,50,0,1,1093.09,1,1575.88,1
NRSMAI20190925,20,9.19,1,1029.49,1,2086.57,1
NRSMAI20190925,0,18.9,1,1285.15,1,1247.35,1
NRSMAI20190925,50,0,1,894.44,1,1419.44,1
NRSMAI20190925,75,(null),9,(null),9,(null),9
NRSMAI20190925,85,46.38,1,1020.39,1,1085.32,1
NRSMAI20190925,10,19.26,1,914.81,1,1434.81,1
NRSMAI20190925,20,0,1,812.85,1,3588.45,1
NRSMAI20190925,0,37.1,1,797.76,1,1864.53,1
NRSMAI20190925,0,(null),0,(null),0,(null),0
NRSMAI20190925,75,(null),0,(null),0,(null),0
NRSMAI20190925,50,(null),0,(null),0,(null),0
NRSMAI20190925,10,(null),0,(null),0,(null),0
NRSMAI20190925,85,(null),0,(null),0,(null),0
NRSMAI20190925,20,(null),0,(null),0,(null),0
NRSMAI20191015,85,(null),0,(null),0,(null),0
NRSMAI20191015,75,(null),0,(null),0,(null),0
NRSMAI20191015,20,(null),0,(null),0,(null),0
NRSMAI20191015,10,(null),0,(null),0,(null),0
NRSMAI20191015,50,(null),0,(null),0,(null),0
NRSMAI20191015,0,(null),0,(null),0,(null),0
NRSMAI20191015,85,(null),0,(null),0,(null),0
NRSMAI20191015,50,(null),0,(null),0,(null),0
NRSMAI20191015,10,(null),0,(null),0,(null),0
NRSMAI20191015,20,(null),0,(null),0,(null),0
NRSMAI20191015,75,(null),0,(null),0,(null),0
NRSMAI20191015,0,(null),0,(null),0,(null),0
NRSMAI20191015,50,(null),0,(null),0,(null),0
NRSMAI20191015,10,(null),0,(null),0,(null),0
NRSMAI20191015,75,(null),0,(null),0,(null),0
NRSMAI20191015,20,(null),0,(null),0,(null),0
NRSMAI20191015,0,(null),0,(null),0,(null),0
NRSMAI20191015,85,(null),0,(null),0,(null),0
NRSMAI20191121,75,868.7,1,4628.33,1,6436.93,1
NRSMAI20191121,85,458.37,1,4732,1,6592.44,1
NRSMAI20191121,50,1186.37,1,4758.96,1,9828,1
NRSMAI20191121,20,7153.23,1,2550.41,1,64620.56,1
NRSMAI20191121,10,13205.72,1,2389.9,1,75082.66,1
NRSMAI20191121,0,22975.56,1,2815.56,1,67246.67,1
NRSMAI20191121,75,617.9,1,4521.91,1,7035.65,1
NRSMAI20191121,10,9858.33,1,2349.35,1,74718.14,1
NRSMAI20191121,20,5890.12,1,2648.15,1,67872.84,1
NRSMAI20191121,0,16430.56,1,2101.22,1,74474.65,1
NRSMAI20191121,50,997.81,1,5082.16,1,7623.25,1
NRSMAI20191121,85,466.67,1,4770.37,1,6753.7,1
NRSMAI20191121,75,(null),0,(null),0,(null),0
NRSMAI20191121,20,(null),0,(null),0,(null),0
NRSMAI20191121,85,(null),0,(null),0,(null),0
NRSMAI20191121,10,(null),0,(null),0,(null),0
NRSMAI20191121,50,(null),0,(null),0,(null),0
NRSMAI20191121,0,(null),0,(null),0,(null),0
NRSMAI20191210,10,6678.04,1,2233.85,1,3550.65,1
NRSMAI20191210,0,6986.89,1,1556.43,1,3135.58,1
NRSMAI20191210,50,2187.5,1,1954.17,1,2615.28,1
NRSMAI20191210,75,2411.92,1,231.71,1,610.88,1
NRSMAI20191210,85,1882.39,1,193.62,1,656.15,1
NRSMAI20191210,20,4748.81,1,2976.53,1,4146.69,1
NRSMAI20191210,0,8010.25,1,1438.02,1,3033.33,1
NRSMAI20191210,85,1466.67,1,255.56,1,500,1
NRSMAI20191210,10,6337.08,1,2645.35,1,3491.86,1
NRSMAI20191210,20,3430.96,1,2590.26,1,3590.01,1
NRSMAI20191210,50,2703.39,1,1873.22,1,2767.25,1
NRSMAI20191210,75,1726.84,1,329.46,1,783.9,1
NRSMAI20191210,50,(null),0,(null),0,(null),0
NRSMAI20191210,0,(null),0,(null),0,(null),0
NRSMAI20191210,20,(null),0,(null),0,(null),0
NRSMAI20191210,85,(null),0,(null),0,(null),0
NRSMAI20191210,75,(null),0,(null),0,(null),0
NRSMAI20191210,10,(null),0,(null),0,(null),0
NRSMAI20200106,10,356.35,1,6602.86,1,9483,1
NRSMAI20200106,0,0,1,6042.01,1,9358.94,1
NRSMAI20200106,75,0,1,639.94,1,409.56,1
NRSMAI20200106,20,0,1,5904.39,1,16277.64,1
NRSMAI20200106,50,0,1,1516.67,1,3045.37,1
NRSMAI20200106,85,0,1,703.94,1,281.58,1
NRSMAI20200106,75,0,1,720.42,1,278.06,1
NRSMAI20200106,85,0,1,846.81,1,252.78,1
NRSMAI20200106,0,0,1,6812.36,1,9327.5,1
NRSMAI20200106,10,321.64,1,6258.65,1,8690.44,1
NRSMAI20200106,20,0,1,5333.61,1,15710.14,1
NRSMAI20200106,50,0,1,1461.85,1,3167.34,1
NRSMAI20200106,10,(null),0,(null),0,(null),0
NRSMAI20200106,20,(null),0,(null),0,(null),0
NRSMAI20200106,85,(null),0,(null),0,(null),0
NRSMAI20200106,0,(null),0,(null),0,(null),0
NRSMAI20200106,75,(null),0,(null),0,(null),0
NRSMAI20200106,50,(null),0,(null),0,(null),0
NRSMAI20200223,20,0,1,27296.23,1,5102.47,1
NRSMAI20200223,75,0,1,1508.92,1,1241.2,1
NRSMAI20200223,10,1919.77,1,30735.08,1,5376.31,1
NRSMAI20200223,50,614.54,1,7818.59,1,2257.65,1
NRSMAI20200223,0,0,1,28744.05,1,6087.3,1
NRSMAI20200223,85,604.31,1,1559.75,1,792.66,1
NRSMAI20200223,50,1064.56,1,7300.13,1,2441.9,1
NRSMAI20200223,10,1968.48,1,30736.76,1,5350.27,1
NRSMAI20200223,0,976.56,1,31651.04,1,6033.77,1
NRSMAI20200223,20,0,1,27339.18,1,5506.58,1
NRSMAI20200223,85,0,1,1191.28,1,971.15,1
NRSMAI20200223,75,0,1,3657.84,1,1542.3,1
NRSMAI20200223,85,(null),0,(null),0,(null),0
NRSMAI20200223,0,(null),0,(null),0,(null),0
NRSMAI20200223,75,(null),0,(null),0,(null),0
NRSMAI20200223,50,(null),0,(null),0,(null),0
NRSMAI20200223,20,(null),0,(null),0,(null),0
NRSMAI20200223,10,(null),0,(null),0,(null),0
NRSMAI20200526,20,31.23,1,14252.22,1,10001.81,1
NRSMAI20200526,10,623.35,1,14033.68,1,9980.39,1
NRSMAI20200526,0,0,1,13628.44,1,9339.22,1
NRSMAI20200526,85,0,1,13023.68,1,9528.55,1
NRSMAI20200526,75,14.11,1,13471.04,1,9103.12,1
NRSMAI20200526,50,0,1,12046.1,1,9151.59,1
NRSMAI20200526,75,0,1,12675.5,1,9292,1
NRSMAI20200526,0,310.38,1,13723.38,1,9405.63,1
NRSMAI20200526,20,0,1,13911.55,1,9751.31,1
NRSMAI20200526,10,0,1,13210.8,1,10248.13,1
NRSMAI20200526,85,0,1,13246.54,1,8869.87,1
NRSMAI20200526,50,0,1,12503.54,1,9473.54,1
NRSMAI20200526,85,(null),0,(null),0,(null),0
NRSMAI20200526,75,(null),0,(null),0,(null),0
NRSMAI20200526,10,(null),0,(null),0,(null),0
NRSMAI20200526,0,(null),0,(null),0,(null),0
NRSMAI20200526,20,(null),0,(null),0,(null),0
NRSMAI20200526,50,(null),0,(null),0,(null),0
NRSMAI20200628,20,0,1,30312.63,1,15995.88,1
NRSMAI20200628,0,0,1,27082.96,1,14239.75,1
NRSMAI20200628,85,2306.17,1,8174.27,1,4457.47,1
NRSMAI20200628,10,1325.66,1,27909.24,1,16006.58,1
NRSMAI20200628,75,0,1,9064.43,1,5075.57,1
NRSMAI20200628,50,0,1,29369.74,1,15189.87,1
NRSMAI20200628,75,1430.83,1,8699.47,1,4874.93,1
NRSMAI20200628,20,1539.53,1,29809.43,1,16001.29,1
NRSMAI20200628,50,0,1,29518.06,1,16257.74,1
NRSMAI20200628,10,1851.22,1,27355.18,1,15721.93,1
NRSMAI20200628,85,1462.51,1,7994.65,1,4338.73,1
NRSMAI20200628,0,0,1,27952.08,1,14953.25,1
NRSMAI20200628,75,(null),0,(null),0,(null),0
NRSMAI20200628,50,(null),0,(null),0,(null),0
NRSMAI20200628,10,(null),0,(null),0,(null),0
NRSMAI20200628,0,(null),0,(null),0,(null),0
NRSMAI20200628,20,(null),0,(null),0,(null),0
NRSMAI20200628,85,(null),0,(null),0,(null),0
NRSMAI20200810,50,(null),0,(null),0,(null),0
NRSMAI20200810,75,(null),0,(null),0,(null),0
NRSMAI20200810,0,(null),0,(null),0,(null),0
NRSMAI20200810,85,(null),0,(null),0,(null),0
NRSMAI20200810,20,(null),0,(null),0,(null),0
NRSMAI20200810,10,(null),0,(null),0,(null),0
NRSMAI20200810,20,(null),0,(null),0,(null),0
NRSMAI20200810,75,(null),0,(null),0,(null),0
NRSMAI20200810,0,(null),0,(null),0,(null),0
NRSMAI20200810,10,(null),0,(null),0,(null),0
NRSMAI20200810,85,(null),0,(null),0,(null),0
NRSMAI20200810,50,(null),0,(null),0,(null),0
NRSMAI20200810,75,(null),0,(null),0,(null),0
NRSMAI20200810,85,(null),0,(null),0,(null),0
NRSMAI20200810,50,(null),0,(null),0,(null),0
NRSMAI20200810,10,(null),0,(null),0,(null),0
NRSMAI20200810,20,(null),0,(null),0,(null),0
NRSMAI20200810,0,(null),0,(null),0,(null),0
NRSMAI20200909,50,(null),0,(null),0,(null),0
NRSMAI20200909,0,(null),0,(null),0,(null),0
NRSMAI20200909,85,(null),0,(null),0,(null),0
NRSMAI20200909,10,(null),0,(null),0,(null),0
NRSMAI20200909,20,(null),0,(null),0,(null),0
NRSMAI20200909,75,(null),0,(null),0,(null),0
NRSMAI20200909,0,(null),0,(null),0,(null),0
NRSMAI20200909,75,(null),0,(null),0,(null),0
NRSMAI20200909,10,(null),0,(null),0,(null),0
NRSMAI20200909,20,(null),0,(null),0,(null),0
NRSMAI20200909,85,(null),0,(null),0,(null),0
NRSMAI20200909,50,(null),0,(null),0,(null),0
NRSMAI20200909,0,(null),0,(null),0,(null),0
NRSMAI20200909,85,(null),0,(null),0,(null),0
NRSMAI20200909,50,(null),0,(null),0,(null),0
NRSMAI20200909,75,(null),0,(null),0,(null),0
NRSMAI20200909,10,(null),0,(null),0,(null),0
NRSMAI20200909,20,(null),0,(null),0,(null),0
NRSNIN20101108,WC,70927.5,1,34818,1,5869.5,1
NRSNIN20110209,WC,70717.5,1,50809.5,1,2131.5,1
NRSNIN20110209,WC,120561,1,35374.5,1,1459.5,1
NRSNIN20110501,WC,148050,1,126000,1,4284,1
NRSNIN20110501,WC,108391.5,1,93607.5,1,2688,1
NRSNIN20110706,WC,112350,1,12579,1,1250,1
NRSNIN20110706,WC,94794,1,11424,1,1071,1
NRSNIN20111107,WC,109064,1,19373,1,3465,1
NRSNIN20120226,WC,122713.5,1,49539,1,5019,1
NRSNIN20120226,WC,56206.5,1,50085,1,3213,1
NRSNIN20120509,WC,133717.5,1,3139.5,4,0,4
NRSNIN20120509,WC,118030.5,1,48678,1,2635.5,1
NRSNIN20120827,WC,54254,1,21273,1,819,1
NRSNIN20120827,WC,32183,1,24035,1,662,1
NRSNIN20121107,WC,4736,4,4946,4,63,4
NRSNIN20121107,WC,56228,1,19068,1,3780,1
NRSNIN20121107,WC,2688,4,3885,4,1155,4
NRSNIN20130209,WC,5576,1,5187,1,74,1
NRSNIN20130209,WC,3014,1,5082,1,74,1
NRSNIN20130509,WC,6290,1,5324,1,63,1
NRSNIN20130509,WC,1670,2,5082,1,252,1
NRSNIN20130806,WC,956,1,10269,1,357,1
NRSNIN20130806,WC,966,1,11939,1,368,1
NRSNSI20080929,WC,(null),0,(null),0,(null),0
NRSNSI20080929,WC,(null),0,(null),0,(null),0
NRSNSI20081030,(null),(null),0,(null),0,(null),0
NRSNSI20081119,(null),(null),0,(null),0,(null),0
