SAMPLE,STATION,LATITUDE,LONGITUDE,SAMPLEDATE
8962,North Stradbroke,-27.345,153.562,2016-07-20 10:30:00
9348,North Stradbroke,-27.345,153.562,2016-11-16 10:15:00
7479,North Stradbroke,-27.345,153.562,2015-05-28 10:15:00
7862,Port Hacking,-34.11923,151.22667,2015-05-19 09:43:00
7925,North Stradbroke,-27.345,153.562,2015-11-19 10:24:00
8308,Rottnest Island,-32,115.41667,2015-09-24 10:08:00
8338,Rottnest Island,-32,115.41667,2015-12-15 08:22:00
9296,Port Hacking,-34.11923,151.22667,2016-07-19 10:19:00
8182,Darwin,-12.4,130.76805,2015-11-18 08:16:00
9929,Maria Island,-42.59667,148.23333,2017-08-01 10:01:00
10302,North Stradbroke,-27.345,153.562,2017-10-23 10:25:00
9457,Kangaroo Island,-35.83217,136.44733,2016-11-18 12:45:00
9682,Maria Island,-42.59667,148.23333,2017-03-24 09:30:00
10115,Yongala,-19.30847,147.61842,2017-05-29 08:11:00
10180,North Stradbroke,-27.345,153.562,2017-09-27 10:40:00
10428,Maria Island,-42.59667,148.23333,2017-11-24 09:50:00
11025,North Stradbroke,-27.345,153.562,2018-05-30 10:20:00
11040,Port Hacking,-34.11923,151.22667,2018-05-29 09:50:00
11173,Darwin,-12.4,130.76805,2018-07-31 16:00:00
12495,Yongala,-19.30847,147.61842,2019-09-17 10:10:00
11491,Rottnest Island,-32,115.41667,2018-12-11 09:24:00
11822,North Stradbroke,-27.345,153.562,2019-03-22 10:50:00
11889,Rottnest Island,-32,115.41667,2019-03-06 10:24:00
12234,North Stradbroke,-27.345,153.562,2019-09-16 10:20:00
1407,Maria Island,-42.59667,148.23333,2012-02-22 11:00:00
1332,North Stradbroke,-27.345,153.562,2011-07-28 09:30:00
1134,Port Hacking,-34.11923,151.22667,2009-10-12 09:28:00
1534,Maria Island,-42.59667,148.23333,2012-10-18 10:52:00
1567,Rottnest Island,-32,115.41667,2012-10-19 09:54:00
3284,Maria Island,-42.59667,148.23333,2013-02-14 11:00:00
1806,Port Hacking,-34.11923,151.22667,2012-12-19 09:31:00
3026,North Stradbroke,-27.345,153.562,2013-08-06 10:15:00
3080,Port Hacking,-34.11923,151.22667,2013-04-23 09:32:00
3086,Esperance,-33.93333,121.85,2013-03-14 09:24:00
3292,North Stradbroke,-27.345,153.562,2013-11-22 09:55:00
1757,Darwin,-12.4,130.76805,2013-04-05 09:40:00
5461,Maria Island,-42.59667,148.23333,2014-02-05 11:05:00
5445,North Stradbroke,-27.345,153.562,2014-04-04 10:45:00
5475,Maria Island,-42.59667,148.23333,2014-04-08 11:03:00
5045,Yongala,-19.30847,147.61842,2014-01-22 10:00:00
6695,Rottnest Island,-32,115.41667,2014-09-02 11:55:00
7108,Kangaroo Island,-35.83217,136.44733,2014-10-29 11:00:00
7307,Rottnest Island,-32,115.41667,2015-02-24 10:17:00
1725,Ningaloo,-21.99,113.779,2012-08-27 08:05:00
1742,Esperance,-33.93333,121.85,2012-09-10 12:51:00
1745,Ningaloo,-21.99,113.779,2012-05-09 10:50:00
1084,North Stradbroke,-27.345,153.562,2008-12-17 11:00:00
1381,North Stradbroke,-27.345,153.562,2012-03-01 09:45:00
1452,North Stradbroke,-27.345,153.562,2012-09-12 10:20:00
1432,Yongala,-19.30847,147.61842,2012-06-15 10:41:00
1431,Yongala,-19.30847,147.61842,2012-07-26 11:00:00
1403,Darwin,-12.4,130.76805,2012-04-17 09:42:00
1450,Maria Island,-42.59667,148.23333,2012-07-24 10:50:00
1294,Yongala,-19.30847,147.61842,2011-01-18 11:30:00
1404,Maria Island,-42.59667,148.23333,2011-10-26 11:00:00
1406,Maria Island,-42.59667,148.23333,2012-01-19 12:00:00
1394,Rottnest Island,-32,115.41667,2011-11-22 15:08:00
1106,North Stradbroke,-27.345,153.562,2009-09-17 08:30:00
1235,Yongala,-19.30847,147.61842,2010-04-13 14:14:00
1238,Port Hacking,-34.11923,151.22667,2010-08-18 09:30:00
1305,Maria Island,-42.59667,148.23333,2010-10-27 12:50:00
1300,North Stradbroke,-27.345,153.562,2011-02-21 09:40:00
1310,Kangaroo Island,-35.83217,136.44733,2011-02-23 10:30:00
1313,Port Hacking,-34.11923,151.22667,2011-03-30 09:33:00
1239,North Stradbroke,-27.345,153.562,2010-04-12 08:35:00
1107,Maria Island,-42.59667,148.23333,2009-07-16 11:36:00
1113,Maria Island,-42.59667,148.23333,2009-10-13 11:00:00
1321,Rottnest Island,-32,115.41667,2010-11-24 11:07:00
1236,Yongala,-19.30847,147.61842,2010-05-21 12:56:00
1412,Port Hacking,-34.11923,151.22667,2012-03-12 09:00:00
1402,Darwin,-12.4,130.76805,2012-01-15 07:00:00
1133,Port Hacking,-34.11923,151.22667,2009-11-11 09:45:00
7400,North Stradbroke,-27.345,153.562,2015-03-23 11:40:00
7584,Kangaroo Island,-35.83217,136.44733,2015-04-09 07:11:00
7832,Port Hacking,-34.11923,151.22667,2015-03-31 09:32:00
7962,Maria Island,-42.59667,148.23333,2015-10-01 11:05:00
8032,Yongala,-19.30847,147.61842,2015-08-25 10:45:00
9346,Port Hacking,-34.11923,151.22667,2016-06-15 11:06:00
9114,Yongala,-19.30847,147.61842,2016-07-25 10:25:00
9144,Rottnest Island,-32,115.41667,2016-07-22 13:20:00
9271,Kangaroo Island,-35.83217,136.44733,2016-09-15 11:18:00
7779,North Stradbroke,-27.345,153.562,2015-08-17 10:30:00
9914,Kangaroo Island,-35.83217,136.44733,2017-05-18 11:15:00
10164,Rottnest Island,-32,115.41667,2017-03-31 10:24:00
10379,Yongala,-19.30847,147.61842,2017-08-16 10:24:00
10461,Yongala,-19.30847,147.61842,2017-11-30 10:34:00
10651,Maria Island,-42.59667,148.23333,2018-04-19 09:30:00
9425,Maria Island,-42.59667,148.23333,2017-02-24 08:50:00
9532,Yongala,-19.30847,147.61842,2016-12-07 10:15:00
9547,Yongala,-19.30847,147.61842,2017-01-20 10:00:00
10085,Yongala,-19.30847,147.61842,2017-03-22 12:00:00
10100,Yongala,-19.30847,147.61842,2017-04-26 10:20:00
10347,Rottnest Island,-32,115.41667,2017-09-14 09:45:00
11790,Maria Island,-42.59667,148.23333,2019-05-01 09:47:00
11926,Rottnest Island,-32,115.41667,2019-05-27 09:28:00
12394,Rottnest Island,-32,115.41667,2019-07-11 09:26:00
11121,Yongala,-19.30847,147.61842,2018-06-03 09:10:00
11225,Yongala,-19.30847,147.61842,2018-10-11 10:54:00
11529,Kangaroo Island,-35.83217,136.44733,2018-12-04 15:39:00
11581,Yongala,-19.30847,147.61842,2019-02-13 10:26:00
11624,Port Hacking,-34.11923,151.22667,2019-02-28 10:35:00
11638,North Stradbroke,-27.345,153.562,2018-11-15 10:40:00
12202,North Stradbroke,-27.345,153.562,2019-07-23 10:20:00
12334,Kangaroo Island,-35.83217,136.44733,2019-09-10 07:50:00
1306,Maria Island,-42.59667,148.23333,2010-12-14 11:05:00
1365,North Stradbroke,-27.345,153.562,2011-12-21 09:15:00
1288,Port Hacking,-34.11923,151.22667,2011-03-01 09:30:00
1388,Rottnest Island,-32,115.41667,2011-05-27 09:35:00
1291,Yongala,-19.30847,147.61842,2010-12-08 10:45:00
1331,North Stradbroke,-27.345,153.562,2011-06-23 10:25:00
1484,Darwin,-12.4,130.76805,2012-12-09 12:30:00
1552,Esperance,-33.93333,121.85,2012-12-12 09:10:00
1573,Rottnest Island,-32,115.41667,2013-01-25 10:10:00
1767,Maria Island,-42.59667,148.23333,2013-03-14 10:00:00
3137,Maria Island,-42.59667,148.23333,2013-06-11 11:55:00
3302,Port Hacking,-34.11923,151.22667,2013-01-25 10:54:00
3050,Port Hacking,-34.11923,151.22667,2013-08-27 09:30:00
3089,Esperance,-33.93333,121.85,2013-07-25 09:57:00
3107,Rottnest Island,-32,115.41667,2013-04-23 10:38:00
3275,Kangaroo Island,-35.83217,136.44733,2013-08-28 08:55:00
1558,Ningaloo,-21.99,113.779,2012-11-07 12:00:00
5517,Port Hacking,-34.11923,151.22667,2013-10-21 09:36:00
5817,Rottnest Island,-32,115.41667,2014-03-19 12:30:00
6680,Maria Island,-42.59667,148.23333,2014-09-16 09:20:00
6788,Port Hacking,-34.11923,151.22667,2014-10-22 09:30:00
6868,North Stradbroke,-27.345,153.562,2014-11-07 10:35:00
1545,Maria Island,-42.59667,148.23333,2012-10-02 10:15:00
1179,Port Hacking,-34.11923,151.22667,2010-04-14 09:18:00
1443,Yongala,-19.30847,147.61842,2012-08-16 00:00:00
1449,Maria Island,-42.59667,148.23333,2012-06-21 11:00:00
1324,Rottnest Island,-32,115.41667,2011-02-24 09:35:00
1248,North Stradbroke,-27.345,153.562,2010-11-16 09:30:00
1228,Port Hacking,-34.11923,151.22667,2010-07-02 11:35:00
1356,Maria Island,-42.59667,148.23333,2011-04-07 10:30:00
1312,Kangaroo Island,-35.83217,136.44733,2011-04-28 07:35:00
1153,Port Hacking,-34.11923,151.22667,2010-03-17 09:05:00
1401,Yongala,-19.30847,147.61842,2012-02-08 10:49:00
1234,Rottnest Island,-32,115.41667,2010-06-17 10:05:00
1385,Esperance,-33.93333,121.85,2011-05-12 10:10:00
1104,Esperance,-33.93333,121.85,2009-05-12 12:10:00
1103,Port Hacking,-34.11923,151.22667,2009-08-20 09:19:00
1112,North Stradbroke,-27.345,153.562,2009-10-07 09:07:00
1392,Rottnest Island,-32,115.41667,2011-09-23 09:40:00
1447,Maria Island,-42.59667,148.23333,2012-05-24 11:30:00
1144,Port Hacking,-34.11923,151.22667,2009-12-07 09:14:00
7369,Maria Island,-42.59667,148.23333,2015-02-25 10:20:00
7709,Yongala,-19.30847,147.61842,2015-02-24 10:40:00
7878,Maria Island,-42.59667,148.23333,2015-11-19 10:45:00
7894,Maria Island,-42.59667,148.23333,2015-07-23 10:45:00
8380,Maria Island,-42.59667,148.23333,2015-12-17 09:35:00
8554,Maria Island,-42.59667,148.23333,2016-05-31 09:45:00
8600,Rottnest Island,-32,115.41667,2016-03-24 09:47:00
8645,Yongala,-19.30847,147.61842,2016-02-15 10:18:00
8690,Darwin,-12.4,130.76805,2016-02-02 07:00:00
8917,Port Hacking,-34.11923,151.22667,2016-05-03 09:14:00
7494,Yongala,-19.30847,147.61842,2014-10-14 12:02:00
7539,Yongala,-19.30847,147.61842,2015-01-19 11:25:00
7646,Yongala,-19.30847,147.61842,2015-04-30 12:10:00
8167,Darwin,-12.4,130.76805,2015-08-04 14:00:00
8411,North Stradbroke,-27.345,153.562,2016-01-20 10:30:00
8293,Rottnest Island,-32,115.41667,2015-08-27 11:15:00
9607,Port Hacking,-34.11923,151.22667,2017-02-06 10:49:00
9698,Maria Island,-42.59667,148.23333,2017-04-12 10:15:00
9960,Port Hacking,-34.11923,151.22667,2017-05-18 09:45:00
9975,Port Hacking,-34.11923,151.22667,2017-06-15 08:52:00
10270,Maria Island,-42.59667,148.23333,2017-09-22 09:15:00
10394,Yongala,-19.30847,147.61842,2017-09-06 10:00:00
10466,Maria Island,-42.59667,148.23333,2018-01-17 10:30:00
10631,Maria Island,-42.59667,148.23333,2018-03-02 09:30:00
9441,Rottnest Island,-32,115.41667,2016-11-14 09:45:00
9517,Yongala,-19.30847,147.61842,2016-11-08 10:50:00
9562,Yongala,-19.30847,147.61842,2017-02-20 10:29:00
9592,Port Hacking,-34.11923,151.22667,2016-12-05 09:45:00
9714,Rottnest Island,-32,115.41667,2016-12-14 09:35:00
10005,Rottnest Island,-32,115.41667,2017-04-07 09:28:00
10037,Rottnest Island,-32,115.41667,2017-05-23 09:53:00
10145,Yongala,-19.30847,147.61842,2017-07-24 10:45:00
10447,North Stradbroke,-27.345,153.562,2017-12-19 10:45:00
10796,Port Hacking,-34.11923,151.22667,2018-03-27 09:40:00
10601,North Stradbroke,-27.345,153.562,2018-03-02 10:25:00
10969,Maria Island,-42.59667,148.23333,2018-07-12 08:40:00
11364,North Stradbroke,-27.345,153.562,2018-08-17 10:20:00
11379,North Stradbroke,-27.345,153.562,2018-07-18 10:20:00
11963,Rottnest Island,-32,115.41667,2019-06-21 09:15:00
12009,Kangaroo Island,-35.83217,136.44733,2019-03-20 13:40:00
12410,Rottnest Island,-32,115.41667,2019-08-19 08:31:00
12480,Yongala,-19.30847,147.61842,2019-08-08 10:04:00
12555,Rottnest Island,-32,115.41667,2019-10-11 10:07:00
11199,Yongala,-19.30847,147.61842,2018-08-17 10:23:00
11268,Kangaroo Island,-35.83217,136.44733,2018-08-21 08:00:00
11838,North Stradbroke,-27.345,153.562,2019-04-16 10:10:00
11874,Port Hacking,-34.11923,151.22667,2019-04-09 08:50:00
12218,North Stradbroke,-27.345,153.562,2019-08-21 10:40:00
1302,North Stradbroke,-27.345,153.562,2011-04-13 09:25:00
1242,North Stradbroke,-27.345,153.562,2010-07-12 08:45:00
1287,Port Hacking,-34.11923,151.22667,2011-02-04 09:58:00
1395,Rottnest Island,-32,115.41667,2011-12-21 15:45:00
1391,Rottnest Island,-32,115.41667,2011-08-26 09:43:00
1379,North Stradbroke,-27.345,153.562,2012-02-14 08:00:00
1408,Maria Island,-42.59667,148.23333,2012-03-27 10:40:00
1322,Rottnest Island,-32,115.41667,2010-12-15 10:20:00
1541,Port Hacking,-34.11923,151.22667,2012-10-10 09:44:00
1785,Yongala,-19.30847,147.61842,2013-01-31 10:15:00
1797,North Stradbroke,-27.345,153.562,2013-05-20 10:05:00
3059,Yongala,-19.30847,147.61842,2013-07-19 11:08:00
3230,Rottnest Island,-32,115.41667,2012-12-19 11:48:00
3104,Rottnest Island,-32,115.41667,2013-03-21 11:34:00
3110,Rottnest Island,-32,115.41667,2013-05-17 10:00:00
3313,North Stradbroke,-27.345,153.562,2014-02-13 10:20:00
3019,Darwin,-12.4,130.76805,2013-06-18 00:30:00
5442,Rottnest Island,-32,115.41667,2014-01-22 10:10:00
5621,North Stradbroke,-27.345,153.562,2014-09-01 10:10:00
5733,Port Hacking,-34.11923,151.22667,2014-04-28 09:38:00
5859,Yongala,-19.30847,147.61842,2014-05-01 11:25:00
5873,Yongala,-19.30847,147.61842,2014-05-27 12:12:00
5945,Rottnest Island,-32,115.41667,2014-07-30 10:03:00
6709,Rottnest Island,-32,115.41667,2014-09-19 12:57:00
5929,Yongala,-19.30847,147.61842,2014-09-10 10:35:00
7292,Rottnest Island,-32,115.41667,2015-01-28 10:15:00
7338,Port Hacking,-34.11923,151.22667,2015-02-26 09:37:00
3207,Rottnest Island,-32,115.41667,2012-05-23 12:22:00
1451,Maria Island,-42.59667,148.23333,2012-08-20 11:15:00
1417,North Stradbroke,-27.345,153.562,2012-06-20 10:20:00
1127,Rottnest Island,-32,115.41667,2009-10-26 09:53:00
1223,Yongala,-19.30847,147.61842,2010-02-24 10:58:00
1319,Rottnest Island,-32,115.41667,2010-08-20 14:30:00
1470,North Stradbroke,-27.345,153.562,2012-11-14 10:45:00
1075,Port Hacking,-34.11923,151.22667,2009-04-23 09:38:00
1217,Maria Island,-42.59667,148.23333,2010-05-27 11:30:00
1352,Darwin,-12.4,130.76805,2011-10-05 09:31:00
1386,Esperance,-33.93333,121.85,2011-08-18 10:20:00
3208,Rottnest Island,-32,115.41667,2012-03-29 10:03:00
1120,North Stradbroke,-27.345,153.562,2009-10-15 10:10:00
8047,Rottnest Island,-32,115.41667,2015-07-24 09:20:00
7661,Yongala,-19.30847,147.61842,2015-06-01 12:55:00
7747,Rottnest Island,-32,115.41667,2015-07-01 09:46:00
8428,Maria Island,-42.59667,148.23333,2016-02-10 10:45:00
8675,Yongala,-19.30847,147.61842,2016-05-03 10:01:00
8780,Maria Island,-42.59667,148.23333,2016-07-01 09:30:00
8902,Darwin,-12.4,130.76805,2016-05-31 07:50:00
8062,Kangaroo Island,-35.83217,136.44733,2015-09-09 12:50:00
8976,North Stradbroke,-27.345,153.562,2016-08-22 10:50:00
9129,Yongala,-19.30847,147.61842,2016-08-23 10:19:00
9241,Darwin,-12.4,130.76805,2016-07-24 17:00:00
7599,Maria Island,-42.59667,148.23333,2015-04-21 10:50:00
8231,Yongala,-19.30847,147.61842,2015-11-11 10:45:00
9637,Darwin,-12.4,130.76805,2016-11-08 08:11:00
9899,Darwin,-12.4,130.76805,2017-05-17 08:47:00
9945,North Stradbroke,-27.345,153.562,2017-07-17 11:05:00
10693,Port Hacking,-34.11923,151.22667,2017-12-12 08:54:00
9393,Maria Island,-42.59667,148.23333,2016-11-18 09:10:00
9577,Port Hacking,-34.11923,151.22667,2016-10-31 09:35:00
9869,North Stradbroke,-27.345,153.562,2017-05-16 10:20:00
10130,Yongala,-19.30847,147.61842,2017-07-05 10:21:00
10756,Port Hacking,-34.11923,151.22667,2018-01-24 09:41:00
9837,Maria Island,-42.59667,148.23333,2017-06-02 09:00:00
11451,Port Hacking,-34.11923,151.22667,2018-09-05 10:50:00
12040,Yongala,-19.30847,147.61842,2019-03-13 10:10:00
12055,Yongala,-19.30847,147.61842,2019-05-28 10:25:00
12102,Maria Island,-42.59667,148.23333,2019-08-29 09:20:00
11094,Rottnest Island,-32,115.41667,2018-07-19 09:35:00
11281,Rottnest Island,-32,115.41667,2018-07-27 09:33:00
11477,Rottnest Island,-32,115.41667,2018-11-30 09:33:00
11555,Yongala,-19.30847,147.61842,2018-12-13 10:30:00
11610,Port Hacking,-34.11923,151.22667,2019-01-22 09:43:00
11685,Rottnest Island,-32,115.41667,2019-02-21 09:30:00
11731,Darwin,-12.4,130.76805,2019-02-14 10:00:00
