NRS_TRIP_CODE,Station,Latitude,Longitude,SampleDateLocal,SampleDepth_m,CPHL_C3,MG_DVP,CPHL_C2,CPHL_C1,CPHL_C1C2,CPHLIDE_A,PHIDE_A,PERID,PYROPHIDE_A,BUT_FUCO,FUCO,NEO,KETO_HEX_FUCO,PRAS,VIOLA,HEX_FUCO,ASTA,DIADCHR,DIADINO,DINO,ANTH,ALLO,MYXO,DIATO,ZEA,LUT,CANTHA,GYRO,DV_CPHL_B,CPHL_B,DV_CPHL_B_AND_CPHL_B,DV_CPHL_A,CPHL_A,DV_CPHL_A_AND_CPHL_A,ECHIN,PHYTIN_B,PHYTIN_A,LYCO,BETA_EPI_CAR,BETA_BETA_CAR,ALPHA_BETA_CAR,PYROPHYTIN_A
NRSKAI20110427,Kangaroo Island,-35.83217,136.44733,2011-04-28 07:35:00,(null),0.025,0,0.029,0.003,(null),0,0,0.005,0,0.03,0.013,0.003,0,0.006,0.002,0.058,0,0,0.01,0,0.003,0.005,0,0.004,0.069,0,0,0,0.004,0.028,0.032,0.086,0.195,0.281,0,0,0,0,(null),(null),0.021,0
NRSKAI20120415,Kangaroo Island,-35.83217,136.44733,2012-04-15 10:42:00,(null),0.04,0,0.039,0.003,(null),0,0,0.005,0,0.048,0.014,0.004,0,0.008,0.001,0.084,0,0,0.008,0,0,0.005,0,0.009,0.037,0,0,0,0,0.042,0.042,0.034,0.257,0.291,0,0,0,0,(null),(null),0.015,0
NRSPHB20090223,Port Hacking,-34.11923,151.22667,2009-02-24 09:27:00,(null),0.029,0,0.027,0,(null),0.014,0,0,0,0.024,0.044,0.005,0,0.008,0.004,0.039,0,0,0.014,0,0,0,0,0.005,0.024,0,0,0,0,0.033,0.033,0,0.21,0.21,0,0,0,0,(null),(null),0.013,0
NRSESP20121212,Esperance,-33.93333,121.85,2012-12-12 09:10:00,(null),0.014,0,0.03,0,(null),0.007,0,0,0,0.016,0.035,0.004,0,0.007,0.004,0.03,0,0,0.012,0,0.003,0.002,0,0,0.027,0.004,0,0,0,0.038,0.038,0.023,0.232,0.255,0,0,0,0,(null),(null),0.01,0
NRSNSI20091015,North Stradbroke,-27.345,153.562,2009-10-15 10:10:00,(null),0.128,0,0,0.157,(null),0,0,0.01,0,0.014,0.298,0,0,0,0,0.049,0,0,0.032,0,0,0,0,0.008,0.004,0,0,0,0,0.013,0.013,0,0.575,0.575,0,0,0,0,(null),(null),0.009,0
NRSNSI20091115,North Stradbroke,-27.345,153.562,2009-11-16 08:20:00,(null),0,0,0.006,0,(null),0,0,0,0,0.013,0.018,0,0,0,0,0.022,0,0,0.006,0,0,0,0,0,0.031,0,0,0,0,0.01,0.01,0,0.11,0.11,0,0,0,0,(null),(null),0.004,0
NRSNSI20091215,North Stradbroke,-27.345,153.562,2009-12-16 09:00:00,(null),0.062,0,0,0.204,(null),0,0,0.008,0,0.008,0.577,0.005,0,0.009,0.003,0.03,0.007,0,0.058,0,0,0.004,0,0.022,0.035,0.003,0,0,0,0.066,0.066,0,1.297,1.297,0,0,0,0,(null),(null),0.023,0
NRSNSI20110220,North Stradbroke,-27.345,153.562,2011-02-21 09:40:00,(null),0.061,0,0.054,0,(null),0.059,0,0,0,0.024,0.207,0.002,0,0.005,0.002,0.031,0,0,0.014,0,0,0,0,0.004,0.056,0,0,0,0.005,0.032,0.037,0.036,0.459,0.495,0,0,0,0,(null),(null),0.02,0
NRSPHB20130611,Port Hacking,-34.11923,151.22667,2013-06-12 09:55:00,(null),0.072,0,0.081,0.004,(null),0,0,0.008,0,0.065,0.033,0.012,0,0.026,0.007,0.11,0,0,0.015,0,0.004,0.027,0,0,0.018,0.004,0,0,0,0.115,0.115,0.007,0.589,0.596,0,0,0,0,(null),(null),0.025,0
NRSPHB20140911,Port Hacking,-34.11923,151.22667,2014-09-11 10:13:00,(null),0.099,0,0.221,0,(null),0.236,0.042,0.147,0,0.038,0.185,0.032,0,0.086,0.025,0.108,0,0,0.065,0,0.006,0.032,0,0.005,0.006,0,0,0,0,0.313,0.313,0,1.226,1.226,0,0,0,0,(null),(null),0.043,0
NRSYON20140717,Yongala,-19.30847,147.61842,2014-07-17 10:28:00,(null),0.01,0,0.014,0,(null),0.004,0,0,0,0.01,0.013,0,0,0,0.002,0.024,0,0,0.006,0,0,0,0,0,0.093,0,0,0,0.006,0.014,0.02,0.079,0.128,0.207,0,0,0,0,(null),(null),0.017,0
NRSPHB20141021,Port Hacking,-34.11923,151.22667,2014-10-22 09:30:00,(null),0.157,0,0.266,0,(null),0.175,0.133,0.056,0,0.036,0.375,0.007,0,0.02,0.006,0.118,0.009,0,0.075,0,0,0.02,0,0.006,0.007,0,0,0,0,0.075,0.075,0,1.414,1.414,0,0,0,0,(null),(null),0.037,0
NRSPHB20141208,Port Hacking,-34.11923,151.22667,2014-12-09 09:51:00,(null),0.071,0,0.219,0,(null),0.279,0.247,0.025,0,0.012,0.41,0.004,0,0.009,0.004,0.041,0.003,0,0.042,0,0,0.012,0,0.003,0.016,0,0,0,0,0.037,0.037,0.007,0.924,0.931,0,0,0,0,(null),(null),0.027,0
NRSPHB20141112,Port Hacking,-34.11923,151.22667,2014-11-13 09:36:00,(null),0.248,0,0.187,0,(null),0.044,0.033,0.034,0,0.068,0.334,0.006,0,0.017,0.005,0.137,0.008,0,0.062,0,0,0.003,0,0.006,0.016,0,0,0,0,0.057,0.057,0,1.225,1.225,0,0,0,0,(null),(null),0.029,0
NRSMAI20100120,Maria Island,-42.59667,148.23333,2010-01-21 10:50:00,(null),0.047,0,0.065,0,(null),0,0,0.013,0,0.029,0.056,0.022,0,0.044,0.014,0.113,0,0,0.025,0,0.007,0.022,0,0.005,0.056,0,0,0,0,0.181,0.181,0,0.656,0.656,0,0,0,0,(null),(null),0.029,0
NRSMAI20100505,Maria Island,-42.59667,148.23333,2010-05-05 11:30:00,(null),0.011,0,0.042,0,(null),0,0,0.009,0,0.022,0.076,0.011,0,0.028,0.01,0.073,0,0,0.017,0,0,0.031,0,0,0.011,0,0,0,0,0.106,0.106,0,0.529,0.529,0,0,0,0,(null),(null),0.023,0
NRSMAI20100527,Maria Island,-42.59667,148.23333,2010-05-27 11:30:00,(null),0.006,0,0.019,0,(null),0,0,0,0,0.021,0.02,0.004,0,0.016,0.005,0.039,0,0,0.009,0,0,0.009,0,0,0,0,0,0,0,0.047,0.047,0,0.187,0.187,0,0,0,0,(null),(null),0.003,0
NRSMAI20100615,Maria Island,-42.59667,148.23333,2010-06-15 11:10:00,(null),0.021,0,0.031,0,(null),0,0,0.007,0,0.025,0.033,0.012,0,0.025,0.008,0.054,0,0,0.012,0,0,0.019,0,0,0.014,0,0,0,0,0.09,0.09,0,0.359,0.359,0,0,0,0,(null),(null),0.014,0
NRSMAI20121112,Maria Island,-42.59667,148.23333,2012-11-13 10:45:00,(null),0.063,0,0.149,0.009,(null),0.022,0,0,0,0.031,0.155,0.045,0,0.138,0.054,0.03,0,0,0.031,0,0.008,0.076,0,0.004,0.057,0,0,0,0,0.413,0.413,0,1.25,1.25,0,0,0,0,(null),(null),0.052,0
NRSNSI20130706,North Stradbroke,-27.345,153.562,2013-07-07 09:40:00,(null),0.02,0,0.035,0,(null),0.01,0,0,0,0.015,0.029,0,0,0,0,0.035,0,0,0.006,0,0,0,0,0,0.046,0,0,0,0.016,0.019,0.035,0.07,0.2,0.27,0,0,0,0,(null),(null),0.016,0
NRSNSI20130913,North Stradbroke,-27.345,153.562,2013-09-13 10:25:00,(null),0.01,0,0,0,(null),0.007,0,0,0,0.006,0.014,0.003,0,0,0,0.015,0,0,0.003,0,0,0,0,0,0.038,0.003,0,0,0,0.017,0.017,0.011,0.143,0.154,0,0,0,0,(null),(null),0.007,0
NRSROT20091026,Rottnest Island,-32,115.41667,2009-10-26 09:53:00,(null),0.024,0,0.035,0,(null),0,0,0,0,0.024,0.036,0.01,0,0.022,0.008,0.067,0,0,0.012,0,0,0.01,0,0,0.013,0,0,0,0,0.077,0.077,0,0.317,0.317,0,0,0,0,(null),(null),0.013,0
NRSROT20130125,Rottnest Island,-32,115.41667,2013-01-25 10:10:00,(null),0.023,0,0.058,0,(null),0.032,0.03,0,0,0.006,0.118,0,0,0,0.002,0.017,0,0,0.018,0,0,0,0,0.003,0.044,0,0,0,0,0.01,0.01,0.007,0.362,0.369,0,0,0,0,(null),(null),0.017,0
NRSDAR20120729_16:30,Darwin,-12.4,130.76805,2012-07-30 02:00:00,(null),0.027,0,0.044,0,(null),0,0,0,0,0,0.135,0,0,0.02,0,0.023,0,0,0.013,0,0,0,0,0,0.07,0,0,0,0,0.043,0.043,0,0.533,0.533,0,0,0,0,(null),(null),0.029,0
NRSDAR20120729_22:30,Darwin,-12.4,130.76805,2012-07-30 08:00:00,(null),0.035,0,0.049,0.026,(null),0,0,0,0,0,0.186,0,0,0,0,0.024,0,0,0.02,0,0,0,0,0,0.089,0,0,0,0,0.058,0.058,0,0.662,0.662,0,0,0,0,(null),(null),0.049,0
NRSROT20111221,Rottnest Island,-32,115.41667,2011-12-21 15:45:00,(null),0.017,0,0.023,0,(null),0.017,0,0.006,0,0.017,0.029,0.003,0,0.008,0.003,0.042,0,0,0.013,0,0,0.004,0,0,0.036,0,0,0,0,0.027,0.027,0.008,0.157,0.165,0,0,0,0,(null),(null),0.006,0
NRSROT20120523,Rottnest Island,-32,115.41667,2012-05-23 12:22:00,(null),0.029,0,0.026,0.006,(null),0,0,0,0,0.007,0.044,0.001,0,0.002,0,0.03,0,0,0.008,0,0,0,0,0,0.018,0.003,0,0,0.002,0.022,0.024,0.011,0.192,0.203,0,0,0,0,(null),(null),0.006,0
NRSROT20121019,Rottnest Island,-32,115.41667,2012-10-19 09:54:00,(null),0.012,0,0.018,0,(null),0.005,0,0,0,0.01,0.017,0.003,0,0.008,0.004,0.022,0,0,0.015,0,0.003,0.003,0,0,0.028,0,0,0,0,0.027,0.027,0.022,0.129,0.151,0,0,0,0,(null),(null),0.008,0
NRSNSI20120213,North Stradbroke,-27.345,153.562,2012-02-14 08:00:00,(null),0.008,0,0.012,0,(null),0.006,0,0,0,0.005,0.027,0,0,0,0,0.011,0,0,0.004,0,0,0,0,0,0.051,0,0,0,0,0,0,0.047,0.121,0.168,0,0,0,0,(null),(null),0.013,0
NRSDAR20121208_20:00,Darwin,-12.4,130.76805,2012-12-09 05:30:00,(null),0.02,0,0.037,0.014,(null),0,0,0,0,0,0.094,0.003,0,0.009,0.003,0.02,0.009,0,0.013,0,0,0.005,0,0,0.063,0,0,0,0,0.033,0.033,0,0.34,0.34,0,0,0,0,(null),(null),0.03,0
NRSYON20091215,Yongala,-19.30847,147.61842,2009-12-15 11:25:00,(null),0,0,0.006,0,(null),0,0,0,0,0.008,0.014,0,0,0,0,0.018,0,0,0.006,0,0,0,0,0,0.116,0,0,0,0,0,0,0.08,0.11,0.19,0,0,0,0,(null),(null),0.021,0
NRSNSI20141223,North Stradbroke,-27.345,153.562,2014-12-23 10:35:00,(null),0.042,0,0.034,0,(null),0.017,0,0,0,0.028,0.05,0.001,0,0.002,0.001,0.035,0,0,0.009,0,0,0,0,0.004,0.048,0,0,0,0,0.035,0.035,0.046,0.195,0.241,0,0,0,0,(null),(null),0.012,0
NRSNSI20140623,North Stradbroke,-27.345,153.562,2014-06-23 10:20:00,(null),0.035,0,0.025,0,(null),0,0,0,0,0.011,0.152,0,0,0,0,0.018,0,0,0.013,0,0,0.003,0,0,0.02,0,0,0,0,0.024,0.024,0.005,0.468,0.473,0,0,0,0,(null),(null),0.013,0
NRSNSI20150119,North Stradbroke,-27.345,153.562,2015-01-19 10:35:00,(null),0.206,0,0.162,0,(null),0.263,0.081,0,0,0.037,0.463,0.002,0,0.003,0.003,0.039,0.004,0,0.035,0,0,0,0,0.009,0.033,0,0,0,0,0.017,0.017,0.02,0.637,0.657,0,0,0,0,(null),(null),0.015,0
NRSMAI20110531,Maria Island,-42.59667,148.23333,2011-05-31 11:38:00,(null),0.029,0,0.048,0.005,(null),0,0,0.012,0,0.03,0.037,0.017,0,0.034,0.01,0.049,0,0,0.011,0,0.004,0.024,0,0,0.022,0,0,0,0,0.135,0.135,0.006,0.457,0.463,0,0,0,0,(null),(null),0.022,0
NRSMAI20111005,Maria Island,-42.59667,148.23333,2011-10-05 12:24:00,(null),0.023,0,0.07,0,(null),0.054,0.056,0.022,0,0.027,0.085,0.027,0,0.077,0.029,0.073,0,0,0.036,0,0.01,0.029,0,0.004,0.014,0.003,0,0,0,0.222,0.222,0,0.716,0.716,0,0,0,0,(null),(null),0.031,0
NRSMAI20111214,Maria Island,-42.59667,148.23333,2011-12-15 10:35:00,(null),0.051,0,0.084,0,(null),0.027,0,0,0,0.025,0.107,0.032,0,0.066,0.021,0.082,0,0,0.022,0,0.004,0.042,0,0,0.057,0,0,0,0,0.258,0.258,0,0.8,0.8,0,0,0,0,(null),(null),0.039,0
NRSMAI20121017,Maria Island,-42.59667,148.23333,2012-10-18 10:52:00,(null),0.089,0,0.212,0,(null),0.16,0.197,0,0,0.012,0.412,0.013,0,0.037,0.009,0.056,0,0,0.053,0,0.003,0.009,0,0,0.006,0,0,0,0,0.129,0.129,0,1.323,1.323,0,0,0.159,0,(null),(null),0.034,0
NRSMAI20130129,Maria Island,-42.59667,148.23333,2013-01-30 10:33:00,(null),0.255,0,0.257,0,(null),0.029,0,0.023,0,0.063,0.197,0.03,0,0.108,0.019,0.4,0,0,0.092,0,0.012,0.069,0,0.008,0.018,0,0,0,0,0.273,0.273,0,1.619,1.619,0,0,0,0,(null),(null),0.051,0
NRSROT20100520,Rottnest Island,-32,115.41667,2010-05-20 10:05:00,(null),0.022,0,0,0.048,(null),0,0,0.006,0,0.033,0.069,0.01,0,0.022,0.007,0.081,0.004,0,0.019,0,0,0.02,0,0,0.022,0,0,0,0,0.072,0.072,0,0.444,0.444,0,0,0,0,(null),(null),0.019,0
NRSROT20100924,Rottnest Island,-32,115.41667,2010-09-24 12:22:00,(null),0.017,0,0,0.028,(null),0,0,0.006,0,0.022,0.035,0.009,0,0.012,0.003,0.05,0.004,0,0.018,0,0,0.011,0,0.006,0.032,0,0,0,0,0.053,0.053,0,0.26,0.26,0,0.017,0.289,0,(null),(null),0.013,0
NRSROT20101215,Rottnest Island,-32,115.41667,2010-12-15 10:20:00,(null),0.008,0,0.018,0,(null),0.01,0,0,0,0.005,0.025,0,0,0.004,0,0.04,0,0,0.016,0,0,0.004,0,0.003,0.021,0,0,0,0,0.015,0.015,0.005,0.145,0.15,0,0,0,0,(null),(null),0.006,0
NRSROT20110725,Rottnest Island,-32,115.41667,2011-07-25 10:20:00,(null),0.011,0,0.026,0.006,(null),0,0.061,0.009,0,0.023,0.035,0.006,0,0.015,0.004,0.057,0,0,0.009,0,0,0.008,0,0,0.013,0,0,0,0,0.055,0.055,0,0.288,0.288,0,0,0,0,(null),(null),0.01,0
NRSDAR20110627,Darwin,-12.4,130.76805,2011-06-27 13:48:00,(null),0.011,0,0.016,0,(null),0.01,0,0.004,0,0,0.036,0.003,0,0.007,0.003,0.012,0.005,0,0.006,0,0,0.003,0,0,0.095,0,0,0,0,0,0,0,0.219,0.219,0,0,0,0,(null),(null),0.018,0
NRSDAR20120114_21:30,Darwin,-12.4,130.76805,2012-01-15 07:00:00,(null),0,0,0.054,0.047,(null),0,0.151,0,0,0,0.297,0.006,0,0.018,0.005,0.016,0,0,0.027,0,0,0.013,0,0,0.119,0,0,0,0,0.042,0.042,0,0.726,0.726,0,0,0,0,(null),(null),0.049,0
NRSDAR20120115_03:35,Darwin,-12.4,130.76805,2012-01-15 13:05:00,(null),0,0,0.147,0.13,(null),0,0.54,0,0,0,1.111,0,0,0.018,0.007,0.022,0,0,0.096,0,0,0.018,0,0,0.209,0,0,0,0,0.054,0.054,0,2.468,2.468,0,0,0,0,(null),(null),0.121,0
NRSDAR20121029,Darwin,-12.4,130.76805,2012-10-30 07:51:00,(null),0.013,0,0.083,0.047,(null),0,0,0,0,0,0.402,0,0,0,0,0.017,0.019,0,0.058,0,0,0,0,0,0.082,0,0,0,0,0.024,0.024,0,0.985,0.985,0,0,0,0,(null),(null),0.04,0
NRSROT20120329,Rottnest Island,-32,115.41667,2012-03-29 10:03:00,(null),0.048,0,0.061,0,(null),0.092,0,0.009,0,0.033,0.121,0.005,0,0.01,0.004,0.112,0.005,0,0.073,0,0.007,0.018,0,0.019,0.086,0.003,0,0,0,0.051,0.051,0.03,0.487,0.517,0,0,0,0,(null),(null),0.023,0
NRSROT20120727,Rottnest Island,-32,115.41667,2012-07-27 09:55:00,(null),0.033,0,0.036,0,(null),0.008,0,0.006,0,0.03,0.034,0.003,0,0.007,0.002,0.052,0,0,0.016,0,0,0.007,0,0,0.022,0,0,0,0,0.032,0.032,0.007,0.266,0.273,0,0,0,0,(null),(null),0.013,0
NRSROT20120824,Rottnest Island,-32,115.41667,2012-08-24 11:06:00,(null),0.047,0,0.057,0,(null),0.014,0,0.008,0,0.04,0.052,0.008,0,0.018,0.007,0.086,0,0,0.024,0,0,0.01,0,0,0.016,0,0,0,0,0.062,0.062,0,0.382,0.382,0,0,0,0,(null),(null),0.012,0
NRSNSI20110623,North Stradbroke,-27.345,153.562,2011-06-23 10:25:00,(null),0.059,0,0.068,0,(null),0.036,0,0,0,0.031,0.184,0.005,0,0.004,0,0.058,0,0,0.025,0,0,0,0,0.009,0.039,0.004,0,0,0,0.023,0.023,0.021,0.55,0.571,0,0,0,0,(null),(null),0.019,0
NRSNSI20110915,North Stradbroke,-27.345,153.562,2011-09-15 11:10:00,(null),0.016,0,0.017,0,(null),0.031,0,0,0,0.018,0.03,0.003,0,0.003,0.001,0.02,0,0,0.005,0,0,0,0,0.004,0.023,0.007,0,0,0,0.014,0.014,0,0.098,0.098,0,0,0,0,(null),(null),0.004,0
NRSNSI20120620,North Stradbroke,-27.345,153.562,2012-06-20 10:20:00,(null),0.038,0,0.055,0,(null),0.007,0,0,0,0.029,0.06,0.006,0,0.012,0.002,0.057,0,0,0.01,0,0,0.007,0,0,0.029,0.004,0,0,0.006,0.058,0.064,0.038,0.407,0.445,0,0,0,0,(null),(null),0.016,0
NRSNSI20120912,North Stradbroke,-27.345,153.562,2012-09-12 10:20:00,(null),0.019,0,0.018,0,(null),0.017,0,0,0,0.008,0.035,0,0,0,0,0.021,0,0,0.006,0,0,0,0,0,0.005,0,0,0,0,0.007,0.007,0,0.089,0.089,0,0,0,0,(null),(null),0.003,0
NRSYON20140820,Yongala,-19.30847,147.61842,2014-08-20 11:15:00,(null),0.003,0,0.005,0,(null),0,0,0,0,0.003,0.008,0,0,0,0.002,0.008,(null),0,0.005,0,0,0,0,0,0.036,0,0,0,0.003,0.007,0.01,0.032,0.053,0.085,0,0,0,0,(null),(null),0.008,0
NRSYON20140910,Yongala,-19.30847,147.61842,2014-09-10 10:35:00,(null),0.006,0,0.012,0,(null),0.008,0,0,0,0.006,0.012,0,0,0,0.002,0.017,(null),0,0.006,0,0,0,0,0,0.065,0,0,0,0.004,0.01,0.014,0.06,0.087,0.147,0,0,0,0,(null),(null),0.013,0
NRSMAI20140807,Maria Island,-42.59667,148.23333,2014-08-07 12:00:00,(null),0.011,0,0.026,0,(null),0,0,0.003,0,0.018,0.027,0.005,0,0.011,0.002,0.032,(null),0,0.006,0,0,0.005,0,0,0.007,0,0,0,0,0.05,0.05,0.007,0.228,0.235,0,0,0,0,(null),(null),0.006,0
NRSMAI20140821,Maria Island,-42.59667,148.23333,2014-08-21 11:50:00,(null),0.037,0,0.057,0.004,(null),0,0,0.007,0,0.027,0.04,0.015,0,0.037,0.012,0.066,(null),0,0.017,0,0.002,0.023,0,0,0.026,0,0,0,0,0.147,0.147,0.008,0.523,0.531,0,0,0,0,(null),(null),0.022,0
NRSROT20140902,Rottnest Island,-32,115.41667,2014-09-02 11:55:00,(null),0.054,0,0.061,0,(null),0.042,0,0.006,0,0.227,0.106,0.008,0,0.014,0.005,0.078,0.004,0.031,0,0,0.003,0.008,0,0.004,0.017,0.006,0,0,0,0.052,0.052,0.007,0.398,0.405,0,0,0,0,(null),(null),0.016,0
NRSYON20100909,Yongala,-19.30847,147.61842,2010-09-09 11:00:00,(null),0,0,0,0.009,(null),0,0,0,0,0.01,0.013,0,0,0,0.002,0.02,0,0,0.007,0,0,0,0,0,0.116,0,0,0,0.011,0,0.011,0.069,0.103,0.172,0,0,0,0,(null),(null),0.018,0
NRSYON20110616,Yongala,-19.30847,147.61842,2011-06-16 11:25:00,(null),0.012,0,0.013,0.003,(null),0,0,0,0,0.009,0.015,0,0,0,0.001,0.028,0,0,0.009,0,0,0,0,0,0.048,0,0,0,0,0.008,0.008,0,0.132,0.132,0,0,0,0,(null),(null),0.009,0
NRSYON20110908,Yongala,-19.30847,147.61842,2011-09-08 11:00:00,(null),0.014,0,0.018,0,(null),0.015,0,0.006,0,0.01,0.023,0.003,0,0.004,0.004,0.038,0,0,0.011,0,0.002,0,0,0,0.103,0,0,0,0,0.023,0.023,0.047,0.325,0.372,0,0,0,0,(null),(null),0.032,0
NRSNIN20101108,Ningaloo,-21.99,113.779,2010-11-08 15:00:00,(null),0.046,0,0.062,0,(null),0,0,0.012,0,0.051,0.096,0.013,0,0.029,0.006,0.118,0.009,0,0.024,0,0,0.01,0,0,0.083,0,0,0,0,0.119,0.119,0.064,0.579,0.643,0,0,0,0,(null),(null),0.038,0
NRSNIN20110209,Ningaloo,-21.99,113.779,2011-02-09 10:15:00,(null),0.02,0,0.033,0,(null),0.016,0,0.008,0,0.01,0.072,0.003,0,0.008,0.002,0.036,0.011,0,0.012,0,0,0.009,0,0,0.067,0,0,0,0,0.027,0.027,0.011,0.312,0.323,0,0,0,0,(null),(null),0.02,0
NRSNIN20110706,Ningaloo,-21.99,113.779,2011-07-06 11:04:00,(null),0.015,0,0.03,0,(null),0.027,0,0,0,0.021,0.037,0.002,0,0.005,0,0.043,0,0,0.008,0,0,0.003,0,0,0.063,0,0,0,0,0.026,0.026,0.048,0.185,0.233,0,0,0,0,(null),(null),0.008,0
NRSNIN20130509,Ningaloo,-21.99,113.779,2013-05-09 10:20:00,(null),0.024,0,0.031,0,(null),0.01,0,0,0,0.022,0.051,0.004,0,0.008,0.003,0.031,0,0,0.012,0,0,0.004,0,0,0.038,0,0,0,0.004,0.032,0.036,0.03,0.225,0.255,0,0,0,0,(null),(null),0.015,0
NRSPHB20090623,Port Hacking,-34.11923,151.22667,2009-06-24 09:10:00,(null),0.03,0,0.031,0,(null),0.027,0,0,0,0.021,0.061,0.004,0,0.01,0.003,0.051,0,0,0.013,0,0,0.009,0,0,0.012,0,0,0,0,0.036,0.036,0,0.271,0.271,0,0,0,0,(null),(null),0.017,0
NRSPHB20100218,Port Hacking,-34.11923,151.22667,2010-02-19 09:05:00,(null),0,0,0.014,0,(null),0,0,0,0,0.01,0.025,0,0,0.006,0.004,0.031,0,0,0.01,0,0,0,0,0,0.077,0,0,0,0,0.031,0.031,0,0.253,0.253,0,0,0,0,(null),(null),0.018,0
NRSPHB20100817,Port Hacking,-34.11923,151.22667,2010-08-18 09:30:00,(null),0.069,0,0,0,(null),0.426,0,0.012,0,0.042,0.163,0.015,0,0.035,0.007,0.091,0,0,0.034,0,0,0.064,0,0,0.014,0,0,0,0,0.112,0.112,0,0.658,0.658,0,0,0,0,(null),(null),0.03,0
NRSPHB20120311,Port Hacking,-34.11923,151.22667,2012-03-12 09:00:00,(null),0.029,0,0.037,0.006,(null),0,0,0.024,0,0.019,0.034,0.005,0,0.005,0.004,0.062,0,0,0.015,0,0,0.005,0,0,0.007,0.003,0,0,0,0.051,0.051,0,0.308,0.308,0,0,0,0,(null),(null),0.01,0
NRSPHB20120628,Port Hacking,-34.11923,151.22667,2012-06-28 10:00:00,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),0,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null)
NRSKAI20101120,Kangaroo Island,-35.83217,136.44733,2010-11-21 05:00:00,(null),0.058,0,0.083,0,(null),0.052,0,0.009,0,0.053,0.125,0.012,0,0.031,0.01,0.097,0,0,0.034,0,0.002,0.006,0,0.005,0.037,0,0,0,0,0.113,0.113,0.017,0.583,0.6,0,0,0,0,(null),(null),0.023,0
NRSKAI20110223,Kangaroo Island,-35.83217,136.44733,2011-02-23 10:30:00,(null),0.091,0,0.116,0,(null),0.058,0.067,0.02,0,0.034,0.308,0.007,0,0.018,0.004,0.061,0.004,0,0.048,0,0.004,0.009,0,0.011,0.037,0,0,0,0.023,0.069,0.092,0.048,0.819,0.867,0,0,0,0,(null),(null),0.035,0
NRSNSI20091021,North Stradbroke,-27.345,153.562,2009-10-22 09:20:00,(null),0.021,0,0,0.024,(null),0,0,0,0,0.018,0.034,0,0,0,0,0.029,0,0,0.008,0,0,0,0,0.003,0.023,0,0,0,0,0,0,0,0.131,0.131,0,0,0,0,(null),(null),0.007,0
NRSDAR20140702,Darwin,-12.4,130.76805,2014-07-03 09:08:00,(null),0,0,0.011,0.007,(null),0,0,0,0,0,0.042,0,0,0,0,0.002,0,0,0.007,0,0,0.002,0,0,0.014,0,0,0,0,0.005,0.005,0,0.119,0.119,0,0,0,0,(null),(null),0.004,0
NRSROT20140319,Rottnest Island,-32,115.41667,2014-03-19 12:30:00,(null),0.021,0,0.031,0,(null),0.024,0,0.006,0,0.014,0.042,0.006,0,0.009,0.003,0.033,0.003,0,0.019,0,0.006,0.011,0,0.01,0.032,0.006,0,0,0,0.04,0.04,0.004,0.23,0.234,0,0,0,0,(null),(null),0.009,0
NRSROT20140519,Rottnest Island,-32,115.41667,2014-05-19 12:22:00,(null),0.039,0,0.042,0,(null),0.015,0,0.006,0,0.026,0.037,0.015,0,0.024,0.006,0.064,0.003,0,0.021,0,0.005,0.006,0,0.004,0.044,0.016,0,0,0,0.091,0.091,0.009,0.366,0.375,0,0,0,0,(null),(null),0.014,0
NRSROT20140624,Rottnest Island,-32,115.41667,2014-06-24 13:16:00,(null),0.069,0,0.088,0,(null),0.028,0,0.007,0,0.036,0.164,0.006,0,0.015,0.004,0.071,0.004,0,0.031,0,0,0.011,0,0,0.013,0,0,0,0,0.057,0.057,0.011,0.591,0.602,0,0,0,0,(null),(null),0.021,0
NRSROT20140919,Rottnest Island,-32,115.41667,2014-09-19 12:57:00,(null),0.044,0,0.059,0,(null),0.014,0,0.014,0,0.023,0.091,0.012,0,0.023,0.008,0.082,0.004,0.032,0,0,0.005,0.013,0,0.005,0.018,0.005,0,0,0,0.091,0.091,0.008,0.468,0.476,0,0,0,0,(null),(null),0.016,0
NRSROT20141014,Rottnest Island,-32,115.41667,2014-10-14 11:52:00,(null),0.017,0,0.021,0,(null),0.006,0,0.004,0,0.01,0.026,0.006,0,0.014,0.004,0.034,0.002,0.015,0,0,0.005,0.004,0,0.004,0.017,0.005,0,0,0,0.047,0.047,0.005,0.212,0.217,0,0,0,0,(null),(null),0.008,0
NRSMAI20091111,Maria Island,-42.59667,148.23333,2009-11-11 11:30:00,(null),0.028,0,0.037,0.009,(null),0,0,0.009,0,0.011,0.037,0.01,0,0.028,0.007,0.038,0,0,0.008,0,0,0.031,0,0,0.016,0,0,0,0,0.076,0.076,0,0.389,0.389,0,0,0,0,(null),(null),0.017,0
NRSMAI20100330,Maria Island,-42.59667,148.23333,2010-03-30 11:40:00,(null),0.023,0,0,0.031,(null),0.174,0,0.007,0,0.017,0.154,0.005,0,0.008,0.004,0.035,0,0,0.024,0,0,0.028,0,0.004,0.023,0,0,0,0,0.035,0.035,0,0.385,0.385,0,0,0,0,(null),(null),0.014,0
