NRS_TRIP_CODE,Station,Latitude,Longitude,SampleDateLocal,SampleDepth_m,PROCHLOROCOCCUS_CELLSPERML,SYNECOCHOCCUS_CELLSPERML,PICOEUKARYOTES_CELLSPERML
NRSKAI20110223,Kangaroo Island,-35.83217,136.44733,2011-02-23 10:30:00,WC,5334,9723,12190.5
NRSKAI20100215,Kangaroo Island,-35.83217,136.44733,2010-02-16 06:30:00,WC,34083,7780.5,2961
NRSPHB20140612,Port Hacking,-34.11923,151.22667,2014-06-13 09:20:00,WC,12127.655,14968.44,11129.455
NRSMAI20140619,Maria Island,-42.59667,148.23333,2014-06-19 11:30:00,WC,4483.5,17551,3150
NRSMAI20140821,Maria Island,-42.59667,148.23333,2014-08-21 11:50:00,WC,3649,23336.5,5140
NRSYON20140820,Yongala,-19.30847,147.61842,2014-08-20 11:15:00,WC,3107.5,17788,3492.5
NRSNSI20141107,North Stradbroke,-27.345,153.562,2014-11-07 10:35:00,WC,8945.55,7503.255,720.24
NRSNSI20140725,North Stradbroke,-27.345,153.562,2014-07-25 10:35:00,WC,3728.32,16183.655,2186.31
NRSPHB20141112,Port Hacking,-34.11923,151.22667,2014-11-13 09:36:00,WC,3848.075,21708.065,10900.125
NRSMAI20130129,Maria Island,-42.59667,148.23333,2013-01-30 10:33:00,WC,2709.5,31726,23063.5
NRSNSI20120821,North Stradbroke,-27.345,153.562,2012-08-21 10:15:00,WC,17157.5,15267,2069
NRSNSI20121017,North Stradbroke,-27.345,153.562,2012-10-17 10:20:00,WC,6169,57193.5,10085.5
NRSDAR20121209_03:00,Darwin,-12.4,130.76805,2012-12-09 12:30:00,WC,0,108213.5,2310
NRSNSI20130111,North Stradbroke,-27.345,153.562,2013-01-11 10:40:00,WC,38993.5,29870,12404
NRSNIN20121107,Ningaloo,-21.99,113.779,2012-11-07 12:00:00,WC,21217.3333333333333333333333333333333333,9299.666666666666666666666666666666666667,1666
NRSROT20121126,Rottnest Island,-32,115.41667,2012-11-26 11:02:00,WC,13130.5,14317,2394.5
NRSNSI20130418,North Stradbroke,-27.345,153.562,2013-04-18 10:05:00,WC,28917,12280,1202.5
NRSPHB20121120,Port Hacking,-34.11923,151.22667,2012-11-21 09:30:00,WC,330,2415.5,2268.5
NRSYON20130220,Yongala,-19.30847,147.61842,2013-02-20 10:42:00,WC,40677,104769,1339
NRSPHB20130227,Port Hacking,-34.11923,151.22667,2013-02-28 08:03:00,WC,1969,4520.5,2194.5
NRSROT20130423,Rottnest Island,-32,115.41667,2013-04-23 10:38:00,WC,23840.5,20501.5,7518
NRSROT20130517,Rottnest Island,-32,115.41667,2013-05-17 10:00:00,WC,13823.5,31064.5,3832.5
NRSPHB20150225,Port Hacking,-34.11923,151.22667,2015-02-26 09:37:00,WC,12232.06,20400.95,10487.665
NRSNSI20150323,North Stradbroke,-27.345,153.562,2015-03-23 11:40:00,WC,24781.675,26331.345,15176.99
NRSYON20141014,Yongala,-19.30847,147.61842,2014-10-14 12:02:00,WC,2492.5,33646,4143
NRSYON20141120,Yongala,-19.30847,147.61842,2014-11-21 08:48:00,WC,6443.5,35434.5,1906.5
NRSYON20150119,Yongala,-19.30847,147.61842,2015-01-19 11:25:00,WC,(null),(null),(null)
NRSROT20150507,Rottnest Island,-32,115.41667,2015-05-07 09:36:00,WC,(null),(null),(null)
NRSROT20150701,Rottnest Island,-32,115.41667,2015-07-01 09:46:00,WC,(null),(null),(null)
NRSMAI20151118,Maria Island,-42.59667,148.23333,2015-11-19 10:45:00,WC,2131.585,4796.5,1910
NRSPHB20150723,Port Hacking,-34.11923,151.22667,2015-07-23 10:07:00,WC,3032.075,9583.85,10025.725
NRSYON20160823,Yongala,-19.30847,147.61842,2016-08-23 10:19:00,WC,4578,31857,2589
NRSMAI20130924,Maria Island,-42.59667,148.23333,2013-09-24 11:40:00,WC,5308,16438,13130.5
NRSNSI20130806,North Stradbroke,-27.345,153.562,2013-08-06 10:15:00,WC,1607,3796,945
NRSROT20161024,Rottnest Island,-32,115.41667,2016-10-24 09:35:00,WC,1083,20315,16108.5
NRSPHB20160229,Port Hacking,-34.11923,151.22667,2016-03-01 09:00:00,WC,1306.85,18864.1,23564.93
NRSROT20160324,Rottnest Island,-32,115.41667,2016-03-24 09:47:00,WC,8066.405,18772.175,6231.785
NRSNSI20160822,North Stradbroke,-27.345,153.562,2016-08-22 10:50:00,WC,23608.995,21399.955,4422.43
NRSROT20151022,Rottnest Island,-32,115.41667,2015-10-22 09:36:00,WC,6187.32,13463.61,13212.735
NRSMAI20170104,Maria Island,-42.59667,148.23333,2017-01-05 09:45:00,WC,3062,51494.5,14441
NRSPHB20170921,Port Hacking,-34.11923,151.22667,2017-09-22 08:48:00,10,1783.765,4410.945,26981.415
NRSPHB20170921,Port Hacking,-34.11923,151.22667,2017-09-22 08:48:00,25,1376.875,1901.63,8399.735
NRSROT20171103,Rottnest Island,-32,115.41667,2017-11-03 09:25:00,0,4803.565,14127.365,8575.68
NRSMAI20171217,Maria Island,-42.59667,148.23333,2017-12-18 09:40:00,10,4457.25,79647.75,14565.445
NRSMAI20171217,Maria Island,-42.59667,148.23333,2017-12-18 09:40:00,50,2141.59,40801.835,12401.655
NRSPHB20170321,Port Hacking,-34.11923,151.22667,2017-03-22 09:21:00,WC,5964.39,19168.49,21337.64
NRSPHB20170419,Port Hacking,-34.11923,151.22667,2017-04-19 10:00:00,WC,(null),(null),(null)
NRSDAR20170715_0330,Darwin,-12.4,130.76805,2017-07-15 13:00:00,0,322.5,49501.87,5417.345
NRSMAI20180301,Maria Island,-42.59667,148.23333,2018-03-02 09:30:00,75,1771.125,2074.52,1586.325
NRSPHB20180326,Port Hacking,-34.11923,151.22667,2018-03-27 09:40:00,10,14360.05,25044.88,5089.635
NRSDAR20170203_0030,Darwin,-12.4,130.76805,2017-02-03 10:00:00,WC,1108.01,83045.925,7256.825
NRSNSI20171219,North Stradbroke,-27.345,153.562,2017-12-19 10:45:00,0,90640.66,25245.56,2029.655
NRSNSI20171219,North Stradbroke,-27.345,153.562,2017-12-19 10:45:00,30,81828.405,40502.04,8639.34
NRSMAI20180418,Maria Island,-42.59667,148.23333,2018-04-19 09:30:00,75,1393.2,8489.765,11585.055
NRSNSI20170424,North Stradbroke,-27.345,153.562,2017-04-24 11:00:00,WC,79187.17,50459.605,6944.245
NRSMAI20180116,Maria Island,-42.59667,148.23333,2018-01-17 10:30:00,20,1804.83,42597.32,32241.325
NRSMAI20180605,Maria Island,-42.59667,148.23333,2018-06-06 09:30:00,10,764.755,13283.38,7639.69
NRSMAI20180605,Maria Island,-42.59667,148.23333,2018-06-06 09:30:00,75,543.495,5509.09,8998.56
NRSNSI20180417,North Stradbroke,-27.345,153.562,2018-04-17 10:15:00,40,30779.41,5224.465,9297.575
NRSNSI20180417,North Stradbroke,-27.345,153.562,2018-04-17 10:15:00,50,19847.52,3000.605,5086.415
NRSNSI20180320,North Stradbroke,-27.345,153.562,2018-03-20 10:40:00,40,20997.72,14700.41,11037.525
NRSNSI20170217,North Stradbroke,-27.345,153.562,2017-02-17 10:30:00,WC,8859.26,52323.47,10121.855
NRSNSI20171116,North Stradbroke,-27.345,153.562,2017-11-16 10:30:00,10,51528.5,44733.155,939.62
NRSNSI20171116,North Stradbroke,-27.345,153.562,2017-11-16 10:30:00,20,68502.01,44673.66,2244.675
NRSNSI20171116,North Stradbroke,-27.345,153.562,2017-11-16 10:30:00,30,37263.315,53042.56,6634.805
NRSNSI20171116,North Stradbroke,-27.345,153.562,2017-11-16 10:30:00,40,19748.925,9758.75,4105.24
NRSPHB20170205,Port Hacking,-34.11923,151.22667,2017-02-06 10:49:00,WC,10010.84,38464.84,22798.505
NRSROT20180221,Rottnest Island,-32,115.41667,2018-02-21 10:05:00,46,8490.285,1405.345,2377.68
NRSROT20180328,Rottnest Island,-32,115.41667,2018-03-28 09:23:00,30,9687.195,44072.235,28554.475
NRSROT20180125,Rottnest Island,-32,115.41667,2018-01-25 10:00:00,10,8851.58,23866.88,13047.845
NRSMAI20170323,Maria Island,-42.59667,148.23333,2017-03-24 09:30:00,WC,2744.5,13190.5,6299
NRSDAR20170516,Darwin,-12.4,130.76805,2017-05-17 08:47:00,WC,2306.6,80566.595,4423.61
NRSROT20171214,Rottnest Island,-32,115.41667,2017-12-14 09:37:00,0,8313.78,29547.415,8147.135
NRSROT20171214,Rottnest Island,-32,115.41667,2017-12-14 09:37:00,46,9966.77,9535.41,12527.6
NRSPHB20180221,Port Hacking,-34.11923,151.22667,2018-02-22 09:18:00,10,10201.455,29198.375,15187.995
NRSDAR20180209_0030,Darwin,-12.4,130.76805,2018-02-09 10:00:00,0,1620.89,155960.78,27589.335
NRSDAR20180209_0330,Darwin,-12.4,130.76805,2018-02-09 13:00:00,10,412.425,116676.9,14554.675
NRSYON20171025,Yongala,-19.30847,147.61842,2017-10-26 09:56:00,0,34880.57,25767.685,2735.1
NRSYON20171025,Yongala,-19.30847,147.61842,2017-10-26 09:56:00,10,32988.05,38634.14,2555.02
NRSYON20171025,Yongala,-19.30847,147.61842,2017-10-26 09:56:00,20,36065.15,69434.26,2417.76
NRSMAI20180711,Maria Island,-42.59667,148.23333,2018-07-12 08:40:00,50,836.755,10011.94,7251.66
NRSPHB20180724,Port Hacking,-34.11923,151.22667,2018-07-25 09:33:00,10,222.015,19800.93,10094.285
NRSPHB20180724,Port Hacking,-34.11923,151.22667,2018-07-25 09:33:00,75,129.765,644.285,564.82
NRSMAI20181204,Maria Island,-42.59667,148.23333,2018-12-05 09:10:00,20,475.605,6031.115,18737.185
NRSNSI20180718,North Stradbroke,-27.345,153.562,2018-07-18 10:20:00,0,3656.36,24048.84,7803.265
NRSNSI20190118,North Stradbroke,-27.345,153.562,2019-01-18 10:40:00,40,(null),(null),(null)
NRSNSI20190118,North Stradbroke,-27.345,153.562,2019-01-18 10:40:00,50,(null),(null),(null)
NRSPHB20170716,Port Hacking,-34.11923,151.22667,2017-07-17 09:42:00,100,153.435,670.76,4249.615
NRSPHB20170821,Port Hacking,-34.11923,151.22667,2017-08-22 09:50:00,50,520.655,2189.86,7786.305
NRSDAR20170715_0030,Darwin,-12.4,130.76805,2017-07-15 10:00:00,10,400,45042.45,6499.37
NRSROT20180719,Rottnest Island,-32,115.41667,2018-07-19 09:35:00,20,1145.94,28209.175,10578.655
NRSROT20180719,Rottnest Island,-32,115.41667,2018-07-19 09:35:00,46,923.72,12480.395,6482.06
NRSDAR20180731_0030,Darwin,-12.4,130.76805,2018-07-31 10:00:00,0,983.235,67222.16,3774.94
NRSNSI20180913,North Stradbroke,-27.345,153.562,2018-09-13 10:20:00,20,4231.28,39614.675,2093.655
NRSYON20180621,Yongala,-19.30847,147.61842,2018-06-21 11:30:00,0,71044.655,51029.465,3887.305
NRSROT20171103,Rottnest Island,-32,115.41667,2017-11-03 09:25:00,46,(null),(null),(null)
NRSROT20181024,Rottnest Island,-32,115.41667,2018-10-24 09:18:00,46,14359.405,4547.69,8913.85
NRSPHB20180528,Port Hacking,-34.11923,151.22667,2018-05-29 09:50:00,25,391.18,12638.29,6094.755
NRSROT20180831,Rottnest Island,-32,115.41667,2018-08-31 10:07:00,40,1640.76,12099.755,14799.885
NRSROT20200128,Rottnest Island,-32,115.41667,2020-01-28 09:39:00,10,(null),(null),(null)
NRSROT20200128,Rottnest Island,-32,115.41667,2020-01-28 09:39:00,30,(null),(null),(null)
NRSYON20200116,Yongala,-19.30847,147.61842,2020-01-16 10:05:00,10,(null),(null),(null)
NRSYON20200212,Yongala,-19.30847,147.61842,2020-02-13 09:47:00,26,(null),(null),(null)
NRSYON20200306,Yongala,-19.30847,147.61842,2020-03-06 10:25:00,10,(null),(null),(null)
NRSYON20200306,Yongala,-19.30847,147.61842,2020-03-06 10:25:00,20,(null),(null),(null)
NRSMAI20200526,Maria Island,-42.59667,148.23333,2020-05-26 10:10:00,50,(null),(null),(null)
NRSMAI20200526,Maria Island,-42.59667,148.23333,2020-05-26 10:10:00,85,(null),(null),(null)
NRSMAI20200106,Maria Island,-42.59667,148.23333,2020-01-07 09:45:00,20,(null),(null),(null)
NRSMAI20200223,Maria Island,-42.59667,148.23333,2020-02-24 10:30:00,85,(null),(null),(null)
NRSPHB20200224,Port Hacking,-34.11923,151.22667,2020-02-25 08:52:00,75,(null),(null),(null)
NRSROT20190527,Rottnest Island,-32,115.41667,2019-05-27 09:28:00,0,(null),(null),(null)
NRSMAI20190624,Maria Island,-42.59667,148.23333,2019-06-24 10:10:00,0,(null),(null),(null)
NRSMAI20190624,Maria Island,-42.59667,148.23333,2019-06-24 10:10:00,10,(null),(null),(null)
NRSMAI20200628,Maria Island,-42.59667,148.23333,2020-06-29 09:45:00,85,(null),(null),(null)
NRSROT20190621,Rottnest Island,-32,115.41667,2019-06-21 09:15:00,30,(null),(null),(null)
NRSPHB20190522,Port Hacking,-34.11923,151.22667,2019-05-23 08:50:00,25,(null),(null),(null)
NRSDAR20181030,Darwin,-12.4,130.76805,2018-10-31 08:26:00,15,203,138564.35,7354.63
NRSPHB20191216,Port Hacking,-34.11923,151.22667,2019-12-17 09:02:00,10,(null),(null),(null)
NRSROT20191218,Rottnest Island,-32,115.41667,2019-12-18 09:15:00,10,(null),(null),(null)
NRSKAI20180820,Kangaroo Island,-35.83217,136.44733,2018-08-21 08:00:00,100,15713.395,70811.235,14089.32
NRSROT20180921,Rottnest Island,-32,115.41667,2018-09-21 09:27:00,20,1920.31,12146.725,27370.27
NRSROT20180921,Rottnest Island,-32,115.41667,2018-09-21 09:27:00,46,1761.355,3720.905,7985.47
NRSKAI20180515,Kangaroo Island,-35.83217,136.44733,2018-05-16 08:15:00,50,18602.67,12126.775,5385.24
NRSNSI20180817,North Stradbroke,-27.345,153.562,2018-08-17 10:20:00,20,10393.33,11353.18,2297.725
NRSDAR20190213_2130,Darwin,-12.4,130.76805,2019-02-14 07:00:00,0,(null),(null),(null)
NRSYON20190528,Yongala,-19.30847,147.61842,2019-05-28 10:25:00,0,(null),(null),(null)
NRSNSI20190821,North Stradbroke,-27.345,153.562,2019-08-21 10:40:00,50,(null),(null),(null)
NRSYON20181123,Yongala,-19.30847,147.61842,2018-11-23 10:05:00,20,(null),(null),(null)
NRSPHB20181218,Port Hacking,-34.11923,151.22667,2018-12-19 09:40:00,0,3739.03,42590.25,7801.775
NRSPHB20181218,Port Hacking,-34.11923,151.22667,2018-12-19 09:40:00,10,3645.385,40256.68,9337.83
NRSNSI20190916,North Stradbroke,-27.345,153.562,2019-09-16 10:20:00,0,(null),(null),(null)
NRSNSI20190916,North Stradbroke,-27.345,153.562,2019-09-16 10:20:00,50,(null),(null),(null)
NRSDAR20180509,Darwin,-12.4,130.76805,2018-05-10 07:02:00,10,(null),(null),(null)
NRSYON20180927,Yongala,-19.30847,147.61842,2018-09-27 10:52:00,0,22191.93,38182.115,1399.095
NRSYON20181011,Yongala,-19.30847,147.61842,2018-10-11 10:54:00,10,21567.38,50608.86,3925.405
NRSYON20180425,Yongala,-19.30847,147.61842,2018-04-26 09:48:00,10,40446.165,44236.355,2190.385
NRSMAI20191015,Maria Island,-42.59667,148.23333,2019-10-16 09:40:00,20,(null),(null),(null)
NRSNSI20191220,North Stradbroke,-27.345,153.562,2019-12-20 10:20:00,50,(null),(null),(null)
NRSNSI20200122,North Stradbroke,-27.345,153.562,2020-01-22 10:35:00,30,(null),(null),(null)
NRSMAI20180919,Maria Island,-42.59667,148.23333,2018-09-20 09:50:00,10,656.325,3366.06,6020.12
NRSYON20181213,Yongala,-19.30847,147.61842,2018-12-13 10:30:00,0,34059.095,157615.35,3838.365
NRSYON20181213,Yongala,-19.30847,147.61842,2018-12-13 10:30:00,10,33011.075,118511.49,4394.355
NRSPHB20190121,Port Hacking,-34.11923,151.22667,2019-01-22 09:43:00,40,(null),(null),(null)
NRSMAI20190106,Maria Island,-42.59667,148.23333,2019-01-07 08:50:00,20,(null),(null),(null)
NRSDAR20200204_0330,Darwin,-12.4,130.76805,2020-02-04 13:00:00,18,(null),(null),(null)
NRSPHB20190227,Port Hacking,-34.11923,151.22667,2019-02-28 10:35:00,50,(null),(null),(null)
NRSROT20190125,Rottnest Island,-32,115.41667,2019-01-25 09:35:00,40,(null),(null),(null)
NRSNSI20190322,North Stradbroke,-27.345,153.562,2019-03-22 10:50:00,30,(null),(null),(null)
NRSDAR20200511,Darwin,-12.4,130.76805,2020-05-12 08:20:00,17,(null),(null),(null)
NRSROT20190221,Rottnest Island,-32,115.41667,2019-02-21 09:30:00,20,(null),(null),(null)
NRSMAI20190430,Maria Island,-42.59667,148.23333,2019-05-01 09:47:00,10,(null),(null),(null)
NRSMAI20190430,Maria Island,-42.59667,148.23333,2019-05-01 09:47:00,20,(null),(null),(null)
NRSKAI20200527,Kangaroo Island,-35.83217,136.44733,2020-05-28 08:30:00,20,(null),(null),(null)
NRSPHB20200520,Port Hacking,-34.11923,151.22667,2020-05-20 10:01:00,0,(null),(null),(null)
NRSPHB20200520,Port Hacking,-34.11923,151.22667,2020-05-20 10:01:00,10,(null),(null),(null)
NRSPHB20200520,Port Hacking,-34.11923,151.22667,2020-05-20 10:01:00,100,(null),(null),(null)
NRSNSI20190416,North Stradbroke,-27.345,153.562,2019-04-16 10:10:00,50,(null),(null),(null)
NRSNSI20190618,North Stradbroke,-27.345,153.562,2019-06-18 10:00:00,0,(null),(null),(null)
NRSROT20190819,Rottnest Island,-32,115.41667,2019-08-19 08:31:00,30,(null),(null),(null)
NRSROT20190819,Rottnest Island,-32,115.41667,2019-08-19 08:31:00,40,(null),(null),(null)
NRSPHB20190626,Port Hacking,-34.11923,151.22667,2019-06-27 09:38:00,50,(null),(null),(null)
NRSYON20190703,Yongala,-19.30847,147.61842,2019-07-03 10:50:00,26,(null),(null),(null)
NRSYON20191009,Yongala,-19.30847,147.61842,2019-10-09 10:00:00,20,(null),(null),(null)
NRSYON20191107,Yongala,-19.30847,147.61842,2019-11-07 10:10:00,20,(null),(null),(null)
NRSPHB20190729,Port Hacking,-34.11923,151.22667,2019-07-29 10:03:00,10,(null),(null),(null)
NRSROT20170802,Rottnest Island,-32,115.41667,2017-08-02 09:33:00,WC,2713.5,16776,7741.5
NRSROT20191011,Rottnest Island,-32,115.41667,2019-10-11 10:07:00,40,(null),(null),(null)
NRSROT20191126,Rottnest Island,-32,115.41667,2019-11-26 09:30:00,0,(null),(null),(null)
NRSROT20191126,Rottnest Island,-32,115.41667,2019-11-26 09:30:00,20,(null),(null),(null)
NRSROT20191126,Rottnest Island,-32,115.41667,2019-11-26 09:30:00,40,(null),(null),(null)
NRSMAI20191121,Maria Island,-42.59667,148.23333,2019-11-22 09:23:00,20,(null),(null),(null)
NRSMAI20191210,Maria Island,-42.59667,148.23333,2019-12-11 09:30:00,0,(null),(null),(null)
NRSMAI20191210,Maria Island,-42.59667,148.23333,2019-12-11 09:30:00,50,(null),(null),(null)
NRSNSI20100214,North Stradbroke,-27.345,153.562,2010-02-15 09:30:00,WC,23026.5,38055,3994.5
NRSMAI20120412,Maria Island,-42.59667,148.23333,2012-04-12 10:45:00,WC,7964.25,20742.75,7980
NRSPHB20100316,Port Hacking,-34.11923,151.22667,2010-03-17 09:05:00,WC,15949.5,42215.25,3963.75
NRSYON20131015,Yongala,-19.30847,147.61842,2013-10-15 11:40:00,WC,145614.5,85565,1795.5
NRSYON20091215,Yongala,-19.30847,147.61842,2009-12-15 11:25:00,WC,143949.75,60301.5,981.75
NRSYON20100729,Yongala,-19.30847,147.61842,2010-07-29 11:22:00,WC,93623.25,40556.25,1260
NRSYON20110527,Yongala,-19.30847,147.61842,2011-05-27 10:50:00,WC,6226.5,104149.5,2189.25
NRSPHB20090623,Port Hacking,-34.11923,151.22667,2009-06-24 09:10:00,WC,149089.5,4630.75,1738
NRSNSI20091215,North Stradbroke,-27.345,153.562,2009-12-16 09:00:00,WC,14852.25,45034.5,8284.5
NRSPHB20090518,Port Hacking,-34.11923,151.22667,2009-05-19 09:25:00,WC,14910,14311.5,3139.75
NRSPHB20091110,Port Hacking,-34.11923,151.22667,2009-11-11 09:45:00,WC,4658.5,731.5,1403.666666666666666666666666666666666667
NRSNSI20110412,North Stradbroke,-27.345,153.562,2011-04-13 09:25:00,WC,38928.75,17361.75,5612.25
NRSYON20110720,Yongala,-19.30847,147.61842,2011-07-20 11:37:00,WC,23446.5,73589.25,1769.5
NRSROT20091222,Rottnest Island,-32,115.41667,2009-12-22 10:00:00,WC,13477.7766666666666666666666666666666667,16567.1866666666666666666666666666666667,3913
NRSMAI20100330,Maria Island,-42.59667,148.23333,2010-03-30 11:40:00,WC,17319.75,21063,4215.75
NRSPHB20110203,Port Hacking,-34.11923,151.22667,2011-02-04 09:58:00,WC,25431,7129.5,3013.5
NRSNSI20110816,North Stradbroke,-27.345,153.562,2011-08-16 10:00:00,WC,14049,11040.75,2136.75
NRSROT20100820,Rottnest Island,-32,115.41667,2010-08-20 14:30:00,WC,9077.25,16595.25,6772.5
NRSMAI20110118,Maria Island,-42.59667,148.23333,2011-01-19 10:30:00,WC,10342.5,89701.5,19062.75
NRSYON20110217,Yongala,-19.30847,147.61842,2011-02-17 11:30:00,WC,17461.5,205800,1575
NRSYON20091123,Yongala,-19.30847,147.61842,2009-11-23 11:45:00,WC,84257.25,105887.25,2341.5
NRSYON20110908,Yongala,-19.30847,147.61842,2011-09-08 11:00:00,WC,42320.25,17382.75,4042.5
NRSPHB20100510,Port Hacking,-34.11923,151.22667,2010-05-11 09:13:00,WC,29678.25,15030.75,6168.75
NRSNSI20110915,North Stradbroke,-27.345,153.562,2011-09-15 11:10:00,WC,18053,16544.5,2705.5
NRSDAR20120417,Darwin,-12.4,130.76805,2012-04-17 09:42:00,WC,20401.5,62391,788
NRSYON20120604,Yongala,-19.30847,147.61842,2012-06-04 10:30:00,WC,5523,120902.25,2793
NRSYON20120615,Yongala,-19.30847,147.61842,2012-06-15 10:41:00,WC,4142.25,93560.25,1197
NRSPHB20110914,Port Hacking,-34.11923,151.22667,2011-09-15 09:43:00,WC,20202,18548.25,6415.5
NRSDAR20140702,Darwin,-12.4,130.76805,2014-07-03 09:08:00,WC,906.5,75070,2536
NRSKAI20081019,Kangaroo Island,-35.83217,136.44733,2008-10-19 11:15:00,WC,(null),(null),(null)
NRSPHB20090819,Port Hacking,-34.11923,151.22667,2009-08-20 09:19:00,WC,8043,6268.5,6636
NRSKAI20100721,Kangaroo Island,-35.83217,136.44733,2010-07-22 07:00:00,WC,11256,8389.5,1606.5
NRSMAI20141029,Maria Island,-42.59667,148.23333,2014-10-30 09:27:00,WC,1158,2811.5,18821
NRSPHB20140716,Port Hacking,-34.11923,151.22667,2014-07-16 10:00:00,WC,13321.595,28957.15,7193.115
NRSYON20140910,Yongala,-19.30847,147.61842,2014-09-10 10:35:00,WC,1625,7926,97
NRSMAI20130313,Maria Island,-42.59667,148.23333,2013-03-14 10:00:00,WC,15424.5,21499,14994.5
NRSDAR20120730_01:30,Darwin,-12.4,130.76805,2012-07-30 11:00:00,WC,0,132615.5,4986
NRSROT20120727,Rottnest Island,-32,115.41667,2012-07-27 09:55:00,WC,3985,22549,1061
NRSYON20120918,Yongala,-19.30847,147.61842,2012-09-18 11:00:00,WC,12728,20816.5,2436.5
NRSDAR20121029,Darwin,-12.4,130.76805,2012-10-30 07:51:00,WC,0,48688,1727.5
NRSROT20121019,Rottnest Island,-32,115.41667,2012-10-19 09:54:00,WC,9775.5,9886,3838
NRSMAI20130528,Maria Island,-42.59667,148.23333,2013-05-28 10:56:00,WC,115.5,5623,4694.5
NRSPHB20130611,Port Hacking,-34.11923,151.22667,2013-06-12 09:55:00,WC,6332,15298.5,5024.5
NRSPHB20130422,Port Hacking,-34.11923,151.22667,2013-04-23 09:32:00,WC,10726,18155,4520.5
NRSPHB20130514,Port Hacking,-34.11923,151.22667,2013-05-15 09:40:00,WC,14306.5,31479,5350
NRSROT20150319,Rottnest Island,-32,115.41667,2015-03-19 11:47:00,WC,(null),(null),(null)
NRSNSI20150304,North Stradbroke,-27.345,153.562,2015-03-04 10:30:00,WC,14733.425,13242.94,20351.78
NRSNSI20150528,North Stradbroke,-27.345,153.562,2015-05-28 10:15:00,WC,17765.275,32866.615,8157.555
NRSYON20141209,Yongala,-19.30847,147.61842,2014-12-09 10:04:00,WC,(null),(null),(null)
NRSDAR20150203_06:30,Darwin,-12.4,130.76805,2015-02-03 16:00:00,WC,2803.535,29315.5,2461.39
NRSROT20141216,Rottnest Island,-32,115.41667,2014-12-16 09:37:00,WC,4615.005,15665.575,5506.635
NRSYON20151027,Yongala,-19.30847,147.61842,2015-10-27 10:10:00,WC,1565.5,43112.5,2475
NRSROT20150724,Rottnest Island,-32,115.41667,2015-07-24 09:20:00,WC,(null),(null),(null)
NRSPHB20150330,Port Hacking,-34.11923,151.22667,2015-03-31 09:32:00,WC,18771.79,28416.83,7789.84
NRSMAI20150723,Maria Island,-42.59667,148.23333,2015-07-23 10:45:00,WC,918,8954,4263
NRSKAI20160915,Kangaroo Island,-35.83217,136.44733,2016-09-15 11:18:00,WC,1039.15,23626.295,6550.27
NRSROT20131218,Rottnest Island,-32,115.41667,2013-12-18 10:43:00,WC,10348,20585.5,3943
NRSYON20130912,Yongala,-19.30847,147.61842,2013-09-12 11:26:00,WC,52868,93492,5649
NRSYON20151203,Yongala,-19.30847,147.61842,2015-12-03 11:00:00,WC,1336.5,45247.5,3047.5
NRSDAR20160724_0730,Darwin,-12.4,130.76805,2016-07-24 17:00:00,WC,635.555,54766.11,4911.115
NRSNSI20161019,North Stradbroke,-27.345,153.562,2016-10-20 09:40:00,WC,3569.175,26107.43,5425.36
NRSROT20150924,Rottnest Island,-32,115.41667,2015-09-24 10:08:00,WC,2568.245,12005.79,9432.51
NRSMAI20160428,Maria Island,-42.59667,148.23333,2016-04-28 10:47:00,WC,7340,18040,3179.5
NRSROT20160413,Rottnest Island,-32,115.41667,2016-04-13 09:30:00,WC,6851.485,16963.89,10927.225
NRSMAI20160927,Maria Island,-42.59667,148.23333,2016-09-27 10:10:00,WC,2556.5,7467,13771.47
NRSPHB20161030,Port Hacking,-34.11923,151.22667,2016-10-31 09:35:00,WC,3062.025,3097.48,5414.42
NRSNSI20170927,North Stradbroke,-27.345,153.562,2017-09-27 10:40:00,0,54589.18,35224.395,5037.94
NRSKAI20171129,Kangaroo Island,-35.83217,136.44733,2017-11-29 14:50:00,10,57056.555,19566.37,8563.615
NRSKAI20171129,Kangaroo Island,-35.83217,136.44733,2017-11-29 14:50:00,20,54634.705,25609.325,11150.685
NRSKAI20171129,Kangaroo Island,-35.83217,136.44733,2017-11-29 14:50:00,75,17593.43,6547.385,4022.19
NRSMAI20180301,Maria Island,-42.59667,148.23333,2018-03-02 09:30:00,20,1391.585,1370.325,1084.795
NRSPHB20180123,Port Hacking,-34.11923,151.22667,2018-01-24 09:41:00,0,22856.73,54616.855,11751.355
NRSPHB20180326,Port Hacking,-34.11923,151.22667,2018-03-27 09:40:00,0,19342.795,25330.455,5375.27
NRSNSI20171219,North Stradbroke,-27.345,153.562,2017-12-19 10:45:00,20,79837.93,43690.935,8351.695
NRSDAR20161107,Darwin,-12.4,130.76805,2016-11-08 08:11:00,WC,2791.545,109375.845,6748.065
NRSMAI20180116,Maria Island,-42.59667,148.23333,2018-01-17 10:30:00,0,4405.39,32242.835,30348.175
NRSMAI20180605,Maria Island,-42.59667,148.23333,2018-06-06 09:30:00,20,774.02,12753.5,7303.87
NRSMAI20180605,Maria Island,-42.59667,148.23333,2018-06-06 09:30:00,85,431.47,2260.475,5510.185
NRSNSI20180320,North Stradbroke,-27.345,153.562,2018-03-20 10:40:00,20,50652.065,24796.96,2640.78
