NRS_TRIP_CODE,Station,Latitude,Longitude,SampleDateLocal,SampleDepth_m,PROCHLOROCOCCUS_CELLSPERML,SYNECOCHOCCUS_CELLSPERML,PICOEUKARYOTES_CELLSPERML
NRSROT20191218,Rottnest Island,-32,115.41667,2019-12-18 09:15:00,20,(null),(null),(null)
NRSROT20191218,Rottnest Island,-32,115.41667,2019-12-18 09:15:00,30,(null),(null),(null)
NRSROT20191218,Rottnest Island,-32,115.41667,2019-12-18 09:15:00,46,(null),(null),(null)
NRSYON20180425,Yongala,-19.30847,147.61842,2018-04-26 09:48:00,26,23533.325,55767.455,2793.895
NRSYON20181011,Yongala,-19.30847,147.61842,2018-10-11 10:54:00,26,29223.215,48713.765,3518.825
NRSROT20180921,Rottnest Island,-32,115.41667,2018-09-21 09:27:00,10,1953.04,9972.75,25453.395
NRSKAI20180515,Kangaroo Island,-35.83217,136.44733,2018-05-16 08:15:00,75,14903.48,8348.675,4380.94
NRSMAI20190925,Maria Island,-42.59667,148.23333,2019-09-25 10:03:00,50,(null),(null),(null)
NRSNSI20180817,North Stradbroke,-27.345,153.562,2018-08-17 10:20:00,0,17572.28,11125.655,3319.395
NRSNSI20180817,North Stradbroke,-27.345,153.562,2018-08-17 10:20:00,10,16779.785,10820.71,3108.015
NRSNSI20180817,North Stradbroke,-27.345,153.562,2018-08-17 10:20:00,30,8238.26,12242.485,2550.76
NRSYON20190528,Yongala,-19.30847,147.61842,2019-05-28 10:25:00,26,(null),(null),(null)
NRSNSI20190821,North Stradbroke,-27.345,153.562,2019-08-21 10:40:00,0,(null),(null),(null)
NRSNSI20190821,North Stradbroke,-27.345,153.562,2019-08-21 10:40:00,10,(null),(null),(null)
NRSYON20190124,Yongala,-19.30847,147.61842,2019-01-24 11:12:00,20,(null),(null),(null)
NRSYON20190213,Yongala,-19.30847,147.61842,2019-02-13 10:26:00,10,(null),(null),(null)
NRSYON20190213,Yongala,-19.30847,147.61842,2019-02-13 10:26:00,20,(null),(null),(null)
NRSPHB20181218,Port Hacking,-34.11923,151.22667,2018-12-19 09:40:00,25,2354.18,15117.46,14891.41
NRSPHB20190827,Port Hacking,-34.11923,151.22667,2019-08-28 09:59:00,25,(null),(null),(null)
NRSPHB20190923,Port Hacking,-34.11923,151.22667,2019-09-24 09:36:00,100,(null),(null),(null)
NRSDAR20190723_0030,Darwin,-12.4,130.76805,2019-07-23 10:00:00,20,(null),(null),(null)
NRSDAR20190722_2130,Darwin,-12.4,130.76805,2019-07-23 07:00:00,10,(null),(null),(null)
NRSNSI20191024,North Stradbroke,-27.345,153.562,2019-10-24 10:20:00,30,(null),(null),(null)
NRSNSI20191024,North Stradbroke,-27.345,153.562,2019-10-24 10:20:00,40,(null),(null),(null)
NRSYON20190826,Yongala,-19.30847,147.61842,2019-08-26 10:40:00,10,(null),(null),(null)
NRSYON20190826,Yongala,-19.30847,147.61842,2019-08-26 10:40:00,20,(null),(null),(null)
NRSYON20190808,Yongala,-19.30847,147.61842,2019-08-08 10:04:00,10,(null),(null),(null)
NRSYON20190808,Yongala,-19.30847,147.61842,2019-08-08 10:04:00,26,(null),(null),(null)
NRSYON20190917,Yongala,-19.30847,147.61842,2019-09-17 10:10:00,10,(null),(null),(null)
NRSYON20180720,Yongala,-19.30847,147.61842,2018-07-20 10:56:00,0,43932.6,15846.42,2382.675
NRSYON20180927,Yongala,-19.30847,147.61842,2018-09-27 10:52:00,10,23200.77,35004.515,1071.575
NRSMAI20190731,Maria Island,-42.59667,148.23333,2019-07-31 10:20:00,0,(null),(null),(null)
NRSYON20180425,Yongala,-19.30847,147.61842,2018-04-26 09:48:00,20,39907.79,53174.785,2244.765
NRSMAI20191015,Maria Island,-42.59667,148.23333,2019-10-16 09:40:00,0,(null),(null),(null)
NRSMAI20191015,Maria Island,-42.59667,148.23333,2019-10-16 09:40:00,10,(null),(null),(null)
NRSMAI20180919,Maria Island,-42.59667,148.23333,2018-09-20 09:50:00,20,691.8,2180.665,3843.675
NRSPHB20190121,Port Hacking,-34.11923,151.22667,2019-01-22 09:43:00,10,(null),(null),(null)
NRSROT20181211,Rottnest Island,-32,115.41667,2018-12-11 09:24:00,40,23538.45,1836.815,3975.035
NRSMAI20190106,Maria Island,-42.59667,148.23333,2019-01-07 08:50:00,75,(null),(null),(null)
NRSNSI20200228,North Stradbroke,-27.345,153.562,2020-02-28 10:30:00,0,(null),(null),(null)
NRSNSI20181115,North Stradbroke,-27.345,153.562,2018-11-15 10:40:00,0,29533.055,12019.395,3832.42
NRSNSI20181115,North Stradbroke,-27.345,153.562,2018-11-15 10:40:00,30,1647.52,1249.02,2462.355
NRSNSI20190527,North Stradbroke,-27.345,153.562,2019-05-27 10:15:00,20,(null),(null),(null)
NRSNSI20190527,North Stradbroke,-27.345,153.562,2019-05-27 10:15:00,30,(null),(null),(null)
NRSNSI20190527,North Stradbroke,-27.345,153.562,2019-05-27 10:15:00,50,(null),(null),(null)
NRSKAI20200527,Kangaroo Island,-35.83217,136.44733,2020-05-28 08:30:00,0,(null),(null),(null)
NRSROT20190221,Rottnest Island,-32,115.41667,2019-02-21 09:30:00,40,(null),(null),(null)
NRSMAI20190320,Maria Island,-42.59667,148.23333,2019-03-21 09:35:00,75,(null),(null),(null)
NRSROT20170407,Rottnest Island,-32,115.41667,2017-04-07 09:28:00,WC,1239,25128.5,5830.5
NRSDAR20190214_0030,Darwin,-12.4,130.76805,2019-02-14 10:00:00,19.5,(null),(null),(null)
NRSMAI20190430,Maria Island,-42.59667,148.23333,2019-05-01 09:47:00,50,(null),(null),(null)
NRSROT20190507,Rottnest Island,-32,115.41667,2019-05-07 09:40:00,10,(null),(null),(null)
NRSMAI20200810,Maria Island,-42.59667,148.23333,2020-08-10 10:05:00,85,(null),(null),(null)
NRSPHB20200520,Port Hacking,-34.11923,151.22667,2020-05-20 10:01:00,25,(null),(null),(null)
NRSROT20190306,Rottnest Island,-32,115.41667,2019-03-06 10:24:00,20,(null),(null),(null)
NRSNSI20190618,North Stradbroke,-27.345,153.562,2019-06-18 10:00:00,40,(null),(null),(null)
NRSKAI20190909,Kangaroo Island,-35.83217,136.44733,2019-09-10 07:50:00,0,(null),(null),(null)
NRSKAI20190909,Kangaroo Island,-35.83217,136.44733,2019-09-10 07:50:00,10,(null),(null),(null)
NRSROT20190711,Rottnest Island,-32,115.41667,2019-07-11 09:26:00,10,(null),(null),(null)
NRSROT20190711,Rottnest Island,-32,115.41667,2019-07-11 09:26:00,20,(null),(null),(null)
NRSROT20190819,Rottnest Island,-32,115.41667,2019-08-19 08:31:00,0,(null),(null),(null)
NRSROT20190819,Rottnest Island,-32,115.41667,2019-08-19 08:31:00,10,(null),(null),(null)
NRSPHB20190626,Port Hacking,-34.11923,151.22667,2019-06-27 09:38:00,0,(null),(null),(null)
NRSPHB20190626,Port Hacking,-34.11923,151.22667,2019-06-27 09:38:00,10,(null),(null),(null)
NRSPHB20190626,Port Hacking,-34.11923,151.22667,2019-06-27 09:38:00,25,(null),(null),(null)
NRSKAI20190514,Kangaroo Island,-35.83217,136.44733,2019-05-14 15:35:00,0,(null),(null),(null)
NRSKAI20190514,Kangaroo Island,-35.83217,136.44733,2019-05-14 15:35:00,10,(null),(null),(null)
NRSYON20191009,Yongala,-19.30847,147.61842,2019-10-09 10:00:00,26,(null),(null),(null)
NRSYON20191107,Yongala,-19.30847,147.61842,2019-11-07 10:10:00,10,(null),(null),(null)
NRSYON20191107,Yongala,-19.30847,147.61842,2019-11-07 10:10:00,26,(null),(null),(null)
NRSROT20191011,Rottnest Island,-32,115.41667,2019-10-11 10:07:00,0,(null),(null),(null)
NRSROT20191104,Rottnest Island,-32,115.41667,2019-11-04 09:25:00,10,(null),(null),(null)
NRSMAI20191121,Maria Island,-42.59667,148.23333,2019-11-22 09:23:00,0,(null),(null),(null)
NRSMAI20191210,Maria Island,-42.59667,148.23333,2019-12-11 09:30:00,20,(null),(null),(null)
NRSMAI20191210,Maria Island,-42.59667,148.23333,2019-12-11 09:30:00,85,(null),(null),(null)
NRSESP20090512,Esperance,-33.93333,121.85,2009-05-12 12:10:00,WC,(null),(null),(null)
NRSNSI20100411,North Stradbroke,-27.345,153.562,2010-04-12 08:35:00,WC,22569.75,19514.25,2473
NRSNIN20101108,Ningaloo,-21.99,113.779,2010-11-08 15:00:00,WC,70927.5,34818,5869.5
NRSROT20120523,Rottnest Island,-32,115.41667,2012-05-23 12:22:00,WC,16028.25,42288.75,4347.25
NRSNIN20120226,Ningaloo,-21.99,113.779,2012-02-26 09:54:00,WC,89460,49812,4116
NRSYON20090909,Yongala,-19.30847,147.61842,2009-09-09 10:40:00,WC,149100,26486.25,924
NRSROT20101124,Rottnest Island,-32,115.41667,2010-11-24 11:07:00,WC,19698,16996,9068.5
NRSMAI20090820,Maria Island,-42.59667,148.23333,2009-08-20 11:30:00,WC,7313.5,8352.75,5365.5
NRSNSI20091015,North Stradbroke,-27.345,153.562,2009-10-15 10:10:00,WC,9339.75,5580.75,1050
NRSYON20100817,Yongala,-19.30847,147.61842,2010-08-17 10:15:00,WC,103435.5,32970,897.75
NRSMAI20120222,Maria Island,-42.59667,148.23333,2012-02-22 11:00:00,WC,2357.25,1349.25,11502.75
NRSPHB20091011,Port Hacking,-34.11923,151.22667,2009-10-12 09:28:00,WC,11812.5,6541.5,2892.75
NRSNSI20091101,North Stradbroke,-27.345,153.562,2009-11-02 09:02:00,WC,22386,11592,1113
NRSROT20110125,Rottnest Island,-32,115.41667,2011-01-25 09:10:00,WC,19713.75,11844,2940
NRSROT20100520,Rottnest Island,-32,115.41667,2010-05-20 10:05:00,WC,18537.75,19740,9985.5
NRSMAI20120119,Maria Island,-42.59667,148.23333,2012-01-19 12:00:00,WC,4562.5,1186.5,2971.5
NRSNSI20101215,North Stradbroke,-27.345,153.562,2010-12-16 08:30:00,WC,25242,7638.75,3092.25
NRSYON20100413,Yongala,-19.30847,147.61842,2010-04-13 14:14:00,WC,20186.25,95308.5,1391.25
NRSNSI20100520,North Stradbroke,-27.345,153.562,2010-05-21 08:21:00,WC,83858.25,47486.25,3701.25
NRSNSI20101018,North Stradbroke,-27.345,153.562,2010-10-18 10:00:00,WC,26397,49649.25,3717
NRSPHB20110829,Port Hacking,-34.11923,151.22667,2011-08-29 10:03:00,WC,6888,1806,1905.75
NRSKAI20111115,Kangaroo Island,-35.83217,136.44733,2011-11-15 11:30:00,WC,22249.5,24853.5,2026.5
NRSMAI20120621,Maria Island,-42.59667,148.23333,2012-06-21 11:00:00,WC,5948.25,9539.25,3727.5
NRSNSI20090218,North Stradbroke,-27.345,153.562,2009-02-18 10:30:00,WC,22926.75,35589.75,3428.25
NRSMAI20140408,Maria Island,-42.59667,148.23333,2014-04-08 11:03:00,WC,40850.5,61336,4069
NRSESP20091216,Esperance,-33.93333,121.85,2009-12-16 09:45:00,WC,15225,52027.5,5365.5
NRSESP20090917,Esperance,-33.93333,121.85,2009-09-17 09:40:00,WC,7612.5,7581,12988.5
NRSKAI20140313,Kangaroo Island,-35.83217,136.44733,2014-03-13 14:00:00,WC,10537,20916,7534
NRSNSI20140306,North Stradbroke,-27.345,153.562,2014-03-06 10:15:00,WC,49712.5,33632,7754.5
NRSNSI20140507,North Stradbroke,-27.345,153.562,2014-05-07 10:25:00,WC,33668.5,13939,22958.5
NRSMAI20140915,Maria Island,-42.59667,148.23333,2014-09-16 09:20:00,WC,240.5,4251,3978
NRSROT20140624,Rottnest Island,-32,115.41667,2014-06-24 13:16:00,WC,7875,17010,2646
NRSYON20140624,Yongala,-19.30847,147.61842,2014-06-24 10:53:00,WC,16201.5,74356,1449
NRSYON20140717,Yongala,-19.30847,147.61842,2014-07-17 10:28:00,WC,53524,33432,1748.5
NRSNSI20140623,North Stradbroke,-27.345,153.562,2014-06-23 10:20:00,WC,7294.38,9586.045,1553.545
NRSDAR20140906_06:30,Darwin,-12.4,130.76805,2014-09-06 16:00:00,WC,400.025,26905.48,3044.18
NRSPHB20141021,Port Hacking,-34.11923,151.22667,2014-10-22 09:30:00,WC,3042.745,6818.7,7511.69
NRSMAI20141127,Maria Island,-42.59667,148.23333,2014-11-28 09:30:00,WC,3740.5,10257.5,1293
NRSPHB20150121,Port Hacking,-34.11923,151.22667,2015-01-22 09:48:00,WC,6141.39,24508.705,7181.41
NRSROT20121219,Rottnest Island,-32,115.41667,2012-12-19 11:48:00,WC,14469,11350.5,2037
NRSNSI20121114,North Stradbroke,-27.345,153.562,2012-11-14 10:45:00,WC,17341,8495,2578
NRSYON20121219,Yongala,-19.30847,147.61842,2012-12-19 10:20:00,WC,43407,71085,1034.5
NRSYON20130416,Yongala,-19.30847,147.61842,2013-04-16 11:35:00,WC,1816.5,169969,2221
NRSPHB20130319,Port Hacking,-34.11923,151.22667,2013-03-20 09:27:00,WC,18527.5,24418,11072.5
NRSROT20130221,Rottnest Island,-32,115.41667,2013-02-21 12:55:00,WC,4368,18826.5,2258
NRSMAI20130821,Maria Island,-42.59667,148.23333,2013-08-21 11:21:00,WC,221,7203,2777.5
NRSMAI20150224,Maria Island,-42.59667,148.23333,2015-02-25 10:20:00,WC,4620.5,41168,12653.5
NRSNSI20150512,North Stradbroke,-27.345,153.562,2015-05-12 10:15:00,WC,11337.455,36548.07,6901.08
NRSKAI20150224,Kangaroo Island,-35.83217,136.44733,2015-02-25 08:55:00,WC,11472.995,52097.43,8841.985
NRSDAR20150203_03:30,Darwin,-12.4,130.76805,2015-02-03 13:00:00,WC,2241.03,43342,3286.11
NRSPHB20130725,Port Hacking,-34.11923,151.22667,2013-07-26 09:24:00,WC,2798.5,8920,8085.5
NRSYON20150601,Yongala,-19.30847,147.61842,2015-06-01 12:55:00,WC,3105,76559.5,2335.5
NRSNSI20150817,North Stradbroke,-27.345,153.562,2015-08-17 10:30:00,WC,4433.28,20017.515,5062.075
NRSNSI20151027,North Stradbroke,-27.345,153.562,2015-10-27 10:50:00,WC,6406.04,18823.995,9318.78
NRSYON20150324,Yongala,-19.30847,147.61842,2015-03-24 15:15:00,WC,2341,33804.5,1335.5
NRSNSI20151119,North Stradbroke,-27.345,153.562,2015-11-19 10:24:00,WC,9764.67,20887.89,11465.805
NRSYON20150804,Yongala,-19.30847,147.61842,2015-08-04 11:45:00,WC,2085,22645,2271.5
NRSYON20160725,Yongala,-19.30847,147.61842,2016-07-25 10:25:00,WC,3203.5,71418,2256
NRSNSI20130913,North Stradbroke,-27.345,153.562,2013-09-13 10:25:00,WC,10957,41438.5,3328.5
NRSYON20130808,Yongala,-19.30847,147.61842,2013-08-08 10:58:00,WC,16469.5,74534.5,1664.5
NRSNSI20160412,North Stradbroke,-27.345,153.562,2016-04-12 10:45:00,WC,26018.315,10003.345,4858.375
NRSPHB20160719,Port Hacking,-34.11923,151.22667,2016-07-19 10:19:00,WC,6585.4,13981.345,10410.64
NRSYON20160503,Yongala,-19.30847,147.61842,2016-05-03 10:01:00,WC,1586,130696,6606.5
NRSMAI20160720,Maria Island,-42.59667,148.23333,2016-07-21 09:30:00,WC,3971.5,7939.5,2790
NRSROT20160527,Rottnest Island,-32,115.41667,2016-05-27 09:30:00,WC,8258.55,36183.945,16655.46
NRSYON20160601,Yongala,-19.30847,147.61842,2016-06-01 10:46:00,WC,3069.5,37321,2251
NRSNSI20160720,North Stradbroke,-27.345,153.562,2016-07-20 10:30:00,WC,22288.77,21181.72,6506.705
NRSPHB20151013,Port Hacking,-34.11923,151.22667,2015-10-14 09:42:00,WC,2902.6,8480.895,4325.54
NRSROT20150827,Rottnest Island,-32,115.41667,2015-08-27 11:15:00,WC,2939.71,25263.735,5757.715
NRSNSI20151216,North Stradbroke,-27.345,153.562,2015-12-16 10:30:00,WC,(null),(null),(null)
NRSNSI20161215,North Stradbroke,-27.345,153.562,2016-12-15 10:15:00,WC,7921.39,37955.905,11751.41
NRSPHB20161204,Port Hacking,-34.11923,151.22667,2016-12-05 09:45:00,WC,3088.88,18401.69,5198.505
NRSDAR20170203_0330,Darwin,-12.4,130.76805,2017-02-03 13:00:00,WC,1911.485,96422.685,7181.295
NRSPHB20170921,Port Hacking,-34.11923,151.22667,2017-09-22 08:48:00,100,388.195,1394.795,1972.57
NRSMAI20171217,Maria Island,-42.59667,148.23333,2017-12-18 09:40:00,20,3410.275,118641.765,17368.54
NRSDAR20170202_2130,Darwin,-12.4,130.76805,2017-02-03 07:00:00,WC,2022.22,64989.715,8159.325
NRSPHB20180123,Port Hacking,-34.11923,151.22667,2018-01-24 09:41:00,25,22692.015,30751.525,6108.685
NRSNSI20171219,North Stradbroke,-27.345,153.562,2017-12-19 10:45:00,40,28574,19099.89,15828.945
NRSMAI20180418,Maria Island,-42.59667,148.23333,2018-04-19 09:30:00,0,1985.365,12987.03,8272.535
NRSMAI20180605,Maria Island,-42.59667,148.23333,2018-06-06 09:30:00,50,773.72,11649.76,7341.545
NRSNSI20180417,North Stradbroke,-27.345,153.562,2018-04-17 10:15:00,0,82797.175,20231.975,3895.43
NRSNSI20170627,North Stradbroke,-27.345,153.562,2017-06-27 10:20:00,WC,40503.425,20613.58,4081.37
NRSNSI20171023,North Stradbroke,-27.345,153.562,2017-10-23 10:25:00,0,93781.195,42994.54,2270.52
NRSNSI20180302,North Stradbroke,-27.345,153.562,2018-03-02 10:25:00,40,15091.72,10029.07,14718.61
NRSNSI20180302,North Stradbroke,-27.345,153.562,2018-03-02 10:25:00,50,9333.465,3780.265,4657.68
NRSDAR20170715_0630,Darwin,-12.4,130.76805,2017-07-15 16:00:00,0,264.5,54401.475,5329.205
NRSPHB20170716,Port Hacking,-34.11923,151.22667,2017-07-17 09:42:00,0,647.555,10943.045,12064.19
NRSYON20171130,Yongala,-19.30847,147.61842,2017-11-30 10:34:00,26,47622.16,80812.465,3915.12
NRSKAI20161118,Kangaroo Island,-35.83217,136.44733,2016-11-18 12:45:00,WC,11727.07,39489.62,15267.275
NRSYON20180130,Yongala,-19.30847,147.61842,2018-01-30 10:05:00,10,30474.705,71671.155,1642.875
NRSYON20171215,Yongala,-19.30847,147.61842,2017-12-15 10:44:00,20,17442.505,93160.6,1689.4
NRSROT20180328,Rottnest Island,-32,115.41667,2018-03-28 09:23:00,0,18355.17,54825.25,35088.555
NRSDAR20170714_2130,Darwin,-12.4,130.76805,2017-07-15 07:00:00,0,441.5,40259.275,5339.835
NRSPHB20171024,Port Hacking,-34.11923,151.22667,2017-10-25 09:01:00,0,1556.225,6266.635,13693.075
NRSKAI20170518,Kangaroo Island,-35.83217,136.44733,2017-05-18 11:15:00,WC,58310.15,27169.215,12054.355
NRSROT20171123,Rottnest Island,-32,115.41667,2017-11-23 10:05:00,10,8622.655,9992.805,3653.63
NRSMAI20180315,Maria Island,-42.59667,148.23333,2018-03-16 08:45:00,50,7323.76,55939.295,18581.36
NRSYON20180220,Yongala,-19.30847,147.61842,2018-02-20 10:30:00,0,43898.905,110498.86,2708.69
NRSYON20170724,Yongala,-19.30847,147.61842,2017-07-24 10:45:00,10,19126.5,22290.64,1349.525
NRSROT20180511,Rottnest Island,-32,115.41667,2018-05-11 09:21:00,30,7621.63,27533.5,18770.285
NRSYON20180329,Yongala,-19.30847,147.61842,2018-03-29 10:27:00,0,(null),(null),(null)
NRSYON20180329,Yongala,-19.30847,147.61842,2018-03-29 10:27:00,26,(null),(null),(null)
NRSMAI20180711,Maria Island,-42.59667,148.23333,2018-07-12 08:40:00,75,960.135,9891.195,8944.96
NRSDAR20180731_0630,Darwin,-12.4,130.76805,2018-07-31 16:00:00,10,842.59,75692.9,3132.465
NRSNSI20180718,North Stradbroke,-27.345,153.562,2018-07-18 10:20:00,20,2708.335,21810.41,8452.66
NRSPHB20171024,Port Hacking,-34.11923,151.22667,2017-10-25 09:01:00,25,1093.995,3269.235,10149.365
NRSYON20170816,Yongala,-19.30847,147.61842,2017-08-16 10:24:00,10,46287.645,17575.49,1962.745
NRSKAI20170908,Kangaroo Island,-35.83217,136.44733,2017-09-08 15:00:00,10,10995.12,20343.115,12303.21
NRSDAR20180730_2130,Darwin,-12.4,130.76805,2018-07-31 07:03:00,10,1088.89,53433.335,2800
NRSDAR20180731_0330,Darwin,-12.4,130.76805,2018-07-31 13:00:00,16,692.225,42764.815,2447.405
NRSYON20180621,Yongala,-19.30847,147.61842,2018-06-21 11:30:00,10,92977.085,35702.93,3483.435
NRSNSI20170829,North Stradbroke,-27.345,153.562,2017-08-29 11:50:00,20,55663.645,24052.26,2617.695
NRSROT20171103,Rottnest Island,-32,115.41667,2017-11-03 09:25:00,40,4509.275,4740.37,2827.325
NRSMAI20180627,Maria Island,-42.59667,148.23333,2018-06-28 09:00:00,0,793.025,8167.3,6908.21
NRSMAI20180627,Maria Island,-42.59667,148.23333,2018-06-28 09:00:00,85,809.875,11285.615,7925.8
NRSPHB20180528,Port Hacking,-34.11923,151.22667,2018-05-29 09:50:00,100,354.775,6961.275,2573.27
NRSPHB20180626,Port Hacking,-34.11923,151.22667,2018-06-27 09:41:00,100,570.09,4033.69,1107.92
NRSROT20200128,Rottnest Island,-32,115.41667,2020-01-28 09:39:00,0,(null),(null),(null)
NRSROT20200304,Rottnest Island,-32,115.41667,2020-03-04 09:25:00,40,(null),(null),(null)
NRSROT20200304,Rottnest Island,-32,115.41667,2020-03-04 09:25:00,46,(null),(null),(null)
NRSYON20200116,Yongala,-19.30847,147.61842,2020-01-16 10:05:00,20,(null),(null),(null)
NRSMAI20200526,Maria Island,-42.59667,148.23333,2020-05-26 10:10:00,10,(null),(null),(null)
NRSMAI20200526,Maria Island,-42.59667,148.23333,2020-05-26 10:10:00,0,(null),(null),(null)
NRSMAI20200223,Maria Island,-42.59667,148.23333,2020-02-24 10:30:00,20,(null),(null),(null)
NRSROT20190527,Rottnest Island,-32,115.41667,2019-05-27 09:28:00,40,(null),(null),(null)
NRSMAI20200628,Maria Island,-42.59667,148.23333,2020-06-29 09:45:00,75,(null),(null),(null)
NRSROT20190621,Rottnest Island,-32,115.41667,2019-06-21 09:15:00,10,(null),(null),(null)
NRSROT20190621,Rottnest Island,-32,115.41667,2019-06-21 09:15:00,40,(null),(null),(null)
NRSPHB20190522,Port Hacking,-34.11923,151.22667,2019-05-23 08:50:00,10,(null),(null),(null)
NRSROT20180620,Rottnest Island,-32,115.41667,2018-06-20 09:56:00,46,2763.77,9520.29,10623.61
NRSDAR20200203_2130,Darwin,-12.4,130.76805,2020-02-04 07:00:00,16.5,(null),(null),(null)
NRSPHB20191118,Port Hacking,-34.11923,151.22667,2019-11-19 09:15:00,25,(null),(null),(null)
NRSPHB20191216,Port Hacking,-34.11923,151.22667,2019-12-17 09:02:00,0,(null),(null),(null)
NRSPHB20191216,Port Hacking,-34.11923,151.22667,2019-12-17 09:02:00,100,(null),(null),(null)
NRSPHB20181218,Port Hacking,-34.11923,151.22667,2018-12-19 09:40:00,100,195.685,434,333.26
NRSYON20180817,Yongala,-19.30847,147.61842,2018-08-17 10:23:00,26,35940.77,19800.63,5335.515
NRSYON20180621,Yongala,-19.30847,147.61842,2018-06-21 11:30:00,26,32716.77,66153.835,4966.455
NRSKAI20180820,Kangaroo Island,-35.83217,136.44733,2018-08-21 08:00:00,10,20562.165,90518.52,14691.62
NRSKAI20180820,Kangaroo Island,-35.83217,136.44733,2018-08-21 08:00:00,50,15734.71,89017.54,15927.84
NRSROT20180727,Rottnest Island,-32,115.41667,2018-07-27 09:33:00,10,838.095,22971.645,9046.96
NRSROT20180727,Rottnest Island,-32,115.41667,2018-07-27 09:33:00,20,857.43,21544.255,8476.72
NRSROT20180727,Rottnest Island,-32,115.41667,2018-07-27 09:33:00,30,913.76,19375.645,8004.795
NRSKAI20181204,Kangaroo Island,-35.83217,136.44733,2018-12-04 15:39:00,0,(null),(null),(null)
NRSNSI20190723,North Stradbroke,-27.345,153.562,2019-07-23 10:20:00,30,(null),(null),(null)
NRSNSI20190821,North Stradbroke,-27.345,153.562,2019-08-21 10:40:00,20,(null),(null),(null)
NRSNSI20190821,North Stradbroke,-27.345,153.562,2019-08-21 10:40:00,30,(null),(null),(null)
NRSNSI20200528,North Stradbroke,-27.345,153.562,2020-05-28 11:00:00,0,(null),(null),(null)
NRSPHB20190827,Port Hacking,-34.11923,151.22667,2019-08-28 09:59:00,10,(null),(null),(null)
NRSPHB20190923,Port Hacking,-34.11923,151.22667,2019-09-24 09:36:00,25,(null),(null),(null)
NRSNSI20190916,North Stradbroke,-27.345,153.562,2019-09-16 10:20:00,40,(null),(null),(null)
NRSYON20180720,Yongala,-19.30847,147.61842,2018-07-20 10:56:00,20,29675.615,25328.945,2034.505
NRSMAI20190731,Maria Island,-42.59667,148.23333,2019-07-31 10:20:00,85,(null),(null),(null)
NRSMAI20190828,Maria Island,-42.59667,148.23333,2019-08-29 09:20:00,10,(null),(null),(null)
NRSPHB20180905,Port Hacking,-34.11923,151.22667,2018-09-05 10:50:00,0,480.795,425.725,26508.515
NRSPHB20180927,Port Hacking,-34.11923,151.22667,2018-09-27 10:43:00,25,159.56,1317.445,9037.995
NRSMAI20191015,Maria Island,-42.59667,148.23333,2019-10-16 09:40:00,75,(null),(null),(null)
NRSNSI20191220,North Stradbroke,-27.345,153.562,2019-12-20 10:20:00,20,(null),(null),(null)
NRSNSI20200122,North Stradbroke,-27.345,153.562,2020-01-22 10:35:00,0,(null),(null),(null)
NRSMAI20180919,Maria Island,-42.59667,148.23333,2018-09-20 09:50:00,50,621.57,3351.44,5985.685
NRSMAI20180919,Maria Island,-42.59667,148.23333,2018-09-20 09:50:00,75,662.035,3099.535,6457.87
NRSYON20181213,Yongala,-19.30847,147.61842,2018-12-13 10:30:00,20,14058.25,60476.435,3553.83
NRSPHB20190121,Port Hacking,-34.11923,151.22667,2019-01-22 09:43:00,20,(null),(null),(null)
NRSNSI20200122,North Stradbroke,-27.345,153.562,2020-01-22 10:35:00,50,(null),(null),(null)
NRSNSI20200228,North Stradbroke,-27.345,153.562,2020-02-28 10:30:00,30,(null),(null),(null)
NRSKAI20191127,Kangaroo Island,-35.83217,136.44733,2019-11-27 14:25:00,10,(null),(null),(null)
NRSKAI20191127,Kangaroo Island,-35.83217,136.44733,2019-11-27 14:25:00,75,(null),(null),(null)
NRSPHB20190227,Port Hacking,-34.11923,151.22667,2019-02-28 10:35:00,0,(null),(null),(null)
NRSNSI20181115,North Stradbroke,-27.345,153.562,2018-11-15 10:40:00,20,11486.905,9452.725,10207.515
NRSNSI20190322,North Stradbroke,-27.345,153.562,2019-03-22 10:50:00,20,(null),(null),(null)
NRSPHB20190408,Port Hacking,-34.11923,151.22667,2019-04-09 08:50:00,10,(null),(null),(null)
NRSPHB20190408,Port Hacking,-34.11923,151.22667,2019-04-09 08:50:00,30,(null),(null),(null)
NRSKAI20200204,Kangaroo Island,-35.83217,136.44733,2020-02-04 14:25:00,100,(null),(null),(null)
NRSDAR20200511,Darwin,-12.4,130.76805,2020-05-12 08:20:00,10,(null),(null),(null)
NRSMAI20190320,Maria Island,-42.59667,148.23333,2019-03-21 09:35:00,10,(null),(null),(null)
NRSROT20170120,Rottnest Island,-32,115.41667,2017-01-20 10:20:00,WC,4728,11637.5,6317
NRSROT20170428,Rottnest Island,-32,115.41667,2017-04-28 09:52:00,WC,776.5,33557,7094
NRSPHB20181120,Port Hacking,-34.11923,151.22667,2018-11-21 09:24:00,100,261.08,217.235,195.02
NRSROT20190507,Rottnest Island,-32,115.41667,2019-05-07 09:40:00,40,(null),(null),(null)
NRSMAI20200810,Maria Island,-42.59667,148.23333,2020-08-10 10:05:00,0,(null),(null),(null)
NRSPHB20200520,Port Hacking,-34.11923,151.22667,2020-05-20 10:01:00,75,(null),(null),(null)
NRSROT20190306,Rottnest Island,-32,115.41667,2019-03-06 10:24:00,0,(null),(null),(null)
