NRS_TRIP_CODE,SAMPLE_DEPTH_M,TSS_MG_PER_L,TSS_FLAG,INORGANIC_FRACTION_MG_PER_L,ORGANIC_FRACTION_MG_PER_L,SECCHI_DEPTH_M,SECCHI_FLAG
NRSPHB20090223,0,(null),0,(null),(null),17.75,0
NRSMAI20090716,0,(null),0,(null),(null),20,1
NRSNSI20090527,0,(null),0,(null),(null),4,0
NRSKAI20100315,0,(null),0,(null),(null),(null),9
NRSDAR20170203_0030,0,(null),0,(null),(null),2.5,0
NRSNSI20091101,0,(null),0,(null),(null),21,0
NRSNSI20100916,0,(null),0,(null),(null),13.5,0
NRSROT20110725,0,(null),0,(null),(null),14,0
NRSMAI20151118,0,(null),0,(null),(null),9,0
NRSKAI20100112,0,(null),0,(null),(null),(null),0
NRSYON20170705,0,(null),0,(null),(null),13,0
NRSROT20170428,0,(null),0,(null),(null),20,0
NRSNIN20110706,0,(null),0,(null),(null),15.5,0
NRSROT20100924,0,(null),0,(null),(null),22,0
NRSNSI20170717,0,(null),0,(null),(null),26,0
NRSNSI20090318,0,(null),0,(null),(null),(null),0
NRSPHB20170614,0,(null),0,(null),(null),16,0
NRSMAI20150811,0,(null),0,(null),(null),15,0
NRSKAI20081211,0,(null),0,(null),(null),11.5,0
NRSMAI20100615,0,(null),0,(null),(null),21,0
NRSMAI20110223,0,(null),0,(null),(null),23,0
NRSDAR20150804_04:30,0,(null),0,(null),(null),1.5,9
NRSMAI20160321,0,(null),0,(null),(null),23,1
NRSYON20160321,0,(null),0,(null),(null),12,0
NRSKAI20170518,0,(null),0,(null),(null),(null),9
NRSMAI20100722,0,(null),0,(null),(null),22,0
NRSNSI20110623,0,(null),0,(null),(null),17,0
NRSMAI20160321,0,(null),0,(null),(null),23,1
NRSROT20170802,0,(null),0,(null),(null),14,0
NRSNSI20170829,0,(null),0,(null),(null),18,0
NRSDAR20120114_23:35,0,(null),0,(null),(null),2,1
NRSYON20160215,0,(null),0,(null),(null),19,0
NRSNSI20160120,0,(null),0,(null),(null),28.5,0
NRSNSI20090819,0,(null),0,(null),(null),19,0
NRSROT20100723,0,(null),0,(null),(null),19.5,0
NRSPHB20091206,0,(null),0,(null),(null),14,0
NRSYON20151111,0,(null),0,(null),(null),15,1
NRSPHB20150330,0,(null),0,(null),(null),24,0
NRSPHB20091011,0,(null),0,(null),(null),14,0
NRSNSI20151027,0,(null),0,(null),(null),20,0
NRSMAI20151216,0,(null),0,(null),(null),11,0
NRSYON20150430,0,(null),0,(null),(null),13,1
NRSROT20151215,0,(null),0,(null),(null),17.5,1
NRSYON20150804,0,(null),0,(null),(null),20,0
NRSPHB20151215,0,(null),0,(null),(null),16,1
NRSYON20150618,0,(null),0,(null),(null),13,1
NRSYON20150825,0,(null),0,(null),(null),16,0
NRSPHB20100218,0,(null),0,(null),(null),17.5,1
NRSPHB20150630,0,(null),0,(null),(null),17,0
NRSMAI20151216,0,(null),0,(null),(null),11,0
NRSROT20110324,0,(null),0,(null),(null),13.5,0
NRSNSI20160412,0,(null),0,(null),(null),16,0
NRSMAI20110328,0,(null),0,(null),(null),12,0
NRSDAR20151117,0,(null),0,(null),(null),2.5,1
NRSROT20150924,0,(null),0,(null),(null),19,1
NRSMAI20110118,0,(null),0,(null),(null),10,1
NRSMAI20170626,0,(null),0,(null),(null),18,0
NRSMAI20100527,0,(null),0,(null),(null),26,0
NRSDAR20170715_0030,0,(null),0,(null),(null),2,0
NRSMAI20170801,0,(null),0,(null),(null),21,0
NRSPHB20170716,0,(null),0,(null),(null),18.5,0
NRSDAR20170516,0,(null),0,(null),(null),2,0
NRSNSI20100520,0,(null),0,(null),(null),16,0
NRSPHB20120717,0,(null),0,(null),(null),12.5,0
NRSNSI20150624,0,(null),0,(null),(null),16.5,1
NRSKAI20110427,0,(null),0,(null),(null),(null),0
NRSPHB20090819,0,(null),0,(null),(null),15.5,0
NRSNSI20101115,0,(null),0,(null),(null),16,0
NRSYON20150825,0,(null),0,(null),(null),16,0
NRSPHB20150630,0,(null),0,(null),(null),17,0
NRSMAI20170626,0,(null),0,(null),(null),18,0
NRSROT20160324,0,(null),0,(null),(null),16,0
NRSESP20110120,0,(null),0,(null),(null),15,0
NRSPHB20151115,0,(null),0,(null),(null),12.5,0
NRSPHB20120212,0,(null),0,(null),(null),13.5,0
NRSPHB20101213,0,(null),0,(null),(null),8.5,0
NRSMAI20100330,0,(null),0,(null),(null),18,0
NRSPHB20090318,0,(null),0,(null),(null),10,0
NRSYON20120615,0,(null),0,(null),(null),20,0
NRSNSI20090114,0,(null),0,(null),(null),(null),0
NRSKAI20081019,0,(null),0,(null),(null),(null),9
NRSROT20150319,0,(null),0,(null),(null),20,1
NRSYON20150430,0,(null),0,(null),(null),13,1
NRSPHB20110717,0,(null),0,(null),(null),10,0
NRSROT20151022,0,(null),0,(null),(null),17,1
NRSROT20150924,0,(null),0,(null),(null),19,1
NRSNSI20110220,0,(null),0,(null),(null),23,0
NRSPHB20100119,0,(null),0,(null),(null),15,0
NRSPHB20100609,0,(null),0,(null),(null),20.5,0
NRSKAI20091215,0,(null),0,(null),(null),(null),0
NRSNSI20110727,0,(null),0,(null),(null),17,0
NRSYON20150923,0,(null),0,(null),(null),25,1
NRSYON20160122,0,(null),0,(null),(null),13,0
NRSROT20091222,0,(null),0,(null),(null),16.3,0
NRSROT20150827,0,(null),0,(null),(null),19,1
NRSPHB20110517,0,(null),0,(null),(null),14.5,0
NRSROT20170802,0,(null),0,(null),(null),14,0
NRSPHB20150723,0,(null),0,(null),(null),16.5,0
NRSMAI20101027,0,(null),0,(null),(null),13,0
NRSNSI20100214,0,(null),0,(null),(null),25,0
NRSMAI20151001,0,(null),0,(null),(null),11,0
NRSROT20150827,0,(null),0,(null),(null),19,1
NRSPHB20170517,0,(null),0,(null),(null),19,0
NRSNSI20120912,0,(null),0,(null),(null),21,1
NRSROT20150701,0,(null),0,(null),(null),9.5,1
NRSKAI20110123,0,(null),0,(null),(null),(null),0
NRSROT20170428,0,(null),0,(null),(null),20,0
NRSMAI20160428,0,(null),0,(null),(null),12,0
NRSDAR20151117,0,(null),0,(null),(null),2.5,1
NRSNSI20101215,0,(null),0,(null),(null),21,0
NRSDAR20170203_0030,0,(null),0,(null),(null),2.5,0
NRSROT20150507,0,(null),0,(null),(null),18,1
NRSMAI20110725,0,(null),0,(null),(null),13,0
NRSNSI20160412,0,(null),0,(null),(null),16,0
NRSYON20170322,0,(null),0,(null),(null),20,0
NRSNSI20151027,0,(null),0,(null),(null),20,0
NRSYON20160503,0,(null),0,(null),(null),10,0
NRSNSI20170627,0,(null),0,(null),(null),16,0
NRSKAI20091115,0,(null),0,(null),(null),(null),0
NRSMAI20110407,0,(null),0,(null),(null),17,0
NRSMAI20150723,0,(null),0,(null),(null),19,0
NRSROT20150319,0,(null),0,(null),(null),20,1
NRSNSI20150512,0,(null),0,(null),(null),21,1
NRSROT20170331,0,(null),0,(null),(null),16,0
NRSNSI20150817,0,(null),0,(null),(null),21,1
NRSROT20110224,0,(null),0,(null),(null),18,0
NRSDAR20170715_0030,0,(null),0,(null),(null),2,0
NRSNSI20150528,0,(null),0,(null),(null),19,1
NRSKAI20100215,0,(null),0,(null),(null),19.2,0
NRSROT20111020,0,(null),0,(null),(null),17,0
NRSDAR20110627,0,(null),0,(null),(null),8,1
NRSNIN20101108,0,(null),0,(null),(null),14,0
NRSKAI20090114,0,(null),0,(null),(null),13.5,0
NRSROT20100520,0,(null),0,(null),(null),17,0
NRSNSI20091021,0,(null),0,(null),(null),20,0
NRSYON20150601,0,(null),0,(null),(null),12,1
NRSPHB20160229,0,(null),0,(null),(null),13,0
NRSPHB20160201,0,(null),0,(null),(null),16,0
NRSPHB20100702,0,(null),0,(null),(null),13.5,0
NRSROT20150507,0,(null),0,(null),(null),18,1
NRSMAI20100505,0,(null),0,(null),(null),36,0
NRSMAI20151118,0,(null),0,(null),(null),9,0
NRSPHB20160407,0,(null),0,(null),(null),14.5,0
NRSPHB20170614,0,(null),0,(null),(null),16,0
NRSKAI20101120,0,(null),0,(null),(null),(null),0
NRSNSI20110606,0,(null),0,(null),(null),22,0
NRSPHB20151115,0,(null),0,(null),(null),12.5,0
NRSDAR20120115_03:35,0,(null),0,(null),(null),1.5,1
NRSNIN20110501,0,(null),0,(null),(null),9,0
NRSROT20110527,0,(null),0,(null),(null),13.5,0
NRSPHB20150723,0,(null),0,(null),(null),16.5,0
NRSMAI20090907,0,(null),0,(null),(null),17,0
NRSDAR20160202_0030,0,(null),0,(null),(null),2,0
NRSROT20151215,0,(null),0,(null),(null),17.5,1
NRSPHB20110619,0,(null),0,(null),(null),14,0
NRSKAI20090205,0,(null),0,(null),(null),17.8,0
NRSDAR20120115_05:40,0,(null),0,(null),(null),1.75,0
NRSROT20100416,0,(null),0,(null),(null),17.3,0
NRSYON20151027,0,(null),0,(null),(null),12,1
NRSNSI20090416,0,(null),0,(null),(null),21,0
NRSKAI20091007,0,(null),0,(null),(null),(null),0
NRSYON20150618,0,(null),0,(null),(null),13,1
NRSNSI20100411,0,(null),0,(null),(null),19,0
NRSROT20110923,0,(null),0,(null),(null),21.5,0
NRSDAR20110627,0,(null),0,(null),(null),8,1
NRSDAR20170715_0330,0,(null),0,(null),(null),2,0
NRSPHB20090920,0,(null),0,(null),(null),16,0
NRSYON20150601,0,(null),0,(null),(null),12,1
NRSMAI20150723,0,(null),0,(null),(null),19,0
NRSPHB20101019,0,(null),0,(null),(null),19.5,0
NRSESP20110512,0,(null),0,(null),(null),12,0
NRSNSI20111013,0,(null),0,(null),(null),21,0
NRSYON20170322,0,(null),0,(null),(null),20,0
NRSPHB20100316,0,(null),0,(null),(null),17.5,0
NRSYON20160503,0,(null),0,(null),(null),10,0
NRSROT20100820,0,(null),0,(null),(null),20,0
NRSPHB20151215,0,(null),0,(null),(null),16,1
NRSROT20110125,0,(null),0,(null),(null),15.5,0
NRSYON20170528,0,(null),0,(null),(null),13,0
NRSNSI20150731,0,(null),0,(null),(null),26,0
NRSPHB20150819,0,(null),0,(null),(null),16.5,0
NRSDAR20170714_2130,0,(null),0,(null),(null),2.5,0
NRSMAI20170601,0,(null),0,(null),(null),17,0
NRSNSI20100711,0,(null),0,(null),(null),18,0
NRSROT20150724,0,(null),0,(null),(null),24,1
NRSKAI20101213,0,(null),0,(null),(null),(null),0
NRSMAI20160209,0,(null),0,(null),(null),18,0
NRSDAR20150803_19:32,0,(null),0,(null),(null),(null),9
NRSKAI20090601,0,(null),0,(null),(null),13.2,0
NRSMAI20160209,0,(null),0,(null),(null),18,0
NRSNSI20091015,0,(null),0,(null),(null),12,0
NRSDAR20120114_21:30,0,(null),0,(null),(null),2,1
NRSNSI20151216,0,(null),0,(null),(null),17,1
NRSNSI20151216,0,(null),0,(null),(null),17,1
NRSPHB20150330,0,(null),0,(null),(null),24,0
NRSNIN20111107,0,(null),0,(null),(null),18,0
NRSDAR20150804_04:30,0,(null),0,(null),(null),1.5,9
NRSPHB20090422,0,(null),0,(null),(null),13.25,0
NRSNSI20090916,0,(null),0,(null),(null),19,0
NRSMAI20101001,0,(null),0,(null),(null),16,0
NRSKAI20100721,0,(null),0,(null),(null),(null),9
NRSMAI20170801,0,(null),0,(null),(null),21,0
NRSROT20160223,0,(null),0,(null),(null),17,0
NRSROT20170331,0,(null),0,(null),(null),16,0
NRSNSI20081217,0,(null),0,(null),(null),(null),0
NRSROT20150724,0,(null),0,(null),(null),24,1
NRSDAR20170203_0330,0,(null),0,(null),(null),2.5,0
NRSPHB20150819,0,(null),0,(null),(null),16.5,0
NRSDAR20160202_0630,0,(null),0,(null),(null),2,0
NRSMAI20090820,0,(null),0,(null),(null),19,0
NRSKAI20111026,0,(null),0,(null),(null),(null),9
NRSPHB20160407,0,(null),0,(null),(null),14.5,0
NRSPHB20100817,0,(null),0,(null),(null),15,0
NRSKAI20110718,0,(null),0,(null),(null),13.5,0
NRSMAI20090601,0,(null),0,(null),(null),17,0
NRSPHB20110829,0,(null),0,(null),(null),26,0
NRSNSI20170516,0,(null),0,(null),(null),21.5,0
NRSNSI20160318,0,(null),0,(null),(null),23,0
NRSMAI20151001,0,(null),0,(null),(null),11,0
NRSPHB20090518,0,(null),0,(null),(null),11.5,0
NRSNSI20091215,0,(null),0,(null),(null),13.5,0
NRSPHB20160229,0,(null),0,(null),(null),13,0
NRSYON20160122,0,(null),0,(null),(null),13,0
NRSMAI20101214,0,(null),0,(null),(null),11,0
NRSPHB20111018,0,(null),0,(null),(null),11,0
NRSDAR20150804_01:30,0,(null),0,(null),(null),1.5,1
NRSPHB20170321,0,(null),0,(null),(null),(null),9
NRSROT20091026,0,(null),0,(null),(null),15,0
NRSDAR20170202_2130,0,(null),0,(null),(null),2.5,0
NRSDAR20170714_2130,0,(null),0,(null),(null),2.5,0
NRSNSI20150624,0,(null),0,(null),(null),16.5,1
NRSYON20151203,0,(null),0,(null),(null),15,0
NRSNSI20101018,0,(null),0,(null),(null),19,1
NRSYON20150804,0,(null),0,(null),(null),20,0
NRSDAR20160202_0030,0,(null),0,(null),(null),2,0
NRSMAI20110812,0,(null),0,(null),(null),21,0
NRSMAI20111026,0,(null),0,(null),(null),13,0
NRSDAR20160202_0330,0,(null),0,(null),(null),1.5,0
NRSKAI20170518,0,(null),0,(null),(null),(null),9
NRSPHB20170321,0,(null),0,(null),(null),(null),9
NRSYON20151203,0,(null),0,(null),(null),15,0
NRSDAR20170203_0630,0,(null),0,(null),(null),2.5,0
NRSDAR20170203_0630,0,(null),0,(null),(null),2.5,0
NRSNSI20150528,0,(null),0,(null),(null),19,1
NRSYON20160601,0,(null),0,(null),(null),12,0
NRSPHB20170419,0,(null),0,(null),(null),17,0
NRSPHB20150518,0,(null),0,(null),(null),11,1
NRSNSI20100322,0,(null),0,(null),(null),18,0
NRSPHB20110203,0,(null),0,(null),(null),18,1
NRSNSI20100817,0,(null),0,(null),(null),20,0
NRSPHB20150518,0,(null),0,(null),(null),11,1
NRSMAI20160303,0,(null),0,(null),(null),15,0
NRSYON20160321,0,(null),0,(null),(null),12,0
NRSPHB20170716,0,(null),0,(null),(null),18.5,0
NRSROT20151022,0,(null),0,(null),(null),17,1
NRSPHB20100413,0,(null),0,(null),(null),16.5,0
NRSROT20170407,0,(null),0,(null),(null),16,0
NRSYON20170426,0,(null),0,(null),(null),13,0
NRSYON20170426,0,(null),0,(null),(null),13,0
NRSPHB20100908,0,(null),0,(null),(null),(null),0
NRSDAR20160201_2130,0,(null),0,(null),(null),1.5,0
NRSKAI20100419,0,(null),0,(null),(null),(null),0
NRSNSI20170516,0,(null),0,(null),(null),21.5,0
