NRS_TRIP_CODE,SAMPLE_DEPTH_M,TSS_MG_PER_L,TSS_FLAG,INORGANIC_FRACTION_MG_PER_L,ORGANIC_FRACTION_MG_PER_L,SECCHI_DEPTH_M,SECCHI_FLAG
NRSMAI20130611,0,0.6,1,0.3,0.3,21,0
NRSYON20130611,0,2.3,1,1.8,0.5,11,0
NRSYON20130611,0,2.1,1,1.6,0.5,11,0
NRSPHB20130611,0,1.1,4,0.8,0.3,17,1
NRSPHB20130611,0,0.5,1,0.3,0.1,17,1
NRSDAR20130617_08:00,0,6.3,1,5,1.4,3.5,1
NRSDAR20130617_08:00,0,5.1,1,4.1,1,3.5,1
NRSDAR20130617_11:30,0,6.8,1,5.7,1.1,(null),9
NRSDAR20130617_11:30,0,6,1,5.1,0.9,(null),9
NRSDAR20130617_15:00,0,4.9,1,3.9,1,(null),9
NRSDAR20130617_15:00,0,5.9,1,4.5,1.3,(null),9
NRSDAR20130617_18:30,0,4.9,1,3.7,1.2,(null),9
NRSDAR20130617_18:30,0,5.5,1,4.5,1,(null),9
NRSNSI20130706,0,0.9,1,0.5,0.4,23,0
NRSNSI20130706,0,0.9,1,0.7,0.3,23,0
NRSROT20130712,0,0.8,1,0.4,0.4,19,1
NRSROT20130712,0,0.8,1,0.5,0.3,19,1
NRSYON20130719,0,1.4,1,1,0.5,14,0
NRSYON20130719,0,2,1,1.5,0.5,14,0
NRSESP20130725,0,0.8,1,0.4,0.3,14,1
NRSESP20130725,0,0.7,1,0.4,0.3,14,1
NRSPHB20130725,0,0.9,1,0.4,0.5,13,1
NRSPHB20130725,0,0.7,1,0.3,0.4,13,1
NRSNSI20130806,0,1,1,0.6,0.4,23,0
NRSNSI20130806,0,1.4,1,0.6,0.8,23,0
NRSNIN20130806,0,1.5,1,1.1,0.4,22,1
NRSNIN20130806,0,2.1,1,1.6,0.5,22,1
NRSMAI20130807,0,0.7,1,0.4,0.3,18,0
NRSMAI20130807,0,0.6,1,0.3,0.4,18,0
NRSYON20130808,0,1.2,1,0.9,0.3,22,0
NRSYON20130808,0,1,1,0.7,0.4,22,0
NRSNSI20130819,0,0.9,1,0.3,0.6,13,0
NRSNSI20130819,0,0.9,1,0.4,0.5,13,0
NRSMAI20130821,0,0.8,1,0.5,0.3,17,1
NRSMAI20130821,0,0.5,1,0.3,0.2,17,1
NRSPHB20130826,0,1.5,1,0.9,0.6,17,1
NRSPHB20130826,0,0.6,1,0.2,0.4,17,1
NRSKAI20130827,0,5.3,1,4.1,1.2,(null),0
NRSKAI20130827,0,5.1,1,3.7,1.4,(null),0
NRSYON20130912,0,2.5,1,1.2,1.4,11,1
NRSYON20130912,0,2.2,1,0.9,1.3,11,1
NRSNSI20130913,0,1.1,1,0.5,0.6,19,0
NRSNSI20130913,0,1.1,1,0.9,0.2,19,0
NRSPHB20130915,0,1.2,1,0.6,0.6,12,1
NRSPHB20130915,0,1.1,1,0.6,0.6,12,1
NRSDAR20130916,0,5.3,1,4.3,1.1,5,1
NRSDAR20130916,0,7.1,1,5.7,1.4,5,1
NRSROT20131001,0,0.8,1,0.4,0.4,13,1
NRSROT20131001,0,0.8,1,0.3,0.5,13,1
NRSNSI20131016,0,1.1,1,0.7,0.4,19,1
NRSNSI20131016,0,1.1,1,0.6,0.5,19,1
NRSROT20131017,0,0.8,1,0.5,0.3,13,1
NRSROT20131017,0,1,1,0.5,0.5,13,1
NRSPHB20131020,0,0.6,1,0.1,0.5,15,1
NRSPHB20131020,0,1,1,0.5,0.6,15,1
NRSPHB20131027,0,0.8,1,0.2,0.6,15.5,0
NRSPHB20131027,0,1.2,1,0.1,1.1,15.5,0
NRSMAI20131117,0,0.8,1,0.5,0.3,17,0
NRSMAI20131117,0,0.7,1,0.4,0.4,17,0
NRSNSI20131121,0,1.3,1,0.9,0.5,18,1
NRSNSI20131121,0,1.2,1,0.6,0.6,18,1
NRSPHB20131202,0,0.6,1,0.5,0.2,18,0
NRSPHB20131202,0,0.6,1,0.1,0.5,18,0
NRSMAI20131217,0,1.4,1,0.8,0.6,16,0
NRSMAI20131217,0,0.8,1,0.3,0.5,16,0
NRSPHB20140120,0,0.6,1,0.2,0.4,10,1
NRSPHB20140120,0,1,1,0.4,0.7,10,1
NRSMAI20140205,0,0.6,1,0.1,0.6,17,0
NRSMAI20140205,0,0.4,1,0.1,0.3,17,0
NRSPHB20140211,0,2,1,1.7,0.3,12,1
NRSPHB20140211,0,2.3,1,1.4,0.9,12,1
NRSNSI20140213,0,0.5,1,0.3,0.2,30,1
NRSNSI20140213,0,0.5,1,0.5,0,30,1
NRSESP20120309,0,(null),9,(null),(null),14.5,0
NRSNSI20130520,0,1.1,1,0.7,0.4,17,0
NRSNSI20130520,0,1.1,1,0.6,0.5,17,0
NRSMAI20140408,0,0.6,1,0.3,0.4,15,0
NRSMAI20140408,0,0.6,1,0.3,0.3,15,0
NRSDAR20140403,0,60.4,1,56.8,3.6,4,1
NRSDAR20140403,0,61.2,1,58,3.2,4,1
NRSNSI20140306,0,1.1,1,0.6,0.6,20,1
NRSNSI20140306,0,1.2,1,0.6,0.7,20,1
NRSROT20131122,0,0.9,1,0.5,0.4,15,1
NRSROT20131122,0,0.5,1,0.2,0.3,15,1
NRSROT20131218,0,0.5,1,0.3,0.2,17,1
NRSROT20131218,0,0.6,1,0.2,0.3,17,1
NRSROT20140122,0,0.8,1,0.4,0.5,15,1
NRSROT20140122,0,1,1,0.6,0.4,15,1
NRSNSI20140404,0,1.2,1,0.6,0.6,30,1
NRSNSI20140404,0,0.9,1,0.6,0.3,30,1
NRSNSI20140507,0,1,1,0.6,0.4,17,1
NRSNSI20140507,0,1.1,1,0.7,0.4,17,1
NRSNSI20140623,0,0.4,1,0,0.4,18,1
NRSNSI20140623,0,0.9,1,0.3,0.6,18,1
NRSPHB20140317,0,0.9,1,0.5,0.4,19.5,1
NRSPHB20140317,0,0.6,1,0.4,0.2,19.5,1
NRSMAI20140516,0,0.8,1,0.3,0.5,13,1
NRSMAI20140516,0,0.6,1,0.3,0.4,13,1
NRSROT20140227,0,0.6,1,0.3,0.3,21,1
NRSROT20140227,0,0.5,1,0.2,0.3,21,1
NRSNSI20140725,0,1.1,1,0.4,0.7,17,1
NRSNSI20140725,0,0.9,1,0.3,0.6,17,1
NRSMAI20140619,0,0.5,1,0.2,0.4,18,1
NRSMAI20140619,0,0.5,1,0.2,0.4,18,1
NRSMAI20140703,0,0.7,1,0.4,0.4,19,1
NRSMAI20140703,0,0.6,1,0.3,0.3,19,1
NRSDAR20140702,0,23,1,20.7,2.3,2,1
NRSDAR20140702,0,22.7,1,19.7,3,2,1
NRSKAI20140313,0,1.3,1,0.5,0.8,(null),9
NRSKAI20140313,0,1.3,1,0.5,0.8,(null),9
NRSDAR20140906_00:30,0,8.3,1,6.9,1.5,7,1
NRSDAR20140906_00:30,0,6.3,1,5.1,1.2,7,1
NRSKAI20140507,0,2.4,1,1.7,0.7,(null),9
NRSKAI20140507,0,3.7,1,2.7,1,(null),9
NRSPHB20140427,0,0.6,1,0.3,0.3,16,1
NRSPHB20140427,0,1.2,1,0.9,0.4,16,1
NRSPHB20140515,0,0.3,1,0.3,0.1,22.5,0
NRSPHB20140515,0,0.2,1,0.1,0.1,22.5,0
NRSPHB20140612,0,0.4,1,0.1,0.3,15,1
NRSPHB20140612,0,0.7,1,0.3,0.4,15,1
NRSPHB20140716,0,0.9,1,0.4,0.5,20,1
NRSPHB20140716,0,0.8,1,0.3,0.6,20,1
NRSPHB20140824,0,6.3,1,5,1.4,12.5,0
NRSPHB20140824,0,4,1,3.2,0.8,12.5,0
NRSPHB20140911,0,3.5,1,2.7,0.8,14,1
NRSPHB20140911,0,1.3,1,0.6,0.7,14,1
NRSROT20140319,0,0.6,0,0.2,0.4,24,1
NRSROT20140319,0,0.6,0,0.3,0.3,24,1
NRSROT20140519,0,0.7,0,0.2,0.5,10,1
NRSROT20140519,0,1,0,0.6,0.4,10,1
NRSROT20140624,0,0.7,0,0.4,0.3,13,1
NRSROT20140624,0,0.7,0,0.3,0.3,13,1
NRSYON20140501,0,0.4,1,0.1,0.3,16,1
NRSYON20140501,0,1.7,1,1.2,0.5,16,1
NRSYON20140527,0,2,1,1.6,0.3,16,1
NRSYON20140527,0,0.8,1,0.6,0.2,16,1
NRSYON20140624,0,1.6,1,1.4,0.2,16,1
NRSYON20140624,0,2.3,1,1.9,0.4,16,1
NRSYON20140717,0,1,1,0.7,0.3,16,1
NRSYON20140717,0,1.1,1,0.8,0.3,16,1
NRSYON20140820,0,1.8,0,1.2,0.6,14,1
NRSYON20140820,0,1.7,0,1.1,0.5,14,1
NRSYON20140910,0,1.2,1,0.8,0.4,18,1
NRSYON20140910,0,1.1,1,0.7,0.4,18,1
NRSKAI20140122,0,1.1,1,0.8,0.4,(null),9
NRSKAI20140122,0,2.6,1,1.9,0.7,(null),9
NRSMAI20140318,0,0.4,1,0,0.4,14,1
NRSMAI20140318,0,0.5,1,0.2,0.4,14,1
NRSMAI20140807,0,0.5,1,0.3,0.3,21,1
NRSMAI20140807,0,0.6,1,0.3,0.4,21,1
NRSKAI20140713,0,1.5,1,0.8,0.7,(null),9
NRSKAI20140713,0,1.1,1,0.7,0.4,(null),9
NRSMAI20140915,0,0.5,1,0.3,0.2,17,1
NRSMAI20140915,0,0.4,1,0.2,0.2,17,1
NRSROT20140902,0,0.8,1,0.3,0.5,12,1
NRSROT20140902,0,0.7,1,0.3,0.4,12,1
NRSROT20140919,0,0.9,1,0.5,0.5,14,1
NRSROT20140919,0,0.8,1,0.4,0.5,14,1
NRSROT20141014,0,0.6,1,0.2,0.4,20,1
NRSROT20141014,0,0.6,1,0.2,0.4,20,1
NRSNSI20140901,0,0.8,1,0.2,0.7,26,1
NRSNSI20140901,0,1,1,0.5,0.5,26,1
NRSNSI20140917,0,1.8,1,1.1,0.7,18,1
NRSNSI20140917,0,1.3,1,0.7,0.6,18,1
NRSNSI20141020,0,1,1,0.4,0.6,22,1
NRSNSI20141020,0,1,1,0.4,0.7,22,1
NRSMAI20140821,0,0.4,1,0.1,0.2,20,0
NRSMAI20140821,0,0.6,1,0.4,0.3,20,0
NRSROT20140730,0,1.3,0,0.8,0.5,15,1
NRSROT20140730,0,1.1,0,0.6,0.5,15,1
NRSDAR20140906_06:30,0,4.3,1,3.3,1.1,5,1
NRSDAR20140906_06:30,0,4.5,1,3.2,1.4,5,1
NRSDAR20140906_03:30,0,2.3,1,1.7,0.7,5.5,1
NRSDAR20140906_03:30,0,2.6,1,1.8,0.8,5.5,1
NRSDAR20140906_09:30,0,3.6,1,2.8,0.8,(null),9
NRSDAR20140906_09:30,0,2.9,1,2.3,0.6,(null),9
NRSMAI20141029,0,0.8,1,0.4,0.4,18,1
NRSMAI20141029,0,0.8,1,0.4,0.4,18,1
NRSPHB20141021,0,(null),9,(null),(null),10,0
NRSPHB20141021,0,(null),9,(null),(null),10,0
NRSNSI20141107,0,1.1,1,0.7,0.4,22,1
NRSNSI20141107,0,1.1,1,0.4,0.7,22,1
NRSNSI20141223,0,1.3,1,0.5,0.8,15,1
NRSNSI20141223,0,3.7,1,2.6,1.1,15,1
NRSROT20141119,0,1.1,1,0.6,0.6,17,1
NRSROT20141119,0,0.7,1,0.4,0.3,17,1
NRSNSI20150119,0,0.9,1,-0.1,0.9,27,1
NRSNSI20150119,0,1.2,1,0.3,0.9,27,1
NRSMAI20141127,0,0.4,1,0.1,0.3,24,1
NRSMAI20141127,0,0.4,1,0.2,0.3,24,1
NRSDAR20141130,0,6.3,1,5.2,1.1,2.5,1
NRSDAR20141130,0,7.4,1,5.1,2.3,2.5,1
NRSMAI20141208,0,0.7,1,0.3,0.4,13,1
NRSMAI20141208,0,0.7,1,0.3,0.4,13,1
NRSPHB20150121,0,0.5,1,0,0.5,10,1
NRSPHB20150121,0,0.6,1,0.3,0.4,10,1
NRSPHB20141208,0,0.7,0,0.4,0.3,16,0
NRSPHB20141208,0,0.8,0,0.5,0.4,16,0
NRSKAI20141029,0,1.3,1,1,0.3,(null),9
NRSKAI20141029,0,1.1,1,0.8,0.3,(null),9
NRSKAI20141201,0,1,1,0.6,0.4,(null),9
NRSKAI20141201,0,1.1,1,0.8,0.3,(null),9
NRSPHB20141112,0,0.5,1,0.2,0.3,16,1
NRSPHB20141112,0,0.9,1,0.3,0.6,16,1
NRSDAR20150202_21:30,0,20.2,1,18,2.2,2.5,1
NRSDAR20150202_21:30,0,19.9,1,18.2,1.7,2.5,1
NRSDAR20150203_03:30,0,13.5,1,12,1.5,3,1
NRSDAR20150203_03:30,0,13.7,1,12,1.7,3,1
NRSDAR20150203_06:30,0,43.7,1,41.1,2.6,3,1
NRSDAR20150203_06:30,0,47,1,44.8,2.2,3,1
NRSDAR20150203_00:30,0,22.1,1,19.5,2.6,3,1
NRSDAR20150203_00:30,0,21.7,1,19.6,2.1,3,1
NRSDAR20150316,0,14.3,1,11.7,2.6,4,1
NRSDAR20150316,0,7.5,1,6.2,1.3,4,1
NRSROT20141216,0,1.2,1,0.6,0.6,20,1
NRSROT20141216,0,0.7,1,0.4,0.3,20,1
NRSROT20150128,0,0.8,1,0.3,0.5,21.5,1
NRSROT20150128,0,0.7,1,0.3,0.4,21.5,1
NRSROT20150224,0,0.6,1,0.2,0.4,21,1
NRSROT20150224,0,0.6,1,0.3,0.3,21,1
NRSPHB20150225,0,0.6,1,0.2,0.4,17,1
NRSPHB20150225,0,0.5,1,0.3,0.2,17,1
NRSMAI20150312,0,0.6,1,0.1,0.5,15,1
NRSMAI20150312,0,0.6,1,0.3,0.4,15,1
NRSMAI20150224,0,0.3,1,0.1,0.2,17,1
NRSMAI20150224,0,0.4,1,0.2,0.2,17,1
NRSNSI20150304,0,3,1,2.3,0.8,27,1
NRSNSI20150304,0,0.9,1,0.8,0.1,27,1
NRSNSI20150323,0,1.3,0,0.4,0.9,18,1
NRSNSI20150323,0,0.8,0,0.3,0.6,18,1
NRSYON20141014,0,1.2,0,0.7,0.5,9,1
NRSYON20141014,0,1.5,0,0.8,0.6,9,1
NRSYON20141120,0,1.7,0,1.1,0.6,12,1
NRSYON20141120,0,1.9,0,1.5,0.4,12,1
NRSYON20141209,0,0.9,0,0.4,0.4,18,1
NRSYON20141209,0,0.5,0,0.1,0.4,18,1
NRSYON20150119,0,3.3,0,2.3,1,15,1
NRSYON20150119,0,3.1,0,2.2,0.9,15,1
NRSDAR20150505,0,28.3,0,26.3,2,1.3,1
NRSDAR20150505,0,26.6,0,24.8,1.8,1.3,1
NRSKAI20150224,0,3.2,0,2.3,0.9,(null),9
NRSKAI20150224,0,4.4,0,3.5,1,(null),9
NRSKAI20150408,0,0.9,0,0.7,0.2,(null),9
NRSKAI20150408,0,1.2,0,0.9,0.3,(null),9
NRSMAI20150421,0,0.4,0,0.2,0.3,19,1
NRSMAI20150421,0,0.5,0,0.2,0.3,19,1
NRSMAI20150526,0,0.4,0,0.1,0.3,23,1
NRSMAI20150526,0,0.3,0,0,0.3,23,1
NRSYON20150324,0,1,0,0.7,0.3,12,1
NRSYON20150324,0,1,0,0.8,0.2,12,1
NRSYON20150224,0,1.5,1,0.9,0.6,12,1
NRSYON20150224,0,0.9,1,0.3,0.6,12,1
NRSKAI20150629,0,1.4,0,0.7,0.7,(null),9
NRSKAI20150909,0,1.3,0,0.7,0.6,(null),9
NRSKAI20150909,0,1.3,0,0.5,0.8,(null),9
NRSKAI20151116,0,2.3,0,1.6,0.7,(null),9
NRSKAI20151116,0,2.2,0,1.3,0.9,(null),9
NRSNSI20160517,0,1.3,0,0.4,0.9,29,0
NRSNSI20160517,0,1,0,0.6,0.4,29,0
NRSKAI20160223,0,1.4,0,1,0.4,(null),9
NRSKAI20160223,0,2,0,1.1,0.9,(null),9
NRSKAI20160525,0,0.9,0,0.7,0.3,11.5,0
NRSKAI20160525,0,1.1,0,0.8,0.3,11.5,0
NRSNSI20160623,0,1.1,0,0.7,0.5,15,0
NRSNSI20160623,0,1.1,0,0.6,0.6,15,0
NRSMAI20160630,0,0.5,0,0.2,0.3,14,0
NRSMAI20160630,0,0.4,0,0.1,0.3,14,0
NRSMAI20160720,0,0.7,0,0.4,0.4,14,0
NRSMAI20160720,0,0.9,0,0.5,0.4,14,0
NRSROT20160413,0,0.4,0,0.2,0.2,16,1
NRSROT20160413,0,0.4,0,0.1,0.3,16,1
NRSROT20160527,0,1,0,0.6,0.4,8.5,0
NRSROT20160527,0,1.1,0,0.6,0.5,8.5,0
NRSROT20160621,0,0.6,0,0.4,0.2,13,0
NRSROT20160621,0,0.5,0,0.3,0.2,13,0
NRSDAR20160530,0,15.3,0,10.4,4.9,3.5,0
NRSDAR20160530,0,15.1,0,11.5,3.6,3.5,0
NRSPHB20160502,0,0.4,0,0.1,0.3,14,0
NRSPHB20160502,0,0.6,0,0.1,0.5,14,0
NRSYON20160624,0,5.4,0,4.4,1,19,0
NRSYON20160624,0,5.2,0,4.1,1.1,19,0
NRSNSI20160720,0,0.6,0,0.2,0.5,25,1
NRSNSI20160720,0,0.8,0,0.4,0.5,25,1
NRSNSI20160822,0,1.2,0,0.7,0.6,19,0
NRSNSI20160822,0,0.8,0,0.2,0.6,19,0
NRSMAI20160831,0,0.4,0,0.2,0.3,16,0
NRSMAI20160831,0,0.4,0,0.2,0.2,16,0
NRSROT20160502,0,0.6,0,0.2,0.4,16,0
NRSROT20160502,0,0.6,0,0.3,0.4,16,0
NRSMAI20160927,0,0.6,0,0.1,0.4,12,0
NRSMAI20160927,0,0.6,0,0.2,0.4,12,0
NRSNSI20160920,0,0.6,0,0.2,0.5,19,0
NRSNSI20160920,0,1,0,0.5,0.5,19,0
NRSPHB20160615,0,0.8,0,0.4,0.4,17,0
NRSPHB20160615,0,0.7,0,0.3,0.4,17,0
NRSYON20160725,0,0.9,0,0.5,0.4,13,1
NRSYON20160725,0,0.9,0,0.6,0.3,13,1
NRSYON20160823,0,1.1,0,0.8,0.3,16,1
NRSYON20160823,0,1.1,0,0.8,0.3,16,1
NRSROT20161004,0,0.7,0,0.3,0.4,16,1
NRSROT20161004,0,0.7,0,0.3,0.4,16,1
NRSROT20161024,0,0.6,0,0.2,0.3,17.5,1
NRSROT20161024,0,0.5,0,0.1,0.4,17.5,1
NRSDAR20160723,0,26.1,0,22.1,4,1.5,1
NRSDAR20160723,0,26.4,0,22.9,3.6,1.5,1
NRSDAR20160724_0130,0,26,0,23.3,2.7,2,1
NRSDAR20160724_0130,0,31.7,0,29,2.7,2,1
NRSDAR20160724_0430,0,39.9,0,34.6,5.3,2,1
NRSDAR20160724_0430,0,25.9,0,22.7,3.1,2,1
NRSDAR20160724_0730,0,22,0,18.7,3.3,2.5,0
NRSDAR20160724_0730,0,24.1,0,20.6,3.6,2.5,0
NRSNSI20161019,0,0.7,0,0.4,0.3,19,0
NRSNSI20161019,0,0.7,0,0.1,0.6,19,0
NRSKAI20160915,0,0.8,0,0.3,0.5,(null),9
NRSKAI20160915,0,1,0,0.6,0.5,(null),9
NRSPHB20160719,0,0.8,0,0.1,0.7,11,1
NRSPHB20160719,0,1,0,0.1,0.9,11,1
NRSPHB20160829,0,0.6,0,0,0.6,15,1
NRSPHB20160829,0,0.7,0,0.2,0.5,15,1
NRSYON20160927,0,1,0,0.6,0.4,11,0
NRSYON20160927,0,0.9,0,0.5,0.4,11,0
NRSNSI20161116,0,0.3,0,0.1,0.3,29,0
NRSNSI20161116,0,0.8,0,0.6,0.3,29,0
NRSNSI20161215,0,1.1,0,0.4,0.7,15,0
NRSNSI20161215,0,1.5,0,1,0.5,15,0
NRSNSI20170117,0,1.2,0,0.8,0.4,25,0
NRSNSI20170117,0,0.5,0,0.2,0.3,25,0
NRSMAI20161117,0,2.2,0,1.1,1.1,20,0
NRSMAI20161117,0,2.1,0,1.1,1,20,0
NRSMAI20170104,0,0.5,0,0,0.4,12,0
NRSMAI20170104,0,0.4,0,0,0.4,12,0
NRSMAI20170223,0,0.5,0,0.3,0.2,13,0
NRSMAI20170223,0,0.4,0,0.3,0.1,13,0
NRSROT20161114,0,0.6,0,0.2,0.4,17.5,0
NRSROT20161114,0,0.4,0,0.1,0.3,17.5,0
NRSKAI20161118,0,1.9,0,1.4,0.6,0,0
NRSKAI20161118,0,2.1,0,1.4,0.7,0,0
NRSYON20161012,0,1,0,0.5,0.6,17,0
NRSYON20161012,0,1.5,0,0.9,0.6,17,0
NRSNSI20170217,0,0.6,0,0.3,0.4,22,0
NRSNSI20170217,0,1,0,0.5,0.6,22,0
NRSPHB20160926,0,0.4,0,0,0.4,16,0
NRSPHB20160926,0,0.3,0,0,0.3,16,0
NRSYON20161108,0,1.3,0,0.8,0.5,14,0
NRSYON20161108,0,1.6,0,1,0.7,14,0
NRSYON20161207,0,6.4,0,4.9,1.5,11,0
NRSYON20161207,0,6.5,0,5,1.5,11,0
NRSYON20170120,0,1.3,0,0.8,0.5,18,0
NRSYON20170120,0,1.2,0,0.7,0.6,18,0
NRSYON20170220,0,0.8,0,0.4,0.3,11.5,0
NRSYON20170220,0,1.7,0,1.1,0.6,11.5,0
NRSPHB20161030,0,0.5,0,0,0.5,14,0
NRSPHB20161030,0,0.5,0,0,0.5,14,0
NRSPHB20161204,0,0.5,0,0.1,0.4,16,0
NRSPHB20161204,0,0.6,0,0.3,0.3,16,0
NRSPHB20170205,0,0.5,0,0.1,0.5,11,0
NRSPHB20170205,0,0.9,0,0.3,0.6,11,0
NRSNSI20170424,0,1.5,0,0.9,0.6,22,0
NRSNSI20170424,0,1,0,0.6,0.5,22,0
NRSDAR20161107,0,7.8,0,5.9,1.9,2.5,0
NRSDAR20161107,0,7,0,5.3,1.7,2.5,0
NRSKAI20170315,0,12.6,0,9.9,2.7,0,9
NRSKAI20170315,0,13.8,0,11,2.8,0,9
NRSMAI20170323,0,0.4,0,0.2,0.2,19,0
NRSMAI20170323,0,0.5,0,0.2,0.3,19,0
NRSMAI20170412,0,0.4,0,0.1,0.4,19,0
NRSMAI20170412,0,0.3,0,0,0.3,19,0
NRSROT20161214,0,0.3,0,0,0.3,26,0
NRSROT20161214,0,0.4,0,0.1,0.4,26,0
NRSROT20170120,0,0.4,0,0.1,0.3,20,0
NRSROT20170120,0,0.3,0,0,0.3,20,0
NRSROT20170303,0,0.4,0,0.1,0.3,15.5,0
NRSROT20170303,0,0.8,0,0.4,0.4,15.5,0
NRSNSI20170717,0,(null),0,(null),(null),26,0
NRSMAI20160303,0,(null),0,(null),(null),15,0
NRSDAR20160202_0630,0,(null),0,(null),(null),2,0
NRSNSI20110412,0,(null),0,(null),(null),27,0
NRSPHB20110420,0,(null),0,(null),(null),19,0
NRSNSI20150907,0,(null),0,(null),(null),12,1
NRSDAR20170516,0,(null),0,(null),(null),2,0
NRSPHB20110228,0,(null),0,(null),(null),20.5,0
NRSPHB20091018,0,(null),0,(null),(null),15,0
NRSNSI20151119,0,(null),0,(null),(null),20,0
NRSDAR20170715_0630,0,(null),0,(null),(null),2,0
NRSYON20160601,0,(null),0,(null),(null),12,0
NRSMAI20150811,0,(null),0,(null),(null),15,0
NRSKAI20110319,0,(null),0,(null),(null),(null),0
NRSROT20101215,0,(null),0,(null),(null),20.5,0
NRSDAR20170203_0330,0,(null),0,(null),(null),2.5,0
NRSMAI20160530,0,(null),0,(null),(null),20,0
NRSPHB20090924,0,(null),0,(null),(null),10.75,0
NRSNSI20091115,0,(null),0,(null),(null),20,1
NRSMAI20111005,0,(null),0,(null),(null),10,0
NRSYON20151111,0,(null),0,(null),(null),15,1
NRSYON20170528,0,(null),0,(null),(null),13,0
NRSMAI20110531,0,(null),0,(null),(null),16,0
NRSMAI20090506,0,(null),0,(null),(null),9,1
NRSKAI20081110,0,(null),0,(null),(null),(null),0
NRSMAI20090421,0,(null),0,(null),(null),15.2,1
NRSPHB20100510,0,(null),0,(null),(null),19.5,0
NRSROT20100617,0,(null),0,(null),(null),15.5,0
NRSKAI20110223,0,(null),0,(null),(null),(null),0
NRSROT20110826,0,(null),0,(null),(null),12.5,0
NRSNSI20110323,0,(null),0,(null),(null),27,0
NRSPHB20091110,0,(null),0,(null),(null),22,0
NRSNSI20110915,0,(null),0,(null),(null),17,0
NRSROT20110622,0,(null),0,(null),(null),12,0
NRSYON20150923,0,(null),0,(null),(null),25,1
NRSNSI20150731,0,(null),0,(null),(null),26,0
NRSNSI20160120,0,(null),0,(null),(null),28.5,0
NRSKAI20160223,0,(null),0,(null),(null),(null),9
NRSNSI20160318,0,(null),0,(null),(null),23,0
NRSESP20090512,0,(null),0,(null),(null),14,1
NRSNIN20110209,0,(null),0,(null),(null),12.5,0
NRSNSI20090618,0,(null),0,(null),(null),11,0
NRSMAI20160530,0,(null),0,(null),(null),20,0
NRSNSI20150817,0,(null),0,(null),(null),21,1
NRSPHB20110329,0,(null),0,(null),(null),21,0
NRSPHB20090714,0,(null),0,(null),(null),10,0
NRSNSI20151119,0,(null),0,(null),(null),20,0
NRSNSI20110119,0,(null),0,(null),(null),12,0
NRSNSI20090720,0,(null),0,(null),(null),19,0
NRSROT20100315,0,(null),0,(null),(null),18.2,0
NRSKAI20150629,0,(null),0,(null),(null),(null),9
NRSROT20160722,0,(null),0,(null),(null),23.5,0
NRSROT20160722,0,(null),0,(null),(null),23.5,0
NRSDAR20160202_0330,0,(null),0,(null),(null),1.5,0
NRSNSI20100618,0,(null),0,(null),(null),12.5,0
NRSPHB20160201,0,(null),0,(null),(null),16,0
NRSDAR20170715_0630,0,(null),0,(null),(null),2,0
NRSNSI20170627,0,(null),0,(null),(null),16,0
NRSKAI20130220,0,(null),0,(null),(null),(null),0
NRSROT20101124,0,(null),0,(null),(null),17.2,0
NRSESP20090623,0,(null),0,(null),(null),13,1
NRSNSI20090218,0,(null),0,(null),(null),14,0
NRSNSI20170829,0,(null),0,(null),(null),18,0
NRSDAR20150803_22:30,0,(null),0,(null),(null),2.2,1
NRSDAR20150804_01:30,0,(null),0,(null),(null),1.5,1
NRSROT20170626,0,(null),0,(null),(null),16,0
NRSROT20170407,0,(null),0,(null),(null),16,0
NRSMAI20091013,0,(null),0,(null),(null),11,1
NRSNSI20150512,0,(null),0,(null),(null),21,1
NRSPHB20151013,0,(null),0,(null),(null),19,0
NRSROT20170626,0,(null),0,(null),(null),16,0
NRSDAR20150803_22:30,0,(null),0,(null),(null),2.2,1
NRSESP20110818,0,(null),0,(null),(null),11,0
NRSYON20160215,0,(null),0,(null),(null),19,0
NRSDAR20160201_2130,0,(null),0,(null),(null),1.5,0
NRSMAI20160428,0,(null),0,(null),(null),12,0
NRSYON20120615,0,(null),0,(null),(null),20,0
NRSYON20151027,0,(null),0,(null),(null),12,1
NRSPHB20151013,0,(null),0,(null),(null),19,0
NRSNSI20100121,0,(null),0,(null),(null),29,1
NRSNSI20110816,0,(null),0,(null),(null),23,0
NRSDAR20150803_19:32,0,(null),0,(null),(null),(null),9
NRSROT20160223,0,(null),0,(null),(null),17,0
NRSPHB20170517,0,(null),0,(null),(null),19,0
NRSMAI20170601,0,(null),0,(null),(null),17,0
NRSROT20160324,0,(null),0,(null),(null),16,0
NRSPHB20090623,0,(null),0,(null),(null),12,0
NRSKAI20130220,0,(null),0,(null),(null),(null),0
NRSNSI20091006,0,(null),0,(null),(null),17,0
NRSROT20170523,0,(null),0,(null),(null),13,0
NRSNSI20150907,0,(null),0,(null),(null),12,1
NRSROT20170523,0,(null),0,(null),(null),13,0
NRSYON20170705,0,(null),0,(null),(null),13,0
NRSPHB20170419,0,(null),0,(null),(null),17,0
NRSPHB20101110,0,(null),0,(null),(null),16,0
NRSDAR20170202_2130,0,(null),0,(null),(null),2.5,0
NRSROT20150701,0,(null),0,(null),(null),9.5,1
NRSDAR20170715_0330,0,(null),0,(null),(null),2,0
