SAMPLE,WATERDEPTH_M,SST_C,CHL_AVG,CHL
268-49,-129.855625,20.27,0.5047,0.251315773
401-29,-55.710625,15.5195074,0.384,0.514023721
404-61,-3603.196875,18.178674,0.4188,0.414261043
245-45,-1568.76375,18.53,0.5319,0.12000604
300-53,-1777.901875,17.43,0.3256,0.189186364
315-45,-2170.539103,13.51,0.2286,0.425264388
316-1,-3045.73375,8.78,0.3718,0.221560568
305-69,-66.23875,13.2,0.1784,0.541331828
322-77,-56.8675,15.36,0.5025,0.204457223
330-25,-95.319375,17.86,0.202,0.169184968
333-1,-49.950625,23.9140211,0.2184,0.219548449
139-85,0.1121,(null),0.295,(null)
150-1,-3666.880206,4.0669383,0.1172,(null)
149-60,0.1121,(null),0.1243,(null)
325-77,-4385.675,18.45,0.3447,0.126798555
268-73,-63.01,18.73,0.1178,0.46887657
141-69,0.1121,(null),0.1406,(null)
221-46,0.1121,13.07,0.365,0.226144403
147-2,0.1121,4.13,0.1979,0.107327968
156-16,0.1121,4.21,0.3764,0.143517464
156-25,0.1121,3.76,0.1499,0.129196748
158-44,0.1121,1.16,0.4054,0.178295001
163-82,0.1121,9.84,0.1666,0.170846015
165-70,-4221.249119,10.53,0.2324,0.309646994
167-52,0.1121,14.16,0.1999,0.797246814
51-17,-460.2919313,22.85,0.3007,0.312504381
18-53,-731.502175,23.63,0.1465,0.567180157
53-37,-4693.681175,13.1,0.1934,0.199754223
83-85,0.1121,18.42,0.3605,0.521420002
88-11,0.1121,3.52,0.1878,0.137879744
91-43,-3059.12365,2.56,0.1509,0.124387078
114-25,-5156.644425,19.95,0.1402,0.109109744
127-13,-2572.978106,16.16,0.338,0.19171001
309-29,-92.09375,21.47,0.0954,0.483965755
309-37,-477.2556,22.24,0.0941,0.946809411
307-57,-1610.509375,15.31,0.2739,0.25428313
408-41,-5564.15875,15.805063,0.7162,0.158736452
142-33,0.1121,(null),0.183,(null)
170-53,-5482.534169,17.97,0.2531,0.147687599
164-65,-4187.402831,3.1,0.1444,(null)
189-69,0.1121,14.68,0.1576,0.249339864
189-129,-1593.211344,17.68,0.1524,0.249371096
213-101,-64.41625,15.21,0.2183,0.309343278
220-50,-4338.398581,0.75,0.2385,(null)
149-39,-3068.931644,6.1966604,0.1098,(null)
149-27,-3288.609419,7.7754104,0.1212,(null)
150-4,-3729.363644,4.0316605,0.1222,(null)
141-81,-4385.376788,7.0602715,0.1235,(null)
3-29,-866.6305125,19.01,0.2085,0.517225385
5-4,0.1121,(null),0.1757,(null)
8-82,-55.7875,15.5379102,0.384,(null)
12-53,-1765.7537,23.2,0.1415,0.131168395
63-25,-370.86945,24.56,0.1131,0.567844629
81-5,-3.8543625,18.98,0.4725,0.162696332
14-5,0.1121,26.5,0.1685,0.071557865
67-17,-94.144825,13.93,0.1443,0.211807787
18-17,0.1121,26.59,0.2382,0.1573053
79-1,0.1121,16.8,0.2786,0.590614736
19-5,-900.8336938,23.3,0.4541,0.18952252
192-29,-4829.569225,14.84,0.1471,0.263626426
86-54,0.1121,8.95,0.1644,0.135233164
88-7,0.1121,3.37,0.1575,0.140885338
82-77,-775.0914563,24.29,0.4493,0.193495855
100-73,-59.137225,15.73,0.2425,0.443111539
145-37,0.1121,0.9,0.1392,0.116215676
144-17,-3140.738213,4.71,0.1354,0.129415289
144-44,-3695.3627,4.13,0.1455,0.114047885
158-26,0.1121,2.16,0.1434,0.199588358
158-70,0.1121,0.78,0.1586,0.36674729
160-7,-4479.300088,2.77,0.1367,0.125476226
160-72,0.1121,4.32,0.1822,0.213943899
160-84,-4428.960981,4.79,0.1641,0.132560834
167-24,-2003.557669,12.11,0.2944,0.279351681
184-29,-1065.309731,20.65,0.1568,0.247276232
164-50,0.1121,3.53,0.2879,0.191490352
162-78,0.1121,9.45,0.1898,0.205408052
207-17,-1876.44375,10.74,0.157,0.193340406
206-1,-75.913125,21.33,0.3468,0.389727145
220-22,-4469.799569,1.01,0.4616,0.171968773
219-53,-4201.53625,3.23,0.1499,(null)
304-45,-145.691875,20.45,0.1244,0.333556831
384-9,-53.269375,22.4157573,0.341,0.45980671
299-1,-64.894375,15.4,0.5567,0.810919166
398-73,-22.39196875,29.0738821,0.4763,0.161094382
349-1,-74.17125,11.99,0.4461,0.567392945
271-5,-70.4,25.3,0.2657,0.209976226
362-9,-225.046875,25.85,0.3063,0.079515159
358-17,-162.295625,20.9808268,0.3822,0.446786016
321-47,0.1121,10.2,0.3979,0.233841449
321-73,-3968.274375,9.19,0.2481,0.21643737
239-53,-22.665,27.62,0.427,0.389658332
315-8,-4368.542,11.87,0.2685,0.374612212
336-9,-4832.990625,11.8385353,0.2975,0.167889759
322-53,-262.10375,17.22,0.1464,0.640158057
306-45,-126.090625,14.28,0.3731,0.261457384
359-1,-3634.708125,12.58,0.2513,0.311432749
69-61,-1282.091144,19.8817296,0.2942,(null)
139-30,-4484.716169,2.606105,0.3133,(null)
140-62,-4233.895581,4.8505493,0.1418,(null)
140-45,-3915.761588,3.9112438,0.1525,(null)
141-48,0.1121,(null),0.1532,(null)
344-9,-1046.08,17.03,0.1744,0.338412136
221-54,0.1121,12.34,0.1161,0.216399491
147-71,-3529.794488,8.48,0.2388,0.155148625
155-21,-2685.949594,6.02,0.2025,0.23263976
157-24,-4637.679381,2.87,0.2685,0.123573393
161-32,-4163.187113,5.64,0.2948,0.146659613
3-73,-692.5639,18.34,0.1968,0.321296543
2-97,-33.68900625,14.32,0.1573,0.415273309
66-13,-482.8340625,21.99,0.2376,0.227263391
16-9,-1159.725331,24.05,0.4828,0.130308822
88-27,0.1121,2.86,0.136,0.164152414
93-53,0.1121,9.13,0.1355,0.272490621
64-9,-445.9859125,25.85,0.1429,0.239712954
120-29,-4163.751225,16,0.1285,0.280042499
265-25,-5353.62375,15.7486047,0.2934,0.19966051
316-19,0.1121,9.2283124,0.374,0.13484098
316-66,-4377.911225,11.5322853,0.5894,0.149979919
322-1,-126.311875,21.21,0.1484,0.175554663
142-67,0.1121,(null),0.2097,(null)
142-55,0.1121,(null),0.1811,(null)
142-54,0.1121,(null),0.1865,(null)
187-9,0.1121,13.01,0.1652,0.282034069
164-47,0.1121,3.67,0.192,0.217434928
189-49,0.1121,16,0.1632,0.205655873
182-17,-4597.5907,18.83,0.2338,0.099563934
213-45,-112.996875,16.29,0.3447,0.971871436
212-1,-73.720625,15.4777019,0.1469,0.48009935
402-25,-3635.691875,15.2958963,0.7216,0.337602049
149-4,0.1121,(null),0.1541,(null)
143-57,-3477.648281,7.1849243,0.1154,(null)
139-65,0.1121,(null),0.2473,(null)
141-63,-4383.907188,6.6114521,0.1515,(null)
13-1,-368.0986188,21.44,0.775,0.229903892
191-29,0.1121,14,0.5308,(null)
51-37,-934.6595563,20.77,0.1347,0.511293769
76-45,-597.1834625,17.26,0.184,0.226359516
43-53,-1488.157419,23.36,0.1254,0.165862069
77-25,-3008.463281,21.55,0.242,0.155448809
19-85,-44.17475,18.39,0.3605,0.548279226
52-13,0.1121,14.37,0.1786,0.315611094
86-31,0.1121,10.08,0.529,0.126742676
86-76,0.1121,7.06,0.2124,0.294124365
87-42,-4496.665681,5.44,0.195,0.333626091
92-6,-3259.5952,3.93,0.1491,0.109638102
128-9,-4630.079675,16.02,0.6052,0.254869431
144-15,-3097.472188,4.84,0.1898,0.131016418
144-82,0.1121,2.84,0.2119,0.138568237
157-9,-4341.5788,4.14,0.199,0.130194858
157-40,0.1121,2.62,0.1293,0.146414295
159-58,0.1121,2.02,0.3596,(null)
160-21,-4415.715731,2.86,0.204,0.179805785
165-3,-2544.505169,13.83,0.1466,0.517003477
208-46,0.1121,13.02,0.1846,(null)
191-53,0.1121,14.32,0.1797,0.149731174
216-4,0.1121,9.12,0.25,0.197715342
215-30,-4589.064081,10.07,0.3193,0.3091923
219-10,-4410.975781,4.48,0.1691,0.177506849
219-42,-4302.332763,3.51,0.3586,0.147224426
308-1,-5241.315,15.4,0.2651,0.277472675
385-5,-138.945625,20.2838129,0.1918,0.300323725
367-37,-4648.44625,17.3,0.1745,0.100254864
242-9,-28.458125,26.44,0.2978,0.323845744
268-65,-89.4825,19.89,0.2199,0.265880466
398-21,-57.306875,24.2640211,0.2909,0.706687748
402-1,-117.193125,15.501938,0.2116,0.452655613
400-21,-156.818125,22.3072156,0.1499,0.284883916
403-17,-5547.96375,15.8949241,0.1714,0.189364627
350-69,-66.760625,19.17,0.1515,0.285268217
321-23,-4712.911006,11.53,0.4201,(null)
321-78,-3951.992781,8.77,0.3951,0.175251216
316-7,0.1121,8.3276687,0.222,0.104712993
322-41,-110.851875,19.46,0.1662,0.388192803
306-17,-69.99125,13.81,0.35,0.306191355
330-77,-27.46,20.38,0.4589,0.665641844
339-37,-54.49,24.8807572,0.3539,0.585023046
139-26,-4509.41135,2.5500633,0.2586,(null)
143-7,0.1121,(null),0.2256,(null)
140-84,0.1121,(null),0.1376,(null)
392-81,-630.855625,21.4972156,0.239,0.263542891
221-44,0.1121,13.14,0.1246,0.234494343
221-68,0.1121,11.92,0.1457,0.189219892
221-73,0.1121,11.56,0.2257,0.152878165
324-13,-32.3125,18.78,0.7848,0.28794089
324-77,-4403.4575,16.95,0.4572,0.079456955
136-33,-52.15635625,16.2,0.5467,0.151926339
157-34,-4696.815006,2.84,0.1176,0.132029578
157-55,0.1121,2.66,0.2347,0.14360109
159-83,0.1121,2.26,0.2137,0.265971124
161-12,-4326.36695,5.34,0.1671,(null)
167-4,0.1121,11.46,0.4157,(null)
2-64,0.1121,(null),0.6327,(null)
18-33,-1231.619425,25.56,0.178,0.500000834
18-38,-148.79625,22.3263823,0.1613,(null)
68-65,-913.818325,14.95,0.2182,0.471730709
75-21,-2680.392919,13.43,0.1116,1.250277877
12-41,-1282.299513,22.18,0.1346,0.187571928
52-29,0.1121,14.22,0.4431,0.24288784
94-12,0.1121,11.36,0.1545,0.195924819
192-25,-4866.54335,14.91,0.1517,(null)
83-81,-38.07921875,18.75,0.2682,0.374325156
86-20,0.1121,10.92,0.2038,0.152184471
86-27,0.1121,10.1,0.3376,0.097192645
87-61,0.1121,4.67,0.1669,0.176490828
88-17,0.1121,3.13,0.1967,0.147752881
91-2,0.1121,1.61,0.1505,0.179151192
92-7,-3270.100381,3.8,0.163,0.111985967
126-1,-1307.495713,16.55,0.1247,0.27029267
245-25,-104.065625,18.86,0.1058,0.113186851
307-41,-1735.410625,15.44,0.1679,0.288154006
245-69,-2814.3225,19.37,0.6617,0.115397729
301-5,-1759.035625,25.22,0.196,0.085406549
330-69,-56.486875,17.85,0.1883,0.209426567
166-24,0.1121,2.91,0.2391,0.14667137
170-77,0.1121,18.8,0.4111,0.145845011
165-5,-2793.471819,13.76,0.3357,0.448138058
208-2,0.1121,9.79,0.4201,0.282215774
215-9,-3809.76755,11.75,0.2668,0.394996762
220-4,-4454.056106,1.53,0.105,0.198025823
220-24,-4470.639494,1.1,0.3067,0.165555984
220-70,-4421.418163,-0.44,0.4398,0.139293596
140-14,-4163.618344,3.0867994,0.1898,(null)
328-49,-110.0359756,22.57,0.25,0.257183373
73-5,-1306.688588,16.9,0.2053,0.818331718
12-10,-169.935,23.2157573,0.25,(null)
67-10,0.1121,14.01,0.4962,0.46540916
67-12,0.1121,13.82,0.152,0.331694305
19-77,-48.90684375,18.03,0.1817,0.761090279
87-48,-4584.798669,5.38,0.1934,0.160179198
87-49,-4596.143463,5.23,0.1789,0.12102405
87-72,0.1121,4.69,0.3101,0.182434469
88-1,0.1121,3.25,0.408,0.159173697
92-3,-3207.072138,3.49,0.2247,0.27002725
98-5,-729.5422,23.72,0.1464,0.359293967
147-49,0.1121,7.07,0.3537,0.109061897
157-30,-4681.483544,2.78,0.7383,0.135423541
158-64,0.1121,0.71,0.412,0.302398324
159-62,0.1121,1.91,0.7763,0.069682673
165-69,-4254.94665,10.58,0.1834,0.303425431
169-37,-2816.271638,15.68,0.3778,0.439365
183-5,0.1121,19.83,0.5066,0.111820273
170-45,-5510.063938,17.6,0.2307,0.198638722
165-42,-4627.690006,10.48,0.4016,0.289596885
207-58,0.1121,9.66,0.4201,0.282215774
208-6,0.1121,9.99,0.3262,(null)
215-7,-3549.440475,11.53,0.3963,0.374832541
215-21,0.1121,9.98,0.217,0.323046595
219-21,-4415.8903,3.72,0.2647,0.151762217
219-45,-4258.329331,3.46,0.2221,0.156429052
219-65,-4206.178438,1.83,0.5133,0.143986464
219-81,-4407.756531,2.63,0.1636,0.1780743
221-42,0.1121,13.19,0.6841,0.210064009
385-25,-3669.250625,19.8417296,0.2022,0.337213159
332-65,-132.914375,23,0.2396,0.243936822
332-77,-130.094375,23.5,0.5705,0.589349627
392-9,-4093.735,16.704438,0.2525,0.284312844
271-29,-141.419375,25.5,0.6464,0.156221807
350-17,-93.194375,17.81,0.4907,0.234166473
350-37,-110.78625,17.85,0.3641,0.249317378
362-17,-72.731875,24.4790906,0.3304,0.225684047
362-33,-194.024375,23.2533267,0.25,0.123234563
298-53,-439.891875,16.83,0.4064,0.20252195
316-29,-3237.292073,10.11,0.2198,0.192786366
330-5,-73.255,19.5,0.4038,0.151920512
354-33,-49.954375,24.3626322,0.5161,0.329338044
139-63,0.1121,(null),0.2954,(null)
148-22,0.1121,(null),0.4572,(null)
140-34,0.1121,(null),0.1674,(null)
141-4,-4320.959806,5.6223549,0.1378,(null)
146-74,-3692.876788,3.84,0.1396,0.115248024
147-62,0.1121,8.22,0.1306,0.121216729
160-69,-4362.106344,3.73,0.177,0.205925062
161-28,-4110.17415,5.35,0.3516,0.128262967
164-16,-4274.794156,5.12,0.1389,(null)
167-42,0.1121,12.7,0.1864,0.271134734
18-49,-672.2177625,23.4,0.4493,0.579537511
51-49,-1818.303138,20.15,0.1593,0.497560084
83-70,-72.226875,15.736938,0.1433,(null)
91-9,0.1121,1.98,0.1498,0.155072078
146-18,0.1121,2.33,0.125,0.165362433
146-20,0.1121,2.29,0.2804,0.115099192
245-5,-34.738125,20.74,0.1913,0.238519132
311-41,-45.3575,23.6686739,0.2924,0.1458323
300-45,-1534.525,17.44,0.3375,0.184318855
142-32,0.1121,(null),0.1768,(null)
142-2,-4212.008519,7.4224937,0.1829,(null)
149-31,-3254.501675,7.1091604,0.117,(null)
164-69,0.1121,2.8,0.1861,0.145860881
207-68,0.1121,9.4,0.3345,(null)
208-32,0.1121,10.98,0.1492,0.23524335
209-83,0.1121,0.64,0.3016,0.106154948
149-21,-3397.620413,8.4529104,0.1218,(null)
139-16,0.1121,2.6493688,0.2761,(null)
139-36,-4416.43285,2.6260355,0.2344,(null)
141-30,-4184.136625,5.9093688,0.1456,(null)
63-5,-158.8512063,24.22,0.3626,0.239264533
209-39,0.1121,2.24,0.3505,0.160175443
1-6,-98.81625,22.5138823,0.4884,(null)
15-9,-1154.81875,22.42,1.3054,0.146715015
45-49,-47.1238125,15.55,0.2809,0.493978769
88-13,0.1121,3.32,0.1565,0.109015979
91-24,0.1121,2.34,0.1162,0.197313353
91-25,0.1121,2.33,0.1367,0.14589265
92-13,-3340.113325,4.97,0.158,0.109695584
92-46,0.1121,8.41,0.2415,0.112801753
100-45,-1668.906838,18.34,0.1889,0.221764416
147-77,0.1121,9.7,0.1428,0.14349483
157-14,-4482.807475,3.71,0.1483,0.191181004
161-4,-4390.9456,5.2,0.159,0.112817883
163-37,0.1121,10.11,0.1417,0.284106255
163-48,0.1121,9.52,0.261,0.137937188
166-67,0.1121,3.15,0.3412,0.101754464
169-17,-574.2634875,16.01,0.2193,0.465433002
162-3,-4271.258306,6.67,0.3493,0.152802452
162-27,0.1121,7.81,0.2116,0.186195567
191-33,0.1121,14.02,0.179,0.129349604
209-20,0.1121,2.47,0.1663,0.103365667
216-42,-3467.029738,7.13,0.0972,0.187240347
220-1,-4456.384206,1.54,0.4918,(null)
220-81,-4487.866881,-0.29,0.4338,(null)
219-80,-4393.091813,2.76,0.1673,0.179726258
221-13,0.1121,14.79,0.3787,0.336073995
362-65,-75.904375,22.3256878,0.0839,0.145996109
367-85,-135.9625,19.12,0.1307,0.133949861
401-17,-75.04875,15.7593685,0.3991,0.320923299
398-61,-53.08414634,24.6350628,0.3713,0.396323025
271-77,-214.4075,23.3,0.4888,0.376803398
296-45,-234.383125,26.69,0.3526,0.102056593
240-25,-315.2525,26.28,0.3307,0.332185179
321-38,-4614.972831,10.1,0.3428,0.240621939
316-50,-4206.568094,11.1824936,0.3786,0.133586273
336-45,-2841.759375,13.1961047,0.1748,0.341076374
408-13,-5404.40375,16.2457574,0.5582,0.155549139
408-49,-5519.531875,15.9655491,0.3857,0.418600112
359-41,-4489.445625,11.04,0.1839,0.316395819
139-42,-4318.085413,2.5869383,0.2265,(null)
148-73,-4416.532525,11.2757575,0.2088,(null)
142-86,0.1121,(null),0.3178,(null)
140-52,-3986.648681,4.5688132,0.214,(null)
141-70,-4366.159219,6.4686743,0.1475,(null)
141-45,0.1121,(null),0.1287,(null)
147-29,-2860.516719,5.55,0.1513,0.127267659
136-21,-762.5145688,17.18,0.2251,0.247906715
157-8,-4291.9127,4.26,0.1231,0.207207397
157-10,-4383.253594,4.05,0.1683,0.147033378
159-78,0.1121,2.1,0.3492,0.293135375
163-89,0.1121,8.92,0.2528,0.155135885
163-91,0.1121,9.02,0.2272,0.140645474
8-1,-322.0454,18.82,0.3262,0.672160625
61-25,-387.8908938,24.19,0.1554,0.150917098
83-1,0.1121,23.06,0.2143,0.154233903
83-34,-3359.2975,19.6252712,0.6015,(null)
116-5,0.1121,18.7,0.4053,0.11271847
298-5,-145.715,21.92,0.2429,0.256047219
239-37,-22.12115,28.86,0.7816,0.349523574
300-17,-89.536875,17.66,0.2994,0.250879586
300-37,-1763.699375,18.05,0.3914,0.184273511
305-41,-98.50625,16.09,0.1103,1.4503088
269-37,-125.365625,17.04,0.2023,0.222341672
164-54,0.1121,3.11,0.4015,0.217520341
163-4,0.1121,11.2,0.4602,0.475659966
209-78,0.1121,0.72,0.4534,0.150292546
213-25,-3182.96125,17.47,0.1301,0.317035437
220-15,-4469.804506,1.39,0.2658,0.128915831
220-31,-4420.063894,0.63,0.2632,0.193903595
346-21,-2866.4025,18.19,0.2009,0.258539319
403-49,-5544.04,15.9561741,0.4118,0.18922022
143-30,0.1121,(null),0.2047,(null)
150-82,0.1121,1.1405494,0.1235,(null)
142-49,0.1121,(null),0.1875,(null)
5-13,-562.8339563,21.08,0.1878,0.224517748
45-33,-908.0316313,16.19,0.6327,0.394960701
398-37,-41.505,24.4274934,0.3408,0.34621197
7-2,-49.15125,22.8880489,0.3319,(null)
177-21,-2317.209469,21.95,0.2536,0.239359036
77-22,-4013.280625,20.1824934,0.3566,(null)
77-85,-45.271825,17.35,0.1243,0.472713679
6-5,-770.92545,17.24,0.5284,0.27799809
61-17,-367.567725,23.03,0.1356,0.184322774
12-25,-916.5128938,24.7,0.1502,0.403950423
74-17,-999.1406063,14.86,0.2606,0.710464299
73-13,-462.0533313,15.45,0.1478,0.902429104
52-45,0.1121,14.33,0.2217,0.433954537
94-13,0.1121,11.37,0.2007,0.228691131
94-17,0.1121,11.06,0.1312,0.171856627
187-53,-745.0993766,14.34,0.148,0.248913527
118-29,-5528.026463,16.78,0.1351,0.272809774
100-26,-4139.7725,20.1916601,0.1186,(null)
100-54,-564.423125,17.4940213,0.1284,(null)
108-89,-40.63635625,12.65,0.1982,0.669167459
146-14,0.1121,2.28,0.2928,0.264160454
147-44,-3174.456888,6.48,0.1688,0.145365611
160-68,-4357.426681,3.73,0.1761,0.19377844
155-18,0.1121,6.19,0.375,0.226299047
163-69,0.1121,9.8,0.4529,0.216048807
165-26,-2507.299656,11.36,0.2402,0.455419868
165-28,-2557.766838,10.98,0.4795,0.347886831
165-49,-4653.652406,10.52,0.1621,0.221034899
207-15,-1183.707444,11.49,0.172,(null)
208-29,0.1121,11.18,0.1707,(null)
189-141,-2339.524581,16.15,0.1869,0.295571446
209-7,0.1121,2.18,0.1569,0.090651378
209-11,0.1121,2.3,0.4071,0.138947606
216-13,0.1121,8.54,0.2756,0.183433354
216-33,0.1121,7.92,0.2568,0.169507086
215-51,-4371.643388,9.7,0.0963,0.323365152
221-22,0.1121,14.28,0.1253,0.361483246
308-25,-4693.4025,15.07,0.2415,0.410746068
366-33,-2434.859375,16.11,0.5464,0.106911503
366-69,-5114.075,17.15,0.1394,0.121547148
367-13,-4874.304375,16.52,0.0923,0.148097709
323-29,-131.3725,16.5,0.347,0.200812921
268-29,-2770.8,22.89,0.2092,0.169573739
350-5,-1783.6175,15.66,0.2627,0.230868056
350-49,-142.510625,18.32,0.32,0.250654608
321-53,-4371.127564,9.27,0.1787,0.2337569
316-22,0.1121,9.3749206,0.2393,(null)
302-53,-88.920625,21.5,0.1967,0.426808149
316-64,-4338.349838,11.4523548,0.1816,0.168844655
336-37,-2312.334375,12.4629103,0.2609,0.186178625
348-53,-362.68375,13.28,0.5449,0.538830161
296-25,-1611.771875,26.2,0.4203,0.115552574
324-37,-379.435,17.16,0.2302,0.093216121
139-74,0.1121,(null),0.2967,(null)
150-17,-4056.63525,4.2351327,0,(null)
142-27,0.1121,(null),0.1574,(null)
149-33,-3220.222425,6.8050632,0.186,(null)
254-37,-120.22375,22.2554795,0.1072,0.145735264
299-5,-72.310625,15.31,0.2435,0.645347774
140-46,-3915.769394,3.9835355,0.147,(null)
141-40,0.1121,(null),0.1184,(null)
325-37,-4852.828125,18.32,0.1046,0.083197951
147-36,-2935.224363,5.96,0.1407,0.12582767
145-16,0.1121,1.85,0.1405,0.165178001
158-20,-4578.878875,2.1,0.4227,0.197007075
158-52,0.1121,0.5,0.2424,0.287770957
160-89,0.1121,5.29,0.1707,0.123333201
51-2,-61.419375,22.8913823,0.1586,(null)
62-13,-203.8081438,24.59,0.6458,0.15590094
192-9,0.1121,14.68,0.1713,(null)
83-9,-1156.979513,22.59,0.5911,0.130186841
83-45,-1326.311913,20.56,0.1614,0.149825782
86-18,0.1121,10.99,0.283,0.145608634
88-18,0.1121,3.15,0.2913,0.149891794
89-40,0.1121,6.85,0.1376,0.088493735
91-11,0.1121,2.13,0.1472,0.128679901
91-26,0.1121,2.33,0.1071,0.119827189
91-28,0.1121,2.37,0.2518,0.134820521
142-75,0.1121,(null),0.2294,(null)
165-6,-2897.849106,13.79,0.3083,0.445793599
165-16,-3003.954825,13.63,0.1488,(null)
207-79,0.1121,9.26,0.3807,(null)
216-25,0.1121,7.24,0.155,0.1775233
213-41,-129.926875,16.93,0.1662,0.746525884
219-12,-4410.549406,4.44,0.1938,0.174356103
220-36,-4361.372888,0.84,0.4192,0.209527612
149-28,-3280.763969,7.614091,0.1207,(null)
141-39,0.1121,(null),0.1149,(null)
141-5,-4315.719556,5.6213132,0.147,(null)
141-85,-4322.176194,7.2807576,0.1804,(null)
15-38,-1959.515625,19.3272851,0.1437,(null)
3-41,-1484.308881,19.63,0.1725,0.300924242
67-11,0.1121,13.73,0.4728,0.388030022
98-26,-81.26625,22.5517295,0.2979,(null)
100-22,-3271.15375,20.5899934,0.338825014,(null)
100-30,-3650.425625,20.4299934,0.357089683,(null)
100-34,-3232.309375,19.4199935,0.37084619,(null)
108-2,-149.895,20.6999934,0.420246174,(null)
112-41,-114.50375,16.1899935,0.444714409,0.414172947
112-53,-47.08875,15.8099935,0.422171096,0.363788933
12-74,-123.265,22.1099934,0.417232919,(null)
136-18,-2237.578125,16.5699935,0.382178073,(null)
13-10,-391.461875,20.8399934,0.198410616,(null)
14-30,-95.44,22.1249934,0.202590568,(null)
14-6,-168.759375,23.5249934,0.153959039,(null)
14-86,-157.504375,21.1599934,0.30015846,(null)
15-14,-864.664375,20.2499934,0.179552451,(null)
15-66,-325.1875,16.0199935,0.249721117,(null)
19-14,-1226.291875,20.0399935,0.262167101,(null)
19-38,-719.49875,19.2199935,0.314267917,(null)
1-22,-626.461875,22.3099934,0.390534957,(null)
1-31,-1098.6925,22.0499934,0.343413011,(null)
2-102,-59.72,15.7299935,0.6010963,(null)
2-38,-1613.25,19.2099935,0.42507469,(null)
2-6,-199.170625,21.0599934,0.382973825,(null)
2-98,-74.14375,15.3599936,0.563287247,(null)
389-53,-4373.64125,11.6799936,0.34860284,0.223747984
3-10,-149.028125,23.7899934,0.295785449,(null)
3-34,-99.3025,22.4699934,0.405974799,(null)
3-74,-133.73,21.8299934,0.513525603,(null)
4-22,-3970.0575,20.9299934,0.558206323,(null)
51-38,-112.829375,22.2499934,0.419284301,(null)
5-14,-112.6425,23.2999934,0.277832635,(null)
