NRS_CODE,SAMPLE,STATION,LATITUDE,LONGITUDE,SAMPLEDATE
ESP20090917,1125,Esperance,-33.93333,121.85,2009-09-17 09:40:00
MAI20110531,1357,Maria Island,-42.59667,148.23333,2011-05-31 11:38:00
YON20110527,1345,Yongala,-19.30847,147.61842,2011-05-27 10:50:00
YON20110616,1346,Yongala,-19.30847,147.61842,2011-06-16 11:25:00
YON20120112,1400,Yongala,-19.30847,147.61842,2012-01-12 11:30:00
MAI20120222,1407,Maria Island,-42.59667,148.23333,2012-02-22 11:00:00
DAR20120114_21:30,1402,Darwin,-12.4,130.76805,2012-01-15 07:00:00
DAR20121209_03:00,1484,Darwin,-12.4,130.76805,2012-12-09 12:30:00
PHB20130319,3077,Port Hacking,-34.11923,151.22667,2013-03-20 09:27:00
KAI20130423,1779,Kangaroo Island,-35.83217,136.44733,2013-04-23 13:16:00
ESP20130725,3089,Esperance,-33.93333,121.85,2013-07-25 09:57:00
PHB20131027,5518,Port Hacking,-34.11923,151.22667,2013-10-28 10:17:00
MAI20140619,5526,Maria Island,-42.59667,148.23333,2014-06-19 11:30:00
MAI20140703,5529,Maria Island,-42.59667,148.23333,2014-07-03 11:30:00
ROT20140919,6709,Rottnest Island,-32,115.41667,2014-09-19 12:57:00
KAI20150224,7569,Kangaroo Island,-35.83217,136.44733,2015-02-25 08:55:00
PHB20150630,7978,Port Hacking,-34.11923,151.22667,2015-06-30 11:11:00
MAI20110223,1308,Maria Island,-42.59667,148.23333,2011-02-23 11:15:00
NSI20110220,1300,North Stradbroke,-27.345,153.562,2011-02-21 09:40:00
NSI20111220,1365,North Stradbroke,-27.345,153.562,2011-12-21 09:15:00
KAI20120215,1415,Kangaroo Island,-35.83217,136.44733,2012-02-15 11:50:00
PHB20120917,1544,Port Hacking,-34.11923,151.22667,2012-09-18 09:38:00
MAI20120119,1406,Maria Island,-42.59667,148.23333,2012-01-19 12:00:00
MAI20120621,1449,Maria Island,-42.59667,148.23333,2012-06-21 11:00:00
ROT20110527,1388,Rottnest Island,-32,115.41667,2011-05-27 09:35:00
MAI20130611,3137,Maria Island,-42.59667,148.23333,2013-06-11 11:55:00
MAI20130924,3143,Maria Island,-42.59667,148.23333,2013-09-24 11:40:00
PHB20130227,3310,Port Hacking,-34.11923,151.22667,2013-02-28 08:03:00
YON20130131,1785,Yongala,-19.30847,147.61842,2013-01-31 10:15:00
MAI20131217,3448,Maria Island,-42.59667,148.23333,2013-12-17 11:05:00
NSI20140404,5445,North Stradbroke,-27.345,153.562,2014-04-04 10:45:00
NSI20141020,5648,North Stradbroke,-27.345,153.562,2014-10-20 10:45:00
KAI20110427,1312,Kangaroo Island,-35.83217,136.44733,2011-04-28 07:35:00
YON20110811,1348,Yongala,-19.30847,147.61842,2011-08-11 11:00:00
MAI20111005,1360,Maria Island,-42.59667,148.23333,2011-10-05 12:24:00
ROT20121019,1567,Rottnest Island,-32,115.41667,2012-10-19 09:54:00
NSI20130819,3029,North Stradbroke,-27.345,153.562,2013-08-19 10:10:00
PHB20130125,3302,Port Hacking,-34.11923,151.22667,2013-01-25 10:54:00
KAI20140507,5719,Kangaroo Island,-35.83217,136.44733,2014-05-07 13:45:00
KAI20140713,6666,Kangaroo Island,-35.83217,136.44733,2014-07-13 16:13:00
PHB20141112,7138,Port Hacking,-34.11923,151.22667,2014-11-13 09:36:00
NSI20150323,7400,North Stradbroke,-27.345,153.562,2015-03-23 11:40:00
YON20150804,7940,Yongala,-19.30847,147.61842,2015-08-04 11:45:00
NSI20151027,7910,North Stradbroke,-27.345,153.562,2015-10-27 10:50:00
NSI20160412,8520,North Stradbroke,-27.345,153.562,2016-04-12 10:45:00
ROT20160502,9023,Rottnest Island,-32,115.41667,2016-05-02 09:44:00
PHB20160615,9346,Port Hacking,-34.11923,151.22667,2016-06-15 11:06:00
DAR20160724_0730,9241,Darwin,-12.4,130.76805,2016-07-24 17:00:00
ROT20151215,8338,Rottnest Island,-32,115.41667,2015-12-15 08:22:00
NSI20170829,10149,North Stradbroke,-27.345,153.562,2017-08-29 11:50:00
PHB20161030,9577,Port Hacking,-34.11923,151.22667,2016-10-31 09:35:00
PHB20180123,10756,Port Hacking,-34.11923,151.22667,2018-01-24 09:41:00
KAI20160915,9271,Kangaroo Island,-35.83217,136.44733,2016-09-15 11:18:00
YON20161012,9472,Yongala,-19.30847,147.61842,2016-10-12 10:26:00
YON20170426,10100,Yongala,-19.30847,147.61842,2017-04-26 10:20:00
ROT20170523,10037,Rottnest Island,-32,115.41667,2017-05-23 09:53:00
MAI20180301,10631,Maria Island,-42.59667,148.23333,2018-03-02 09:30:00
ROT20170914,10347,Rottnest Island,-32,115.41667,2017-09-14 09:45:00
ROT20170303,9746,Rottnest Island,-32,115.41667,2017-03-03 10:30:00
KAI20170518,9914,Kangaroo Island,-35.83217,136.44733,2017-05-18 11:15:00
YON20180621,11323,Yongala,-19.30847,147.61842,2018-06-21 11:30:00
YON20180927,11212,Yongala,-19.30847,147.61842,2018-09-27 10:52:00
PHB20190923,12364,Port Hacking,-34.11923,151.22667,2019-09-24 09:36:00
PHB20180528,11040,Port Hacking,-34.11923,151.22667,2018-05-29 09:50:00
KAI20190514,12024,Kangaroo Island,-35.83217,136.44733,2019-05-14 15:35:00
PHB20181218,11596,Port Hacking,-34.11923,151.22667,2018-12-19 09:40:00
MAI20191210,12652,Maria Island,-42.59667,148.23333,2019-12-11 09:30:00
MAI20180605,10954,Maria Island,-42.59667,148.23333,2018-06-06 09:30:00
ROT20180719,11094,Rottnest Island,-32,115.41667,2018-07-19 09:35:00
ROT20180831,11437,Rottnest Island,-32,115.41667,2018-08-31 10:07:00
ROT20180921,11295,Rottnest Island,-32,115.41667,2018-09-21 09:27:00
ROT20191011,12555,Rottnest Island,-32,115.41667,2019-10-11 10:07:00
DAR20200203_2130,12732,Darwin,-12.4,130.76805,2020-02-04 07:00:00
NSI20090916,1106,North Stradbroke,-27.345,153.562,2009-09-17 08:30:00
YON20091215,1132,Yongala,-19.30847,147.61842,2009-12-15 11:25:00
YON20100224,1223,Yongala,-19.30847,147.61842,2010-02-24 10:58:00
PHB20100908,1253,Port Hacking,-34.11923,151.22667,2010-09-09 09:30:00
PHB20090623,1101,Port Hacking,-34.11923,151.22667,2009-06-24 09:10:00
ROT20091222,1126,Rottnest Island,-32,115.41667,2009-12-22 10:00:00
MAI20100505,1219,Maria Island,-42.59667,148.23333,2010-05-05 11:30:00
PHB20090223,1072,Port Hacking,-34.11923,151.22667,2009-02-24 09:27:00
ROT20100617,1234,Rottnest Island,-32,115.41667,2010-06-17 10:05:00
YON20110118,1294,Yongala,-19.30847,147.61842,2011-01-18 11:30:00
PHB20110228,1288,Port Hacking,-34.11923,151.22667,2011-03-01 09:30:00
PHB20110329,1313,Port Hacking,-34.11923,151.22667,2011-03-30 09:33:00
NSI20110727,1332,North Stradbroke,-27.345,153.562,2011-07-28 09:30:00
PHB20110914,1362,Port Hacking,-34.11923,151.22667,2011-09-15 09:43:00
ROT20121219,3230,Rottnest Island,-32,115.41667,2012-12-19 11:48:00
NIN20120827,1725,Ningaloo,-21.99,113.779,2012-08-27 08:05:00
PHB20130611,4913,Port Hacking,-34.11923,151.22667,2013-06-12 09:55:00
PHB20130514,3083,Port Hacking,-34.11923,151.22667,2013-05-15 09:40:00
ROT20130712,3113,Rottnest Island,-32,115.41667,2013-07-12 12:35:00
KAI20130827,3275,Kangaroo Island,-35.83217,136.44733,2013-08-28 08:55:00
DAR20130916,3041,Darwin,-12.4,130.76805,2013-09-16 11:26:00
DAR20140117_19:50,4912,Darwin,-12.4,130.76805,2014-01-18 05:20:00
PHB20140317,5493,Port Hacking,-34.11923,151.22667,2014-03-18 09:48:00
YON20140624,5887,Yongala,-19.30847,147.61842,2014-06-24 10:53:00
YON20140717,5901,Yongala,-19.30847,147.61842,2014-07-17 10:28:00
YON20150119,7539,Yongala,-19.30847,147.61842,2015-01-19 11:25:00
MAI20151118,7878,Maria Island,-42.59667,148.23333,2015-11-19 10:45:00
YON20110217,1292,Yongala,-19.30847,147.61842,2011-02-17 11:30:00
NSI20120821,1442,North Stradbroke,-27.345,153.562,2012-08-21 10:15:00
NSI20120912,1452,North Stradbroke,-27.345,153.562,2012-09-12 10:20:00
NSI20130123,1530,North Stradbroke,-27.345,153.562,2013-01-23 10:15:00
ESP20120612,1739,Esperance,-33.93333,121.85,2012-06-12 09:24:00
NSI20130326,1764,North Stradbroke,-27.345,153.562,2013-03-26 11:10:00
PHB20120628,1419,Port Hacking,-34.11923,151.22667,2012-06-28 10:00:00
PHB20121009,1541,Port Hacking,-34.11923,151.22667,2012-10-10 09:44:00
MAI20121017,1534,Maria Island,-42.59667,148.23333,2012-10-18 10:52:00
NIN20110706,1383,Ningaloo,-21.99,113.779,2011-07-06 11:04:00
ROT20110324,1325,Rottnest Island,-32,115.41667,2011-03-24 09:35:00
NIN20110501,1382,Ningaloo,-21.99,113.779,2011-05-01 08:24:00
NIN20111107,1384,Ningaloo,-21.99,113.779,2011-11-07 10:00:00
MAI20130214,3284,Maria Island,-42.59667,148.23333,2013-02-14 11:00:00
NIN20130209,1561,Ningaloo,-21.99,113.779,2013-02-09 09:22:00
NSI20140306,4909,North Stradbroke,-27.345,153.562,2014-03-06 10:15:00
YON20130719,3059,Yongala,-19.30847,147.61842,2013-07-19 11:08:00
ROT20131017,5498,Rottnest Island,-32,115.41667,2013-10-17 08:00:00
ROT20131122,4932,Rottnest Island,-32,115.41667,2013-11-22 10:26:00
MAI20140821,6576,Maria Island,-42.59667,148.23333,2014-08-21 11:50:00
YON20110414,1344,Yongala,-19.30847,147.61842,2011-04-14 11:27:00
NIN20120226,1589,Ningaloo,-21.99,113.779,2012-02-26 09:54:00
NSI20121017,1453,North Stradbroke,-27.345,153.562,2012-10-17 10:20:00
PHB20120212,1411,Port Hacking,-34.11923,151.22667,2012-02-13 10:00:00
YON20120208,1401,Yongala,-19.30847,147.61842,2012-02-08 10:49:00
ROT20140227,5516,Rottnest Island,-32,115.41667,2014-02-27 12:39:00
PHB20141021,6788,Port Hacking,-34.11923,151.22667,2014-10-22 09:30:00
ROT20150224,7307,Rottnest Island,-32,115.41667,2015-02-24 10:17:00
DAR20150316,7262,Darwin,-12.4,130.76805,2015-03-17 08:35:00
YON20150430,7646,Yongala,-19.30847,147.61842,2015-04-30 12:10:00
DAR20151117,8182,Darwin,-12.4,130.76805,2015-11-18 08:16:00
YON20150923,8077,Yongala,-19.30847,147.61842,2015-09-23 13:11:00
MAI20160303,8444,Maria Island,-42.59667,148.23333,2016-03-04 10:15:00
NSI20160318,8505,North Stradbroke,-27.345,153.562,2016-03-18 10:30:00
PHB20160201,8827,Port Hacking,-34.11923,151.22667,2016-02-02 10:52:00
YON20160321,8660,Yongala,-19.30847,147.61842,2016-03-21 10:31:00
ROT20160324,8600,Rottnest Island,-32,115.41667,2016-03-24 09:47:00
MAI20160630,8780,Maria Island,-42.59667,148.23333,2016-07-01 09:30:00
MAI20160831,8991,Maria Island,-42.59667,148.23333,2016-08-31 10:26:00
ROT20160527,8842,Rottnest Island,-32,115.41667,2016-05-27 09:30:00
PHB20151013,8262,Port Hacking,-34.11923,151.22667,2015-10-14 09:42:00
YON20151111,8231,Yongala,-19.30847,147.61842,2015-11-11 10:45:00
YON20160122,8630,Yongala,-19.30847,147.61842,2016-01-22 10:39:00
YON20160624,8947,Yongala,-19.30847,147.61842,2016-06-24 10:00:00
MAI20151216,8380,Maria Island,-42.59667,148.23333,2015-12-17 09:35:00
YON20161207,9532,Yongala,-19.30847,147.61842,2016-12-07 10:15:00
ROT20170331,10164,Rottnest Island,-32,115.41667,2017-03-31 10:24:00
MAI20170801,9929,Maria Island,-42.59667,148.23333,2017-08-01 10:01:00
PHB20170716,9990,Port Hacking,-34.11923,151.22667,2017-07-17 09:42:00
PHB20170517,9960,Port Hacking,-34.11923,151.22667,2017-05-18 09:45:00
MAI20161117,9393,Maria Island,-42.59667,148.23333,2016-11-18 09:10:00
ROT20161004,9159,Rottnest Island,-32,115.41667,2016-10-04 10:38:00
KAI20161118,9457,Kangaroo Island,-35.83217,136.44733,2016-11-18 12:45:00
PHB20161204,9592,Port Hacking,-34.11923,151.22667,2016-12-05 09:45:00
MAI20170323,9682,Maria Island,-42.59667,148.23333,2017-03-24 09:30:00
YON20170220,9562,Yongala,-19.30847,147.61842,2017-02-20 10:29:00
ROT20170428,10021,Rottnest Island,-32,115.41667,2017-04-28 09:52:00
MAI20171217,10861,Maria Island,-42.59667,148.23333,2017-12-18 09:40:00
MAI20170412,9698,Maria Island,-42.59667,148.23333,2017-04-12 10:15:00
ROT20170802,10069,Rottnest Island,-32,115.41667,2017-08-02 09:33:00
MAI20190106,11505,Maria Island,-42.59667,148.23333,2019-01-07 08:50:00
NSI20190527,11854,North Stradbroke,-27.345,153.562,2019-05-27 10:15:00
PHB20190121,11610,Port Hacking,-34.11923,151.22667,2019-01-22 09:43:00
ROT20190125,11670,Rottnest Island,-32,115.41667,2019-01-25 09:35:00
ROT20190507,11910,Rottnest Island,-32,115.41667,2019-05-07 09:40:00
NSI20191220,12669,North Stradbroke,-27.345,153.562,2019-12-20 10:20:00
PHB20180724,11081,Port Hacking,-34.11923,151.22667,2018-07-25 09:33:00
YON20180220,10729,Yongala,-19.30847,147.61842,2018-02-20 10:30:00
KAI20180307,10822,Kangaroo Island,-35.83217,136.44733,2018-03-07 12:20:00
DAR20180731_0630,11173,Darwin,-12.4,130.76805,2018-07-31 16:00:00
NSI20181115,11638,North Stradbroke,-27.345,153.562,2018-11-15 10:40:00
MAI20190624,11806,Maria Island,-42.59667,148.23333,2019-06-24 10:10:00
DAR20190529,11776,Darwin,-12.4,130.76805,2019-05-30 08:39:00
PHB20190626,11994,Port Hacking,-34.11923,151.22667,2019-06-27 09:38:00
YON20190917,12495,Yongala,-19.30847,147.61842,2019-09-17 10:10:00
PHB20191028,12603,Port Hacking,-34.11923,151.22667,2019-10-29 09:30:00
ROT20200128,12883,Rottnest Island,-32,115.41667,2020-01-28 09:39:00
PHB20090819,1103,Port Hacking,-34.11923,151.22667,2009-08-20 09:19:00
PHB20090920,1117,Port Hacking,-34.11923,151.22667,2009-09-21 09:17:00
PHB20091110,1133,Port Hacking,-34.11923,151.22667,2009-11-11 09:45:00
YON20091123,1130,Yongala,-19.30847,147.61842,2009-11-23 11:45:00
NSI20100121,1139,North Stradbroke,-27.345,153.562,2010-01-22 09:50:00
KAI20100419,1225,Kangaroo Island,-35.83217,136.44733,2010-04-20 07:00:00
PHB20101213,1255,Port Hacking,-34.11923,151.22667,2010-12-14 09:30:00
NSI20080929,1080,North Stradbroke,-27.345,153.562,2008-09-29 10:30:00
NSI20100322,1162,North Stradbroke,-27.345,153.562,2010-03-23 09:15:00
PHB20090518,1092,Port Hacking,-34.11923,151.22667,2009-05-19 09:25:00
NSI20090819,1093,North Stradbroke,-27.345,153.562,2009-08-20 08:45:00
PHB20091011,1134,Port Hacking,-34.11923,151.22667,2009-10-12 09:28:00
PHB20110420,1314,Port Hacking,-34.11923,151.22667,2011-04-21 09:36:00
MAI20110725,1358,Maria Island,-42.59667,148.23333,2011-07-25 12:15:00
PHB20110717,1350,Port Hacking,-34.11923,151.22667,2011-07-18 09:38:00
YON20110720,1347,Yongala,-19.30847,147.61842,2011-07-20 11:37:00
NSI20111116,1361,North Stradbroke,-27.345,153.562,2011-11-16 10:00:00
NSI20130111,1524,North Stradbroke,-27.345,153.562,2013-01-11 10:40:00
ROT20120824,1736,Rottnest Island,-32,115.41667,2012-08-24 11:06:00
NSI20131212,3270,North Stradbroke,-27.345,153.562,2013-12-12 10:20:00
DAR20121029,1538,Darwin,-12.4,130.76805,2012-10-30 07:51:00
YON20121219,1486,Yongala,-19.30847,147.61842,2012-12-19 10:20:00
ROT20130517,3110,Rottnest Island,-32,115.41667,2013-05-17 10:00:00
MAI20140122,5460,Maria Island,-42.59667,148.23333,2014-01-23 10:50:00
PHB20130915,3053,Port Hacking,-34.11923,151.22667,2013-09-16 08:15:00
NIN20130509,3092,Ningaloo,-21.99,113.779,2013-05-09 10:20:00
PHB20140211,5625,Port Hacking,-34.11923,151.22667,2014-02-12 09:57:00
YON20140527,5873,Yongala,-19.30847,147.61842,2014-05-27 12:12:00
PHB20141208,7093,Port Hacking,-34.11923,151.22667,2014-12-09 09:51:00
YON20141014,7494,Yongala,-19.30847,147.61842,2014-10-14 12:02:00
PHB20150330,7832,Port Hacking,-34.11923,151.22667,2015-03-31 09:32:00
MAI20150526,7615,Maria Island,-42.59667,148.23333,2015-05-26 10:35:00
YON20150601,7661,Yongala,-19.30847,147.61842,2015-06-01 12:55:00
NSI20151119,7925,North Stradbroke,-27.345,153.562,2015-11-19 10:24:00
NSI20110119,1250,North Stradbroke,-27.345,153.562,2011-01-19 10:00:00
NSI20110412,1302,North Stradbroke,-27.345,153.562,2011-04-13 09:25:00
ESP20110818,1386,Esperance,-33.93333,121.85,2011-08-18 10:20:00
ESP20111130,1387,Esperance,-33.93333,121.85,2011-11-30 14:38:00
ESP20121212,1552,Esperance,-33.93333,121.85,2012-12-12 09:10:00
DAR20130617_15:00,3019,Darwin,-12.4,130.76805,2013-06-18 00:30:00
NSI20130418,3023,North Stradbroke,-27.345,153.562,2013-04-18 10:05:00
ROT20110725,1390,Rottnest Island,-32,115.41667,2011-07-25 10:20:00
ROT20110125,1323,Rottnest Island,-32,115.41667,2011-01-25 09:10:00
ROT20120221,1587,Rottnest Island,-32,115.41667,2012-02-21 09:40:00
ROT20120928,1564,Rottnest Island,-32,115.41667,2012-09-28 11:41:00
YON20120816,1443,Yongala,-19.30847,147.61842,2012-08-16 00:00:00
YON20130220,1788,Yongala,-19.30847,147.61842,2013-02-20 10:42:00
YON20130912,3065,Yongala,-19.30847,147.61842,2013-09-12 11:26:00
PHB20140427,5733,Port Hacking,-34.11923,151.22667,2014-04-28 09:38:00
DAR20110627,1329,Darwin,-12.4,130.76805,2011-06-27 13:48:00
MAI20130129,1579,Maria Island,-42.59667,148.23333,2013-01-30 10:33:00
YON20120726,1431,Yongala,-19.30847,147.61842,2012-07-26 11:00:00
YON20131015,5003,Yongala,-19.30847,147.61842,2013-10-15 11:40:00
YON20140317,5073,Yongala,-19.30847,147.61842,2014-03-17 14:07:00
NSI20150119,6997,North Stradbroke,-27.345,153.562,2015-01-19 10:35:00
PHB20140911,5803,Port Hacking,-34.11923,151.22667,2014-09-11 10:13:00
ROT20141119,6981,Rottnest Island,-32,115.41667,2014-11-19 10:16:00
YON20141120,7509,Yongala,-19.30847,147.61842,2014-11-21 08:48:00
DAR20141130,7047,Darwin,-12.4,130.76805,2014-12-01 07:18:00
KAI20141201,7123,Kangaroo Island,-35.83217,136.44733,2014-12-02 06:05:00
ROT20141216,7277,Rottnest Island,-32,115.41667,2014-12-16 09:37:00
NSI20150817,7779,North Stradbroke,-27.345,153.562,2015-08-17 10:30:00
PHB20150819,7993,Port Hacking,-34.11923,151.22667,2015-08-19 10:03:00
NSI20160623,8765,North Stradbroke,-27.345,153.562,2016-06-23 10:30:00
PHB20160502,8917,Port Hacking,-34.11923,151.22667,2016-05-03 09:14:00
PHB20160407,8872,Port Hacking,-34.11923,151.22667,2016-04-08 09:13:00
NSI20160920,9054,North Stradbroke,-27.345,153.562,2016-09-20 10:15:00
PHB20160229,8857,Port Hacking,-34.11923,151.22667,2016-03-01 09:00:00
KAI20160223,8570,Kangaroo Island,-35.83217,136.44733,2016-02-24 07:55:00
ROT20180125,10715,Rottnest Island,-32,115.41667,2018-01-25 10:00:00
NSI20170117,9378,North Stradbroke,-27.345,153.562,2017-01-17 10:30:00
PHB20171024,10332,Port Hacking,-34.11923,151.22667,2017-10-25 09:01:00
MAI20160927,9038,Maria Island,-42.59667,148.23333,2016-09-27 10:10:00
MAI20170223,9425,Maria Island,-42.59667,148.23333,2017-02-24 08:50:00
NSI20161116,9348,North Stradbroke,-27.345,153.562,2016-11-16 10:15:00
NSI20170424,9622,North Stradbroke,-27.345,153.562,2017-04-24 11:00:00
YON20161108,9517,Yongala,-19.30847,147.61842,2016-11-08 10:50:00
ROT20181130,11477,Rottnest Island,-32,115.41667,2018-11-30 09:33:00
NSI20190618,11870,North Stradbroke,-27.345,153.562,2019-06-18 10:00:00
NSI20180530,11025,North Stradbroke,-27.345,153.562,2018-05-30 10:20:00
PHB20180905,11451,Port Hacking,-34.11923,151.22667,2018-09-05 10:50:00
KAI20181204,11529,Kangaroo Island,-35.83217,136.44733,2018-12-04 15:39:00
YON20190313,12040,Yongala,-19.30847,147.61842,2019-03-13 10:10:00
ROT20191218,12867,Rottnest Island,-32,115.41667,2019-12-18 09:15:00
PHB20190827,12349,Port Hacking,-34.11923,151.22667,2019-08-28 09:59:00
KAI20180515,10997,Kangaroo Island,-35.83217,136.44733,2018-05-16 08:15:00
KAI20190909,12334,Kangaroo Island,-35.83217,136.44733,2019-09-10 07:50:00
NSI20180718,11379,North Stradbroke,-27.345,153.562,2018-07-18 10:20:00
MAI20190430,11790,Maria Island,-42.59667,148.23333,2019-05-01 09:47:00
NSI20190416,11838,North Stradbroke,-27.345,153.562,2019-04-16 10:10:00
ROT20190711,12394,Rottnest Island,-32,115.41667,2019-07-11 09:26:00
PHB20190729,12379,Port Hacking,-34.11923,151.22667,2019-07-29 10:03:00
ROT20191126,12571,Rottnest Island,-32,115.41667,2019-11-26 09:30:00
KAI20191127,12792,Kangaroo Island,-35.83217,136.44733,2019-11-27 14:25:00
YON20200116,12917,Yongala,-19.30847,147.61842,2020-01-16 10:05:00
YON20200212,12932,Yongala,-19.30847,147.61842,2020-02-13 09:47:00
NSI20090218,1086,North Stradbroke,-27.345,153.562,2009-02-18 10:30:00
YON20100119,1137,Yongala,-19.30847,147.61842,2010-01-19 10:45:00
PHB20090924,1138,Port Hacking,-34.11923,151.22667,2009-09-25 08:45:00
NSI20100214,1140,North Stradbroke,-27.345,153.562,2010-02-15 09:30:00
PHB20100316,1153,Port Hacking,-34.11923,151.22667,2010-03-17 09:05:00
PHB20100609,1218,Port Hacking,-34.11923,151.22667,2010-06-09 10:53:00
ROT20100315,1221,Rottnest Island,-32,115.41667,2010-03-15 10:00:00
PHB20100817,1238,Port Hacking,-34.11923,151.22667,2010-08-18 09:30:00
PHB20101110,1254,Port Hacking,-34.11923,151.22667,2010-11-11 09:10:00
NSI20081030,1082,North Stradbroke,-27.345,153.562,2008-10-30 10:30:00
MAI20090421,1100,Maria Island,-42.59667,148.23333,2009-04-21 11:45:00
NSI20081217,1084,North Stradbroke,-27.345,153.562,2008-12-17 11:00:00
PHB20090422,1075,Port Hacking,-34.11923,151.22667,2009-04-23 09:38:00
PHB20090318,1074,Port Hacking,-34.11923,151.22667,2009-03-19 09:39:00
PHB20100510,1183,Port Hacking,-34.11923,151.22667,2010-05-11 09:13:00
DAR20111005,1352,Darwin,-12.4,130.76805,2011-10-05 09:31:00
NSI20120213,1379,North Stradbroke,-27.345,153.562,2012-02-14 08:00:00
ROT20110923,1392,Rottnest Island,-32,115.41667,2011-09-23 09:40:00
MAI20121112,1576,Maria Island,-42.59667,148.23333,2012-11-13 10:45:00
MAI20130313,1767,Maria Island,-42.59667,148.23333,2013-03-14 10:00:00
YON20120604,1433,Yongala,-19.30847,147.61842,2012-06-04 10:30:00
MAI20130821,3180,Maria Island,-42.59667,148.23333,2013-08-21 11:21:00
PHB20130422,3080,Port Hacking,-34.11923,151.22667,2013-04-23 09:32:00
YON20130515,1794,Yongala,-19.30847,147.61842,2013-05-15 10:30:00
YON20130808,3062,Yongala,-19.30847,147.61842,2013-08-08 10:58:00
ROT20130423,3107,Rottnest Island,-32,115.41667,2013-04-23 10:38:00
MAI20141208,7062,Maria Island,-42.59667,148.23333,2014-12-09 10:05:00
ROT20140624,5845,Rottnest Island,-32,115.41667,2014-06-24 13:16:00
ROT20150128,7292,Rottnest Island,-32,115.41667,2015-01-28 10:15:00
DAR20150203_00:30,7247,Darwin,-12.4,130.76805,2015-02-03 10:00:00
MAI20150421,7599,Maria Island,-42.59667,148.23333,2015-04-21 10:50:00
MAI20150811,8008,Maria Island,-42.59667,148.23333,2015-08-12 09:35:00
YON20150825,8032,Yongala,-19.30847,147.61842,2015-08-25 10:45:00
NSI20101215,1249,North Stradbroke,-27.345,153.562,2010-12-16 08:30:00
YON20100817,1290,Yongala,-19.30847,147.61842,2010-08-17 10:15:00
MAI20101027,1305,Maria Island,-42.59667,148.23333,2010-10-27 12:50:00
NSI20110323,1301,North Stradbroke,-27.345,153.562,2011-03-23 10:20:00
NSI20110915,1354,North Stradbroke,-27.345,153.562,2011-09-15 11:10:00
ROT20101124,1321,Rottnest Island,-32,115.41667,2010-11-24 11:07:00
NSI20120806,1436,North Stradbroke,-27.345,153.562,2012-08-06 10:15:00
PHB20111206,1410,Port Hacking,-34.11923,151.22667,2011-12-07 09:30:00
ESP20120910,1742,Esperance,-33.93333,121.85,2012-09-10 12:51:00
PHB20120717,1420,Port Hacking,-34.11923,151.22667,2012-07-17 10:00:00
NIN20110209,1342,Ningaloo,-21.99,113.779,2011-02-09 10:15:00
MAI20120326,1408,Maria Island,-42.59667,148.23333,2012-03-27 10:40:00
MAI20121002,1545,Maria Island,-42.59667,148.23333,2012-10-02 10:15:00
MAI20130807,3140,Maria Island,-42.59667,148.23333,2013-08-07 11:30:00
YON20120424,1434,Yongala,-19.30847,147.61842,2012-04-24 10:50:00
ROT20130221,3101,Rottnest Island,-32,115.41667,2013-02-21 12:55:00
MAI20140915,6680,Maria Island,-42.59667,148.23333,2014-09-16 09:20:00
KAI20140313,5633,Kangaroo Island,-35.83217,136.44733,2014-03-13 14:00:00
YON20111027,1398,Yongala,-19.30847,147.61842,2011-10-27 13:44:00
ROT20120727,1586,Rottnest Island,-32,115.41667,2012-07-27 09:55:00
KAI20111219,1413,Kangaroo Island,-35.83217,136.44733,2011-12-20 09:30:00
YON20140501,5859,Yongala,-19.30847,147.61842,2014-05-01 11:25:00
KAI20150408,7584,Kangaroo Island,-35.83217,136.44733,2015-04-09 07:11:00
KAI20151116,8197,Kangaroo Island,-35.83217,136.44733,2015-11-17 09:50:00
NSI20160517,8535,North Stradbroke,-27.345,153.562,2016-05-17 10:30:00
YON20160601,8932,Yongala,-19.30847,147.61842,2016-06-01 10:46:00
YON20160725,9114,Yongala,-19.30847,147.61842,2016-07-25 10:25:00
PHB20151115,8277,Port Hacking,-34.11923,151.22667,2015-11-16 09:33:00
PHB20160719,9296,Port Hacking,-34.11923,151.22667,2016-07-19 10:19:00
YON20151027,8092,Yongala,-19.30847,147.61842,2015-10-27 10:10:00
YON20170322,10085,Yongala,-19.30847,147.61842,2017-03-22 12:00:00
DAR20170516,9899,Darwin,-12.4,130.76805,2017-05-17 08:47:00
ROT20171103,10363,Rottnest Island,-32,115.41667,2017-11-03 09:25:00
YON20170705,10130,Yongala,-19.30847,147.61842,2017-07-05 10:21:00
MAI20180418,10651,Maria Island,-42.59667,148.23333,2018-04-19 09:30:00
YON20180130,10675,Yongala,-19.30847,147.61842,2018-01-30 10:05:00
ROT20171214,10734,Rottnest Island,-32,115.41667,2017-12-14 09:37:00
NSI20180123,10616,North Stradbroke,-27.345,153.562,2018-01-23 10:20:00
ROT20170407,10005,Rottnest Island,-32,115.41667,2017-04-07 09:28:00
YON20170120,9547,Yongala,-19.30847,147.61842,2017-01-20 10:00:00
KAI20170908,10255,Kangaroo Island,-35.83217,136.44733,2017-09-08 15:00:00
DAR20171009,10494,Darwin,-12.4,130.76805,2017-10-10 07:57:00
ROT20180511,10925,Rottnest Island,-32,115.41667,2018-05-11 09:21:00
MAI20181018,11253,Maria Island,-42.59667,148.23333,2018-10-19 08:45:00
